DLiP-ID,T002HB
MPC3,30
MPC4,37
MPC5,44
MPC6,45
MPC7,44
MPC8,40
MPC9,40
Mare,1.00416
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.39044959387505934
RPCG,0.2739944239632196
SIC0,0.3444610407754585
SIC1,0.5860521562507626
SIC2,0.7445960146682178
SIC3,0.9483188130311926
SIC4,1.0
SIC5,1.0
SaaN,0
SaaO,0
SaaS,0
Sare,25.104
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.806365093362446
SsLi,0
SsOH,8.792283110775173
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,39.99068840853392
TIC1,68.03854833339818
TIC2,86.44492028996487
TIC3,110.09640474436809
TIC4,116.09640474436812
TIC5,116.09640474436812
Vabc,216.43872629100412
WPol,24
apol,33.008343999999994
bpol,9.913656
nRot,2
ABCGG,10.93576550531733
ATS0Z,1182.0
ATS0d,94.0
ATS0i,3834.8892726027925
ATS0m,4908.903087000001
ATS0p,50.603811238792
ATS0s,141.28837067520197
ATS0v,7195.113148943624
ATS1Z,854.0
ATS1d,113.0
ATS1i,3630.8885609544504
ATS1m,3356.482179999999
ATS1p,57.33405815599998
ATS1s,93.04115226337449
ATS1v,8343.857389579985
ATS2Z,1306.0
ATS2d,163.0
ATS2i,5655.352184302001
ATS2m,5121.816276999998
ATS2p,84.78764864999997
ATS2s,162.43209876543213
ATS2v,12014.186889598977
ATS3Z,1380.0
ATS3d,173.0
ATS3i,7702.112019771908
ATS3m,5195.3840599999985
ATS3p,95.16501926569799
ATS3s,169.35390946502054
ATS3v,12889.46658722499
ATS4Z,1448.0
ATS4d,141.0
ATS4i,7641.247143699646
ATS4m,5639.260722999999
ATS4p,83.09662697824498
ATS4s,172.56805365035822
ATS4v,11114.50070583367
ATS5Z,992.0
ATS5d,116.0
ATS5i,6901.509171468271
ATS5m,3711.574866999999
ATS5p,67.647537312792
ATS5s,128.23456790123456
ATS5v,8813.19070295343
ATS6Z,860.0
ATS6d,91.0
ATS6i,5150.742656313754
ATS6m,3235.2812559999998
ATS6p,54.705579799094
ATS6s,83.70370370370371
ATS6v,6943.793748973115
ATS7Z,616.0
ATS7d,61.0
ATS7i,3432.8466377471586
ATS7m,2282.744363
ATS7p,35.503730939697995
ATS7s,85.75720164609054
ATS7v,4771.428788952344
ATS8Z,484.0
ATS8d,37.0
ATS8i,2602.146531899798
ATS8m,1867.3613369999998
ATS8p,21.796390683698
ATS8s,84.81893004115226
ATS8v,3292.858586246528
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.5319190309721773
Kier1,13.432098765432098
Kier2,5.76
Kier3,3.4844444444444442
MAXdO,10.714743743176284
MID_C,27.073248524773465
MID_N,0.0
MID_O,3.418230072903863
MID_X,3.5275440883963984
MID_h,6.945774161300261
MINdO,10.714743743176284
MPC10,28
MWC01,18.0
MWC02,4.465908118654584
MWC03,5.2832037287379885
MWC04,6.1463292576688975
MWC05,6.981934677156389
MWC06,7.847371836159788
MWC07,8.689632748355741
MWC08,9.555559953069064
MWC09,10.401258331428318
MWC10,11.267012138727853
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.358600000000002
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.919980925828125
SRW05,0.0
SRW06,6.418364935936212
SRW07,0.0
SRW08,8.001355025826703
SRW09,0.0
SRW10,9.626217750431657
SaaCH,11.764374265138155
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.0882740719744706
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9438180622043053
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.812519954825883
VE1_D,4.060294017245965
VE2_A,0.22426587969564016
VE2_D,0.2388408245438803
VE3_A,1.8689186270346936
VE3_D,1.9318836400946302
VR1_A,82.58226587084506
VR1_D,80.31193658701099
VR2_A,4.857780345343827
VR2_D,4.724231563941823
VR3_A,4.944423209637813
VR3_D,4.916546510868096
WPath,540
Xc-3d,1.410683602522959
Xc-4d,0.0
Xc-5d,0.25
Xc-6d,0.0
Xp-0d,12.41384908344359
Xp-1d,8.0585506480638
Xp-2d,7.596406652624704
Xp-3d,5.640946857734428
Xp-4d,4.677164270719096
Xp-5d,3.373833158968972
Xp-6d,2.3733771692384935
Xp-7d,1.4922385010422854
ZMIC0,57.04866869438233
ZMIC1,49.485746234398334
ZMIC2,36.23368872642423
ZMIC3,29.28123908083208
ZMIC4,25.262577672374505
ZMIC5,25.262577672374505
nAcid,1
nAtom,25
nBase,0
nRing,2
piPC1,3.258096538021482
piPC2,3.871201010907891
piPC3,4.406719247264253
piPC4,4.96109484853612
piPC5,5.497168225293202
piPC6,5.719491768361381
piPC7,6.055026028597727
piPC8,6.2777002615881745
piPC9,6.60852764564073
AATS0Z,47.28
AATS0d,3.76
AATS0i,153.3955709041117
AATS0m,196.35612348000004
AATS0p,2.02415244955168
AATS0s,5.651534827008079
AATS0v,287.80452595774494
AATS1Z,32.84615384615385
AATS1d,4.346153846153846
AATS1i,139.64956003670963
AATS1m,129.09546846153842
AATS1p,2.205156082923076
AATS1s,3.578505856283634
AATS1v,320.9175919069225
AATS2Z,32.65
AATS2d,4.075
AATS2i,141.38380460755002
AATS2m,128.04540692499995
AATS2p,2.1196912162499992
AATS2s,4.060802469135803
AATS2v,300.35467223997443
AATS3Z,26.53846153846154
AATS3d,3.326923076923077
AATS3i,148.11753884176747
AATS3m,99.9112319230769
AATS3p,1.830096524340346
AATS3s,3.256805951250395
AATS3v,247.8743574466344
AATS4Z,28.96
AATS4d,2.82
AATS4i,152.8249428739929
AATS4m,112.78521445999999
AATS4p,1.6619325395648996
AATS4s,3.4513610730071647
AATS4v,222.2900141166734
AATS5Z,22.545454545454547
AATS5d,2.6363636363636362
AATS5i,156.85248116973344
AATS5m,84.35397424999998
AATS5p,1.5374440298361818
AATS5s,2.9144219977553307
AATS5v,200.29978870348705
AATS6Z,26.060606060606062
AATS6d,2.757575757575758
AATS6i,156.0831107973865
AATS6m,98.03882593939393
AATS6p,1.6577448423967878
AATS6s,2.536475869809203
AATS6v,210.41799239312468
AATS7Z,28.0
AATS7d,2.772727272727273
AATS7i,156.03848353396177
AATS7m,103.7611074090909
AATS7p,1.6138059518044543
AATS7s,3.8980546202768425
AATS7v,216.8831267705611
AATS8Z,30.25
AATS8d,2.3125
AATS8i,162.63415824373737
AATS8m,116.71008356249999
AATS8p,1.362274417731125
AATS8s,5.301183127572016
AATS8v,205.803661640408
AMID_C,1.5925440308690273
AMID_N,0.0
AMID_O,0.20107235722963898
AMID_X,0.20750259343508226
AMID_h,0.40857495066472127
ATS0dv,221.20987654320987
ATS0pe,166.89090000000002
ATS0se,202.62910200000002
ATS1dv,220.22222222222223
ATS1pe,171.53300000000002
ATS1se,204.01428400000006
ATS2dv,296.33333333333337
ATS2pe,262.80460000000005
ATS2se,314.0826520000001
ATS3dv,264.44444444444446
ATS3pe,334.22599999999994
ATS3se,407.3603600000001
ATS4dv,205.49382716049382
ATS4pe,321.1151
ATS4se,394.273501
ATS5dv,159.33333333333334
ATS5pe,275.3444999999999
ATS5se,342.513076
ATS6dv,127.33333333333333
ATS6pe,207.349
ATS6se,258.1138
ATS7dv,116.22222222222223
ATS7pe,147.4695
ATS7se,181.130936
ATS8dv,106.22222222222223
ATS8pe,114.48849999999999
ATS8se,139.435248
ATSC0Z,442.15999999999997
ATSC0c,0.5529638134943521
ATSC0d,16.560000000000002
ATSC0i,31.87788145949533
ATSC0m,2055.099846
ATSC0p,7.021780293898559
ATSC0s,50.30974546563024
ATSC0v,1221.2104920752945
ATSC1Z,-8.566400000000007
ATSC1c,-0.3928972503221815
ATSC1d,1.6976
ATSC1i,4.1341328032458335
ATSC1m,-36.82828735999996
ATSC1p,0.6895398590757388
ATSC1s,-6.333036061575979
ATSC1v,84.23377740469036
ATSC2Z,3.6639999999999886
ATSC2c,0.16119688788537442
ATSC2d,-5.256000000000001
ATSC2i,-3.4533604618398073
ATSC2m,12.898942000000062
ATSC2p,-0.11845317432569386
ATSC2s,20.483776253619872
ATSC2v,-150.98906207709248
ATSC3Z,-192.81279999999995
ATSC3c,-0.01475038271756928
ATSC3d,-5.6048
ATSC3i,-10.279652326655794
ATSC3m,-904.5206039200001
ATSC3p,-3.419594917074044
ATSC3s,2.9414511202560556
ATSC3v,-588.9806100452975
ATSC4Z,169.59999999999997
ATSC4c,-0.004943766848910441
ATSC4d,-1.5599999999999998
ATSC4i,-9.174153275439304
ATSC4m,785.1829264000002
ATSC4p,1.2530097347630798
ATSC4s,-9.977978966620944
ATSC4v,-79.68183157016156
ATSC5Z,3.878400000000031
ATSC5c,-0.06720866287692252
ATSC5d,2.3743999999999996
ATSC5i,5.424383230414739
ATSC5m,32.85309135999967
ATSC5p,2.1607579263122925
ATSC5s,-11.286087852461517
ATSC5v,285.1617704698358
ATSC6Z,-83.7312
ATSC6c,0.04597774253486043
ATSC6d,-0.3792000000000001
ATSC6i,-0.694931925814585
ATSC6m,-381.90166448000014
ATSC6p,-0.6248508143420197
ATSC6s,5.8469140679774405
ATSC6v,45.83435136911362
ATSC7Z,-163.6608
ATSC7c,0.08486962803252962
ATSC7d,0.6672000000000002
ATSC7i,-6.515776935192946
ATSC7m,-761.9598899200001
ATSC7p,-2.7497079489509733
ATSC7s,6.070005913732662
ATSC7v,-300.35228813907247
ATSC8Z,5.497599999999997
ATSC8c,-0.2288766534858684
ATSC8d,-3.1984
ATSC8i,-0.09946948272141543
ATSC8m,38.719907039999946
ATSC8p,1.5221603223213207
ATSC8s,-19.15246968449931
ATSC8v,155.58501715680228
AXp-0d,0.7302264166731524
AXp-1d,0.44769725822576667
AXp-2d,0.30385626610498817
AXp-3d,0.18803156192448092
AXp-4d,0.12640984515457018
AXp-5d,0.07667802634020392
AXp-6d,0.05274171487196652
AXp-7d,0.03391451138732467
GATS1Z,0.49477390711333175
GATS1c,1.5305062969497865
GATS1d,0.9197324414715717
GATS1i,0.7994454844312137
GATS1m,0.49470339210130876
GATS1p,0.5975012612174615
GATS1s,0.7388634187276851
GATS1v,0.6558040076405395
GATS2Z,0.5882485977926543
GATS2c,0.46559046645039676
GATS2d,1.2681159420289854
GATS2i,0.9860902786197296
GATS2m,0.5905326665573601
GATS2p,0.7538093560716821
GATS2s,0.3573945693049101
GATS2v,0.8499254021167408
GATS3Z,1.094974321860517
GATS3c,0.6504127264625561
GATS3d,1.12876254180602
GATS3i,1.0879964462964167
GATS3m,1.097452033219382
GATS3p,1.1294462649616108
GATS3s,0.6172077228157069
GATS3v,1.1530485701075406
GATS4Z,0.6627465170978832
GATS4c,0.843207539158366
GATS4d,0.8840579710144927
GATS4i,1.1195415044109698
GATS4m,0.665949538259077
GATS4p,0.8634435823123446
GATS4s,1.0625170260599297
GATS4v,1.0245395628657283
GATS5Z,0.9714706317745943
GATS5c,0.8451487266230884
GATS5d,0.7905138339920947
GATS5i,0.9032676607208577
GATS5m,0.9709904283294238
GATS5p,0.8659935458197752
GATS5s,0.9977967914905084
GATS5v,0.974378978928667
GATS6Z,1.4729345197953847
GATS6c,0.5849172054690902
GATS6d,1.0101010101010102
GATS6i,0.9639697599191798
GATS6m,1.4697072647508462
GATS6p,1.179555656796337
GATS6s,0.41015783879138173
GATS6v,1.1012063247234576
GATS7Z,1.7973748704705828
GATS7c,1.0565443920189699
GATS7d,0.9552042160737811
GATS7i,1.1622646558034924
GATS7m,1.792841235731641
GATS7p,1.5332590001549113
GATS7s,0.9554825433256212
GATS7v,1.2772462309944883
GATS8Z,0.8972996200470419
GATS8c,2.9728361407602075
GATS8d,1.4039855072463767
GATS8i,1.046215247258003
GATS8m,0.8848140786391748
GATS8p,0.7077577525140727
GATS8s,3.267846976559538
GATS8v,0.7086972775286061
MATS1Z,-0.01862882910467497
MATS1c,-0.6832017003610686
MATS1d,0.09856930509104421
MATS1i,0.12469861588761982
MATS1m,-0.01723118944228208
MATS1p,0.09442321854491106
MATS1s,-0.12103932737396686
MATS1v,0.06632273245346917
MATS2Z,0.005179120680296709
MATS2c,0.18219647013011647
MATS2d,-0.19836956521739132
MATS2i,-0.06770682962079279
MATS2m,0.003922845289337849
MATS2p,-0.010543370890981653
MATS2s,0.2544707797668847
MATS2v,-0.07727428187897069
MATS3Z,-0.20964913501551818
MATS3c,-0.012824582693511048
MATS3d,-0.16271832032701597
MATS3i,-0.15503353157081726
MATS3m,-0.21160318599991684
MATS3p,-0.23413378787322825
MATS3s,0.028109050827873842
MATS3v,-0.2318713740726781
MATS4Z,0.1917857789035643
MATS4c,-0.004470244461087991
MATS4d,-0.047101449275362306
MATS4i,-0.14389527872321387
MATS4m,0.191032792866065
MATS4p,0.08922308035270332
MATS4s,-0.09916546858140567
MATS4v,-0.032624118482126804
MATS5Z,0.004983798542691291
MATS5c,-0.06905829882368737
MATS5d,0.08146684233640752
MATS5i,0.09668258319763522
MATS5m,0.009083027872417052
MATS5p,0.17484217902540794
MATS5s,-0.12746138659262612
MATS5v,0.13267469799261106
MATS6Z,-0.14346102603746896
MATS6c,0.06299078218583247
MATS6d,-0.017347386912604307
MATS6i,-0.016515011539631308
MATS6m,-0.1407812099013115
MATS6p,-0.06741478787912404
MATS6s,0.0880441813714685
MATS6v,0.0284332583831984
MATS7Z,-0.4206128591871309
MATS7c,0.17441061562134144
MATS7d,0.04578392621870883
MATS7i,-0.23227051588162176
MATS7m,-0.4213243035164567
MATS7p,-0.44499656682836464
MATS7s,0.1371053248041237
MATS7v,-0.2794845119286868
MATS8Z,0.019427356612990762
MATS8c,-0.6467326836665092
MATS8d,-0.3017814009661835
MATS8i,-0.0048755142950667124
MATS8m,0.029438888269957036
MATS8p,0.33871403035690356
MATS8s,-0.5948297612134477
MATS8v,0.19906608310773913
MAXsCl,5.903182546681223
MAXsOH,8.792283110775173
MINsCl,5.903182546681223
MINsOH,8.792283110775173
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.003688626403267
SpAD_D,131.57867231724728
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,368
TMWC10,105.63821078995862
TSRW10,49.57683655066692
VE1_Dt,4.089819345684615
VE2_Dt,0.24057760856968322
VE3_Dt,1.9391290503821055
VR1_Dt,78.71710963549626
VR2_Dt,4.630418213852721
VR3_Dt,4.896488786103325
Xc-3dv,0.6736080194679911
Xc-4dv,0.0
Xc-5dv,0.042992293264032394
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.27159151841881124
Xp-0dv,10.164700608346566
Xp-1dv,5.615042374624388
Xp-2dv,4.413498011501095
Xp-3dv,2.7641753258698065
Xp-4dv,2.0517972684546484
Xp-5dv,1.228490710263369
Xp-6dv,0.730898047540931
Xp-7dv,0.34127259174453894
Xpc-4d,2.606663652102969
Xpc-5d,3.725544780588303
Xpc-6d,4.83225065482614
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,26
nFRing,0
nHBAcc,1
nHBDon,1
nHRing,0
nSpiro,0
naRing,2
piPC10,6.668168685017109
AATS0dv,8.848395061728395
AATS0pe,6.675636000000001
AATS0se,8.105164080000002
AATS1dv,8.47008547008547
AATS1pe,6.597423076923078
AATS1se,7.846703230769233
AATS2dv,7.408333333333334
AATS2pe,6.570115000000001
AATS2se,7.852066300000002
AATS3dv,5.085470085470086
AATS3pe,6.427423076923076
AATS3se,7.833853076923079
AATS4dv,4.109876543209876
AATS4pe,6.422301999999999
AATS4se,7.8854700200000005
AATS5dv,3.6212121212121215
AATS5pe,6.257829545454544
AATS5se,7.784388090909091
AATS6dv,3.8585858585858586
AATS6pe,6.28330303030303
AATS6se,7.821630303030304
AATS7dv,5.282828282828283
AATS7pe,6.703159090909091
AATS7se,8.233224363636364
AATS8dv,6.638888888888889
AATS8pe,7.155531249999999
AATS8se,8.714703
AATSC0Z,17.6864
AATSC0c,0.022118552539774083
AATSC0d,0.6624000000000001
AATSC0i,1.2751152583798133
AATSC0m,82.20399384000001
AATSC0p,0.2808712117559424
AATSC0s,2.0123898186252096
AATSC0v,48.84841968301178
AATSC1Z,-0.32947692307692333
AATSC1c,-0.015111432704699288
AATSC1d,0.06529230769230769
AATSC1i,0.15900510781714744
AATSC1m,-1.4164725907692293
AATSC1p,0.02652076381060534
AATSC1s,-0.24357831006061456
AATSC1v,3.239760669411168
AATSC2Z,0.09159999999999971
AATSC2c,0.004029922197134361
AATSC2d,-0.13140000000000002
AATSC2i,-0.08633401154599518
AATSC2m,0.32247355000000155
AATSC2p,-0.0029613293581423465
AATSC2s,0.5120944063404969
AATSC2v,-3.774726551927312
AATSC3Z,-3.7079384615384607
AATSC3c,-0.00028366120610710154
AATSC3d,-0.10778461538461538
AATSC3i,-0.1976856216664576
AATSC3m,-17.39462699846154
AATSC3p,-0.06576144071296239
AATSC3s,0.05656636769723184
AATSC3v,-11.326550193178797
AATSC4Z,3.3919999999999995
AATSC4c,-9.887533697820881e-05
AATSC4d,-0.031199999999999995
AATSC4i,-0.18348306550878607
AATSC4m,15.703658528000004
AATSC4p,0.025060194695261596
AATSC4s,-0.19955957933241886
AATSC4v,-1.5936366314032313
AATSC5Z,0.08814545454545525
AATSC5c,-0.0015274696108391482
AATSC5d,0.05396363636363635
AATSC5i,0.12328143705488043
AATSC5m,0.7466611672727197
AATSC5p,0.049108134688915735
AATSC5s,-0.25650199664685264
AATSC5v,6.4809493288599045
AATSC6Z,-2.537309090909091
AATSC6c,0.0013932649252988009
AATSC6d,-0.011490909090909093
AATSC6i,-0.021058543206502574
AATSC6m,-11.572777711515156
AATSC6p,-0.018934873161879386
