DLiP-ID,T001HH
DLiP-Mol-ID,17185
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H34N4O4/c31-24(8-7-18-9-11-27-12-10-18)30-13-3-5-20(17-30)26(34)29-23(15-25(32)33)21-14-19-4-1-2-6-22(19)28-16-21/h1-2,4,6,14,16,18,20,23,27H,3,5,7-13,15,17H2,(H,29,34)(H,32,33)/t20-,23-/m1/s1"
Standard Inchi Key(RDKit),FGJKSKYLEOZELA-NFBKMPQASA-N
Canonical SMILES(RDKit),O=C(O)C[C@@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cnc2ccccc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),466.582
MW Monoisotopic(RDKit),466.258005568
MolLogP(RDKit),2.8852
XLogP(SDF),
XLogP(CDK),1.554
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),111.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.55164789595521
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,54259514.36504624
qed,0.5516478959552105
Chi0,23.915638315627202
Chi1,16.49120363844137
TPSA,111.63000000000001
Chi0n,19.540712673650123
Chi0v,19.540712673650123
Chi1n,12.346951632641348
Chi1v,12.346951632641348
Chi2n,9.53134591416104
Chi2v,9.53134591416104
Chi3n,7.079296490802457
Chi3v,7.079296490802457
Chi4n,5.068804360365092
Chi4v,5.068804360365092
MolMR,129.01120000000003
MolWt,466.5820000000002
fr_SH,0
Kappa1,24.134948096885815
Kappa2,11.421457673155274
Kappa3,6.315555555555555
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
