DLiP-ID,T000HS
DLiP-Mol-ID,16011
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H15F2N3O2/c20-14-8-9-16(15(21)11-14)23-19(25)24-18-17(7-4-10-22-18)26-12-13-5-2-1-3-6-13/h1-11H,12H2,(H2,22,23,24,25)"
Standard Inchi Key(RDKit),BJGCOTAIBUUGAQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc(F)cc1F)Nc1ncccc1OCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),355.344
MW Monoisotopic(RDKit),355.11323316
MolLogP(RDKit),4.5828
XLogP(SDF),
XLogP(CDK),3.905
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),63.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.703944933507312
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,880524.2832552217
qed,0.7039449335073116
Chi0,18.355160383312143
Chi1,12.614193540729628
TPSA,63.25
Chi0n,13.577598864718572
Chi0v,13.577598864718572
Chi1n,7.7643062516553405
Chi1v,7.7643062516553405
Chi2n,5.327711029907373
Chi2v,5.327711029907373
Chi3n,3.4191213090445385
Chi3v,3.4191213090445385
Chi4n,2.188170567094386
Chi4v,2.188170567094386
MolMR,94.01040000000002
MolWt,355.3440000000001
fr_SH,0
Kappa1,17.34650511351389
Kappa2,8.06471380317952
Kappa3,4.535469945537772
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,904.2958993151499
MolLogP,4.582800000000002
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,1
BalabanJ,1.6621071078859728
SMR_VSA1,18.312230233221513
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.606881964512918
SMR_VSA6,10.633577208012662
SMR_VSA7,84.05840743001798
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
