DLiP-ID,T005WV
DLiP-Mol-ID,23134
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H25N5O4S/c1-3-4-11-25-12(2)16(19(29)23-10-9-15(26)27)30-20(25)24-18(28)14-7-5-13(6-8-14)17(21)22/h5-8H,3-4,9-11H2,1-2H3,(H3,21,22)(H,23,29)(H,26,27)/b24-20-"
Standard Inchi Key(RDKit),SLBRICLACOVBRL-GFMRDNFCSA-N
Canonical SMILES(RDKit),CCCCn1c(C)c(C(=O)NCCC(=O)O)s/c1=N\C(=O)c1ccc(C(=N)N)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),431.518
MW Monoisotopic(RDKit),431.16272528
MolLogP(RDKit),1.88779
XLogP(SDF),
XLogP(CDK),2.94
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),150.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.352995378571718
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3535870.2680301056
qed,0.3529953785717183
Chi0,22.258784066134826
Chi1,14.239289860616426
TPSA,150.63
Chi0n,16.896919200236194
Chi0v,17.71341578116392
Chi1n,9.479138382940219
Chi1v,10.295634963867945
Chi2n,6.611982704362835
Chi2v,7.58950351172874
Chi3n,4.363705548157505
Chi3v,5.542884154031884
Chi4n,2.6667072197334063
Chi4v,3.7390126738939946
MolMR,113.89160000000003
MolWt,431.51800000000014
fr_SH,0
Kappa1,23.01329433441242
Kappa2,10.49042359369043
Kappa3,5.864443007531881
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1020.8080725934167
MolLogP,1.8877899999999994
NOCount,9
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,2.359906540116674
SMR_VSA1,19.49013894705617
SMR_VSA2,5.409283605791522
SMR_VSA3,9.883888251797686
SMR_VSA4,10.726072209797854
SMR_VSA5,39.65469567407186
SMR_VSA6,6.544756405912575
SMR_VSA7,50.76484909925226
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,177.32206973995
NHOHCount,5
PEOE_VSA1,20.724083123800575
PEOE_VSA2,19.79289515800699
PEOE_VSA3,0.0
PEOE_VSA4,4.992404732635669
PEOE_VSA5,0.0
PEOE_VSA6,36.81407883747459
PEOE_VSA7,25.477292959539852
PEOE_VSA8,29.9103437900676
PEOE_VSA9,6.4208216229260096
RingCount,2
SMR_VSA10,34.95607041034687
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,431.1627252800001
NumHDonors,4
PEOE_VSA10,10.712766979458568
PEOE_VSA11,4.801402653462074
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
PEOE_VSA14,5.969305287951849
SlogP_VSA1,15.85185873463059
SlogP_VSA2,39.83766798095676
SlogP_VSA3,11.339293589984397
SlogP_VSA4,12.333020805482146
SlogP_VSA5,57.47325460855604
SlogP_VSA6,29.257873006482107
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,1
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.876485017303356
EState_VSA2,24.70837754394736
EState_VSA3,33.0441372313184
EState_VSA4,24.178429123786756
EState_VSA5,0.0
EState_VSA6,31.18920547353706
EState_VSA7,11.49083684748198
EState_VSA8,10.309193336642
EState_VSA9,16.249478477794412
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,11.336785877934737
VSA_EState1,0.0
