DLiP-ID,C003F8
DLiP-Mol-ID,33938
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C4H11N5.ClH/c1-9(2)4(7)8-3(5)6;/h1-2H3,(H5,5,6,7,8);1H"
Standard Inchi Key(RDKit),OETHQSJEHLVLGH-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)C(=N)N=C(N)N.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),165.628
MW Monoisotopic(RDKit),165.078123064
MolLogP(RDKit),-0.822029999999999
XLogP(SDF),
XLogP(CDK),-0.0270000000000001
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),91.49
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),10
QED Weighted(RDKit),0.323557474586954
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,60.47184355343589
qed,0.3235574745869541
Chi0,7.439157588755425
Chi1,4.036581260209188
TPSA,91.49
Chi0n,5.957376019843031
Chi0v,6.773872600770757
Chi1n,2.392597853439479
Chi1v,2.392597853439479
Chi2n,1.7547029440387123
Chi2v,1.7547029440387123
Chi3n,0.6586079420610542
Chi3v,0.6586079420610542
Chi4n,0.22228474935575288
Chi4v,0.22228474935575288
MolMR,44.471500000000006
MolWt,165.62800000000001
fr_SH,0
Kappa1,11.781706261925619
Kappa2,4.866880632909373
Kappa3,5.172247510668562
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,2
fr_N_O,0
fr_azo,0
BertzCT,136.58337707694835
MolLogP,-0.8220300000000003
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,0
SMR_VSA1,0.0
SMR_VSA2,5.409283605791522
SMR_VSA3,4.899909730850478
SMR_VSA4,16.459739686960038
SMR_VSA5,0.0
SMR_VSA6,14.09534396535438
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,1
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,66.00745917292251
NHOHCount,5
PEOE_VSA1,16.36724468517485
PEOE_VSA2,5.409283605791522
PEOE_VSA3,0.0
PEOE_VSA4,4.992404732635669
PEOE_VSA5,12.407033161179976
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,14.09534396535438
PEOE_VSA9,0.0
RingCount,0
SMR_VSA10,24.326142298667648
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,165.07812306399998
NumHDonors,3
PEOE_VSA10,0.0
PEOE_VSA11,5.959554568743835
PEOE_VSA12,5.959554568743835
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,11.46733495432437
SlogP_VSA2,30.91436283369253
SlogP_VSA3,0.0
SlogP_VSA4,5.409283605791522
SlogP_VSA5,0.0
SlogP_VSA6,4.992404732635669
SlogP_VSA7,0.0
