DLiP-ID,T005FX
AATS8s,3.4569205355590324
AATS8v,199.6987638535855
AMID_C,1.5603061218194656
AMID_N,0.1743391757719611
AMID_O,0.2674878088939606
AMID_X,0.0
AMID_h,0.5062735794426114
ATS0dv,512.4444444444445
ATS0pe,373.9342
ATS0se,456.6854249999999
ATS1dv,451.33333333333337
ATS1pe,408.54110000000003
ATS1se,487.73824399999984
ATS2dv,751.6666666666666
ATS2pe,696.6770000000001
ATS2se,837.0653339999997
ATS3dv,670.0
ATS3pe,864.2799000000003
ATS3se,1057.5336579999998
ATS4dv,675.3333333333333
ATS4pe,940.7316999999998
ATS4se,1156.9689999999998
ATS5dv,758.3333333333333
ATS5pe,930.7534999999999
ATS5se,1144.802404
ATS6dv,662.6666666666667
ATS6pe,905.0430999999998
ATS6se,1113.78175
ATS7dv,707.0
ATS7pe,911.1357999999999
ATS7se,1118.80469
ATS8dv,684.6666666666667
ATS8pe,890.7406999999998
ATS8se,1096.751212
ATSC0Z,552.0689655172414
ATSC0c,1.238893736307659
ATSC0d,35.120689655172406
ATSC0i,90.83678396216484
ATSC0m,2538.5206783448275
ATSC0p,15.987618159714565
ATSC0s,107.33299187597562
ATSC0v,2876.67720787129
ATSC1Z,111.9262782401903
ATSC1c,-0.6723234394697791
ATSC1d,6.733055885850176
ATSC1i,-8.895537111162408
ATSC1m,485.87081176932236
ATSC1p,-1.1984717491163848
ATSC1s,-20.07287833617957
ATSC1v,95.03919488565754
ATSC2Z,-32.81450653983352
ATSC2c,0.015009641088380158
ATSC2d,-4.718489892984545
ATSC2i,2.326437023685449
ATSC2m,-159.09693969322186
ATSC2p,0.001789173984485526
ATSC2s,31.66966911105077
ATSC2v,-317.689774094023
ATSC3Z,-29.989298454221156
ATSC3c,0.1523963316381178
ATSC3d,-8.73127229488704
ATSC3i,-30.35826085253156
ATSC3m,-151.03626039476785
ATSC3p,-3.5772666419859713
ATSC3s,-13.308422237635977
ATSC3v,-692.2965393545329
ATSC4Z,-69.2080856123662
ATSC4c,-0.3689399673916865
ATSC4d,-7.59690844233056
ATSC4i,-12.455417605729627
ATSC4m,-331.9012952128416
ATSC4p,-2.560658531592036
ATSC4s,-34.497075465389194
ATSC4v,-526.0944417857729
ATSC5Z,8.277051129607624
ATSC5c,0.45832552947992167
ATSC5d,-4.058263971462544
ATSC5i,-11.527734653223831
ATSC5m,64.55164924732469
ATSC5p,-0.8547781171222744
ATSC5s,56.26033465369629
ATSC5v,43.35885092952988
ATSC6Z,-176.2009512485137
ATSC6c,-0.23275341640513403
ATSC6d,-0.032699167657550654
ATSC6i,-12.1791538469477
ATSC6m,-766.6086586944115
ATSC6p,-1.285620997174959
ATSC6s,-33.86525355617209
ATSC6v,-65.00912469503217
ATSC7Z,-118.58145065398334
ATSC7c,-0.057632850647844375
ATSC7d,2.2583234244946486
ATSC7i,29.656873948652148
ATSC7m,-530.615973665874
ATSC7p,3.0362256716247376
ATSC7s,-36.35545035569875
ATSC7v,147.38674361637132
ATSC8Z,-13.92746730083234
ATSC8c,0.3395815809070634
ATSC8d,-3.8644470868014253
ATSC8i,-8.482572947038346
ATSC8m,-42.20242705112958
ATSC8p,-1.1495209635097552
ATSC8s,6.652805200386894
ATSC8v,59.62865542147284
AXp-0d,0.6929286173945908
AXp-1d,0.43572136065632605
AXp-2d,0.28405611285530413
AXp-3d,0.1800125838588716
AXp-4d,0.11595698629251104
AXp-5d,0.07685696705289116
AXp-6d,0.049125170906149124
AXp-7d,0.03183291684896783
GATS1Z,0.7751924200600431
GATS1c,1.5204989292384274
GATS1d,0.916195543731294
GATS1i,1.2013724808730926
GATS1m,0.7648056656569642
GATS1p,1.1632512840104505
GATS1s,0.710840875827941
GATS1v,0.8799261080645322
GATS2Z,0.9115320781654324
GATS2c,1.126206509652003
GATS2d,1.1979100918718006
GATS2i,1.0498284622618208
GATS2m,0.9089114412904472
GATS2p,0.9631872093138445
GATS2s,0.6068613866702603
GATS2v,0.9560418146646683
GATS3Z,1.0636059264430318
GATS3c,0.8631550517583169
GATS3d,1.2410985012561728
GATS3i,1.17617138814521
GATS3m,1.0546616927825903
GATS3p,1.1473542735059075
GATS3s,0.9586562964289231
GATS3v,1.0759724931042887
GATS4Z,1.2308430946411917
GATS4c,1.1590808262206138
GATS4d,1.1949986886436543
GATS4i,1.1072609946174408
GATS4m,1.213035787841064
GATS4p,1.1473337249655322
GATS4s,1.4469941278352856
GATS4v,1.0336937417066525
GATS5Z,1.1558036643764313
GATS5c,0.8746753847503947
GATS5d,1.1496072655866474
GATS5i,1.08167054568793
GATS5m,1.135602507490879
GATS5p,1.0812597463381015
GATS5s,1.2653037956676165
GATS5v,0.9579894054855401
GATS6Z,1.297974480235567
GATS6c,1.1360879382452598
GATS6d,1.1186934567641493
GATS6i,1.081705508935692
GATS6m,1.2733642949204047
GATS6p,1.1010457462625745
GATS6s,1.684388129331508
GATS6v,0.967567230826607
GATS7Z,1.0932568740282005
GATS7c,0.9977925690863716
GATS7d,1.0014100836649644
GATS7i,0.8778448108112034
GATS7m,1.0882636614386203
GATS7p,0.8875320973755937
GATS7s,1.6640661156080159
GATS7v,0.9226121758060811
GATS8Z,0.9790379692269796
GATS8c,0.7040277962222794
GATS8d,1.0572196062975796
GATS8i,1.0118904112585971
GATS8m,0.975855277292475
GATS8p,1.0243580570971036
GATS8s,1.042603008831354
GATS8v,0.9873331354856574
MATS1Z,0.18965968850113848
MATS1c,-0.5076688300741771
MATS1d,0.1793434367428381
MATS1i,-0.09161081148088118
MATS1m,0.17905085889651481
MATS1p,-0.07012620516131293
MATS1s,-0.17494950619742153
MATS1v,0.030906364357467554
MATS2Z,-0.032833050771839026
MATS2c,0.006692292967761653
MATS2d,-0.07421277789466307
MATS2i,0.014147126777770285
MATS2m,-0.0346194221769893
MATS2p,6.181693981256447e-05
MATS2s,0.16298550594178937
MATS2v,-0.061002944472036746
MATS3Z,-0.023166587059558357
MATS3c,0.05246015158032021
MATS3d,-0.10602385284010514
MATS3i,-0.14252932346187264
MATS3m,-0.02537403904758188
MATS3p,-0.09542378319532556
MATS3s,-0.05287890108128689
MATS3v,-0.10263373018144901
MATS4Z,-0.04980106611450034
MATS4c,-0.11830327995868359
MATS4d,-0.08593082763397693
MATS4i,-0.054471794295979044
MATS4m,-0.05194017153095838
MATS4p,-0.06362723325315496
MATS4s,-0.127680384298516
MATS4v,-0.07265202418520038
MATS5Z,0.0060387604969116635
MATS5c,0.14900659584649234
MATS5d,-0.04654175530464191
MATS5i,-0.05111492441620696
MATS5m,0.010242173742181436
MATS5p,-0.021534516715886427
MATS5s,0.21112252787133928
MATS5v,0.006070886777497409
MATS6Z,-0.13222539484250917
MATS6c,-0.07783267647734342
MATS6d,-0.00038572129882881136
MATS6i,-0.05554632419593298
MATS6m,-0.12511027326037252
MATS6p,-0.033314181499369086
MATS6s,-0.1307136837776521
MATS6v,-0.009362312735567615
MATS7Z,-0.08835523896855244
MATS7c,-0.019135725170730814
MATS7d,0.026450384204277602
MATS7i,0.13429891449597672
MATS7m,-0.08598218856264077
MATS7p,0.07811944723820845
MATS7s,-0.13933017237674053
MATS7v,0.021075416792361936
MATS8Z,-0.010304299249588722
MATS8c,0.1119566043467379
MATS8d,-0.04494319871116734
MATS8i,-0.03814217922228343
MATS8m,-0.006790415849711431
MATS8p,-0.029367892226151805
MATS8s,0.0253169405015005
MATS8v,0.0084664926020442
MAXaaN,4.246287642251158
MAXssO,5.389859332309382
MINaaN,4.246287642251158
MINssO,5.3196863694770045
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-4.05204941809266
SdssSe,0
SdsssP,0
SpAD_A,46.216490576856216
SpAD_D,455.57538868443964
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.554217440740649
SssNH2,0
SsssAs,0
SsssCH,-1.0320565371210215
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1094
TMWC10,152.65041953497106
TSRW10,85.211792329329
VE1_Dt,5.786864877627334
VE2_Dt,0.16533899650363812
VE3_Dt,3.0083536415190384
VR1_Dt,249.95737921153892
VR2_Dt,7.141639406043969
VR3_Dt,6.7740533886698655
Xc-3dv,1.284676901607515
Xc-4dv,0.05103103630798288
Xc-5dv,0.1945161589849679
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.48814483610392
Xch-7d,0.6197538268446103
Xp-0dv,19.494774300614896
Xp-1dv,12.540608206560778
Xp-2dv,9.78268673738365
Xp-3dv,7.188768084899329
Xp-4dv,5.319525901963185
Xp-5dv,3.7372833412635593
Xp-6dv,2.243718628702118
Xp-7dv,1.4489660887364288
Xpc-4d,5.489769912214888
Xpc-5d,8.798369403979104
Xpc-6d,13.627815710118734
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,62
nFRing,2
nHBAcc,6
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,7.268630179803864
AATS0dv,8.835249042145595
AATS0pe,6.447141379310344
AATS0se,7.873886637931033
AATS1dv,7.279569892473119
AATS1pe,6.589372580645162
AATS1se,7.86674587096774
AATS2dv,7.158730158730158
AATS2pe,6.635019047619049
AATS2se,7.972050799999997
AATS3dv,4.926470588235294
AATS3pe,6.354999264705885
AATS3se,7.7759827794117635
AATS4dv,4.6255707762557075
AATS4pe,6.443367808219177
AATS4se,7.924445205479451
AATS5dv,5.266203703703703
AATS5pe,6.463565972222222
AATS5se,7.950016694444445
AATS6dv,4.733333333333334
AATS6pe,6.46459357142857
AATS6se,7.955583928571429
AATS7dv,5.01418439716312
AATS7pe,6.461956028368793
AATS7se,7.934785035460992
AATS8dv,4.821596244131456
AATS8pe,6.272821830985914
AATS8se,7.723600084507042
AATSC0Z,9.518430439952438
AATSC0c,0.021360236832890674
AATSC0d,0.6055291319857311
AATSC0i,1.5661514476235319
AATSC0m,43.76759790249702
AATSC0p,0.27564858896059596
AATSC0s,1.8505688254478556
AATSC0v,49.59788289433259
AATSC1Z,1.8052625522611339
AATSC1c,-0.010843926443060955
AATSC1d,0.10859767557822864
AATSC1i,-0.14347640501874853
AATSC1m,7.836625996279393
AATSC1p,-0.019330189501877173
AATSC1s,-0.3237561021964447
AATSC1v,1.5328902400912505
AATSC2Z,-0.31251910990317644
AATSC2c,0.0001429489627464777
AATSC2d,-0.04493799898080519
AATSC2i,0.022156543082718562
AATSC2m,-1.5152089494592558
AATSC2p,1.7039752233195483e-05
AATSC2s,0.3016158962957216
AATSC2v,-3.025616896133552
AATSC3Z,-0.2205095474575085
AATSC3c,0.0011205612620449838
AATSC3d,-0.06420053158005176
AATSC3i,-0.22322250626861442
AATSC3m,-1.1105607381968223
AATSC3p,-0.02630343119107332
AATSC3s,-0.09785604586497042
AATSC3v,-5.090415730548036
AATSC4Z,-0.47402798364634385
AATSC4c,-0.00252698607802525
AATSC4d,-0.05203361946801753
