DLiP-ID,C0004U
DLiP-Mol-ID,30275
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H9NO5/c10-7(9(14)15)4-1-2-5(8(12)13)6(11)3-4/h1-3,7,11H,10H2,(H,12,13)(H,14,15)/t7-/m0/s1"
Standard Inchi Key(RDKit),GXZSAQLJWLCLOX-ZETCQYMHSA-N
Canonical SMILES(RDKit),N[C@H](C(=O)O)c1ccc(C(=O)O)c(O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),211.173
MW Monoisotopic(RDKit),211.048072388
MolLogP(RDKit),0.1748
XLogP(SDF),
XLogP(CDK),-2.137
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),120.85
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.565266658609616
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1712.868008822707
qed,0.5652666586096156
Chi0,11.585421958697399
Chi1,6.93042811032654
TPSA,120.85000000000002
Chi0n,7.54488871337573
Chi0v,7.54488871337573
Chi1n,3.977786157949345
Chi1v,3.977786157949345
Chi2n,2.8976475792996195
Chi2v,2.8976475792996195
Chi3n,1.8773658495456857
Chi3v,1.8773658495456857
Chi4n,1.0655433693378815
Chi4v,1.0655433693378815
MolMR,49.630300000000005
MolWt,211.17299999999997
fr_SH,0
