DLiP-ID,C001XI
DLiP-Mol-ID,26843
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H6O3/c11-7-5-3-1-2-4-6(5)8(12)10-9(7)13-10/h1-4,9-10H"
Standard Inchi Key(RDKit),TVVRFUOKLKGUKT-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1c2ccccc2C(=O)C2OC12
SMILES(SDF),
MW(SDF),
MW(RDKit),174.155
MW Monoisotopic(RDKit),174.031694052
MolLogP(RDKit),0.833
XLogP(SDF),
XLogP(CDK),0.716
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),46.67
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.547163040138395
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2759.1247303604678
qed,0.5471630401383948
Chi0,8.999635521070495
Chi1,6.287693700234703
TPSA,46.67
Chi0n,6.688846486529345
Chi0v,6.688846486529345
Chi1n,4.11768668296748
Chi1v,4.11768668296748
Chi2n,3.251369206397682
Chi2v,3.251369206397682
Chi3n,2.46639010059737
Chi3v,2.46639010059737
Chi4n,1.7305267497584016
Chi4v,1.7305267497584016
MolMR,43.76400000000002
MolWt,174.15499999999997
fr_SH,0
Kappa1,6.974780995063199
Kappa2,2.058757065269966
Kappa3,0.7686391687495168
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,382.9329643042091
MolLogP,0.833
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.2571202131048875
SMR_VSA1,14.325937321943693
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,12.207932775496605
SMR_VSA6,0.0
SMR_VSA7,35.392371257240434
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
