DLiP-ID,C100IO
AATSC5Z,1.0577151380475482
AATSC5c,0.0018354700238979622
AATSC5d,-0.04693160025569995
AATSC5i,0.2711563002415138
AATSC5m,5.157064243029128
AATSC5p,0.04462124967299997
AATSC5s,0.01745444075776485
AATSC5v,10.355752323118809
AATSC6Z,-1.6725449650813469
AATSC6c,-0.004252553412441098
AATSC6d,-0.09904997854160977
AATSC6i,-0.14010446394644382
AATSC6m,-7.931541672398654
AATSC6p,-0.039531722936786515
AATSC6s,-0.10021095331607995
AATSC6v,-9.61657721005035
AATSC7Z,0.373547773597387
AATSC7c,0.0038347628395763527
AATSC7d,-1.0336130979443387e-05
AATSC7i,0.36609283898669687
AATSC7m,1.84073243627775
AATSC7p,0.048779994065147866
AATSC7s,-0.06930174841397817
AATSC7v,7.169542882523895
AATSC8Z,-0.7603878116343492
AATSC8c,0.0005383592696661857
AATSC8d,-0.171425527381206
AATSC8i,-0.20225087686731588
AATSC8m,-3.6840152690443224
AATSC8p,-0.03708662181361817
AATSC8s,-0.0201134372706395
AATSC8v,-7.43013500986295
ATS0are,234.7049
ATS1are,254.02499999999998
ATS2are,430.5229999999999
ATS3are,485.9840000000001
ATS4are,576.832
ATS5are,549.641
ATS6are,444.22100000000006
ATS7are,414.892
ATS8are,307.15999999999997
ATSC0dv,161.8947368421052
ATSC0pe,4.494055263157891
ATSC0se,3.0691912631578924
ATSC1dv,70.37396121883654
ATSC1pe,0.21342340720221326
ATSC1se,-0.03911301385041592
ATSC2dv,38.08310249307479
ATSC2pe,1.792609002770079
ATSC2se,1.24186310803324
ATSC3dv,-48.09972299168976
ATSC3pe,-0.7496318559556808
ATSC3se,-0.4972263822714684
ATSC4dv,-30.789473684210517
ATSC4pe,-1.19371447368421
ATSC4se,-0.7666575263157894
ATSC5dv,2.1468144044321344
ATSC5pe,-0.010658656509695996
ATSC5se,-0.3791343407202216
ATSC6dv,-56.22437673130193
ATSC6pe,-1.9052637811634363
ATSC6se,-1.1791825180055406
ATSC7dv,1.9750692520775652
ATSC7pe,0.5044894044321317
ATSC7se,0.6552467728531849
ATSC8dv,-55.64542936288087
ATSC8pe,-0.3020493074792231
ATSC8se,-0.18214099168975026
AXp-0dv,0.5877698506293262
AXp-1dv,0.29642640725768826
AXp-2dv,0.15787379936382484
AXp-3dv,0.085422098309605
AXp-4dv,0.04168552931110003
AXp-5dv,0.022943100748464763
AXp-6dv,0.012282092982204998
AXp-7dv,0.006516414390727788
BertzCT,858.0879911369599
ECIndex,381
ETA_eta,15.337516432052325
GATS1dv,0.43708956436931096
GATS1pe,0.6960364452220802
GATS1se,0.7726846086352872
GATS2dv,0.9074523827736559
GATS2pe,0.7677788187125912
GATS2se,0.7894291624375215
GATS3dv,1.0518863992531096
GATS3pe,0.9179429928867346
GATS3se,0.9326923645237126
GATS4dv,1.0308517555266583
GATS4pe,1.051869340842669
GATS4se,1.0369924983152605
GATS5dv,1.0535607110704643
GATS5pe,1.1079895977998213
GATS5se,1.1573902645145588
GATS6dv,1.2360665946262757
GATS6pe,1.3891904362480805
GATS6se,1.4327236933840128
GATS7dv,1.1017846398695732
GATS7pe,1.2310325606279897
GATS7se,1.2489049656069056
GATS8dv,1.149310418125438
GATS8pe,0.8681327464852018
GATS8se,0.8459574678181918
LogEE_A,3.9849998400363047
LogEE_D,91.21247664193314
MATS1dv,0.4129551365409623
MATS1pe,0.04511565278341331
MATS1se,-0.012106564880438209
MATS2dv,0.1314541421249905
MATS2pe,0.2229060461262255
MATS2se,0.22611243991466343
MATS3dv,-0.14474342302690815
MATS3pe,-0.0812640792719742
MATS3se,-0.07892583848876408
MATS4dv,-0.07607282184655398
MATS4pe,-0.10624831282963873
MATS4se,-0.09991655267869819
MATS5dv,0.0055373754983638005
MATS5pe,-0.000990390035918669
MATS5se,-0.051583567465121355
MATS6dv,-0.1858733676440961
MATS6pe,-0.22690389497414584
MATS6se,-0.20562803555969897
MATS7dv,0.006919239951089818
MATS7pe,0.06366817989029348
MATS7se,0.12108482859871099
MATS8dv,-0.2511753526057817
MATS8pe,-0.04911562656794498
MATS8se,-0.04336746099417534
MAXaaCH,1.9957726284958428
MAXaaaC,0.8249258314436888
MAXaasC,1.1413816977408249
MAXaasN,1.6493518518518517
MAXsCH3,2.0298956496178717
MDEC-11,0.43412681107162016
MDEC-12,3.987036905083149
MDEC-13,4.999272137843403
MDEC-22,6.325623679738434
MDEC-23,15.327172538088027
MDEC-33,6.553105012248863
MDEO-12,0.5345224838248487
MDEO-22,0.14285714285714285
MINaaCH,1.8821998351809859
MINaaaC,0.6305519599815237
MINaasC,0.7781244750986815
MINaasN,1.6493518518518517
MINsCH3,1.6296323929531
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.8928571428571429
SM1_Dzi,0.7446521430925515
SM1_Dzm,0.8902969157782687
SM1_Dzp,-3.765064611199274
SM1_Dzv,-1.5163080624175058
SddssSe,0
SpAD_Dt,376.6937759934267
SpAbs_A,27.157672191676845
SpAbs_D,182.42495328386633
SpMAD_A,1.293222485317945
SpMAD_D,8.686902537326967
SpMax_A,2.482638151864304
SpMax_D,91.21247664193314
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,44.370000000000005
TpiPC10,8.841673047100644
VAdjMat,5.523561956057013
VE1_DzZ,4.507631490345732
VE1_Dzi,4.502723756094996
VE1_Dzm,4.507628017194064
VE1_Dzp,4.485937689140518
VE1_Dzv,4.503758565532962
VE2_DzZ,0.21464911858789198
VE2_Dzi,0.21441541695690458
VE2_Dzm,0.21464895319971736
VE2_Dzp,0.21361608043526276
VE2_Dzv,0.21446469359680773
VE3_DzZ,2.247709191856967
VE3_Dzi,2.246619837530343
VE3_Dzm,2.247708421351877
VE3_Dzp,2.2428848906597083
VE3_Dzv,2.246849629674615
VR1_DzZ,114.18444146564597
VR1_Dzi,114.64433984593681
VR1_Dzm,114.18500779535232
VR1_Dzp,115.57171972810254
VR1_Dzv,114.43547459061436
VR2_DzZ,5.437354355506951
VR2_Dzi,5.459254278377943
VR2_Dzm,5.437381323588205
VR2_Dzp,5.50341522514774
VR2_Dzv,5.449308313838779
VR3_DzZ,5.479752393314749
VR3_Dzi,5.483771983830187
VR3_Dzm,5.479757353082426
VR3_Dzp,5.49182863200839
VR3_Dzv,5.48194846818161
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.1004178054612943
Xch-7dv,0.15530326992361057
Xpc-4dv,1.4666790017734879
Xpc-5dv,1.6591732682511489
Xpc-6dv,2.1244999670891715
Zagreb1,112.0
Zagreb2,133.0
fragCpx,109.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,23
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.176444736842106
AATS1are,6.350624999999999
AATS2are,6.3312205882352925
AATS3are,6.230564102564104
AATS4are,6.071915789473684
AATS5are,6.040010989010988
AATS6are,6.256633802816903
AATS7are,6.1924179104477615
AATS8are,5.906923076923077
AATSC0dv,4.260387811634348
AATSC0pe,0.11826461218836556
AATSC0se,0.08076819113573401
AATSC1dv,1.7593490304709136
AATSC1pe,0.005335585180055331
AATSC1se,-0.000977825346260398
AATSC2dv,0.5600456248981587
AATSC2pe,0.026361897099559984
AATSC2se,0.018262692765194707
AATSC3dv,-0.6166631152780738
AATSC3pe,-0.009610664819944626
AATSC3se,-0.006374697208608569
AATSC4dv,-0.32409972299168965
AATSC4pe,-0.012565415512465369
AATSC4se,-0.008070079224376732
AATSC5dv,0.023591367081671807
AATSC5pe,-0.00011712809351314282
AATSC5se,-0.004166311436485952
AATSC6dv,-0.7918926300183371
AATSC6pe,-0.02683470114314699
AATSC6se,-0.016608204478951276
AATSC7dv,0.029478645553396497
AATSC7pe,0.007529692603464653
AATSC7se,0.009779802579898281
AATSC8dv,-1.070104410824632
AATSC8pe,-0.005808640528446598
AATSC8se,-0.0035027113786490435
AETA_eta,0.730357925335825
ATSC0are,4.793297368421048
ATSC1are,0.12966855955678436
ATSC2are,1.9682283933517966
ATSC3are,-0.7746182825484785
ATSC4are,-1.2430539473684206
ATSC5are,-0.24288054016620525
ATSC6are,-1.9966240304709162
ATSC7are,0.6535441135734057
ATSC8are,-0.2915700831024917
BCUTZ-1h,8.03904911464484
BCUTZ-1l,5.682878002718058
BCUTc-1h,0.5398321586292337
BCUTc-1l,-0.5293499125518172
BCUTd-1h,3.2730803509372595
BCUTd-1l,0.9777233768891719
BCUTi-1h,14.551074375808263
BCUTi-1l,10.944899197614042
BCUTm-1h,16.019274946036305
BCUTm-1l,11.69553490755758
BCUTp-1h,2.001435565959241
BCUTp-1l,0.7183321518460761
BCUTs-1h,7.008283231722295
BCUTs-1l,1.4041165888468448
BCUTv-1h,20.903349222833416
BCUTv-1l,14.698035270360187
BalabanJ,1.615257793798447
Diameter,11
ETA_beta,28.0
GATS1are,0.7241202627792213
GATS2are,0.7791932901273619
GATS3are,0.9221617548582345
GATS4are,1.0502177108056048
GATS5are,1.133365004703437
GATS6are,1.4118636659080177
GATS7are,1.2437390664109065
GATS8are,0.8468756705603887
HybRatio,0.23529411764705882
Lipinski,True
LogEE_Dt,188.34688799671335
MATS1are,0.02569945532495167
MATS2are,0.22946465719142556
MATS3are,-0.07873038300065542
MATS4are,-0.10373267934994759
MATS5are,-0.021159263728245788
MATS6are,-0.22293957502415906
MATS7are,0.07733023474100145
MATS8are,-0.04445174771502143
MAXssCH2,0.46382369614512475
MINssCH2,0.46382369614512475
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,0.9373470012239903
SM1_Dzse,0.8857473937688994
SMR_VSA1,9.154013890853395
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,20.392230805293824
SMR_VSA6,7.109797541277533
SMR_VSA7,63.63915689216192
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,131.94431599937394
SpAD_Dzi,130.56035034192593
SpAD_Dzm,131.97145938554922
SpAD_Dzp,184.80448507787725
SpAD_Dzv,162.21736210335672
SpAbs_Dt,376.6937759934267
SpDiam_A,4.833729286172044
SpDiam_D,135.68609353537323
SpMAD_Dt,17.937798856829843
SpMax_Dt,188.34688799671335
SsssssAs,0
VE1_Dzpe,4.507157583739776
VE1_Dzse,4.507691643069382
VE2_Dzpe,0.214626551606656
VE2_Dzse,0.2146519830033039
VE3_Dzpe,2.247604052046707
VE3_Dzse,2.2477225364088507
VMcGowan,215.29999999999973
VR1_Dzpe,114.2237716753686
VR1_Dzse,114.17957192796342
VR2_Dzpe,5.4392272226366
VR2_Dzse,5.437122472760163
VR3_Dzpe,5.4800967785675425
VR3_Dzse,5.479709746160227
mZagreb1,7.138888888888888
mZagreb2,4.611111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,33
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12613940443213284
AATSC1are,0.0032417139889196088
AATSC2are,0.02894453519634995
AATSC3are,-0.009931003622416392
AATSC4are,-0.013084778393351796
AATSC5are,-0.0026690169249033546
AATSC6are,-0.028121465217900227
AATSC7are,0.009754389754826951
AATSC8are,-0.005607116982740226
AETA_beta,1.3333333333333333
BCUTdv-1h,6.039004605768008
BCUTdv-1l,0.9948225167721553
BCUTpe-1h,3.5247264438791155
BCUTpe-1l,2.229882327192901
BCUTse-1h,3.736733926369298
BCUTse-1l,2.4256253499929734
ETA_alpha,9.899999999999999
ETA_dBeta,1.0
ETA_eta_B,0.33449486425411834
ETA_eta_F,19.088578069182198
ETA_eta_L,4.346381544887533
ETA_eta_R,34.42609450123452
ETA_psi_1,0.5689655172413793
LabuteASA,122.12894637605193
LogEE_DzZ,66.0146750064897
LogEE_Dzi,65.31563479682451
LogEE_Dzm,66.02812478400215
LogEE_Dzp,91.5057985838912
LogEE_Dzv,80.74765532253136
PEOE_VSA1,9.154013890853395
PEOE_VSA2,4.567099647791355
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,54.80329714831868
PEOE_VSA8,0.0
PEOE_VSA9,19.17125466480637
SM1_Dzare,1.0428106095858538
SpAD_Dzpe,131.12367166907666
SpAD_Dzse,132.0658588979222
SpAbs_DzZ,131.1364928701223
SpAbs_Dzi,129.8866174505565
SpAbs_Dzm,131.16595265222608
SpAbs_Dzp,186.77666177898163
SpAbs_Dzv,163.0116187074803
SpDiam_Dt,267.71491731047433
SpMAD_DzZ,6.283062666636854
SpMAD_Dzi,6.217159540091711
SpMAD_Dzm,6.284355208835677
SpMAD_Dzp,8.800213575137011
SpMAD_Dzv,7.724636290636035
SpMax_DzZ,66.0146750064897
SpMax_Dzi,65.31563479682451
SpMax_Dzm,66.02812478400215
SpMax_Dzp,91.5057985838912
SpMax_Dzv,80.74765532253136
VE1_Dzare,4.506835621909566
VE2_Dzare,0.21461122009093173
VE3_Dzare,2.2475326160420415
VR1_Dzare,114.24177930841498
VR2_Dzare,5.440084728972142
VR3_Dzare,5.480254418378062
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47142857142857136
AETA_dBeta,0.047619047619047616
AETA_eta_B,0.015928326869243732
AETA_eta_F,0.9089799080562951
AETA_eta_L,0.20697054975654922
AETA_eta_R,1.6393378333921202
BCUTare-1h,3.5760723101077807
BCUTare-1l,2.1805435437900873
ETA_beta_s,13.5
ETA_dPsi_A,0.14503448275862063
ETA_dPsi_B,0.0
ETA_eta_BR,0.5924948642541183
ETA_eta_FL,5.733337153231444
ETA_eta_RL,10.079718698118977
LogEE_Dzpe,65.60647140602518
LogEE_Dzse,66.07510789628343
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.583020141642242
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.492925776029502
SlogP_VSA2,11.676897189068889
SlogP_VSA3,6.544756405912575
SlogP_VSA4,13.847474399381248
SlogP_VSA5,16.690354475090988
SlogP_VSA6,45.60989053189483
SlogP_VSA7,0.0
SlogP_VSA8,11.099720859258504
SlogP_VSA9,0.0
SpAD_Dzare,129.7259972915591
SpAbs_Dzpe,130.27559581082642
SpAbs_Dzse,131.26446839879804
SpDiam_DzZ,99.77060808672081
SpDiam_Dzi,97.97455645185553
SpDiam_Dzm,99.78980750749076
SpDiam_Dzp,136.3864299585212
SpDiam_Dzv,121.8251078601802
SpMAD_Dzpe,6.243984365194127
SpMAD_Dzse,6.2888504237105805
SpMax_Dzpe,65.60647140602518
SpMax_Dzse,66.07510789628343
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.028214041154958017
AETA_eta_FL,0.27301605491578307
AETA_eta_RL,0.4799866046723323
DetourIndex,1948
EState_VSA1,0.0
EState_VSA2,5.756062822229453
EState_VSA3,12.127776547554816
EState_VSA4,27.956567025991156
EState_VSA5,0.0
EState_VSA6,11.676897189068889
EState_VSA7,50.24567681015091
EState_VSA8,0.0
EState_VSA9,9.154013890853395
ETA_beta_ns,14.5
ETA_shape_p,0.1851851851851852
ETA_shape_x,0.0
ETA_shape_y,0.393939393939394
GhoseFilter,True
LogEE_Dzare,64.91265629385506
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,128.78250197812434
SpDiam_Dzpe,99.09332514885244
SpDiam_Dzse,99.86940252124187
SpMAD_Dzare,6.177428442455196
SpMax_Dzare,64.91265629385506
TopoPSA(NO),44.370000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.989149896069539
VSA_EState9,40.17751677059712
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6904761904761905
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02857142857142864
FilterItLogS,-4.908233271326502
SpDiam_Dzare,98.02699154694416
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5921052631578949
ETA_epsilon_2,0.8285714285714283
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5220000000000004
ETA_epsilon_5,0.8285714285714283
AETA_beta_ns_d,0.047619047619047616
ETA_dEpsilon_A,0.1497323818019624
ETA_dEpsilon_B,0.07010526315789456
ETA_dEpsilon_C,-0.07962711864406785
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7619047619047619
MDEDescriptor,"0.43412681107162016,3.987036905083149,4.999272137843403,0.0,6.325623679738434,15.327172538088027,0.0,6.553105012248863,0.0,0.0,0.0,0.5345224838248487,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,44.761480999999996
BCUTDescriptor,"11.850000000000005,15.996929007239824,-0.34871593797007605,0.3500454244568927,4.769211754578484,10.008865115942843"
BPolDescriptor,25.354518999999996
TPSADescriptor,44.370000000000005
ALOGPDescriptor,"4.5594,20.78812836,77.184"
XLogPDescriptor,3.632
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,283.12084354
ChiPathDescriptor,"14.982763184195939,10.079718698118981,9.269354588799017,7.925028592626661,6.387591658764124,5.33811586067879,3.6194530607825075,2.617353528684412,12.34316686321585,6.81780736692683,5.209835379006219,3.7585723256226182,2.4177607000438006,1.6977894553863915,0.9580032526119895,0.5669280519933173"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.3841229756873942,0.6810638080591298,0.0,0.0,0.02282177322938192,0.1004178054612943,0.15530326992361054"
AtomCountDescriptor,38
BondCountDescriptor,23
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.554187265292986,0.0,0.386488648831137,0.0,0.7143676752014232,0.0,0.13454577896633813,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,9,3,3,0,0,0"
ZagrebIndexDescriptor,112.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"42.809126730878944,2.038529844327569,11.962715801370422,8.453260740425415,3.5094550609450055"
FractionalPSADescriptor,0.15671753250385925
WienerNumbersDescriptor,"926.0,33.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.700092178295434,5.412016356995031,7.852982380202736,1.4666790017734888,1.6591732682511475,2.0013808797830315"
FractionalCSP3Descriptor,0.23529411764705882
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,1,0,0,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,6.629935720844812,3.347107438016529"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1180.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.23529411764705882
AutocorrelationDescriptorMass,"23.683387407899318,25.15900568520416,36.70830593774578,36.321463549782294,30.321463549782298"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.4653149998472452,-0.37571144809893164,0.21921420155346436,-0.05487923197067232,-0.0629687306370868"
EccentricConnectivityIndexDescriptor,381
AutocorrelationDescriptorPolarizability,"1345.565187983622,1586.0420426181886,2257.894501452413,2168.76183996966,1749.6606423185676"
