DLiP-ID,C001G5
DLiP-Mol-ID,32320
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4-,5+,6-/m1/s1"
Standard Inchi Key(RDKit),LXBIFEVIBLOUGU-ARQDHWQXSA-N
Canonical SMILES(RDKit),OC[C@H]1NC[C@@H](O)[C@@H](O)[C@H]1O
SMILES(SDF),
MW(SDF),
MW(RDKit),163.173
MW Monoisotopic(RDKit),163.084457896
MolLogP(RDKit),-2.9668
XLogP(SDF),
XLogP(CDK),-0.929
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),92.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),11
QED Weighted(RDKit),0.28455326707728
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,299.57465162274286
qed,0.28455326707727985
Chi0,8.430721420318147
Chi1,5.163902460147013
TPSA,92.95
Chi0n,6.012469021131431
Chi0v,6.012469021131431
Chi1n,3.549549541374134
Chi1v,3.549549541374134
Chi2n,2.7458481667832846
Chi2v,2.7458481667832846
Chi3n,1.9422624150250187
Chi3v,1.9422624150250187
Chi4n,1.1517810652250067
Chi4v,1.1517810652250067
MolMR,36.896899999999995
MolWt,163.173
fr_SH,0
Kappa1,8.892592592592592
Kappa2,3.464718772826881
Kappa3,1.686939791760978
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,129.7506906689389
MolLogP,-2.9667999999999988
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.516424270605089
SMR_VSA1,20.426109579362823
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,24.353739992392867
SMR_VSA6,13.151638370425493
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,4
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,1
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,64.28492763867544
NHOHCount,5
PEOE_VSA1,25.742898183369157
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
