DLiP-ID,I001FG
AATSC5d,0.015234567901234555
AATSC5i,0.10203894035189462
AATSC5m,4.1502813008641946
AATSC5p,0.011471474241790543
AATSC5s,0.015275718047723121
AATSC5v,1.0300955784942758
AATSC6Z,0.65753086419753
AATSC6c,-0.002121933551777276
AATSC6d,0.0476543209876543
AATSC6i,-0.06090984744255899
AATSC6m,3.2283022320987604
AATSC6p,0.010179757360502202
AATSC6s,0.020177945435147115
AATSC6v,2.7171148343758134
AATSC7Z,-0.8661158594491937
AATSC7c,0.0007579594314333898
AATSC7d,0.006248812915479575
AATSC7i,-0.02934452442312132
AATSC7m,-4.700072222697056
AATSC7p,0.006387245439994835
AATSC7s,0.033125469785849335
AATSC7v,3.4438852079545246
AATSC8Z,-2.447369420702755
AATSC8c,-0.0011755189928179003
AATSC8d,-0.030389363722697058
AATSC8i,0.0015838070027673747
AATSC8m,-12.635212185375115
AATSC8p,-0.03251227962890253
AATSC8s,-0.029438647433617737
AATSC8v,-3.8555594780013402
ATS0are,268.4171999999999
ATS1are,301.512
ATS2are,487.0
ATS3are,617.3049999999998
ATS4are,609.4907000000001
ATS5are,572.2828
ATS6are,515.1929999999999
ATS7are,454.2899999999999
ATS8are,388.4497999999999
ATSC0dv,139.53074226489866
ATSC0pe,3.048924444444442
ATSC0se,1.4674396444444435
ATSC1dv,26.610250469948678
ATSC1pe,-0.16113051851852073
ATSC1se,-0.1602643540740744
ATSC2dv,-29.332783959084846
ATSC2pe,-0.42572291358024905
ATSC2se,-0.2497241535802472
ATSC3dv,-60.84800623211233
ATSC3pe,-1.2202915061728399
ATSC3se,-0.6039203195061728
ATSC4dv,-51.459282290978685
ATSC4pe,-0.4186253827160479
ATSC4se,0.05417804395061751
ATSC5dv,14.917722569391533
ATSC5pe,0.7377412345679033
ATSC5se,0.45249263456790173
ATSC6dv,29.58189300411523
ATSC6pe,0.30518444444444565
ATSC6se,0.03862195555555601
ATSC7dv,14.117998272621048
ATSC7pe,0.02316874074074087
ATSC7se,-0.14662478370370355
ATSC8dv,-22.34727091059968
ATSC8pe,-0.6266486419753087
ATSC8se,-0.23713130864197532
AXp-0dv,0.6059073615489422
AXp-1dv,0.32193977063956064
AXp-2dv,0.1803720639106805
AXp-3dv,0.09600157810048517
AXp-4dv,0.05220748054273145
AXp-5dv,0.029705489399297184
AXp-6dv,0.018036079116027604
AXp-7dv,0.009875481061454687
BertzCT,993.642724163584
ECIndex,757
ETA_eta,17.87177052707277
GATS1dv,0.7029288898317044
GATS1pe,0.926866468758382
GATS1se,1.0294665024572507
GATS2dv,1.0957626078513585
GATS2pe,0.9853393782616698
GATS2se,1.0343701720304856
GATS3dv,1.1720327044110852
GATS3pe,1.1936732063358426
GATS3se,1.2261464050478117
GATS4dv,1.0855876839413332
GATS4pe,1.009193209677752
GATS4se,0.9003082506544522
GATS5dv,0.8728244517626743
GATS5pe,0.7614035842147608
GATS5se,0.6443938349219102
GATS6dv,0.8428363758070794
GATS6pe,0.8407766381733157
GATS6se,0.7848027185187734
GATS7dv,0.9766822365685102
GATS7pe,1.0090544469990481
GATS7se,1.0483111620967238
GATS8dv,1.120988869200153
GATS8pe,1.2418704693284581
GATS8se,1.2592262726728527
LogEE_A,4.1965665950914515
LogEE_D,165.17870820490046
MATS1dv,0.17879292699679672
MATS1pe,-0.049545295025714704
MATS1se,-0.10238774215571023
MATS2dv,-0.1197481469214436
MATS2pe,-0.07953637363936755
MATS2se,-0.09693614052354338
MATS3dv,-0.1905248976759591
MATS3pe,-0.17486070104987897
MATS3se,-0.17980206837010054
MATS4dv,-0.15957799152534768
MATS4pe,-0.059409797194560465
MATS4se,0.015975050798169625
MATS5dv,0.04811108324416155
MATS5pe,0.10888546489253809
MATS5se,0.1387598367854132
MATS6dv,0.10600492953715569
MATS6pe,0.050047885738942054
MATS6se,0.013159640228398578
MATS7dv,0.05837422543034972
MATS7pe,0.004384031628247467
MATS7se,-0.05764545185062558
MATS8dv,-0.11088013510399082
MATS8pe,-0.14229072681816685
MATS8se,-0.11187364991899289
MAXaaCH,2.157554748942736
MAXaaNH,3.3378022378686296
MAXaaaC,1.28416558207767
MAXaasC,1.3296054519032932
MAXssNH,3.48916265117158
MDEC-22,17.46186665177872
MDEC-23,22.1291509816073
MDEC-33,4.5272726707514686
MDEN-22,0.847402015991401
MINaaCH,1.779431884493012
MINaaNH,3.3378022378686296
MINaaaC,1.167513213115597
MINaasC,1.0339646422613804
MINssNH,3.3584959691208303
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4000000000000001
SM1_Dzi,0.9478503284902605
SM1_Dzm,1.419682832471001
SM1_Dzp,-1.6202682563338295
SM1_Dzv,-1.0532446563413338
SddssSe,0
SpAD_Dt,556.7528546978215
SpAbs_A,34.69430374582479
SpAbs_D,330.357416409801
SpMAD_A,1.3343962979163377
SpMAD_D,12.706054477300038
SpMax_A,2.4154568775384857
SpMax_D,165.17870820490046
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,52.74
TpiPC10,8.529582531852013
VAdjMat,5.857980995127572
VE1_DzZ,5.040144445156719
VE1_Dzi,5.0340926696551165
VE1_Dzm,5.040258500630147
VE1_Dzp,5.038991854477221
VE1_Dzv,5.037642530035494
VE2_DzZ,0.1938517094291046
VE2_Dzi,0.1936189488328891
VE2_Dzm,0.19385609617808258
VE2_Dzp,0.19380737901835465
VE2_Dzv,0.19375548192444206
VE3_DzZ,2.5729461864533483
VE3_Dzi,2.5717447503226345
VE3_Dzm,2.572968815603005
VE3_Dzp,2.572717478228703
VE3_Dzv,2.5724496657035476
VR1_DzZ,154.08961473802134
VR1_Dzi,154.80556892963364
VR1_Dzm,154.0725150079012
VR1_Dzp,154.21799867335983
VR1_Dzv,154.41955402702186
VR2_DzZ,5.926523643770052
VR2_Dzi,5.9540603434474475
VR2_Dzm,5.925865961842353
VR2_Dzp,5.931461487436916
VR2_Dzv,5.939213616423918
VR3_DzZ,5.9930457920780915
VR3_Dzi,5.997681380533612
VR3_Dzm,5.992934813288117
VR3_Dzp,5.993878622259213
VR3_Dzv,5.995184719852012
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.14386142356466797
Xch-7dv,0.19348010433968083
Xpc-4dv,1.3843536536865522
Xpc-5dv,1.802040805297947
Xpc-6dv,2.143402191621651
Zagreb1,136.0
Zagreb2,157.0
fragCpx,191.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,0
nBondsM,22
nBondsO,29
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,5.964826666666665
AATS1are,6.2815
AATS2are,6.1645569620253164
AATS3are,5.993252427184465
AATS4are,5.8604875000000005
AATS5are,5.722828
AATS6are,5.724366666666665
AATS7are,5.824230769230768
AATS8are,5.9761507692307685
AATSC0dv,3.1006831614421926
AATSC0pe,0.06775387654320983
AATSC0se,0.03260976987654319
AATSC1dv,0.5543802181239308
AATSC1pe,-0.003356885802469182
AATSC1se,-0.0033388407098765504
AATSC2dv,-0.3713010627732259
AATSC2pe,-0.005388897640256317
AATSC2se,-0.0031610652351930025
AATSC3dv,-0.590757342059343
AATSC3pe,-0.01184749035119262
AATSC3se,-0.005863304072875463
AATSC4dv,-0.49480079125941046
AATSC4pe,-0.004025244064577383
AATSC4se,0.0005209427302943991
AATSC5dv,0.14917722569391534
AATSC5pe,0.007377412345679033
AATSC5se,0.004524926345679017
AATSC6dv,0.3286877000457248
AATSC6pe,0.0033909382716049517
AATSC6se,0.0004291328395061779
AATSC7dv,0.180999977854116
AATSC7pe,0.00029703513770180603
AATSC7se,-0.0018798049192782506
AATSC8dv,-0.3438041678553797
AATSC8pe,-0.009640748338081671
AATSC8se,-0.003648173979107313
AETA_eta,0.6873757895027988
ATSC0are,2.842479999999997
ATSC1are,-0.2160586666666679
ATSC2are,-0.4522115555555567
ATSC3are,-1.1514408888888885
ATSC4are,-0.3432271111111104
ATSC5are,0.8388177777777783
ATSC6are,0.22292000000000084
ATSC7are,-0.0244853333333331
ATSC8are,-0.6403244444444443
BCUTZ-1h,35.000418184378574
BCUTZ-1l,5.676116472717357
BCUTc-1h,0.3774774023137717
BCUTc-1l,-0.3737461943525364
BCUTd-1h,3.2409473644532802
BCUTd-1l,0.9938438163837677
BCUTi-1h,14.549719071688019
BCUTi-1l,10.935893685453914
BCUTm-1h,79.90417859527614
BCUTm-1l,11.687577120355833
BCUTp-1h,3.0589880961587506
BCUTp-1l,1.0247711128340908
BCUTs-1h,3.044245476769714
BCUTs-1l,1.043829935061305
BCUTv-1h,26.523892913078146
BCUTv-1l,15.588622923136803
BalabanJ,1.1021056209705258
Diameter,17
ETA_beta,38.0
GATS1are,1.0267222636570885
GATS2are,1.0550022462111002
GATS3are,1.230705690340693
GATS4are,1.0143201061694775
GATS5are,0.7063268694942447
GATS6are,0.8374377304325804
GATS7are,1.022178899032914
GATS8are,1.2927357042495942
HybRatio,0.09523809523809523
Lipinski,False
LogEE_Dt,278.3764273489107
MATS1are,-0.07125995609467836
MATS2are,-0.09062116910567343
MATS3are,-0.1769780962501501
MATS4are,-0.052247238597714185
MATS5are,0.13279530550786658
MATS6are,0.03921223720131735
MATS7are,-0.004969658131685615
MATS8are,-0.15595590416169638
MAXssCH2,0.9708821001362486
MINssCH2,0.8890349085188098
NsssssAs,0
RotRatio,0.20689655172413793
SM1_Dzpe,0.7832503556187769
SM1_Dzse,0.7079920159401081
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,17.178333613925236
SMR_VSA7,83.22400533852313
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,251.36374028294165
SpAD_Dzi,246.38904262248548
SpAD_Dzm,251.38919928937077
SpAD_Dzp,319.00674561400547
SpAD_Dzv,300.0525849403855
SpAbs_Dt,556.7528546978215
SpDiam_A,4.7088684855181295
SpDiam_D,261.6530803310031
SpMAD_Dt,21.413571334531596
SpMax_Dt,278.3764273489107
SsssssAs,0
VE1_Dzpe,5.035301236535273
VE1_Dzse,5.035484737390792
VE2_Dzpe,0.19366543217443358
VE2_Dzse,0.19367248989964586
VE3_Dzpe,2.5719847979158104
VE3_Dzse,2.572021240127176
VMcGowan,277.73000000000025
VR1_Dzpe,154.68530132758792
VR1_Dzse,154.66717369234314
VR2_Dzpe,5.949434666445689
VR2_Dzse,5.948737449705505
VR3_Dzpe,5.996904184049596
VR3_Dzse,5.996786986763462
mZagreb1,6.277777777777778
mZagreb2,5.722222222222223
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,38
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.06316622222222215
AATSC1are,-0.004501222222222248
AATSC2are,-0.005724196905766541
AATSC3are,-0.011179037756202801
AATSC4are,-0.0033002606837606767
AATSC5are,0.008388177777777783
AATSC6are,0.0024768888888888983
AATSC7are,-0.0003139145299145269
AATSC8are,-0.009851145299145296
AETA_beta,1.4615384615384615
BCUTdv-1h,5.022443768140465
BCUTdv-1l,0.2560123053440879
BCUTpe-1h,3.1338237400584967
BCUTpe-1l,2.223941903331495
BCUTse-1h,3.296982872297722
BCUTse-1l,2.41994332182579
ETA_alpha,13.433333333333334
ETA_dBeta,5.0
ETA_eta_B,0.1382239790949953
ETA_eta_F,23.939411309512963
ETA_eta_L,5.335743243355672
ETA_eta_R,41.81118183658573
ETA_psi_1,0.6761744966442955
LabuteASA,160.35322066697168
LogEE_DzZ,125.48326117143712
LogEE_Dzi,123.21582568648267
LogEE_Dzm,125.45405123727693
LogEE_Dzp,159.19178275770776
LogEE_Dzv,149.82374542089636
PEOE_VSA1,15.617555728959871
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,21.99631096641096
PEOE_VSA7,60.51520966231588
PEOE_VSA8,57.573090392715955
PEOE_VSA9,0.0
SM1_Dzare,0.8302622506478994
SpAD_Dzpe,252.2864289310102
SpAD_Dzse,254.32837268725086
SpAbs_DzZ,250.23106002781947
SpAbs_Dzi,245.58701542145522
SpAbs_Dzm,250.23968110848818
SpAbs_Dzp,320.0038337717494
SpAbs_Dzv,300.70073549813395
SpDiam_Dt,403.613232163483
SpMAD_DzZ,9.667836164728525
SpMAD_Dzi,9.476501639326365
SpMAD_Dzm,9.66881535728349
SpMAD_Dzp,12.269490215923287
SpMAD_Dzv,11.540484036168673
SpMax_DzZ,125.48326117143712
SpMax_Dzi,123.21582568648267
SpMax_Dzm,125.45405123727693
SpMax_Dzp,159.19178275770776
SpMax_Dzv,149.82374542089636
VE1_Dzare,5.034721825838583
VE2_Dzare,0.1936431471476378
VE3_Dzare,2.5718697215761157
VR1_Dzare,154.7445360874292
VR2_Dzare,5.951712926439584
VR3_Dzare,5.997287047971573
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5166666666666667
AETA_dBeta,0.19230769230769232
AETA_eta_B,0.005316306888269049
AETA_eta_F,0.9207465888274217
AETA_eta_L,0.20522089397521817
AETA_eta_R,1.6081223783302205
BCUTare-1h,3.1508824908355035
BCUTare-1l,2.1736580579111764
ETA_beta_s,16.5
ETA_dPsi_A,0.03782550335570445
ETA_dPsi_B,0.0
ETA_eta_BR,0.48222397909499526
ETA_eta_FL,7.440246339922428
ETA_eta_RL,12.7759895832781
LogEE_Dzpe,126.17252055865869
LogEE_Dzse,127.19141680577698
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,16.51271344780699
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,77.66055384682613
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,250.10898404592376
SpAbs_Dzpe,251.62367863010195
SpAbs_Dzse,253.72547523147628
SpDiam_DzZ,202.5998522490973
SpDiam_Dzi,197.83274563098132
SpDiam_Dzm,202.57876856514457
SpDiam_Dzp,258.24707526800347
SpDiam_Dzv,242.22584936094677
SpMAD_Dzpe,9.703324189654237
SpMAD_Dzse,9.781860487971187
SpMax_Dzpe,126.17252055865869
SpMax_Dzse,127.19141680577698
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6346153846153846
AETA_eta_BR,0.01854707611903828
AETA_eta_FL,0.28616332076624723
AETA_eta_RL,0.49138421474146543
DetourIndex,3506
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,34.500456368721686
EState_VSA5,16.46637642377805
EState_VSA6,12.393687143226153
EState_VSA7,12.13273413692322
EState_VSA8,85.19289119870078
EState_VSA9,0.0
ETA_beta_ns,21.5
ETA_shape_p,0.09925558312655086
ETA_shape_x,0.0
ETA_shape_y,0.26054590570719605
GhoseFilter,False
LogEE_Dzare,125.0801444939387
SlogP_VSA10,17.062158824050687
SlogP_VSA11,0.0
SpAbs_Dzare,249.40645444922163
SpDiam_Dzpe,202.81847701099008
SpDiam_Dzse,204.50678010048267
SpMAD_Dzare,9.619576309458607
SpMax_Dzare,125.0801444939387
TopoPSA(NO),52.74
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.0944351050145324
VSA_EState9,47.31133573810038
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8269230769230769
EState_VSA10,0.0
ETA_dAlpha_A,0.016666666666666677
ETA_dAlpha_B,0.0
FilterItLogS,-7.809046399200673
SpDiam_Dzare,200.95201662973972
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.5681481481481483
ETA_epsilon_2,0.7641025641025638
ETA_epsilon_3,0.44444444444444475
ETA_epsilon_4,0.4915343915343918
ETA_epsilon_5,0.7160919540229883
AETA_beta_ns_d,0.057692307692307696
ETA_dEpsilon_A,0.12370370370370354
ETA_dEpsilon_B,0.07661375661375647
ETA_dEpsilon_C,-0.04708994708994707
ETA_dEpsilon_D,0.04801061007957552
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.9615384615384616
MDEDescriptor,"0.0,0.0,0.0,0.0,17.46186665177872,22.1291509816073,0.0,4.5272726707514686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847402015991401,0.0,0.0"
APolDescriptor,57.079066999999974
BCUTDescriptor,"11.850000000000012,78.91833747563611,-0.28824491275479713,0.17074609630898996,6.0596200847103825,10.116031326671205"
BPolDescriptor,25.360932999999992
TPSADescriptor,52.74
ALOGPDescriptor,"5.4288,29.47186944,110.05440000000002"
XLogPDescriptor,4.402000000000001
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,406.07930886
ChiPathDescriptor,"17.769373945685242,12.775989583278102,11.236981546470336,9.36218907419926,7.794134341085552,6.2560615971448374,4.033958665376356,2.888511226635653,15.753591400272498,9.336253348547258,7.034510492516538,4.800078905024259,3.3412787547348155,2.287322683745881,1.3527059337020697,0.7999139659778293"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4575609329252078,0.6253038503170898,0.0,0.0,0.036084391824351615,0.14386142356466797,0.19348010433968077"
AtomCountDescriptor,45
BondCountDescriptor,29
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.3704636671118953,0.0,0.13608276348795434,0.0,0.823726475267361,0.0,0.050296115882772816,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,14,2,1,1,0,0"
ZagrebIndexDescriptor,136.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"54.00574628211473,2.0771440877736436,14.882170171741919,0.0,12.339795071324689"
FractionalPSADescriptor,0.129876107571348
WienerNumbersDescriptor,"2078.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.97591205328425,4.67745184136235,5.846158926616292,1.3843536536865522,1.8020408052979466,1.9770034760829003"
FractionalCSP3Descriptor,0.09523809523809523
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,5,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.322235434007133,9.467455621301776,5.2992"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,1654.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.09523809523809523
AutocorrelationDescriptorMass,"70.69801199642133,35.98213092658815,52.2995341204545,49.13335218727406,42.767977291603444"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.21858831065705958,-0.10072493853236485,-0.009237373640928543,-0.04858686852936314,0.03488842569408999"
EccentricConnectivityIndexDescriptor,757
AutocorrelationDescriptorPolarizability,"1862.0457011550823,2141.3201207520356,2870.2617093207755,2616.377987387971,2085.6015300593785"
