DLiP-ID,C0004M
DLiP-Mol-ID,30267
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H21N3O3/c1-14(2,3)15-7-9(18)8-20-11-6-4-5-10-12(11)17-13(19)16-10/h4-6,9,15,18H,7-8H2,1-3H3,(H2,16,17,19)/t9-/m0/s1"
Standard Inchi Key(RDKit),UMQUQWCJKFOUGV-VIFPVBQESA-N
Canonical SMILES(RDKit),CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(O)nc12
SMILES(SDF),
MW(SDF),
MW(RDKit),279.34
MW Monoisotopic(RDKit),279.158291532
MolLogP(RDKit),1.3963
XLogP(SDF),
XLogP(CDK),1.56
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),90.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.663920842632216
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,28488.680162736753
qed,0.6639208426322157
Chi0,14.750712376627062
Chi1,9.349155209813961
TPSA,90.39999999999999
