DLiP-ID,C0003D
DLiP-Mol-ID,30222
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1"
Standard Inchi Key(RDKit),XOFYZVNMUHMLCC-ZPOLXVRWSA-N
Canonical SMILES(RDKit),C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
SMILES(SDF),
MW(SDF),
MW(RDKit),358.434
MW Monoisotopic(RDKit),358.178023932
MolLogP(RDKit),1.7658
XLogP(SDF),
XLogP(CDK),0.608000000000001
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),91.67
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.784833280255696
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,715692.1381653672
qed,0.7848332802556961
Chi0,18.90541291500631
Chi1,12.170504622625403
TPSA,91.67
Chi0n,15.325914364648549
Chi0v,15.325914364648549
Chi1n,9.507196475520397
Chi1v,9.507196475520397
Chi2n,9.015459919213283
Chi2v,9.015459919213283
Chi3n,8.013830304908234
Chi3v,8.013830304908234
Chi4n,6.622466056168254
Chi4v,6.622466056168254
MolMR,94.04860000000004
MolWt,358.43400000000014
fr_SH,0
Kappa1,17.805432845726006
Kappa2,5.458357665377325
Kappa3,2.0144529342647997
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,764.3631263188779
MolLogP,1.7658
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.7605370426078073
SMR_VSA1,24.596666341896878
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,28.583699077277743
SMR_VSA5,51.55263332499499
SMR_VSA6,6.606881964512918
SMR_VSA7,23.80116485057091
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,2
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
