DLiP-ID,I000ZD
DLiP-Mol-ID,29183
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H20N2O4S/c1-13-19(14(2)25-21-13)16-9-10-17(24-3)18(11-16)26(22,23)20-12-15-7-5-4-6-8-15/h4-11,20H,12H2,1-3H3"
Standard Inchi Key(RDKit),QKQSHKXIHWMZBP-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),372.446
MW Monoisotopic(RDKit),372.11437812
MolLogP(RDKit),3.44554
XLogP(SDF),
XLogP(CDK),3.493
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),81.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.716688413822267
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Bromodomain_Histone
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,840151.7661302353
qed,0.7166884138222672
Chi0,18.733840039752497
Chi1,12.419852082725852
TPSA,81.43
Chi0n,14.81436398252283
Chi0v,15.630860563450556
Chi1n,8.070083443732049
Chi1v,9.553246691326445
Chi2n,5.874958597595142
Chi2v,7.610333713203955
Chi3n,4.084325141056849
Chi3v,5.506768088986294
Chi4n,2.789295341684161
Chi4v,3.9998349694377677
MolMR,98.43250000000002
MolWt,372.4460000000001
fr_SH,0
Kappa1,18.160087571774024
Kappa2,7.309043739023976
Kappa3,3.634180499042525
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,991.7733166611146
MolLogP,3.445540000000002
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.9799915589728267
SMR_VSA1,17.677754875102334
SMR_VSA2,0.0
SMR_VSA3,9.878758121577533
SMR_VSA4,0.0
SMR_VSA5,25.2877142808116
SMR_VSA6,7.109797541277533
SMR_VSA7,65.54856345311278
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,152.3948768455341
NHOHCount,1
PEOE_VSA1,9.259957890773396
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,41.55486566789511
PEOE_VSA7,37.107111519698464
PEOE_VSA8,12.10820789760957
PEOE_VSA9,12.803725536125995
RingCount,3
SMR_VSA10,10.023291153407584
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,372.11437812
