DLiP-ID,C001NZ
AATSC6d,-0.0865234375
AATSC6i,-0.23104840014174585
AATSC6m,2.2631337501562476
AATSC6p,0.023232488839697543
AATSC6s,-0.20461318390632144
AATSC6v,1.235777068795533
AATSC7Z,-2.9739583333333335
AATSC7c,0.002453823046529304
AATSC7d,-0.010091145833333334
AATSC7i,0.3039246492087358
AATSC7m,-14.090695968750005
AATSC7p,-0.036914330312442394
AATSC7s,0.034199471287881665
AATSC7v,-9.260483820868531
AATSC8Z,-1.77109375
AATSC8c,-0.0009623791941695877
AATSC8d,-0.0583984375
AATSC8i,-0.053084762483123306
AATSC8m,-8.288653692968749
AATSC8p,-0.020870568795912307
AATSC8s,0.037870121801649906
AATSC8v,-3.440978108253765
ATS0are,204.9485
ATS1are,221.9789
ATS2are,344.7358
ATS3are,413.275
ATS4are,410.88110000000006
ATS5are,382.558
ATS6are,322.75100000000003
ATS7are,313.74800000000005
ATS8are,238.78300000000002
ATSC0dv,118.15895061728395
ATSC0pe,3.4673468749999987
ATSC0se,2.325527468749999
ATSC1dv,21.21537422839507
ATSC1pe,0.10472832031250043
ATSC1se,-0.008148654296875016
ATSC2dv,-17.65678047839505
ATSC2pe,0.2764411132812513
ATSC2se,0.3055675986328125
ATSC3dv,-23.259934413580243
ATSC3pe,-0.9541216796875
ATSC3se,-0.6978490917968749
ATSC4dv,10.866946373456791
ATSC4pe,0.39659541015624983
ATSC4se,0.28001326660156256
ATSC5dv,-1.6961805555555536
ATSC5pe,0.02786835937500004
ATSC5se,-0.04989847265624987
ATSC6dv,-37.871817129629626
ATSC6pe,-1.0905326171874994
ATSC6se,-0.9238013574218749
ATSC7dv,-11.989197530864196
ATSC7pe,0.24646718750000257
ATSC7se,0.47887173437500025
ATSC8dv,-3.301311728395066
ATSC8pe,-0.4427460937500008
ATSC8se,-0.2779738046875001
AXp-0dv,0.5551088184708419
AXp-1dv,0.28809524720521484
AXp-2dv,0.15356932908590049
AXp-3dv,0.08181768615343973
AXp-4dv,0.04210397651058001
AXp-5dv,0.023018594149673083
AXp-6dv,0.012020685321918202
AXp-7dv,0.0059916305857798035
BertzCT,756.6094992438032
ECIndex,391
ETA_eta,11.549283608208238
GATS1dv,0.5532010027357817
GATS1pe,0.6278766604424568
GATS1se,0.6587519226336683
GATS2dv,0.9116238312431263
GATS2pe,0.7088678043028894
GATS2se,0.6766236024856267
GATS3dv,1.0074250676076528
GATS3pe,1.0191011745045764
GATS3se,1.0426410335800786
GATS4dv,0.9409524689789035
GATS4pe,1.018872346353823
GATS4se,1.0693923631533606
GATS5dv,1.1299228126999883
GATS5pe,1.1718681400554518
GATS5se,1.2210895290748935
GATS6dv,1.2166954432066035
GATS6pe,1.3248201479697645
GATS6se,1.4920577660882555
GATS7dv,1.0684291753192192
GATS7pe,1.2333865981224235
GATS7se,1.3402464961387772
GATS8dv,0.9416968145545732
GATS8pe,0.8756825058064027
GATS8se,0.7829875316324406
LogEE_A,3.976452276833241
LogEE_D,94.96548580484864
MATS1dv,0.16898771471967272
MATS1pe,0.02842745027705178
MATS1se,-0.0032978848000014575
MATS2dv,-0.09022336091882525
MATS2pe,0.04813704771926891
MATS2se,0.07933410675072133
MATS3dv,-0.09544383983763872
MATS3pe,-0.1334174132080673
MATS3se,-0.14549433595487654
MATS4dv,0.04527698717362672
MATS4pe,0.056310192834066
MATS4se,0.0592780291562204
MATS5dv,-0.007656039808272484
MATS5pe,0.004286598813393895
MATS5se,-0.0114436484228262
MATS6dv,-0.20513014745255786
MATS6pe,-0.2012896027311948
MATS6se,-0.25423602889876645
MATS7dv,-0.06764445953652791
MATS7pe,0.047388237824730214
MATS7se,0.13727974715700375
MATS8dv,-0.022351665861271856
MATS8pe,-0.10215213180827222
MATS8se,-0.09562520621161774
MAXaaCH,1.8842260679992162
MAXaasC,0.7663071092634588
MAXaasN,1.7039940791131267
MAXdssC,-0.26284769463340885
MAXssNH,2.8076535336356763
MDEC-22,10.641722430477719
MDEC-23,14.621742331586715
MDEC-33,4.329638385866451
MDEN-22,0.8198276497595954
MDEN-23,1.1052094495921163
MINaaCH,1.55765731292517
MINaasC,0.38912556689342437
MINaasN,1.7039940791131267
MINdssC,-0.26284769463340885
MINssNH,2.8076535336356763
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4684873949579833
SM1_Dzi,1.205793440304332
SM1_Dzm,1.4804510603053
SM1_Dzp,-2.921076582937984
SM1_Dzv,-1.5930043612941314
SddssSe,0
SpAD_Dt,329.1657290479719
SpAbs_A,27.48985912430982
SpAbs_D,189.93097160969725
SpMAD_A,1.30904091068142
SpMAD_D,9.044331981414157
SpMax_A,2.388493526518464
SpMax_D,94.96548580484864
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,59.81
TpiPC10,8.259126553906546
VAdjMat,5.523561956057013
VE1_DzZ,4.523839942373649
VE1_Dzi,4.5248063194871575
VE1_Dzm,4.523805064711355
VE1_Dzp,4.51541876640252
VE1_Dzv,4.517764328162704
VE2_DzZ,0.21542094963684044
VE2_Dzi,0.21546696759462655
VE2_Dzm,0.2154192887957788
VE2_Dzp,0.21501994125726284
VE2_Dzv,0.21513163467441446
VE3_DzZ,2.251298522687537
VE3_Dzi,2.251512118641941
VE3_Dzm,2.2512908129106246
VE3_Dzp,2.2494352773310884
VE3_Dzv,2.2499545985467315
VR1_DzZ,111.29939283674585
VR1_Dzi,111.63712765576058
VR1_Dzm,111.29072436692907
VR1_Dzp,112.41187524796594
VR1_Dzv,112.20136652089484
VR2_DzZ,5.299971087464089
VR2_Dzi,5.316053697893361
VR2_Dzm,5.299558303187099
VR2_Dzp,5.3529464403793305
VR2_Dzv,5.342922215280707
VR3_DzZ,5.454161147800542
VR3_Dzi,5.457191024436636
VR3_Dzm,5.454083260516685
VR3_Dzp,5.464106928280518
VR3_Dzv,5.462232517074419
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.029814239699997195
Xch-6dv,0.07103839602121222
Xch-7dv,0.08331442075438164
Xpc-4dv,1.0334296251830746
Xpc-5dv,1.2205876551283175
Xpc-6dv,1.4140485816865558
Zagreb1,108.0
Zagreb2,125.0
fragCpx,109.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,23
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.404640625
AATS1are,6.528791176470588
AATS2are,6.504449056603773
AATS3are,6.261742424242424
AATS4are,6.3212476923076935
AATS5are,6.375966666666667
AATS6are,6.455020000000001
AATS7are,6.536416666666668
AATS8are,5.969575000000001
AATSC0dv,3.6924672067901234
AATSC0pe,0.10835458984374996
AATSC0se,0.07267273339843747
AATSC1dv,0.6239815949527961
AATSC1pe,0.003080244715073542
AATSC1se,-0.00023966630284926518
AATSC2dv,-0.3331468014791519
AATSC2pe,0.005215870061910402
AATSC2se,0.005765426389298349
AATSC3dv,-0.35242324869060976
AATSC3pe,-0.014456389086174241
AATSC3se,-0.010573471087831438
AATSC4dv,0.16718379036087372
AATSC4pe,0.00610146784855769
AATSC4se,0.004307896409254808
AATSC5dv,-0.028269675925925893
AATSC5pe,0.0004644726562500007
AATSC5se,-0.0008316412109374979
AATSC6dv,-0.7574363425925925
AATSC6pe,-0.021810652343749987
AATSC6se,-0.018476027148437497
AATSC7dv,-0.24977494855967075
AATSC7pe,0.00513473307291672
AATSC7se,0.009976494466145838
AATSC8dv,-0.08253279320987665
AATSC8pe,-0.01106865234375002
AATSC8se,-0.006949345117187503
AETA_eta,0.5499658861051542
ATSC0are,3.395496874999998
ATSC1are,0.12095644531249976
ATSC2are,0.49059267578124977
ATSC3are,-0.9755873046874993
ATSC4are,0.044471972656250025
ATSC5are,-0.0658191406250003
ATSC6are,-1.2637732421874996
ATSC7are,0.7523234374999995
ATSC8are,-0.29610546874999966
BCUTZ-1h,17.00110272712609
BCUTZ-1l,5.692903619644806
BCUTc-1h,0.41175868952413963
BCUTc-1l,-0.3971174391614247
BCUTd-1h,3.2069917321407027
BCUTd-1l,0.9780047740628002
BCUTi-1h,14.691604197500366
BCUTi-1l,10.95345861067964
BCUTm-1h,35.45051723992735
BCUTm-1l,11.704922119991789
BCUTp-1h,2.2079678137776555
BCUTp-1l,0.7518731950342474
BCUTs-1h,7.008270046723458
BCUTs-1l,1.2993762972142926
BCUTv-1h,22.45586268735346
BCUTv-1l,14.70270947562104
BalabanJ,1.5304401338755478
Diameter,11
ETA_beta,32.25
GATS1are,0.6766881937003176
GATS2are,0.7169945724625881
GATS3are,1.0177030646678407
GATS4are,1.0619220719863207
GATS5are,1.2427248466642555
GATS6are,1.383840178029909
GATS7are,1.042692266749129
GATS8are,0.750909614664275
HybRatio,0.0
Lipinski,True
LogEE_Dt,164.58286452398596
MATS1are,0.033527158022820296
MATS2are,0.08723521460608197
MATS3are,-0.13930568748208655
MATS4are,0.006447920595058495
MATS5are,-0.01033826357642189
MATS6are,-0.23820221451389212
MATS7are,0.14771003384691184
MATS8are,-0.06976427419035686
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,1.0964957470213659
SM1_Dzse,1.0193309453291493
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.76446326439343
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,71.7716615026603
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,138.87056119603741
SpAD_Dzi,135.35155023382313
SpAD_Dzm,138.84479028979533
SpAD_Dzp,189.79361840817901
SpAD_Dzv,174.73526804589753
SpAbs_Dt,329.165729047972
SpDiam_A,4.7575223556936095
SpDiam_D,141.17936311688956
SpMAD_Dt,15.6745585260939
SpMax_Dt,164.58286452398596
SsssssAs,0
VE1_Dzpe,4.523859150897365
VE1_Dzse,4.523642550151778
VE2_Dzpe,0.21542186432844593
VE2_Dzse,0.21541155000722753
VE3_Dzpe,2.251302768744688
VE3_Dzse,2.2512548879588565
VMcGowan,208.95999999999984
VR1_Dzpe,111.61562096905253
VR1_Dzse,111.61992688557424
VR2_Dzpe,5.315029569954882
VR2_Dzse,5.315234613598774
VR3_Dzpe,5.456998357722276
VR3_Dzse,5.457036935059655
mZagreb1,5.916666666666666
mZagreb2,4.666666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,25
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10610927734374993
AATSC1are,0.003557542509191169
AATSC2are,0.009256465580778297
AATSC3are,-0.014781625828598474
AATSC4are,0.0006841841947115389
AATSC5are,-0.0010969856770833384
AATSC6are,-0.025275464843749994
AATSC7are,0.015673404947916657
AATSC8are,-0.007402636718749992
AETA_beta,1.5357142857142858
BCUTdv-1h,6.021954456464453
BCUTdv-1l,0.7740083013921075
BCUTpe-1h,3.4890270991939993
BCUTpe-1l,2.2392118610747107
BCUTse-1h,3.7019541150653392
BCUTse-1l,2.4352810102489606
ETA_alpha,10.147619047619047
ETA_dBeta,4.75
ETA_eta_B,0.17703011935521396
ETA_eta_F,21.556115615569997
ETA_eta_L,3.6286599565492
ETA_eta_R,33.105399223778235
ETA_psi_1,0.5716201716738198
LabuteASA,125.75206559446247
LogEE_DzZ,69.50520856920717
LogEE_Dzi,67.73319385216416
LogEE_Dzm,69.492892814436
LogEE_Dzp,94.20131477958044
LogEE_Dzv,86.9883472702597
PEOE_VSA1,5.316788604006331
PEOE_VSA2,9.361636831863176
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,10.197363616602075
PEOE_VSA6,29.800041095617345
PEOE_VSA7,30.33183534230805
PEOE_VSA8,11.374772549367124
PEOE_VSA9,10.586084805438322
SM1_Dzare,1.1449930693378625
SpAD_Dzpe,139.3403102700351
SpAD_Dzse,140.72480169690232
SpAbs_DzZ,137.5419297434564
SpAbs_Dzi,134.260594264024
SpAbs_Dzm,137.50533456856664
SpAbs_Dzp,191.3237061420989
SpAbs_Dzv,175.5696989018135
SpDiam_Dt,235.3930019412358
SpMAD_DzZ,6.612883866477972
SpMAD_Dzi,6.4453119158963394
SpMAD_Dzm,6.611656680466444
SpMAD_Dzp,9.03779135277043
SpMAD_Dzv,8.320727049804644
SpMax_DzZ,69.50520856920717
SpMax_Dzi,67.73319385216416
SpMax_Dzm,69.492892814436
SpMax_Dzp,94.20131477958044
SpMax_Dzv,86.9883472702597
VE1_Dzare,4.523816769618953
VE2_Dzare,0.21541984617233106
VE3_Dzare,2.2512934003104546
VR1_Dzare,111.65707076858152
VR2_Dzare,5.317003369932453
VR3_Dzare,5.457369650778158
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4832199546485261
AETA_dBeta,0.2261904761904762
AETA_eta_B,0.008430005683581617
AETA_eta_F,1.0264816959795238
AETA_eta_L,0.17279333126424762
AETA_eta_R,1.576447582084678
BCUTare-1h,3.543796102027489
BCUTare-1l,2.1886233068447756
ETA_beta_s,13.75
ETA_dPsi_A,0.14237982832618012
ETA_dPsi_B,0.0
ETA_eta_BR,0.43503011935521396
ETA_eta_FL,6.608523486468682
ETA_eta_RL,10.237183443017882
LogEE_Dzpe,69.72236921820905
LogEE_Dzse,70.41094041727636
PEOE_VSA10,12.654640149529083
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,20.671642993744936
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,61.18557669722197
SlogP_VSA7,5.022633313741326
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,137.9286920896793
SpAbs_Dzpe,138.34824268939678
SpAbs_Dzse,139.80254988922357
SpDiam_DzZ,106.17258020558474
SpDiam_Dzi,102.88920348717932
SpDiam_Dzm,106.16696144006082
SpDiam_Dzp,143.16468812568303
SpDiam_Dzv,132.2301575555482
SpMAD_Dzpe,6.635252870001672
SpMAD_Dzse,6.701181033185825
SpMax_Dzpe,69.72236921820905
SpMax_Dzse,70.41094041727636
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6547619047619048
AETA_eta_BR,0.020715719969295904
AETA_eta_FL,0.3146915945937468
AETA_eta_RL,0.48748492585799436
DetourIndex,1671
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,16.273471080121883
EState_VSA4,5.687386274683562
EState_VSA5,0.0
EState_VSA6,35.42084100270527
EState_VSA7,30.33183534230805
EState_VSA8,15.514152220608405
EState_VSA9,11.600939890232516
ETA_beta_ns,18.5
ETA_shape_p,0.10323791647114032
ETA_shape_x,0.0
ETA_shape_y,0.2857813233223839
GhoseFilter,True
LogEE_Dzare,69.01886952433193
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,136.89274597932598
SpDiam_Dzpe,106.04926492016708
SpDiam_Dzse,107.12202739870165
SpMAD_Dzare,6.568032956651395
SpMax_Dzare,69.01886952433193
TopoPSA(NO),59.81
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7039940791131267
VSA_EState9,42.123085614904404
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8809523809523809
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.016780045351473948
FilterItLogS,-4.164226993447122
SpDiam_Dzare,104.89603612754013
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6578869047619049
ETA_epsilon_2,0.8453514739229023
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5602813852813856
ETA_epsilon_5,0.8205627705627705
AETA_beta_ns_d,0.047619047619047616
ETA_dEpsilon_A,0.21551402340597242
ETA_dEpsilon_B,0.09760551948051932
ETA_dEpsilon_C,-0.1179085039254531
ETA_dEpsilon_D,0.024788703360131836
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.9047619047619048
MDEDescriptor,"0.0,0.0,0.0,0.0,10.641722430477719,14.621742331586715,0.0,4.329638385866451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198276497595954,1.1052094495921163,0.0"
APolDescriptor,41.116723
BCUTDescriptor,"11.998515852208701,34.96938033014214,-0.2745468991126718,0.23737379991757113,5.552594876952057,10.641806844915546"
BPolDescriptor,17.363276999999997
TPSADescriptor,59.81
ALOGPDescriptor,"2.7932000000000006,7.801966240000003,81.5106"
XLogPDescriptor,4.512
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,298.06213873999997
ChiPathDescriptor,"14.656489770562878,10.237183443017882,8.97582937478874,7.52587760705342,6.164301182757767,4.447355901023877,2.9121926156822004,1.9699804589041299,11.65728518788768,6.6261906857199415,4.760649201662915,3.2727074461375882,2.105198825529001,1.3120598665313652,0.6971997486712557,0.36548946573256813"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.25343678769327627,0.3366287157222769,0.0,0.0,0.0298142396999972,0.0710383960212122,0.08331442075438164"
AtomCountDescriptor,32
BondCountDescriptor,23
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.144944762844251,0.0,0.2757834230632086,0.0,0.5192677694669997,0.0,0.0868221501508708,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,0,0,0,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"42.9267145075315,2.0441292622634046,17.576140299098363,2.5680213646460155,12.449618784152902"
FractionalPSADescriptor,0.20066285591600197
WienerNumbersDescriptor,"965.0,29.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.7791405483432987,4.334006497731575,5.589320924057418,1.0334296251830746,1.2205876551283183,1.302017639517377"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.513007284079085,4.05"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,736.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"30.92734014849565,26.80711645011026,37.672328987891454,37.18104331515555,37.15010752432851"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.3240175910634488,-0.19255982297093685,0.08701188598853192,-0.08115151027800994,-0.011580564207813945"
EccentricConnectivityIndexDescriptor,391
AutocorrelationDescriptorPolarizability,"1362.8996477325732,1578.3427179562755,2126.6444712738344,2008.5953639575885,1759.1812509867868"
