DLiP-ID,T0083I
DLiP-Mol-ID,26542
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H20N4O3/c1-11-8-13(6-7-16(24)25)9-12(2)17(11)23-18(26)14-4-3-5-15(10-14)22-19(20)21/h3-10H,1-2H3,(H,23,26)(H,24,25)(H4,20,21,22)/b7-6+"
Standard Inchi Key(RDKit),ZRJWCMMGIIGFRZ-VOTSOKGWSA-N
Canonical SMILES(RDKit),Cc1cc(/C=C/C(=O)O)cc(C)c1NC(=O)c1cccc(NC(=N)N)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),352.394
MW Monoisotopic(RDKit),352.1535405
MolLogP(RDKit),2.95891
XLogP(SDF),
XLogP(CDK),2.693
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),128.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.320949856414215
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,416552.1578257396
qed,0.3209498564142151
Chi0,19.26722023457211
Chi1,12.256927950821465
TPSA,128.3
Chi0n,14.459862599134318
Chi0v,14.459862599134318
Chi1n,7.807281568756785
Chi1v,7.807281568756785
Chi2n,5.774875412411772
Chi2v,5.774875412411772
Chi3n,3.6156787387172926
Chi3v,3.6156787387172926
Chi4n,2.5373073300095066
Chi4v,2.5373073300095066
MolMR,102.51780000000004
MolWt,352.394
fr_SH,0
Kappa1,18.724715123833807
Kappa2,7.976500523234492
Kappa3,4.940841046961337
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,880.4024006577703
MolLogP,2.9589099999999995
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.236944367071264
SMR_VSA1,14.69560176298435
SMR_VSA2,5.409283605791522
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,13.847474399381248
SMR_VSA6,10.633577208012662
SMR_VSA7,64.72802848439153
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,150.59573310993014
NHOHCount,6
PEOE_VSA1,21.473772080015554
PEOE_VSA2,10.203820789863343
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,66.94568432361417
PEOE_VSA8,23.014244147898
PEOE_VSA9,0.0
RingCount,2
SMR_VSA10,35.286832242248195
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,352.1535405000001
NumHDonors,5
PEOE_VSA10,0.0
PEOE_VSA11,5.959554568743835
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,16.367244685174846
SlogP_VSA2,22.942566980887896
SlogP_VSA3,4.794537184071822
SlogP_VSA4,19.25675800517277
SlogP_VSA5,27.048343150859804
SlogP_VSA6,42.47422251760354
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,1
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.969305287951849
EState_VSA2,11.866734298095341
EState_VSA3,16.93822404106412
EState_VSA4,22.766374581924868
EState_VSA5,6.076020106833881
EState_VSA6,36.39820241076966
EState_VSA7,13.847474399381248
EState_VSA8,10.633577208012662
EState_VSA9,16.249478477794412
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
