DLiP-ID,C000ZL
AATSC5Z,-0.07351022183558063
AATSC5c,-0.02126296790570715
AATSC5d,-0.19607558842008602
AATSC5i,0.09692587287474662
AATSC5m,-0.11697286573872816
AATSC5p,-0.007965719138817688
AATSC5s,-2.0079342064988
AATSC5v,2.649836920732648
AATSC6Z,0.5653864851725813
AATSC6c,0.027663732037816115
AATSC6d,0.16793604494139253
AATSC6i,0.7018277931677818
AATSC6m,2.232961248906175
AATSC6p,0.045061770017143885
AATSC6s,3.2012369686166484
AATSC6v,0.18791154884906408
AATSC7Z,-0.4973140495867767
AATSC7c,-0.0016746790532460739
AATSC7d,0.12977502295684112
AATSC7i,0.3206998685358275
AATSC7m,-2.115218712190083
AATSC7p,0.03898899670884079
AATSC7s,-1.0474492398734827
AATSC7v,4.562025450778183
AATSC8Z,-0.7950413223140494
AATSC8c,-0.0045919411481458354
AATSC8d,0.0056408238226420245
AATSC8i,-0.04198136279635999
AATSC8m,-3.6452613527744977
AATSC8p,-0.011619102065202395
AATSC8s,-0.6777282201524626
AATSC8v,-1.9429022073034063
ATS0are,266.25449999999995
ATS1are,257.9739
ATS2are,381.323
ATS3are,463.32000000000005
ATS4are,510.75089999999994
ATS5are,445.84369999999996
ATS6are,432.3737
ATS7are,297.623
ATS8are,256.168
ATSC0dv,161.63636363636363
ATSC0pe,7.242654545454545
ATSC0se,5.949600242424241
ATSC1dv,13.950413223140497
ATSC1pe,0.9301347107438029
ATSC1se,0.858489325987146
ATSC2dv,12.380165289256201
ATSC2pe,1.1479338842975217
ATSC2se,1.011567140495871
ATSC3dv,-20.710743801652892
ATSC3pe,-1.2732661157024783
ATSC3se,-1.0907748797061487
ATSC4dv,-49.867768595041326
ATSC4pe,-3.445174380165289
ATSC4se,-2.9809004921946722
ATSC5dv,-30.099173553719012
ATSC5pe,-2.323130578512397
ATSC5se,-2.4174005399449037
ATSC6dv,53.01652892561984
ATSC6pe,4.545470247933882
ATSC6se,4.431339625344347
ATSC7dv,-29.61983471074381
ATSC7pe,-1.0380570247933865
ATSC7se,-0.8599461120293826
ATSC8dv,-22.64462809917356
ATSC8pe,-1.0719578512396681
ATSC8se,-0.858373226813588
AXp-0dv,0.479088977242117
AXp-1dv,0.24448753117220642
AXp-2dv,0.12216395098211963
AXp-3dv,0.06322662849354779
AXp-4dv,0.03238339930180878
AXp-5dv,0.01641931015849661
AXp-6dv,0.007787732847203514
AXp-7dv,0.004085077063387916
BertzCT,948.5630278462842
ECIndex,563
ETA_eta,15.987729792582062
GATS1dv,0.4367101171177133
GATS1pe,0.5317907193303133
GATS1se,0.56789215349718
GATS2dv,0.5958666931339465
GATS2pe,0.6386911841247874
GATS2se,0.6912331540951991
GATS3dv,0.8733263180812076
GATS3pe,0.9361564909610919
GATS3se,0.947364620231511
GATS4dv,1.1671675368937093
GATS4pe,1.22263409946397
GATS4se,1.210709773879539
GATS5dv,1.135752767746137
GATS5pe,1.164531830346553
GATS5se,1.1678838142796246
GATS6dv,0.898652374335561
GATS6pe,0.7084608581976669
GATS6se,0.628724502245921
GATS7dv,1.2373453318335208
GATS7pe,1.1094164369668578
GATS7se,1.067896151189338
GATS8dv,1.0125020086774867
GATS8pe,1.0369236794143786
GATS8se,1.0477407129894867
LogEE_A,4.160282185676479
LogEE_D,147.39869671955944
MATS1dv,0.083768940647125
MATS1pe,0.12464736538528008
MATS1se,0.14004968501701995
MATS2dv,0.04955998147290413
MATS2pe,0.1025564237533969
MATS2se,0.11001469295079351
MATS3dv,-0.06819913639827278
MATS3pe,-0.09357151498867163
MATS3se,-0.09758197234082502
MATS4dv,-0.1519567516746974
MATS4pe,-0.23428936488199603
MATS4se,-0.24677367557688934
MATS5dv,-0.10780889230951397
MATS5pe,-0.18570129591122453
MATS5se,-0.2352339021101139
MATS6dv,0.21223450009925235
MATS6pe,0.4060923536470363
MATS6se,0.4819378257027642
MATS7dv,-0.15118110236220475
MATS7pe,-0.11824353074964959
MATS7se,-0.11924423717838964
MATS8dv,-0.13209063152820186
MATS8pe,-0.13954871249760603
MATS8se,-0.13602986674088824
MAXaaCH,1.1839916814853684
MAXaasC,-0.09144006676744731
MAXddsN,-0.7954447661007071
MAXdsCH,0.8826518014613249
MAXdssC,-1.1883279268497506
MAXssNH,1.8545006613756614
MDEC-22,2.3304082941336515
MDEC-23,10.01435162931796
MDEC-33,6.190262121757926
MDEN-22,1.0
MDEN-23,1.0954451150103321
MDEN-33,0.3820962723620983
MDEO-11,4.08951992733833
MDEO-12,1.1848258439461299
MINaaCH,0.49738287896823796
MINaasC,-1.0815403296432333
MINddsN,-1.0928948988095395
MINdsCH,0.8826518014613249
MINdssC,-1.1883279268497506
MINssNH,1.8545006613756614
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9642857142857144
SM1_Dzi,2.6844556001929503
SM1_Dzm,2.955891104299181
SM1_Dzp,-12.331557469961458
SM1_Dzv,-5.187573443739375
SddssSe,0
SpAD_Dt,412.49259350616796
SpAbs_A,31.396749221312934
SpAbs_D,294.79739343911876
SpMAD_A,1.2075672777428053
SpMAD_D,11.338361286119957
SpMax_A,2.419656102063962
SpMax_D,147.39869671955944
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,204.24999999999997
TpiPC10,8.05019504119033
VAdjMat,5.754887502163468
VE1_DzZ,5.033725426274495
VE1_Dzi,5.033286214217131
VE1_Dzm,5.03369795623378
VE1_Dzp,4.982363900151852
VE1_Dzv,5.004660604532737
VE2_DzZ,0.1936048240874806
VE2_Dzi,0.1935879313160435
VE2_Dzm,0.1936037675474531
VE2_Dzp,0.19162938077507125
VE2_Dzv,0.1924869463281822
VE3_DzZ,2.571671796406049
VE3_Dzi,2.571584538722572
VE3_Dzm,2.571666339192287
VE3_Dzp,2.561415902185033
VE3_Dzv,2.5658810442131608
VR1_DzZ,147.14834378573218
VR1_Dzi,147.2729180931626
VR1_Dzm,147.15212048138238
VR1_Dzp,153.35460162222026
VR1_Dzv,150.58568687325018
VR2_DzZ,5.6595516840666225
VR2_Dzi,5.664343003583176
VR2_Dzm,5.65969694159163
VR2_Dzp,5.898253908546933
VR2_Dzv,5.791757187432699
VR3_DzZ,5.9469526643648285
VR3_Dzi,5.94779889614897
VR3_Dzm,5.94697832994208
VR3_Dzp,5.988264342455519
VR3_Dzv,5.970043715194308
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.034020690871988585
Xch-6dv,0.05748553380228727
Xch-7dv,0.07254573272717271
Xpc-4dv,1.0159454981656841
Xpc-5dv,1.1221391529486626
Xpc-6dv,1.2563285878796622
Zagreb1,130.0
Zagreb2,150.0
fragCpx,79.14
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,5
nBondsM,16
nBondsO,27
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,14
naHRing,1
AATS0are,8.06831818181818
AATS1are,7.587467647058824
AATS2are,7.476921568627451
AATS3are,7.472903225806452
AATS4are,7.623147761194029
AATS5are,7.821819298245614
AATS6are,8.477915686274509
AATS7are,7.440575
AATS8are,7.319085714285714
AATSC0dv,4.898071625344352
AATSC0pe,0.21947438016528922
AATSC0se,0.18029091643709821
AATSC1dv,0.4103062712688382
AATSC1pe,0.027356903257170676
AATSC1se,0.02524968605844547
AATSC2dv,0.24274833900502354
AATSC2pe,0.022508507535245525
AATSC2se,0.01983464981364453
AATSC3dv,-0.3340442548653692
AATSC3pe,-0.020536550253265777
AATSC3se,-0.017593143221066913
AATSC4dv,-0.7442950536573333
AATSC4pe,-0.05142051313679536
AATSC4se,-0.04449105212230854
AATSC5dv,-0.5280556763810353
AATSC5pe,-0.04075667681600696
AATSC5se,-0.042410535788507085
AATSC6dv,1.039539782855291
AATSC6pe,0.08912686760654671
AATSC6se,0.08688901226165387
AATSC7dv,-0.7404958677685952
AATSC7pe,-0.025951425619834663
AATSC7se,-0.021498652800734565
AATSC8dv,-0.6469893742621017
AATSC8pe,-0.030627367178276233
AATSC8se,-0.024524949337531084
AETA_eta,0.6149126843300793
ATSC0are,8.37381818181818
ATSC1are,1.2546024793388422
ATSC2are,1.3038264462809914
ATSC3are,-1.5971280991735535
ATSC4are,-4.18453388429752
ATSC5are,-2.8521677685950415
ATSC6are,5.614526446280991
ATSC7are,-1.0764008264462814
ATSC8are,-1.2349132231404956
BCUTZ-1h,8.060232215516177
BCUTZ-1l,5.691260730548907
BCUTc-1h,0.5557979641870637
BCUTc-1l,-0.4660893986590978
BCUTd-1h,3.253790926112272
BCUTd-1l,0.9715282734030004
BCUTi-1h,14.642017610202302
BCUTi-1l,10.953319138169723
BCUTm-1h,16.033113403863304
BCUTm-1l,11.703963082246217
BCUTp-1h,1.9882022994257003
BCUTp-1l,0.6682685271246025
BCUTs-1h,8.004041565172852
BCUTs-1l,1.4014974421476427
BCUTv-1h,20.89091631853043
BCUTv-1l,14.650452477758714
BalabanJ,1.8338202984442074
Diameter,13
ETA_beta,36.75
GATS1are,0.5412275592884366
GATS2are,0.6667916636864926
GATS3are,0.9505233460527717
GATS4are,1.2253173942688846
GATS5are,1.1633620702790501
GATS6are,0.6764576457645763
GATS7are,1.0823210873718954
GATS8are,1.0407077098687312
HybRatio,0.0
Lipinski,True
LogEE_Dt,206.24629675308395
MATS1are,0.14541782254850863
MATS2are,0.10074883262320039
MATS3are,-0.10151692960043032
MATS4are,-0.24612895009061003
MATS5are,-0.19719260534086652
MATS6are,0.4338437733092195
MATS7are,-0.10604847902553419
MATS8are,-0.13904609915878804
NsssssAs,0
RotRatio,0.2222222222222222
SM1_Dzpe,3.134409424724603
SM1_Dzse,2.9377681675308684
SMR_VSA1,29.088148662418888
SMR_VSA2,0.0
SMR_VSA3,5.425791397110385
SMR_VSA4,5.101407525739723
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,65.93212199071459
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,209.52922081122068
SpAD_Dzi,202.16646993256302
SpAD_Dzm,209.60690977632373
SpAD_Dzp,375.8409084070554
SpAD_Dzv,310.3198171721366
SpAbs_Dt,412.49259350616796
SpDiam_A,4.8386983049189105
SpDiam_D,224.26644664840063
SpMAD_Dt,15.86509975023723
SpMax_Dt,206.24629675308395
SsssssAs,0
VE1_Dzpe,5.034323942982436
VE1_Dzse,5.03363330167183
VE2_Dzpe,0.1936278439608629
VE2_Dzse,0.19360128083353192
VE3_Dzpe,2.571790690679745
VE3_Dzse,2.5716534947630545
VMcGowan,217.94999999999996
VR1_Dzpe,147.0738733331959
VR1_Dzse,147.15993183621458
VR2_Dzpe,5.656687435892151
VR2_Dzse,5.659997378315945
VR3_Dzpe,5.946446445257001
VR3_Dzse,5.94703141206884
mZagreb1,11.11111111111111
mZagreb2,5.749999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,24
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.25375206611570245
AATSC1are,0.03690007292173065
AATSC2are,0.025565224436882184
AATSC3are,-0.025760130631831506
AATSC4are,-0.06245572961638089
AATSC5are,-0.05003803102798318
AATSC6are,0.11008875384864689
AATSC7are,-0.026910020661157035
AATSC8are,-0.0352832349468713
AETA_beta,1.4134615384615385
BCUTdv-1h,7.00633501237305
BCUTdv-1l,2.83037272142911
BCUTpe-1h,3.5601824937492084
BCUTpe-1l,2.238229915379816
BCUTse-1h,3.764002967380131
BCUTse-1l,2.4340223313612888
ETA_alpha,11.000000000000002
ETA_dBeta,2.25
ETA_eta_B,0.7129285042174587
ETA_eta_F,32.344577997603395
ETA_eta_L,4.196839479258146
ETA_eta_R,48.33230779018546
ETA_psi_1,0.4059040590405906
LabuteASA,141.34271452787337
LogEE_DzZ,104.87862139462133
LogEE_Dzi,101.18648325859662
LogEE_Dzm,104.917143007558
LogEE_Dzp,186.25102779827503
LogEE_Dzv,154.56134241948297
PEOE_VSA1,9.523678331894054
PEOE_VSA2,35.13749199036854
PEOE_VSA3,5.425791397110385
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,6.06636706846161
PEOE_VSA8,6.06636706846161
PEOE_VSA9,33.757408305790875
SM1_Dzare,3.499767333643555
SpAD_Dzpe,206.79064896097663
SpAD_Dzse,209.93037974492483
SpAbs_DzZ,206.79295707495697
SpAbs_Dzi,199.6885109170002
SpAbs_Dzm,206.87839491081678
SpAbs_Dzp,384.8336130665115
SpAbs_Dzv,314.3102582827054
SpDiam_Dt,303.6223545986082
SpMAD_DzZ,8.058816185046949
SpMAD_Dzi,7.775633458944731
SpMAD_Dzm,8.061804222166298
SpMAD_Dzp,14.455419554117515
SpMAD_Dzv,11.935377583543715
SpMax_DzZ,104.87862139462133
SpMax_Dzi,101.18648325859662
SpMax_Dzm,104.917143007558
SpMax_Dzp,186.25102779827503
SpMax_Dzv,154.56134241948297
VE1_Dzare,5.03554007639743
VE2_Dzare,0.19367461832297808
VE3_Dzare,2.572032229874031
VR1_Dzare,146.91032916450584
VR2_Dzare,5.650397275557917
VR3_Dzare,5.945333839993375
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.42307692307692313
AETA_dBeta,0.08653846153846154
AETA_eta_B,0.027420327085286873
AETA_eta_F,1.2440222306770536
AETA_eta_L,0.16141690304839024
AETA_eta_R,1.858934915007133
BCUTare-1h,3.614428893214589
BCUTare-1l,2.1888821819403828
ETA_beta_s,17.25
ETA_dPsi_A,0.30809594095940934
ETA_dPsi_B,0.0
ETA_eta_BR,0.8849285042174586
ETA_eta_FL,8.004445578897492
ETA_eta_RL,12.201285058155637
LogEE_Dzpe,103.51587868913157
LogEE_Dzse,105.078180955829
PEOE_VSA10,4.923311048817671
PEOE_VSA11,5.760247418874442
PEOE_VSA12,5.749511833283905
PEOE_VSA13,11.594566004035068
SlogP_VSA1,5.425791397110385
SlogP_VSA2,31.998240850180537
SlogP_VSA3,0.0
SlogP_VSA4,30.342954806296717
SlogP_VSA5,16.118236094643258
SlogP_VSA6,33.78402673663951
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,202.5296852743171
SpAbs_Dzpe,203.89734795353854
SpAbs_Dzse,207.21859374412713
SpDiam_DzZ,161.72086819293474
SpDiam_Dzi,155.48564198419416
SpDiam_Dzm,161.77822932824762
SpDiam_Dzp,280.4301403061426
SpDiam_Dzv,236.73713676547587
SpMAD_Dzpe,7.953486498499101
SpMAD_Dzse,8.074245374804802
SpMax_Dzpe,103.51587868913157
SpMax_Dzse,105.078180955829
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6634615384615384
AETA_eta_BR,0.03403571170067148
AETA_eta_FL,0.3078632914960574
AETA_eta_RL,0.4692801945444476
DetourIndex,2609
EState_VSA1,49.24903095201355
EState_VSA2,5.760247418874442
EState_VSA3,12.13273413692322
EState_VSA4,12.280967647996928
EState_VSA5,6.06636706846161
EState_VSA6,0.0
EState_VSA7,5.425791397110385
EState_VSA8,5.101407525739723
EState_VSA9,4.417150937053347
ETA_beta_ns,19.5
ETA_shape_p,0.24242424242424238
ETA_shape_x,0.0
ETA_shape_y,0.4272727272727272
GhoseFilter,True
LogEE_Dzare,101.39944907306793
SlogP_VSA10,17.25895475122813
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,199.29913081249228
SpDiam_Dzpe,159.59747466172058
SpDiam_Dzse,162.03069597233232
SpMAD_Dzare,7.789603279781427
SpMax_Dzare,101.39944907306793
TopoPSA(NO),204.24999999999997
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,4.729779799992642
VSA_EState9,86.93688686667403
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,40.24401938520924
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.07692307692307686
FilterItLogS,-3.0134853133165036
SpDiam_Dzare,156.37256101157664
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.8848484848484848
ETA_epsilon_2,1.042307692307692
ETA_epsilon_3,0.43684210526315803
ETA_epsilon_4,0.7488372093023257
ETA_epsilon_5,0.989285714285714
AETA_beta_ns_d,0.07692307692307693
ETA_dEpsilon_A,0.44800637958532674
ETA_dEpsilon_B,0.1360112755461591
ETA_dEpsilon_C,-0.31199510403916764
ETA_dEpsilon_D,0.053021978021977945
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.5769230769230769
MDEDescriptor,"0.0,0.0,0.0,0.0,2.3304082941336515,10.01435162931796,0.0,6.190262121757926,0.0,0.0,4.08951992733833,1.1848258439461299,0.0,0.0,0.0,0.0,1.0,1.0954451150103321,0.3820962723620983"
APolDescriptor,38.505551000000004
BCUTDescriptor,"11.996218810911596,16.00349576402311,-0.3818050052234849,0.2533064767609278,3.4704447268343057,9.611831557744361"
BPolDescriptor,14.954448999999997
TPSADescriptor,204.24999999999997
ALOGPDescriptor,"3.844900000000001,14.783256010000006,68.38170000000001"
XLogPDescriptor,3.851999999999999
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,365.02437685999996
ChiPathDescriptor,"19.43035694138864,12.20128505815564,11.497706093915149,8.826973842111183,6.640241681622054,4.873055990575119,3.707150512819965,1.8442402156671984,11.943740332827005,6.598529772004199,4.587326743380989,2.9980189718767933,1.883197661438364,1.102318394281723,0.5169894660661941,0.23030112694734498"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.20693027063286604,0.3949014514397953,0.0,0.0,0.034020690871988585,0.06453144958252739,0.08169032013930282"
AtomCountDescriptor,33
BondCountDescriptor,27
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.2377753556665647,0.0,0.7227759819499024,0.0,0.550389437285215,0.0,0.05369059511329923,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,8,1,0,0,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,14
MannholdLogPDescriptor,1.2400000000000002
WeightedPathDescriptor,"51.29745335064271,1.9729789750247197,37.83882945783038,22.69513672571026,15.14369273212012"
FractionalPSADescriptor,0.5595516709239866
WienerNumbersDescriptor,"1853.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.905392976810745,6.318954597056874,8.416008614567348,0.9626891863345091,1.1663446658315242,1.203253626500204"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,26
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.290809327846365,9.97229916897507,5.9972838388411045"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,506.14
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"34.77012282625091,32.84002745810866,46.911071424970835,49.01870378425509,48.09796543431891"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5859022183358094,-0.12532656680206938,-0.12849096945980465,0.15840981403283927,-0.17326347230244"
EccentricConnectivityIndexDescriptor,563
AutocorrelationDescriptorPolarizability,"1185.56207050532,1379.8309990704881,1883.7686141417018,1847.7796536176052,1631.6753831833742"
