DLiP-ID,T000JB
AATSC5Z,-0.18470527582058793
AATSC5c,0.002979304178038864
AATSC5d,0.02631036260525865
AATSC5i,0.30473935742554575
AATSC5m,-0.8364490778750808
AATSC5p,0.01380826816142722
AATSC5s,0.14977563918962788
AATSC5v,0.7662606242825358
AATSC6Z,-0.42047602680872986
AATSC6c,-0.0025415851570612605
AATSC6d,-0.002642206564701833
AATSC6i,-0.06115555612654375
AATSC6m,-2.128562258735801
AATSC6p,0.007855158331695117
AATSC6s,-0.6338706058696606
AATSC6v,1.7698989798858518
AATSC7Z,-0.1414038404138892
AATSC7c,0.0060218305237784734
AATSC7d,0.015794448313600645
AATSC7i,-0.006775234530556616
AATSC7m,-0.8246405201780513
AATSC7p,-0.004949336440050824
AATSC7s,-0.31603405962922443
AATSC7v,-0.18279427746780266
AATSC8Z,-1.785972422995663
AATSC8c,-0.008692938318439713
AATSC8d,-0.00037529189369510407
AATSC8i,-0.04542852210738393
AATSC8m,-8.256557797057908
AATSC8p,0.01442955527988009
AATSC8s,-0.8359634654113695
AATSC8v,-1.0243252478688287
ATS0are,318.17469999999986
ATS1are,318.166
ATS2are,520.4049000000001
ATS3are,733.42
ATS4are,803.1940000000002
ATS5are,739.589
ATS6are,579.2829999999999
ATS7are,511.2487999999998
ATS8are,461.43300000000005
ATSC0dv,221.47826086956513
ATSC0pe,9.97918260869565
ATSC0se,6.933433826086956
ATSC1dv,42.06616257088849
ATSC1pe,-1.1348035916824204
ATSC1se,-0.7264237315689964
ATSC2dv,24.99432892249526
ATSC2pe,1.9694302457466917
ATSC2se,1.3792078676748607
ATSC3dv,-39.55576559546313
ATSC3pe,-3.026183742911152
ATSC3se,-2.284477663516065
ATSC4dv,56.53497164461243
ATSC4pe,4.7395584120982965
ATSC4se,2.767251844990548
ATSC5dv,-22.752362948960297
ATSC5pe,-0.08244102079394972
ATSC5se,0.04580415500945073
ATSC6dv,-45.82797731568998
ATSC6pe,-3.1473493383742914
ATSC6se,-2.2747676672967856
ATSC7dv,-41.39886578449905
ATSC7pe,-1.3798538752362945
ATSC7se,-1.127108843100189
ATSC8dv,-79.48960302457466
ATSC8pe,-3.7799568998109647
ATSC8se,-2.3286152211720226
AXp-0dv,0.5203675738205872
AXp-1dv,0.2808913467048625
AXp-2dv,0.1500517719900304
AXp-3dv,0.0821154027574398
AXp-4dv,0.0440015758395118
AXp-5dv,0.02477876685763891
AXp-6dv,0.01320625161966038
AXp-7dv,0.007271065901783545
BertzCT,1029.0120974946235
ECIndex,743
ETA_eta,22.748009057911897
GATS1dv,0.4317579505300355
GATS1pe,0.659901868541991
GATS1se,0.6833570123902092
GATS2dv,0.65017667844523
GATS2pe,0.4875239602049833
GATS2se,0.5014844681891671
GATS3dv,0.9487790257445737
GATS3pe,0.9430880400621566
GATS3se,0.9585174000335752
GATS4dv,0.8829873380447588
GATS4pe,0.7846277653218962
GATS4se,0.8140478284748272
GATS5dv,1.1184147124959851
GATS5pe,1.0919624992454646
GATS5se,1.0934001311185766
GATS6dv,1.147506424670736
GATS6pe,1.2278318779386272
GATS6se,1.2215918657460534
GATS7dv,1.130858285289195
GATS7pe,1.1396319559105972
GATS7se,1.161830155455063
GATS8dv,1.2639004364996886
GATS8pe,1.3059882120590476
GATS8se,1.3013639574094318
LogEE_A,4.28778792299853
LogEE_D,176.36534754794943
MATS1dv,0.1820196963748202
MATS1pe,-0.10897887646108517
MATS1se,-0.10040567106412361
MATS2dv,0.0648900667451904
MATS2pe,0.11347847170544595
MATS2se,0.11437976388109815
MATS3dv,-0.07335310449268047
MATS3pe,-0.12454896790112882
MATS3se,-0.13532509797252568
MATS4dv,0.09785041224970549
MATS4pe,0.18206207821615894
MATS4se,0.15299487966869643
MATS5dv,-0.04295963165221116
MATS5pe,-0.0034547254339586777
MATS5se,0.002762623153633559
MATS6dv,-0.10816200878038339
MATS6pe,-0.16486373688910974
MATS6se,-0.17149988427672286
MATS7dv,-0.11313619738391921
MATS7pe,-0.0836916956736573
MATS7se,-0.09839243797195334
MATS8dv,-0.2427885170558212
MATS8pe,-0.25623638405925553
MATS8se,-0.227194741877117
MAXaaCH,1.5296310993533215
MAXaasC,0.6271391325125095
MAXdssC,-0.27459538680692486
MAXsNH2,5.2029299413457855
MAXssNH,2.387670435458134
MDEC-22,6.576837133825775
MDEC-23,24.329060445276735
MDEC-33,15.295253420494749
MDEN-11,0.4999999999999999
MDEN-12,0.2857142857142857
MDEO-11,0.9939022874158859
MINaaCH,0.8000433017970341
MINaasC,-1.155231260348608
MINdssC,-1.0458070787397882
MINsNH2,5.2029299413457855
MINssNH,2.387670435458134
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0952380952380953
SM1_Dzi,2.0756918869192313
SM1_Dzm,2.16014079767628
SM1_Dzp,-9.88013184762917
SM1_Dzv,-3.647271127563804
SddssSe,0
SpAD_Dt,591.7086065504877
SpAbs_A,35.57709627718156
SpAbs_D,352.7306950958988
SpMAD_A,1.2267964233510882
SpMAD_D,12.163127417099963
SpMax_A,2.442314103651752
SpMax_D,176.36534754794943
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,133.34
TpiPC10,8.439474863610927
VAdjMat,5.954196310386875
VE1_DzZ,5.290013851310204
VE1_Dzi,5.287445809581907
VE1_Dzm,5.2899530821038745
VE1_Dzp,5.279697671346758
VE1_Dzv,5.292044028273414
VE2_DzZ,0.1824142707348346
VE2_Dzi,0.1823257175717899
VE2_Dzm,0.1824121752449612
VE2_Dzp,0.18205854039126754
VE2_Dzv,0.18248427683701426
VE3_DzZ,2.730531601254332
VE3_Dzi,2.7300460325334703
VE3_Dzm,2.7305201136557957
VE3_Dzp,2.728579573856598
VE3_Dzv,2.730915302990085
VR1_DzZ,180.40258152743175
VR1_Dzi,180.71903635025217
VR1_Dzm,180.3670667391993
VR1_Dzp,183.46456417987005
VR1_Dzv,181.26952364169838
VR2_DzZ,6.220778673359716
VR2_Dzi,6.2316909086293855
VR2_Dzm,6.21955402548963
VR2_Dzp,6.3263642820644845
VR2_Dzv,6.250673229024082
VR3_DzZ,6.259901654537587
VR3_Dzi,6.261654276857372
VR3_Dzm,6.259704771077364
VR3_Dzp,6.276732275102371
VR3_Dzv,6.264695741570045
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.08097398637391935
Xch-7dv,0.1595620357896577
Xpc-4dv,1.7323415962124007
Xpc-5dv,2.2572578872878375
Xpc-6dv,2.8527926598816893
Zagreb1,152.0
Zagreb2,179.0
fragCpx,149.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,31
nBondsS,32
nBondsT,0
nFARing,1
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.916841304347823
AATS1are,6.628458333333334
AATS2are,6.505061250000002
AATS3are,6.548392857142857
AATS4are,6.693283333333335
AATS5are,6.723536363636364
AATS6are,6.582761363636362
AATS7are,6.726957894736839
AATS8are,6.785779411764707
AATSC0dv,4.814744801512285
AATSC0pe,0.2169387523629489
AATSC0se,0.15072682230623818
AATSC1dv,0.8763783868935101
AATSC1pe,-0.02364174149338376
AATSC1se,-0.01513382774102076
AATSC2dv,0.31242911153119074
AATSC2pe,0.024617878071833646
AATSC2se,0.017240098345935758
AATSC3dv,-0.35317647853092077
AATSC3pe,-0.02701949770456386
AATSC3se,-0.02039712199567915
AATSC4dv,0.4711247637051036
AATSC4pe,0.03949632010081914
AATSC4se,0.023060432041587902
AATSC5dv,-0.20683966317236632
AATSC5pe,-0.0007494638253995429
AATSC5se,0.0004164014091768248
AATSC6dv,-0.520772469496477
AATSC6pe,-0.035765333390616945
AATSC6se,-0.025849632582918017
AATSC7dv,-0.5447219182170928
AATSC7pe,-0.018155972042582822
AATSC7se,-0.014830379514476171
AATSC8dv,-1.168964750361392
AATSC8pe,-0.055587601467808306
AATSC8se,-0.03424434148782386
AETA_eta,0.7844141054452378
ATSC0are,11.309132608695649
ATSC1are,-1.2891601134215505
ATSC2are,2.2023954631379983
ATSC3are,-3.5467511342154983
ATSC4are,5.330947542533077
ATSC5are,0.1281372400756126
ATSC6are,-3.6642167296786377
ATSC7are,-1.6106234404536868
ATSC8are,-4.167443856332702
BCUTZ-1h,9.00517600091754
BCUTZ-1l,5.685119725224911
BCUTc-1h,0.44929890425158464
BCUTc-1l,-0.3843963702016773
BCUTd-1h,3.252086483775896
BCUTd-1l,0.9714969972882629
BCUTi-1h,17.425816799593395
BCUTi-1l,10.946157616484006
BCUTm-1h,19.001181051641716
BCUTm-1l,11.696859937076999
BCUTp-1h,2.0020160802277243
BCUTp-1l,0.545238280705827
BCUTs-1h,8.00296736338302
BCUTs-1l,1.2260222762720756
BCUTv-1h,20.906434335158547
BCUTv-1l,13.303154698700968
BalabanJ,1.5238613140299737
Diameter,16
ETA_beta,37.5
GATS1are,0.6721835142471425
GATS2are,0.49339161923962566
GATS3are,0.948473531752645
GATS4are,0.7849657049006754
GATS5are,1.081509878746952
GATS6are,1.2334779176771873
GATS7are,1.1474319892878537
GATS8are,1.3038232731288384
HybRatio,0.2
Lipinski,True
LogEE_Dt,295.85430327524386
MATS1are,-0.10924313574196776
MATS2are,0.11197829534076072
MATS3are,-0.1288075230080498
MATS4are,0.1806973144636279
MATS5are,0.004738176293946567
MATS6are,-0.16936630633491825
MATS7are,-0.08620033591247453
MATS8are,-0.24928111593308977
MAXssCH2,0.44321552855914326
MAXsssCH,-0.5940523271498552
MINssCH2,-0.2444716243758176
MINsssCH,-0.5940523271498552
NsssssAs,0
RotRatio,0.16129032258064516
SM1_Dzpe,2.2370293173333007
SM1_Dzse,2.041768180212008
SMR_VSA1,28.27096904240581
SMR_VSA2,5.409283605791522
SMR_VSA3,0.0
SMR_VSA4,11.651573523323577
SMR_VSA5,19.26246486877803
SMR_VSA6,5.316788604006331
SMR_VSA7,64.22008299118782
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,281.8444463921144
SpAD_Dzi,277.3664468622686
SpAD_Dzm,281.6105337544212
SpAD_Dzp,362.2465041926706
SpAD_Dzv,326.44683280534366
SpAbs_Dt,591.7086065504877
SpDiam_A,4.8846282073035034
SpDiam_D,270.8671013479644
SpMAD_Dt,20.403745053465094
SpMax_Dt,295.85430327524386
SsssssAs,0
VE1_Dzpe,5.289647838207001
VE1_Dzse,5.290087099724679
VE2_Dzpe,0.18240164959334487
VE2_Dzse,0.1824167965422303
VE3_Dzpe,2.730462409419264
VE3_Dzse,2.7305454477034
VMcGowan,274.0200000000003
VR1_Dzpe,180.40679516742978
VR1_Dzse,180.41943604862317
VR2_Dzpe,6.220923971290682
VR2_Dzse,6.221359863745627
VR3_Dzpe,6.25992501113678
VR3_Dzse,6.259995077446294
mZagreb1,11.583333333333332
mZagreb2,6.277777777777775
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,38
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.24585070888468802
AATSC1are,-0.026857502362948968
AATSC2are,0.02752994328922498
AATSC3are,-0.031667420841209805
AATSC4are,0.04442456285444231
AATSC5are,0.0011648840006873874
AATSC6are,-0.04163882647362088
AATSC7are,-0.02119241369018009
AATSC8are,-0.06128593906371621
AETA_beta,1.293103448275862
BCUTdv-1h,7.005166375680845
BCUTdv-1l,1.8927313736714018
BCUTpe-1h,3.9900035085082184
BCUTpe-1l,2.233649657526442
BCUTse-1h,4.011388152505034
BCUTse-1l,2.4294990005035264
ETA_alpha,13.104761904761908
ETA_dBeta,1.5
ETA_eta_B,0.7466020090286705
ETA_eta_F,33.443577379500596
ETA_eta_L,6.121259451100847
ETA_eta_R,56.1915864374125
ETA_psi_1,0.4890705526923764
LabuteASA,163.58717782526998
LogEE_DzZ,140.99447278554814
LogEE_Dzi,138.75479901344184
LogEE_Dzm,140.8797544909236
LogEE_Dzp,179.082297754178
LogEE_Dzv,162.59457655309185
PEOE_VSA1,16.156983476009223
PEOE_VSA2,19.792895158006985
PEOE_VSA3,8.78083009534964
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,48.73693007985707
PEOE_VSA8,22.73219530423895
PEOE_VSA9,6.4208216229260096
SM1_Dzare,2.4803482050641814
SpAD_Dzpe,280.3930891843314
SpAD_Dzse,282.1776124967598
SpAbs_DzZ,279.89370747585815
SpAbs_Dzi,275.4339061399646
SpAbs_Dzm,279.59936818417106
SpAbs_Dzp,368.04472735598534
SpAbs_Dzv,328.83642423374755
SpDiam_Dt,419.84043687443375
SpMAD_DzZ,9.718774013521186
SpMAD_Dzi,9.564360236629952
SpMAD_Dzm,9.710708060497284
SpMAD_Dzp,12.491258765264504
SpMAD_Dzv,11.256787338115299
SpMax_DzZ,140.99447278554814
SpMax_Dzi,138.75479901344184
SpMax_Dzm,140.8797544909236
SpMax_Dzp,179.082297754178
SpMax_Dzv,162.59457655309185
VE1_Dzare,5.289285595471277
VE2_Dzare,0.1823891584645268
VE3_Dzare,2.730393925627748
VR1_Dzare,180.39142981492705
VR2_Dzare,6.220394131549209
VR3_Dzare,6.259839836923338
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4518883415435141
AETA_dBeta,0.05172413793103448
AETA_eta_B,0.0257448968630576
AETA_eta_F,1.1532268061896758
AETA_eta_L,0.21107791210692575
AETA_eta_R,1.9376409116349136
BCUTare-1h,4.1089912977585
BCUTare-1l,2.1839859304170357
ETA_beta_s,18.0
ETA_dPsi_A,0.22492944730762354
ETA_dPsi_B,0.0
ETA_eta_BR,1.0046020090286705
ETA_eta_FL,7.546352102243579
ETA_eta_RL,13.667611553344425
LogEE_Dzpe,140.27368353414275
LogEE_Dzse,141.15921204769757
PEOE_VSA10,23.033512959546055
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,11.050456081168516
SlogP_VSA2,28.60187714426627
SlogP_VSA3,11.21535880699783
SlogP_VSA4,22.961631334044704
SlogP_VSA5,44.68452358078364
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,278.31249207867745
SpAbs_Dzpe,278.31033775095204
SpAbs_Dzse,280.27665591518314
SpDiam_DzZ,217.19232759494076
SpDiam_Dzi,213.03964957917614
SpDiam_Dzm,217.08300782846692
SpDiam_Dzp,272.7951189741199
SpDiam_Dzv,250.63328702499976
SpMAD_Dzpe,9.668727213252808
SpMAD_Dzse,9.73026249988827
SpMax_Dzpe,140.27368353414275
SpMax_Dzse,141.15921204769757
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6206896551724138
AETA_eta_BR,0.034641448587195534
AETA_eta_FL,0.26021903800839924
AETA_eta_RL,0.471296950115325
DetourIndex,4210
EState_VSA1,40.8279040230108
EState_VSA2,23.454904335671507
EState_VSA3,23.968546229246012
EState_VSA4,12.13273413692322
EState_VSA5,18.19910120538483
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,16.249478477794412
ETA_beta_ns,19.5
ETA_shape_p,0.20639534883720925
ETA_shape_x,0.0
ETA_shape_y,0.4578488372093022
GhoseFilter,True
LogEE_Dzare,139.2417752877892
SlogP_VSA10,14.468216370033202
SlogP_VSA11,0.0
SpAbs_Dzare,276.0032023705144
SpDiam_Dzpe,216.02584613315082
SpDiam_Dzse,217.42211558329427
SpMAD_Dzare,9.596982485471637
SpMax_Dzare,139.2417752877892
TopoPSA(NO),133.34
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,28.301128970595478
VSA_EState9,60.36553769607119
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6724137931034483
EState_VSA10,23.164441647565106
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.048111658456485934
FilterItLogS,-4.91777575900135
SpDiam_Dzare,214.3915081394847
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6933747412008281
ETA_epsilon_2,0.9239737274220028
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.611986863711001
ETA_epsilon_5,0.8322128851540613
AETA_beta_ns_d,0.05172413793103448
ETA_dEpsilon_A,0.25361570505625014
ETA_dEpsilon_B,0.08138787748982712
ETA_dEpsilon_C,-0.17222782756642302
ETA_dEpsilon_D,0.09176084226794146
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6206896551724138
MDEDescriptor,"0.0,0.0,0.0,0.0,6.576837133825775,24.329060445276735,0.0,15.295253420494749,0.0,0.0,0.9939022874158859,0.0,0.0,0.4999999999999999,0.2857142857142857,0.0,0.0,0.0,0.0"
APolDescriptor,54.157480999999976
BCUTDescriptor,"11.849999999999982,18.99941285499637,-0.3317862677008139,0.2594157848705614,4.009788605896284,9.936566198413313"
BPolDescriptor,23.864518999999998
TPSADescriptor,133.34
ALOGPDescriptor,"2.4402,5.95457604,97.17849999999999"
XLogPDescriptor,2.457000000000001
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,401.1187125999999
ChiPathDescriptor,"21.292164260954443,13.667611553344427,13.149513284957669,10.219341854343996,8.87682509839847,6.676741516656819,4.5618070879831505,3.346822042612321,15.090659640797028,8.707631747850739,6.752329739551368,4.762693359931509,3.3441197638028965,2.2796465509027763,1.3206251619660374,0.7998172491961894"
ChiChainDescriptor,"0.0,0.0,0.0,0.17915249285508827,0.48417658170524,0.0,0.0,0.0,0.08097398637391937,0.1595620357896577"
AtomCountDescriptor,46
BondCountDescriptor,31
SmallRingDescriptor,"3,2,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.5924565145446166,0.0,0.6452027738029359,0.0,0.9035191428390937,0.0,0.14002716710760243,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,4,0,3,1,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"58.22488650080707,2.0077547069243815,22.977107474703054,9.960377687530663,7.914490541440212"
FractionalPSADescriptor,0.3324202930741058
WienerNumbersDescriptor,"2462.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.334515453572386,8.720493641481383,11.953599285231151,1.7323415962124011,2.2572578872878357,2.6285413564760933"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,4,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.658688865764827,10.08,5.626634958382877"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1492.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.2
AutocorrelationDescriptorMass,"36.18190532407853,34.15666586430235,51.506420931549705,56.80899392878756,60.047208727867286"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6746781975820632,-0.24471759230879092,0.0880383175969763,-0.222044188163204,-0.0855678968738559"
EccentricConnectivityIndexDescriptor,743
AutocorrelationDescriptorPolarizability,"1781.801292550456,2106.434078890229,2979.4437169654543,3111.285275024792,2675.237843307058"
