DLiP-ID,C00109
DLiP-Mol-ID,31634
Vendor-ID,
Standard Inchi(RDKit),InChI=1S/C11H6N4O4S/c16-14-6-2-1-3-9(14)20-8-5-4-7(15(17)18)10-11(8)13-19-12-10/h1-6H
Standard Inchi Key(RDKit),ICCFXXDUYSPKOL-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12
SMILES(SDF),
MW(SDF),
MW(RDKit),290.26
MW Monoisotopic(RDKit),290.010975672
MolLogP(RDKit),1.9156
XLogP(SDF),
XLogP(CDK),4.161
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),109.0
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.313435205444849
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,58845.82701811119
qed,0.31343520544484943
Chi0,14.11251969619286
Chi1,9.66470379794645
TPSA,109.0
Chi0n,9.794197449456904
Chi0v,10.61069403038463
Chi1n,5.4231040375039905
Chi1v,6.239600618431717
Chi2n,3.768105317364565
Chi2v,4.830332314454514
Chi3n,2.5569253283543483
Chi3v,3.631436301381699
Chi4n,1.6647844171154178
Chi4v,2.5542385578482585
MolMR,67.98340000000002
MolWt,290.26000000000005
fr_SH,0
Kappa1,12.358733073569692
Kappa2,4.775855597050656
Kappa3,2.0319722981426884
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,803.9723903715467
MolLogP,1.9155999999999995
NOCount,8
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,2.0972740006885093
SMR_VSA1,14.282757627617244
SMR_VSA2,0.0
SMR_VSA3,10.31332651425089
SMR_VSA4,0.0
SMR_VSA5,9.921443454187017
SMR_VSA6,0.0
SMR_VSA7,51.850250207463986
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,115.26047716188558
NHOHCount,0
PEOE_VSA1,5.20725302477729
PEOE_VSA2,10.114318268765572
PEOE_VSA3,4.629038936893349
PEOE_VSA4,4.7304076419062255
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,34.207945600565225
PEOE_VSA8,18.19910120538483
PEOE_VSA9,9.818794524335445
RingCount,3
SMR_VSA10,28.482672659307198
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,290.01097567200003
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,11.713544289229338
PEOE_VSA12,5.516700717616262
PEOE_VSA13,5.025959978669241
PEOE_VSA14,5.687386274683562
SlogP_VSA1,4.7304076419062255
SlogP_VSA2,15.236637563068562
SlogP_VSA3,0.0
SlogP_VSA4,15.321571293542863
SlogP_VSA5,0.0
SlogP_VSA6,51.07916130500149
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,4.923311048817671
EState_VSA2,16.720787709916088
EState_VSA3,14.651851096093242
EState_VSA4,11.761884949391115
EState_VSA5,18.3295777085363
EState_VSA6,18.19910120538483
EState_VSA7,0.0
EState_VSA8,14.94236545114424
EState_VSA9,0.0
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SlogP_VSA12,11.761884949391115
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
