DLiP-ID,C003CB
DLiP-Mol-ID,33833
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H11N5/c18-9-13-1-5-15(6-2-13)17(22-12-20-11-21-22)16-7-3-14(10-19)4-8-16/h1-8,11-12,17H"
Standard Inchi Key(RDKit),HPJKCIUCZWXJDR-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),285.31
MW Monoisotopic(RDKit),285.101445352
MolLogP(RDKit),2.65916
XLogP(SDF),
XLogP(CDK),2.471
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),78.29
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.740744241714967
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,206195.27579210562
qed,0.7407442417149674
Chi0,15.363596551749426
Chi1,10.813193047939453
TPSA,78.29
Chi0n,11.586920938585678
Chi0v,11.586920938585678
Chi1n,6.658292723517229
Chi1v,6.658292723517229
Chi2n,4.7456528568404375
Chi2v,4.7456528568404375
Chi3n,3.412195966696496
Chi3v,3.412195966696496
Chi4n,2.328517845180425
Chi4v,2.328517845180425
