DLiP-ID,T0084E
DLiP-Mol-ID,26590
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H26N4O3/c1-19(2,12-17(24)25)11-16-22-15(23-26-16)7-3-6-14-9-8-13-5-4-10-20-18(13)21-14/h8-9H,3-7,10-12H2,1-2H3,(H,20,21)(H,24,25)"
Standard Inchi Key(RDKit),ZSWVWJIZHBEHGJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)(CC(=O)O)Cc1nc(CCCc2ccc3c(n2)NCCC3)no1
SMILES(SDF),
MW(SDF),
MW(RDKit),358.442
MW Monoisotopic(RDKit),358.200490692
MolLogP(RDKit),3.0414
XLogP(SDF),
XLogP(CDK),2.986
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),101.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.747620095259143
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,778429.0116419717
qed,0.7476200952591427
Chi0,18.570703332935967
Chi1,12.410616719393214
TPSA,101.14
Chi0n,15.416905750799193
Chi0v,15.416905750799193
Chi1n,9.171573990067941
Chi1v,9.171573990067941
Chi2n,7.710052277521349
Chi2v,7.710052277521349
Chi3n,4.554824096309715
Chi3v,4.554824096309715
Chi4n,3.2804381354319885
Chi4v,3.2804381354319885
MolMR,97.10850000000006
MolWt,358.4420000000001
fr_SH,0
Kappa1,18.35404439154489
Kappa2,7.845565169093458
Kappa3,5.031433518005539
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,769.8947678065226
MolLogP,3.041400000000001
NOCount,7
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.4974792973869921
SMR_VSA1,14.424159515885876
SMR_VSA2,0.0
SMR_VSA3,15.124620299019863
SMR_VSA4,5.41499046939678
SMR_VSA5,58.79322575986333
SMR_VSA6,11.861545009918906
SMR_VSA7,35.10524204349451
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,152.77221909332457
NHOHCount,2
PEOE_VSA1,14.946410935820385
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,25.070504724968302
PEOE_VSA7,42.72809552125942
PEOE_VSA8,25.080327646613057
PEOE_VSA9,6.4208216229260096
RingCount,3
SMR_VSA10,11.787168065786878
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,358.200490692
NumHDonors,2
PEOE_VSA10,5.817862777835028
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.890723922025908
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.316788604006331
SlogP_VSA2,32.74520938772499
SlogP_VSA3,30.47782367577586
SlogP_VSA4,5.41499046939678
SlogP_VSA5,56.08244717473056
SlogP_VSA6,16.65582907389657
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.384295757348628
EState_VSA2,6.4208216229260096
EState_VSA3,18.135950042951848
EState_VSA4,50.160655293226114
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,13.847474399381248
EState_VSA8,27.590164519002204
EState_VSA9,14.613600852761262
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
