DLiP-ID,T0069J
DLiP-Mol-ID,23684
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H16N4O2/c21-13-16-8-4-9-17(12-16)23-20(25)24-19-18(10-5-11-22-19)26-14-15-6-2-1-3-7-15/h1-12H,14H2,(H2,22,23,24,25)"
Standard Inchi Key(RDKit),UGGPYOCOTMIGDI-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1cccc(NC(=O)Nc2ncccc2OCc2ccccc2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),344.374
MW Monoisotopic(RDKit),344.127325752
MolLogP(RDKit),4.17628
XLogP(SDF),
XLogP(CDK),3.306
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.04
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.726824913975584
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,1045562.5132128994
qed,0.7268249139755844
Chi0,18.192023676495612
Chi1,12.741514740667453
TPSA,87.04
Chi0n,13.846233783389703
Chi0v,13.846233783389703
Chi1n,7.943281909729426
Chi1v,7.943281909729426
Chi2n,5.396150798870016
Chi2v,5.396150798870016
Chi3n,3.4893282831902828
Chi3v,3.4893282831902828
Chi4n,2.272599442666822
Chi4v,2.272599442666822
MolMR,98.80940000000001
MolWt,344.374
fr_SH,0
Kappa1,16.988702210562867
Kappa2,8.30803883913131
Kappa3,4.583967267826599
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,935.7961483654504
MolLogP,4.176280000000002
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,1
BalabanJ,1.6534422287002157
SMR_VSA1,9.53140013787187
SMR_VSA2,5.261891554738487
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.606881964512918
SMR_VSA6,10.633577208012662
SMR_VSA7,84.0537843080848
SMR_VSA8,0.0
SMR_VSA9,11.818733146076179
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,150.6274372339968
NHOHCount,2
PEOE_VSA1,10.05365155780638
PEOE_VSA2,5.316788604006331
PEOE_VSA3,9.77851570501903
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,35.89528683400505
PEOE_VSA8,11.884229846296638
PEOE_VSA9,11.63267280448927
RingCount,3
SMR_VSA10,17.536363564856664
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,344.127325752
NumHDonors,2
PEOE_VSA10,6.606881964512918
PEOE_VSA11,11.567374611118932
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,6.031114512338072
SlogP_VSA1,15.370440161812711
SlogP_VSA2,11.01509303328528
SlogP_VSA3,6.606881964512918
SlogP_VSA4,11.33111286753076
SlogP_VSA5,11.126902983393991
