DLiP-ID,T004IH
AATSC5v,-0.5530633220995066
AATSC6Z,-1.0133090909090907
AATSC6c,0.0008801836070541322
AATSC6d,-0.05272727272727274
AATSC6i,-0.2685943092087458
AATSC6m,-4.4675184240363635
AATSC6p,-0.05255770900124566
AATSC6s,0.13993866130440202
AATSC6v,-4.769330063249114
AATSC7Z,-0.8452965517241381
AATSC7c,-0.00031303376636129994
AATSC7d,0.01862068965517242
AATSC7i,0.08807782802821504
AATSC7m,-3.752044547675862
AATSC7p,0.01578397963432337
AATSC7s,-0.290698509412989
AATSC7v,1.1975580227102147
AATSC8Z,-0.14745263157894756
AATSC8c,-0.0007231018736405972
AATSC8d,-0.05263157894736841
AATSC8i,0.05702329676770093
AATSC8m,-0.7617283938736843
AATSC8p,0.019159053186779698
AATSC8s,-0.2319027958270161
AATSC8v,-0.1729869603067502
ATS0are,302.7134
ATS1are,322.12480000000005
ATS2are,576.675
ATS3are,752.3679
ATS4are,818.0638
ATS5are,759.303
ATS6are,647.391
ATS7are,696.3100000000001
ATS8are,563.231
ATSC0dv,181.07555555555558
ATSC0pe,5.351831999999997
ATSC0se,3.488140499999999
ATSC1dv,10.121422222222215
ATSC1pe,0.10794272000000046
ATSC1se,0.4021790799999978
ATSC2dv,38.7639111111111
ATSC2pe,2.3342164800000007
ATSC2se,1.8772155699999962
ATSC3dv,5.24
ATSC3pe,0.8089119999999994
ATSC3se,0.19547744999999764
ATSC4dv,-59.75946666666667
ATSC4pe,-1.8079164799999998
ATSC4se,-1.6089310200000104
ATSC5dv,-47.021333333333324
ATSC5pe,-1.5988407999999974
ATSC5se,-0.29944630000001204
ATSC6dv,21.99822222222222
ATSC6pe,0.39604559999999894
ATSC6se,-0.14369349999999823
ATSC7dv,-70.27751111111111
ATSC7pe,-2.515706239999999
ATSC7se,-1.7372034600000024
ATSC8dv,-42.11022222222222
ATSC8pe,-1.4609527999999994
ATSC8se,-0.8966676499999994
AXp-0dv,0.6040669206196976
AXp-1dv,0.3687402431432498
AXp-2dv,0.21805167898136332
AXp-3dv,0.13224079205584816
AXp-4dv,0.08007314012528778
AXp-5dv,0.04900085866011983
AXp-6dv,0.031639817437353626
AXp-7dv,0.018719373934867493
BertzCT,848.384849164025
ECIndex,628
ETA_eta,21.858346456634468
GATS1dv,0.7227704919889887
GATS1pe,0.6133731761960561
GATS1se,0.48727069733749373
GATS2dv,0.8628978154164969
GATS2pe,0.6325831032483186
GATS2se,0.5494330263926723
GATS3dv,0.9566197044818613
GATS3pe,0.8755564076002385
GATS3se,0.9061320758151801
GATS4dv,1.320567395272245
GATS4pe,1.5300634295400948
GATS4se,1.7096797261168148
GATS5dv,1.3714425531392662
GATS5pe,1.682383091746278
GATS5se,1.7412916507138019
GATS6dv,0.822886032282969
GATS6pe,0.8186191705433341
GATS6se,0.835347004566421
GATS7dv,1.2900406510946087
GATS7pe,1.437203072994766
GATS7se,1.509270373822187
GATS8dv,1.1264142266224688
GATS8pe,1.1405502186718
GATS8se,1.135828695456565
LogEE_A,4.18066847101559
LogEE_D,146.2166950670506
MATS1dv,0.053746275814411854
MATS1pe,0.019393560358971922
MATS1se,0.11086441439103495
MATS2dv,0.11509456569876104
MATS2pe,0.2344907494805881
MATS2se,0.2893391716290376
MATS3dv,0.011575278582298364
MATS3pe,0.06045869900250978
MATS3se,0.022416235813895416
MATS4dv,-0.12500948317795796
MATS4pe,-0.12795933214735605
MATS4se,-0.17471875579031929
MATS5dv,-0.10819915566246131
MATS5pe,-0.12447768664387558
MATS5se,-0.03576957168631014
MATS6dv,0.05522110308326006
MATS6pe,0.033637215681046585
MATS6se,-0.018724941633723322
MATS7dv,-0.16728945305953863
MATS7pe,-0.20261400917125852
MATS7se,-0.21466870237239224
MATS8dv,-0.122397939279006
MATS8pe,-0.14367463820160825
MATS8se,-0.13529568035039383
MAXaaCH,2.009801158528646
MAXaasC,1.1419953404186014
MAXdssC,-0.21377981439489324
MAXsCH3,1.911944538837611
MAXssNH,2.890691977408247
MAXsssN,1.3427749433106575
MDEC-12,1.962903491277473
MDEC-13,1.0305857934763438
MDEC-22,18.05503751147749
MDEC-23,16.25359870673725
MDEC-33,2.277684435693613
MDEN-23,0.33333333333333337
MDEO-11,0.814325284978472
MINaaCH,1.604518219324767
MINaasC,0.2426718112635322
MINdssC,-0.21377981439489324
MINsCH3,1.911944538837611
MINssNH,2.890691977408247
MINsssN,1.3427749433106575
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142856
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,464.57868358729917
SpAbs_A,33.14188462809217
SpAbs_D,292.43339013410133
SpMAD_A,1.2746878703112376
SpMAD_D,11.247438082080818
SpMax_A,2.474779127286563
SpMax_D,146.2166950670506
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.86
TpiPC10,7.54208089873374
VAdjMat,5.807354922057604
VE1_DzZ,5.01041946207331
VE1_Dzi,5.021673868149511
VE1_Dzm,5.010428770129118
VE1_Dzp,5.0385926937574315
VE1_Dzv,5.037342864238775
VE2_DzZ,0.19270844084897346
VE2_Dzi,0.19314130262113505
VE2_Dzm,0.1927087988511199
VE2_Dzp,0.19379202668297812
VE2_Dzv,0.19374395631687596
VE3_DzZ,2.567031081584203
VE3_Dzi,2.5692747630227757
VE3_Dzm,2.567032939322309
VE3_Dzp,2.5726382606903955
VE3_Dzv,2.572390178610499
VR1_DzZ,152.48955005596332
VR1_Dzi,151.99659245369457
VR1_Dzm,152.4888756350847
VR1_Dzp,150.6742179576803
VR1_Dzv,150.67659777836133
VR2_DzZ,5.864982694460128
VR2_Dzi,5.84602278668056
VR2_Dzm,5.864956755195565
VR2_Dzp,5.79516222914155
VR2_Dzv,5.7952537607062045
VR3_DzZ,5.98260751450382
VR3_Dzi,5.979369547554625
VR3_Dzm,5.982603091758984
VR3_Dzp,5.970631454123777
VR3_Dzv,5.970647248477446
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.21729973806651032
Xch-7dv,0.3290250940654894
Xpc-4dv,2.841948491066328
Xpc-5dv,4.026318523673857
Xpc-6dv,5.311749435870666
Zagreb1,134.0
Zagreb2,156.0
fragCpx,134.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,28
nBondsS,37
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.0542679999999995
AATS1are,6.194707692307693
AATS2are,6.200806451612903
AATS3are,6.0189432
AATS4are,6.197453030303031
AATS5are,6.327525
AATS6are,5.885372727272727
AATS7are,6.002672413793104
AATS8are,5.928747368421052
AATSC0dv,3.621511111111112
AATSC0pe,0.10703663999999995
AATSC0se,0.06976280999999998
AATSC1dv,0.1946427350427349
AATSC1pe,0.0020758215384615473
AATSC1se,0.007734213076923035
AATSC2dv,0.41681624850657095
AATSC2pe,0.02509910193548388
AATSC2se,0.02018511365591394
AATSC3dv,0.04192
AATSC3pe,0.006471295999999995
AATSC3se,0.001563819599999981
AATSC4dv,-0.45272323232323236
AATSC4pe,-0.013696336969696968
AATSC4se,-0.012188871363636443
AATSC5dv,-0.3918444444444444
AATSC5pe,-0.013323673333333312
AATSC5se,-0.0024953858333334336
AATSC6dv,0.19998383838383837
AATSC6pe,0.003600414545454536
AATSC6se,-0.0013063045454545293
AATSC7dv,-0.6058406130268199
AATSC7pe,-0.021687122758620683
AATSC7se,-0.014975891896551744
AATSC8dv,-0.44326549707602336
AATSC8pe,-0.015378450526315783
AATSC8se,-0.009438606842105256
AETA_eta,0.8407056329474796
ATSC0are,5.618711999999998
ATSC1are,-0.18637247999999854
ATSC2are,2.7586556800000017
ATSC3are,0.9045720000000006
ATSC4are,-2.205175679999995
ATSC5are,-1.2233247999999926
ATSC6are,0.3690815999999988
ATSC7are,-2.692275839999997
ATSC8are,-1.5560447999999991
BCUTZ-1h,16.013123274968706
BCUTZ-1l,5.693496980382995
BCUTc-1h,0.4460744118322556
BCUTc-1l,-0.37537492532867095
BCUTd-1h,4.04853254753571
BCUTd-1l,0.9715096780655718
BCUTi-1h,14.543247805900545
BCUTi-1l,10.319764982818226
BCUTm-1h,32.06654412768672
BCUTm-1l,11.704563030884175
BCUTp-1h,2.9546139049835496
BCUTp-1l,0.7517336382557859
BCUTs-1h,7.014574296781983
BCUTs-1l,0.29758586646970364
BCUTv-1h,24.441833065180283
BCUTv-1l,14.701064039177856
BalabanJ,1.492249345502918
Diameter,15
ETA_beta,32.25
GATS1are,0.6519010461417546
GATS2are,0.6091942596050826
GATS3are,0.8709976236546738
GATS4are,1.600756772704988
GATS5are,1.7215740457955488
GATS6are,0.8076190123935231
GATS7are,1.4675026945677228
GATS8are,1.1451636490430734
HybRatio,0.35
Lipinski,True
LogEE_Dt,232.28934179364958
MATS1are,-0.03189419704948507
MATS2are,0.2639658724372712
MATS3are,0.06439710737976967
MATS4are,-0.14866286404816917
MATS5are,-0.09071806255004063
MATS6are,0.029858153191756963
MATS7are,-0.20653554126602863
MATS8are,-0.14575777284338848
MAXddssS,-3.654348799290402
MAXssCH2,0.7262025057574298
MAXsssCH,-0.6277070210800377
MINddssS,-3.654348799290402
MINssCH2,0.38192628459403344
MINsssCH,-0.6277070210800377
NsssssAs,0
RotRatio,0.21428571428571427
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,37.12352637313439
SMR_VSA6,13.08951281182515
SMR_VSA7,65.72420659954848
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,218.25815870132266
SpAD_Dzi,240.47955985451227
SpAD_Dzm,218.27526921939105
SpAD_Dzp,291.09769385792356
SpAD_Dzv,285.1187574703782
SpAbs_Dt,464.57868358729945
SpDiam_A,4.896063964197583
SpDiam_D,220.77475837290834
SpMAD_Dt,17.868410907203813
SpMax_Dt,232.28934179364958
SsssssAs,0
VE1_Dzpe,5.022007765855528
VE1_Dzse,5.0219392612452625
VE2_Dzpe,0.19315414484059723
VE2_Dzse,0.19315151004789471
VE3_Dzpe,2.569341252128724
VE3_Dzse,2.5693276111546965
VMcGowan,283.90000000000043
VR1_Dzpe,151.7890093326031
VR1_Dzse,151.76876751269634
VR2_Dzpe,5.838038820484734
VR2_Dzse,5.837260288949859
VR3_Dzpe,5.9780029050792765
VR3_Dzse,5.977869541209326
mZagreb1,8.479166666666666
mZagreb2,5.722222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,43
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11237423999999996
AATSC1are,-0.0035840861538461257
AATSC2are,0.029662964301075286
AATSC3are,0.007236576000000005
AATSC4are,-0.016705876363636327
AATSC5are,-0.010194373333333272
AATSC6are,0.0033552872727272615
AATSC7are,-0.023209274482758595
AATSC8are,-0.016379418947368413
AETA_beta,1.2403846153846154
BCUTdv-1h,6.0224846578952915
BCUTdv-1l,0.6449115186368142
BCUTpe-1h,3.536966606400488
BCUTpe-1l,2.237500375417061
BCUTse-1h,3.768279171160796
BCUTse-1l,2.436226853057638
ETA_alpha,12.633333333333333
ETA_dBeta,0.75
ETA_eta_B,0.4330131834989217
ETA_eta_F,24.400732109089535
ETA_eta_L,6.355458173263566
ETA_eta_R,46.259078565724
ETA_psi_1,0.5857805255023186
LabuteASA,154.63419693347487
LogEE_DzZ,108.79540727715062
LogEE_Dzi,120.27374151315155
LogEE_Dzm,108.80358685454262
LogEE_Dzp,144.6829512302389
LogEE_Dzv,142.2366760783642
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,48.02802097092827
PEOE_VSA7,43.882387697088866
PEOE_VSA8,13.08951281182515
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,242.1971244379439
SpAD_Dzse,241.6852331644465
SpAbs_DzZ,216.8529389211029
SpAbs_Dzi,239.66448179302267
SpAbs_Dzm,216.87221431449677
SpAbs_Dzp,293.2250109588243
SpAbs_Dzv,286.1514059722179
SpDiam_Dt,345.60089881509106
SpMAD_DzZ,8.394544565435487
SpMAD_Dzi,9.249213840558165
SpMAD_Dzm,8.395202662284271
SpMAD_Dzp,11.196065148381676
SpMAD_Dzv,10.96610605655301
SpMax_DzZ,108.79540727715062
SpMax_Dzi,120.27374151315155
SpMax_Dzm,108.80358685454262
SpMax_Dzp,144.6829512302389
SpMax_Dzv,142.2366760783642
VE1_Dzare,5.021387890596571
VE2_Dzare,0.1931303034844835
VE3_Dzare,2.5692178127500624
VR1_Dzare,151.84241948890872
VR2_Dzare,5.84009305726572
VR3_Dzare,5.97835471422541
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4858974358974359
AETA_dBeta,0.028846153846153848
AETA_eta_B,0.01665435321149699
AETA_eta_F,0.9384896965034437
AETA_eta_L,0.2444406989716756
AETA_eta_R,1.7791953294509233
BCUTare-1h,3.5809340458195815
BCUTare-1l,2.1841528489144135
ETA_beta_s,15.75
ETA_dPsi_A,0.12821947449768134
ETA_dPsi_B,0.0
ETA_eta_BR,0.6910131834989217
ETA_eta_FL,6.125742205610608
ETA_eta_RL,12.481200378874174
LogEE_Dzpe,121.1412606466153
LogEE_Dzse,120.8848229857248
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.76154634594979
SlogP_VSA3,21.238649960405414
SlogP_VSA4,6.923737199690624
SlogP_VSA5,23.96854622924601
SlogP_VSA6,59.49278709167226
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,241.204477608793
SpAbs_Dzpe,241.1723621745034
SpAbs_Dzse,240.672279480409
SpDiam_DzZ,169.53150630005706
SpDiam_Dzi,184.4182696504891
SpDiam_Dzm,169.54796703793238
SpDiam_Dzp,228.4554634183154
SpDiam_Dzv,222.78153042714007
SpMAD_Dzpe,9.315274016843997
SpMAD_Dzse,9.295585890940249
SpMax_Dzpe,121.1412606466153
SpMax_Dzse,120.8848229857248
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6057692307692307
AETA_eta_BR,0.026577430134573914
AETA_eta_FL,0.23560546944656185
AETA_eta_RL,0.48004616841823744
DetourIndex,2900
EState_VSA1,16.065131982555545
EState_VSA2,10.80266320486928
EState_VSA3,25.93115605767717
EState_VSA4,17.54772460632
EState_VSA5,4.305215991296234
EState_VSA6,24.26546827384644
EState_VSA7,37.255572541998674
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,16.5
ETA_shape_p,0.11873350923482848
ETA_shape_x,0.06596306068601583
ETA_shape_y,0.22955145118733508
GhoseFilter,True
LogEE_Dzare,120.64854219663091
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,240.09319619516748
SpDiam_Dzpe,186.57707582499808
SpDiam_Dzse,186.45971422029123
SpMAD_Dzare,9.277095292645885
SpMax_Dzare,120.64854219663091
TopoPSA(NO),66.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.14640157458249
VSA_EState9,38.42461389137458
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6346153846153846
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01410256410256412
FilterItLogS,-4.833546999999999
SpDiam_Dzare,185.58177530555503
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5753333333333335
ETA_epsilon_2,0.8294871794871791
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5220430107526883
ETA_epsilon_5,0.8098765432098761
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.13479279279279271
ETA_dEpsilon_B,0.053290322580645144
ETA_dEpsilon_C,-0.08150247021214757
ETA_dEpsilon_D,0.019610636277302973
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8461538461538461
MDEDescriptor,"0.0,1.962903491277473,1.0305857934763438,0.0,18.05503751147749,16.25359870673725,0.0,2.277684435693613,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,58.70903199999997
BCUTDescriptor,"11.850000000000007,31.972072302848957,-0.27888362606128186,0.24413608764130756,5.5986744073729495,12.540062234468747"
BPolDescriptor,36.310967999999995
TPSADescriptor,74.86
ALOGPDescriptor,"1.895899999999998,3.594436809999992,96.45859999999999"
XLogPDescriptor,3.1960000000000006
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,372.15076382
ChiPathDescriptor,"18.570703332935967,12.481200378874176,11.391637615333806,9.320608455068026,7.318815556835099,5.405250010397493,3.442650525096611,1.9381891308480919,15.092985126082652,9.244004913906979,7.085214162095359,5.169340326713145,3.641358935278146,2.3180963379296315,1.3393254539883472,0.7276050148825511"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.31236235279215524,0.49921519976688433,0.0,0.0,0.09128709291752768,0.1613631327876867,0.21039547488253915"
AtomCountDescriptor,50
BondCountDescriptor,28
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.037456603728338,0.16666666666666666,0.7092756949471919,0.15137471507731048,0.8568101905646853,0.02280752297933222,0.1766192518890518,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,3,4,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"52.524424541473294,2.02017017467205,17.5046255960103,7.563201287983916,6.4353487374519505"
FractionalPSADescriptor,0.201155035210966
WienerNumbersDescriptor,"1830.0,39.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.596656645993214,6.861698893695863,9.522341308597861,1.7870973043366505,2.4219778331646116,2.7324191194026617"
FractionalCSP3Descriptor,0.35
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,9,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,9.467455621301776,5.2992"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2054.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.35
AutocorrelationDescriptorMass,"35.17112074762581,37.892859088733985,50.10736217543308,52.248015425155415,48.820109162213804"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.38966995895575984,-0.23228488543704265,0.08858290751247389,0.06821663358708287,-0.2622407598275778"
EccentricConnectivityIndexDescriptor,628
AutocorrelationDescriptorPolarizability,"2008.8293545296146,2337.325787509421,3260.5304578962246,3154.1574799163536,2880.2276838554494"
