DLiP-ID,C100LX
DLiP-Mol-ID,35870
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H13ClN2O5/c22-17-10-12(6-8-15(17)21(27)28)18-9-7-14(29-18)11-16-19(25)23-24(20(16)26)13-4-2-1-3-5-13/h1-11H,(H,23,25)(H,27,28)/b16-11-"
Standard Inchi Key(RDKit),RQALKWNGORHDSZ-WJDWOHSUSA-N
Canonical SMILES(RDKit),O=C1NN(c2ccccc2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)c(Cl)c2)o1
SMILES(SDF),
MW(SDF),
MW(RDKit),408.797
MW Monoisotopic(RDKit),408.051299196
MolLogP(RDKit),3.7596
XLogP(SDF),
XLogP(CDK),3.969
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),99.85
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.505447239083162
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,5321099.624938062
qed,0.5054472390831619
Chi0,20.543241116511005
Chi1,13.935560745775547
TPSA,99.85000000000001
Chi0n,14.756237786950482
Chi0v,15.512166732968938
Chi1n,8.490781499612318
Chi1v,8.868745972621545
Chi2n,6.176845300655217
Chi2v,6.584045427395823
Chi3n,4.303255427384166
Chi3v,4.615964435872465
Chi4n,2.885900953646612
Chi4v,3.1472771341023016
MolMR,106.16100000000003
MolWt,408.79700000000014
fr_SH,0
Kappa1,18.51992381198347
Kappa2,7.290760561554609
Kappa3,3.5074189684955788
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1166.8243831553182
