DLiP-ID,T005ST
nRing,4
piPC1,3.8066624897703196
piPC2,4.406719247264253
piPC3,4.855928904335275
piPC4,5.330300412401088
piPC5,5.79186966164357
piPC6,5.80117382066435
piPC7,6.065527875408039
piPC8,6.1452580202873985
piPC9,6.358924869190431
AATS0Z,39.76470588235294
AATS0d,3.7254901960784315
AATS0i,159.89058305571334
AATS0m,162.02644164705882
AATS0p,1.784509374450588
AATS0s,6.406406431647494
AATS0v,248.80061196495112
AATS1Z,34.51851851851852
AATS1d,4.574074074074074
AATS1i,143.52142110961572
AATS1m,134.4573943703704
AATS1p,2.0488690717777778
AATS1s,2.8861073007163545
AATS1v,292.07568967326887
AATS2Z,29.1340206185567
AATS2d,4.11340206185567
AATS2i,151.53770138404326
AATS2m,112.01692543298972
AATS2p,1.8066957585504742
AATS2s,3.791030291459845
AATS2v,251.81848771239274
AATS3Z,23.861313868613138
AATS3d,3.4014598540145986
AATS3i,156.09024666473027
AATS3m,88.222572729927
AATS3p,1.5662437683703285
AATS3s,3.0901182001141447
AATS3v,206.99323671874345
AATS4Z,25.893333333333334
AATS4d,2.986666666666667
AATS4i,160.6014542893691
AATS4m,98.18789779333333
AATS4p,1.397115503293827
AATS4s,3.5476298074480512
AATS4v,189.4591584171192
AATS5Z,24.935714285714287
AATS5d,2.9285714285714284
AATS5i,161.6153215090968
AATS5m,93.67234755000001
AATS5p,1.3359001695212858
AATS5s,5.072354497354498
AATS5v,193.8664528421742
AATS6Z,20.714285714285715
AATS6d,3.0150375939849625
AATS6i,158.31875324378169
AATS6m,76.32056385714286
AATS6p,1.4100735026111428
AATS6s,3.5121406912342588
AATS6v,193.409185247809
AATS7Z,21.522058823529413
AATS7d,2.713235294117647
AATS7i,159.57235975750982
AATS7m,78.53599013235295
AATS7p,1.3862358978369782
AATS7s,3.1877269426289034
AATS7v,183.70285630828747
AATS8Z,21.871794871794872
AATS8d,2.47008547008547
AATS8i,163.00530527796835
AATS8m,80.36185807692307
AATS8p,1.2949117022523677
AATS8s,4.433127572016461
AATS8v,170.80918505531426
AMID_C,1.415350018139088
AMID_N,0.14481905757862257
AMID_O,0.28217947601132726
AMID_X,0.11353823847629342
AMID_h,0.6134759380037048
ATS0dv,431.6543209876543
ATS0pe,337.63129999999995
ATS0se,412.77706699999993
ATS1dv,353.2222222222222
ATS1pe,357.5726
ATS1se,427.7308039999999
ATS2dv,629.6666666666666
ATS2pe,643.4745
ATS2se,773.9949559999999
ATS3dv,611.7777777777778
ATS3pe,882.3584000000001
ATS3se,1083.897794
ATS4dv,665.9753086419753
ATS4pe,979.3111
ATS4se,1209.8198830000001
ATS5dv,774.4444444444443
ATS5pe,951.8404999999999
ATS5se,1163.168282
ATS6dv,542.7777777777778
ATS6pe,855.5607
ATS6se,1053.259728
ATS7dv,464.0
ATS7pe,871.4624
ATS7se,1081.785418
ATS8dv,453.22222222222223
ATS8pe,760.5649999999999
ATS8se,945.321852
ATSC0Z,802.5098039215685
ATSC0c,1.0386791677528064
ATSC0d,38.15686274509803
ATSC0i,75.57004431874465
ATSC0m,3682.233041647059
ATSC0p,15.938957494242747
ATSC0s,142.17782477264646
ATSC0v,2587.5142806183408
ATSC1Z,83.14648212226062
ATSC1c,-0.6564501971621118
ATSC1d,7.461361014994229
ATSC1i,-13.313192154289176
ATSC1m,358.00517613840856
ATSC1p,-1.0921832163880085
ATSC1s,-17.761094599400497
ATSC1v,58.00911313667972
ATSC2Z,63.69703960015375
ATSC2c,0.11499932757724679
ATSC2d,-4.1218762014609815
ATSC2i,1.995594852957187
ATSC2m,284.8701816712805
ATSC2p,1.7687577044256764
ATSC2s,51.967917534589915
ATSC2v,-129.84334913340027
ATSC3Z,-272.3302575932334
ATSC3c,0.40167386983231607
ATSC3d,-9.55863129565552
ATSC3i,-11.60447268466726
ATSC3m,-1229.3491022283738
ATSC3p,-5.4805934902457105
ATSC3s,-0.34383202933157797
ATSC3v,-868.2395556191308
ATSC4Z,439.363321799308
ATSC4c,-0.7281508292621519
ATSC4d,-7.833910034602076
ATSC4i,-16.633575254376858
ATSC4m,1991.7629582733573
ATSC4p,4.626078471702009
ATSC4s,-84.15950629985267
ATSC4v,559.7926537418225
ATSC5Z,36.46328335255669
ATSC5c,0.4510758693916808
ATSC5d,0.314494425221069
ATSC5i,10.15383595988692
ATSC5m,176.9753991453288
ATSC5p,-1.8399325741318475
ATSC5s,34.360351149045734
ATSC5v,-5.459379621531156
ATSC6Z,-24.603998462129912
ATSC6c,0.15597549897190455
ATSC6d,-5.3698577470203785
ATSC6i,0.22173994655286955
ATSC6m,-100.36855302076138
ATSC6p,2.1403659476375876
ATSC6s,-42.41396975393318
ATSC6v,-115.01288261294656
ATSC7Z,-216.79084967320256
ATSC7c,-0.5414035026849249
ATSC7d,-7.732026143790849
ATSC7i,-19.680433538125087
ATSC7m,-1003.4803537647061
ATSC7p,-3.5031746181602794
ATSC7s,-54.19811406628393
ATSC7v,-498.55239524822224
ATSC8Z,-41.34602076124565
ATSC8c,0.36033044204722015
ATSC8d,4.091118800461365
ATSC8i,9.19117712841331
ATSC8m,-202.54986313148788
ATSC8p,-0.16248174476008018
ATSC8s,61.075903063557384
ATSC8v,-117.0861508166625
AXp-0d,0.7205204624298212
AXp-1d,0.4317522847538777
AXp-2d,0.28163328210264715
AXp-3d,0.1686616180520278
AXp-4d,0.10596283379646385
AXp-5d,0.06815592873694562
AXp-6d,0.04004260534227866
AXp-7d,0.024532891918324307
GATS1Z,0.6299680740161585
GATS1c,1.5744361799752524
GATS1d,0.9949183510334593
GATS1i,1.3442928457829
GATS1m,0.6204939093094471
GATS1p,1.0776479217776012
GATS1s,0.6762382653506198
GATS1v,0.8725956656223677
GATS2Z,0.6522706709494371
GATS2c,0.8692187651526516
GATS2d,1.2360803551562287
GATS2i,1.135759555572015
GATS2m,0.651002454161613
GATS2p,0.8259930467569101
GATS2s,0.4612592148859047
GATS2v,0.9117666837674572
GATS3Z,1.1064739646051036
GATS3c,0.8165842886174128
GATS3d,1.2338617114650305
GATS3i,1.140052623274594
GATS3m,1.0915528490119446
GATS3p,1.2031207172069127
GATS3s,0.7897797944354098
GATS3v,1.1034791220308986
GATS4Z,0.7339474198592651
GATS4c,1.3470508985725176
GATS4d,1.1837101747173693
GATS4i,1.0846058819135083
GATS4m,0.7267758324632339
GATS4p,0.9213952610060208
GATS4s,1.491831911887717
GATS4v,0.8877109200380517
GATS5Z,0.8431138654640904
GATS5c,1.1133351492983947
GATS5d,1.0061848480399358
GATS5i,0.9348123646335873
GATS5m,0.8436104352426035
GATS5p,0.9313699588432478
GATS5s,1.4071187902403075
GATS5v,0.8977977163298319
GATS6Z,0.7150967846708249
GATS6c,1.1078574241693593
GATS6d,1.01973201245663
GATS6i,0.9858739684443976
GATS6m,0.7190769795866702
GATS6p,0.802948317303466
GATS6s,1.1512656849719798
GATS6v,0.9624235014590994
GATS7Z,1.1388902462861614
GATS7c,1.2797184835151
GATS7d,1.0261433710174719
GATS7i,1.0397846227475696
GATS7m,1.1411161842031043
GATS7p,1.0752502137359816
GATS7s,1.1522356322876175
GATS7v,1.071508540544237
GATS8Z,1.1188190393135664
GATS8c,0.8423505734984844
GATS8d,0.8343874351068598
GATS8i,0.8513219180397165
GATS8m,1.125949215894386
GATS8p,0.9750960614126954
GATS8s,0.9833366482551896
GATS8v,1.0200532727025797
MATS1Z,0.09785205455651112
MATS1c,-0.5968934017474825
MATS1d,0.18468082676715764
MATS1i,-0.16638299581916466
MATS1m,0.09182362872259595
MATS1p,-0.06471605005570194
MATS1s,-0.11798159908888435
MATS1v,0.021173365124769108
MATS2Z,0.04173182173573102
MATS2c,0.058211973303293287
MATS2d,-0.05679638910373919
MATS2i,0.013884208921302934
MATS2m,0.04067561833625092
MATS2p,0.05834543390448248
MATS2s,0.19217721278890662
MATS2v,-0.02638368149250735
MATS3Z,-0.12632670225940662
MATS3c,0.1439599768224731
MATS3d,-0.09325511436523362
MATS3i,-0.05716435961003105
MATS3m,-0.12428352618992697
MATS3p,-0.1280021566694049
MATS3s,-0.0009002519565785212
MATS3v,-0.12491264981665753
MATS4Z,0.18614542611415175
MATS4c,-0.23835202402754913
MATS4d,-0.06980472764645428
MATS4i,-0.0748367377242009
MATS4m,0.18390998020864832
MATS4p,0.09868064965646671
MATS4s,-0.2012566459481731
MATS4v,0.07355688959781757
MATS5Z,0.01655188903160951
MATS5c,0.1582013969086404
MATS5d,0.0030024959624137446
MATS5i,0.04894660865601597
MATS5m,0.01750829156098667
MATS5p,-0.042051756035316336
MATS5s,0.08803753385208793
MATS5v,-0.0007686040691188341
MATS6Z,-0.011756387156319242
MATS6c,0.05758289527506956
MATS6d,-0.05396456197018758
MATS6i,0.0011251561458314099
MATS6m,-0.010452133004321329
MATS6p,0.05149281750965818
MATS6s,-0.11439198387994444
MATS6v,-0.017044421605931528
MATS7Z,-0.10130289777169664
MATS7c,-0.1954658568401795
MATS7d,-0.07598920863309354
MATS7i,-0.09765989478143401
MATS7m,-0.1021948172224982
MATS7p,-0.0824201007051194
MATS7s,-0.1429498081529705
MATS7v,-0.07225357155262
MATS8Z,-0.022457824622601777
MATS8c,0.15121812455716166
MATS8d,0.046736237383719445
MATS8i,0.053015855412972886
MATS8m,-0.023977560621991405
MATS8p,-0.004443538791457545
MATS8s,0.18725022402823374
MATS8v,-0.0197245492720091
MAXsCl,5.971554607623919
MAXsOH,9.785779662715765
MINsCl,5.971554607623919
MINsOH,9.785779662715765
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-4.029550755072715
SdssSe,0
SdsssP,0
SpAD_A,38.95118721341924
SpAD_D,351.6565728784133
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.0035116055826125
SssNH2,0
SsssAs,0
SsssCH,-2.263330341395819
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1238
TMWC10,144.04833491802214
TSRW10,83.51808720535483
VE1_Dt,5.50140604096691
VE2_Dt,0.17746471099893257
VE3_Dt,2.83640581487038
VR1_Dt,200.86869634045794
VR2_Dt,6.479635365821224
VR3_Dt,6.434053554050573
Xc-3dv,1.8696882165630289
Xc-4dv,0.04564354645876384
Xc-5dv,0.42299508310574646
Xc-6dv,0.03384841529875286
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.17479246499677625
Xch-6d,0.5666577321046415
Xch-7d,0.9831914283794139
Xp-0dv,18.64644574363436
Xp-1dv,11.930019884320123
Xp-2dv,10.512282544578524
Xp-3dv,8.115189219478607
Xp-4dv,6.770251858593301
Xp-5dv,4.911815781531155
Xp-6dv,3.323636258517196
Xp-7dv,2.2474199590208075
Xpc-4d,6.577772927858039
Xpc-5d,10.718304007442939
Xpc-6d,17.71964147046439
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,54
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.520437016355009
AATS0dv,8.463810215444202
AATS0pe,6.62022156862745
AATS0se,8.093667980392155
AATS1dv,6.541152263374484
AATS1pe,6.6217148148148155
AATS1se,7.920940814814814
AATS2dv,6.491408934707904
AATS2pe,6.633757731958763
AATS2se,7.979329443298968
AATS3dv,4.4655312246553125
AATS3pe,6.440572262773723
AATS3se,7.9116627299270075
AATS4dv,4.439835390946502
AATS4pe,6.528740666666667
AATS4se,8.065465886666667
AATS5dv,5.531746031746031
AATS5pe,6.798860714285714
AATS5se,8.308344871428572
AATS6dv,4.081035923141187
AATS6pe,6.432787218045113
AATS6se,7.91924607518797
AATS7dv,3.411764705882353
AATS7pe,6.407811764705882
AATS7se,7.9543045441176465
AATS8dv,3.8736942070275404
AATS8pe,6.500555555555555
AATS8se,8.079673948717948
AATSC0Z,15.735486351403305
AATSC0c,0.020366258191231498
AATSC0d,0.7481737793156477
AATSC0i,1.4817655748773462
AATSC0m,72.20064787543254
AATSC0p,0.31252857831848524
AATSC0s,2.787800485738166
AATSC0v,50.735574129771386
AATSC1Z,1.5397496689307522
AATSC1c,-0.0121564851326317
AATSC1d,0.13817335212952275
AATSC1i,-0.24654059544979956
AATSC1m,6.629725484044603
AATSC1p,-0.020225615118296455
AATSC1s,-0.32890915924815733
AATSC1v,1.0742428358644394
AATSC2Z,0.6566705113417912
AATSC2c,0.0011855600781159462
AATSC2d,-0.04249356908722662
AATSC2i,0.02057314281399162
AATSC2m,2.936805996611139
AATSC2p,0.018234615509543056
AATSC2s,0.5357517271607207
AATSC2v,-1.3385912281793841
AATSC3Z,-1.9878120992206818
AATSC3c,0.00293192605717019
AATSC3d,-0.06977103135514978
AATSC3i,-0.08470418018005299
AATSC3m,-8.973351111156013
AATSC3p,-0.040004332045589126
AATSC3s,-0.0025097228418363357
AATSC3v,-6.337515004519203
AATSC4Z,2.9290888119953866
