DLiP-ID,T003GK
AATSC6i,-0.687555267555496
AATSC6m,5.761600097050762
AATSC6p,-0.02484915384223172
AATSC6s,-0.2132611725245654
AATSC6v,2.7283207669884937
AATSC7Z,-0.9543817527010804
AATSC7c,0.005031930341028093
AATSC7d,0.025735294117647058
AATSC7i,-0.8003961906149023
AATSC7m,-5.152639527156281
AATSC7p,-0.036838703745278444
AATSC7s,-1.5318966128117917
AATSC7v,-1.3876344867086476
AATSC8Z,-4.042448979591836
AATSC8c,-0.002160742601358066
AATSC8d,0.1025
AATSC8i,-0.08360825387669887
AATSC8m,-19.86085881399681
AATSC8p,0.03596868875680569
AATSC8s,-3.6129630810657596
AATSC8v,2.4246739834784674
ATS0are,205.99
ATS1are,193.7
ATS2are,329.42999999999995
ATS3are,373.5600000000001
ATS4are,418.87
ATS5are,348.1699999999999
ATS6are,277.28
ATS7are,249.97999999999996
ATS8are,194.84999999999994
ATSC0dv,147.42857142857142
ATSC0pe,8.516885714285714
ATSC0se,5.952317714285712
ATSC1dv,16.163265306122447
ATSC1pe,-0.3934387755102017
ATSC1se,-0.2533582040816335
ATSC2dv,49.51020408163264
ATSC2pe,6.33415918367347
ATSC2se,4.731587183673468
ATSC3dv,-18.95918367346939
ATSC3pe,0.6914367346938878
ATSC3se,0.2328161632653032
ATSC4dv,-70.87755102040816
ATSC4pe,-3.8882755102040765
ATSC4se,-2.5357143673469382
ATSC5dv,13.36734693877552
ATSC5pe,-1.3981408163265225
ATSC5se,-1.251181387755103
ATSC6dv,15.42857142857144
ATSC6pe,-0.351514285714281
ATSC6se,-0.6258691428571446
ATSC7dv,-51.591836734693864
ATSC7pe,-3.42803265306123
ATSC7se,-2.5450623673469375
ATSC8dv,-69.77551020408163
ATSC8pe,-5.159783673469396
ATSC8se,-3.4724248163265274
AXp-0dv,0.5056924978162374
AXp-1dv,0.2693706031293794
AXp-2dv,0.13658849984566612
AXp-3dv,0.07809064715614415
AXp-4dv,0.04308564395856877
AXp-5dv,0.022993517017120678
AXp-6dv,0.011700170084666906
AXp-7dv,0.006277200541320167
BertzCT,600.8332962041513
ECIndex,308
ETA_eta,11.501774081454121
GATS1dv,0.4325882117080995
GATS1pe,0.5595081818916903
GATS1se,0.6009519315478037
GATS2dv,0.5235401921132458
GATS2pe,0.33774056886334525
GATS2se,0.33377662569504535
GATS3dv,0.7830793905372896
GATS3pe,0.5476173007340155
GATS3se,0.565195358566524
GATS4dv,1.1712068642160542
GATS4pe,1.113103938492045
GATS4se,1.0867601800627338
GATS5dv,0.9416136463361126
GATS5pe,0.9484858144179473
GATS5se,0.9401464832105775
GATS6dv,0.9527616279069769
GATS6pe,0.9509122214357362
GATS6se,0.9389163990478239
GATS7dv,1.4812756497948019
GATS7pe,1.6630913339333606
GATS7se,1.6586524488177343
GATS8dv,1.8753488372093026
GATS8pe,2.216198107289385
GATS8se,2.2241539775718584
LogEE_A,3.8628385203799778
LogEE_D,80.4409488451144
MATS1dv,0.10585404971932638
MATS1pe,-0.044602209531247945
MATS1se,-0.041096884613302284
MATS2dv,0.20441523424334337
MATS2pe,0.4526977682478929
MATS2se,0.4838613603691795
MATS3dv,-0.06208233092755949
MATS3pe,0.03919238270100175
MATS3se,0.01888239426172882
MATS4dv,-0.21711677919479871
MATS4pe,-0.20617810906628292
MATS4se,-0.19238914691003872
MATS5dv,0.0479011262249525
MATS5pe,-0.08672658716411927
MATS5se,-0.11104942975140594
MATS6dv,0.06976744186046516
MATS6pe,-0.027515087674568804
MATS6se,-0.07009808872209479
MATS7dv,-0.2881896944824441
MATS7pe,-0.3314692493231938
MATS7se,-0.35212060492930675
MATS8dv,-0.5300775193798449
MATS8pe,-0.6785294423514978
MATS8se,-0.6533783949320674
MAXaaCH,1.5466406840513982
MAXaasC,0.538055555555556
MAXdssC,-1.0735257096665831
MDEC-22,9.765048757225463
MDEC-23,15.488514897524553
MDEC-24,2.1069514027713923
MDEC-33,3.3253611738025457
MDEC-34,1.359866107222196
MDEO-11,0.4999999999999999
MINaaCH,0.9951568930041153
MINaasC,-0.7293415637860077
MINdssC,-1.0735257096665831
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5
SM1_Dzi,1.4073779523062269
SM1_Dzm,1.6018980769498012
SM1_Dzp,-8.159202532268967
SM1_Dzv,-2.4379679520181736
SddssSe,0
SpAD_Dt,255.32358284815916
SpAbs_A,23.365727647720732
SpAbs_D,160.88189769022898
SpMAD_A,1.2297751393537226
SpMAD_D,8.467468299485732
SpMax_A,2.3828997117520156
SpMax_D,80.4409488451144
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,37.3
TpiPC10,8.242092062627314
VAdjMat,5.321928094887363
VE1_DzZ,4.291627306894349
VE1_Dzi,4.290680594719848
VE1_Dzm,4.292285450564551
VE1_Dzp,4.218084987656314
VE1_Dzv,4.261526401787578
VE2_DzZ,0.22587512141549207
VE2_Dzi,0.22582529445893934
VE2_Dzm,0.225909760556029
VE2_Dzp,0.22200447303454285
VE2_Dzv,0.2242908632519778
VE3_DzZ,2.0985198728029455
VE3_Dzi,2.098299253317093
VE3_Dzm,2.098673216316582
VE3_Dzp,2.0812351168302405
VE3_Dzv,2.09148129255465
VR1_DzZ,94.50004660525654
VR1_Dzi,94.55158257724352
VR1_Dzm,94.42086994557226
VR1_Dzp,100.5848443452126
VR1_Dzv,97.21315591359837
VR2_DzZ,4.973686663434555
VR2_Dzi,4.976399083012817
VR2_Dzm,4.969519470819593
VR2_Dzp,5.293939176063821
VR2_Dzv,5.116481890189388
VR3_DzZ,5.190454213849288
VR3_Dzi,5.19099941912984
VR3_Dzm,5.189616014821192
VR3_Dzp,5.252855479856705
VR3_Dzv,5.218759937385284
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05555555555555555
Xch-7dv,0.05555555555555555
Xpc-4dv,0.9066607089031344
Xpc-5dv,0.9641733287517165
Xpc-6dv,1.1130478117372005
Zagreb1,98.0
Zagreb2,112.0
fragCpx,58.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,20
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,0
AATS0are,7.3567857142857145
AATS1are,6.679310344827586
AATS2are,7.161521739130434
AATS3are,6.440689655172416
AATS4are,6.755967741935484
AATS5are,6.569245283018866
AATS6are,6.601904761904761
AATS7are,7.35235294117647
AATS8are,7.793999999999998
AATSC0dv,5.265306122448979
AATSC0pe,0.3041744897959183
AATSC0se,0.21258277551020402
AATSC1dv,0.5573539760731878
AATSC1pe,-0.013566854327937989
AATSC1se,-0.008736489795918397
AATSC2dv,1.0763087843833181
AATSC2pe,0.1376991126885537
AATSC2se,0.10286059094942321
AATSC3dv,-0.3268824771287826
AATSC3pe,0.011921323011963582
AATSC3se,0.004014071780436262
AATSC4dv,-1.1431863067807768
AATSC4pe,-0.06271412113232382
AATSC4se,-0.04089861882817642
AATSC5dv,0.25221409318444377
AATSC5pe,-0.026380015402387217
AATSC5se,-0.0236071959953793
AATSC6dv,0.36734693877551045
AATSC6pe,-0.008369387755101928
AATSC6se,-0.014901646258503442
AATSC7dv,-1.5174069627851137
AATSC7pe,-0.10082448979591853
AATSC7se,-0.07485477551020404
AATSC8dv,-2.791020408163265
AATSC8pe,-0.20639134693877584
AATSC8se,-0.1388969926530611
AETA_eta,0.6053565306028484
ATSC0are,9.889642857142855
ATSC1are,-0.4249872448979577
ATSC2are,7.7188010204081605
ATSC3are,0.6593112244897997
ATSC4are,-4.350637755102038
ATSC5are,-1.791823979591834
ATSC6are,-0.7273214285714258
ATSC7are,-4.133852040816327
ATSC8are,-5.85325255102041
BCUTZ-1h,9.014087679237733
BCUTZ-1l,5.673949697930342
BCUTc-1h,0.5018166977167089
BCUTc-1l,-0.3300045500829908
BCUTd-1h,4.022098949993984
BCUTd-1l,0.9727763939082144
BCUTi-1h,17.430694920268422
BCUTi-1l,10.934308495416516
BCUTm-1h,19.005603573092476
BCUTm-1l,11.685063957896327
BCUTp-1h,2.0075414175841617
BCUTp-1l,0.526990831530239
BCUTs-1h,8.007386640458568
BCUTs-1l,1.2189634986322384
BCUTv-1h,20.91622355952659
BCUTv-1l,13.30279122252379
BalabanJ,1.8571410479017367
Diameter,10
ETA_beta,24.75
GATS1are,0.5690906668293818
GATS2are,0.3326602741747828
GATS3are,0.5483793439671047
GATS4are,1.0995374064707173
GATS5are,0.9418944783503662
GATS6are,0.9600953378353975
GATS7are,1.6830441829687706
GATS8are,2.209220324293091
HybRatio,0.07142857142857142
Lipinski,True
LogEE_Dt,127.66179142407958
MATS1are,-0.041491135548833734
MATS2are,0.4750829417186246
MATS3are,0.03218399106394603
MATS4are,-0.19867291224236117
MATS5are,-0.09571872340512504
MATS6are,-0.0490291671180767
MATS7are,-0.344233739142257
MATS8are,-0.6628796359828107
MAXssssC,-4.391850027819769
MINssssC,-4.391850027819769
NsssssAs,0
RotRatio,0.1
SM1_Dzpe,1.5953313077012974
SM1_Dzse,1.437489600437876
SMR_VSA1,23.07230972193699
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.176298517443475
SMR_VSA6,0.0
SMR_VSA7,59.65783953108687
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,120.93940018254159
SpAD_Dzi,121.22071606569074
SpAD_Dzm,120.49684077769308
SpAD_Dzp,166.61090890782123
SpAD_Dzv,138.45238878302604
SpAbs_Dt,255.3235828481592
SpDiam_A,4.765799423504031
SpDiam_D,122.33577897530492
SpMAD_Dt,13.43808330779785
SpMax_Dt,127.66179142407958
SsssssAs,0
VE1_Dzpe,4.292285336046728
VE1_Dzse,4.291207859635158
VE2_Dzpe,0.22590975452877515
VE2_Dzse,0.22585304524395566
VE3_Dzpe,2.0986731896366644
VE3_Dzse,2.0984221318464
VMcGowan,173.3199999999998
VR1_Dzpe,94.42843844461643
VR1_Dzse,94.54808866237036
VR2_Dzpe,4.969917812874549
VR2_Dzse,4.976215192756335
VR3_Dzpe,5.189696168665681
VR3_Dzse,5.190962465973331
mZagreb1,7.618055555555555
mZagreb2,4.055555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,22
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.3532015306122448
AATSC1are,-0.014654732582688196
AATSC2are,0.16780002218278608
AATSC3are,0.011367434904996547
AATSC4are,-0.07017157669519415
AATSC5are,-0.033807999614940264
AATSC6are,-0.017317176870748234
AATSC7are,-0.1215838835534214
AATSC8are,-0.2341301020408164
AETA_beta,1.3026315789473684
BCUTdv-1h,7.01408307816519
BCUTdv-1l,2.7771072846449636
BCUTpe-1h,4.007129140848407
BCUTpe-1l,2.223714511566945
BCUTse-1h,4.030565827725049
BCUTse-1l,2.419702529362365
ETA_alpha,8.523809523809522
ETA_dBeta,2.25
ETA_eta_B,0.5381848990214593
ETA_eta_F,19.284907362356833
ETA_eta_L,3.5349692876646324
ETA_eta_R,30.786681443810952
ETA_psi_1,0.4689546764474718
LabuteASA,106.6707436153727
LogEE_DzZ,60.54864745969185
LogEE_Dzi,60.68443055665096
LogEE_Dzm,60.33273081394917
LogEE_Dzp,81.15829589278721
LogEE_Dzv,68.58462387782403
PEOE_VSA1,5.106527394840706
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,35.392371257240434
PEOE_VSA8,0.0
PEOE_VSA9,11.126902983393991
SM1_Dzare,1.7421602787456443
SpAD_Dzpe,120.5400770088082
SpAD_Dzse,121.20854898388399
SpAbs_DzZ,119.59729491938373
SpAbs_Dzi,119.96148316099573
SpAbs_Dzm,119.06356355094857
SpAbs_Dzp,170.4757943178434
SpAbs_Dzv,139.60721570766623
SpDiam_Dt,184.60358320675843
SpMAD_DzZ,6.3652315885548205
SpMAD_Dzi,6.380037687667934
SpMAD_Dzm,6.341938988299636
SpMAD_Dzp,8.768995205674802
SpMAD_Dzv,7.2869678306855805
SpMax_DzZ,60.54864745969185
SpMax_Dzi,60.68443055665096
SpMax_Dzm,60.33273081394917
SpMax_Dzp,81.15829589278721
SpMax_Dzv,68.58462387782403
VE1_Dzare,4.293348214066933
VE2_Dzare,0.225965695477207
VE3_Dzare,2.098920784183865
VR1_Dzare,94.3214387318861
VR2_Dzare,4.964286249046637
VR3_Dzare,5.188562396015942
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4486215538847117
AETA_dBeta,0.11842105263157894
AETA_eta_B,0.028325521001129436
AETA_eta_F,1.01499512433457
AETA_eta_L,0.1860510151402438
AETA_eta_R,1.6203516549374186
BCUTare-1h,4.124511483623114
BCUTare-1l,2.1737587575610053
ETA_beta_s,11.25
ETA_dPsi_A,0.24504532355252817
ETA_dPsi_B,0.0
ETA_eta_BR,0.7101848990214592
ETA_eta_FL,5.341059375687005
ETA_eta_RL,8.876028663351637
LogEE_Dzpe,60.354003310072585
LogEE_Dzse,60.679931839333456
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,11.075832682792555
SlogP_VSA3,6.176298517443475
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,119.9477672634793
SpAbs_Dzpe,119.11267531244388
SpAbs_Dzse,119.92237407822904
SpDiam_DzZ,92.46119592623265
SpDiam_Dzi,92.63630243355104
SpDiam_Dzm,92.22502026699897
SpDiam_Dzp,116.08034439442574
SpDiam_Dzv,101.54044952396046
SpMAD_Dzpe,6.3442145794109575
SpMAD_Dzse,6.379397314941262
SpMax_Dzpe,60.354003310072585
SpMax_Dzse,60.679931839333456
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.5921052631578947
AETA_eta_BR,0.0373781525800768
AETA_eta_FL,0.28110838819405287
AETA_eta_RL,0.4671594033342967
DetourIndex,1194
EState_VSA1,17.70905529709232
EState_VSA2,5.563451491696996
EState_VSA3,11.126902983393991
EState_VSA4,12.13273413692322
EState_VSA5,30.33183534230805
EState_VSA6,6.06636706846161
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,5.106527394840706
ETA_beta_ns,13.5
ETA_shape_p,0.17877094972067042
ETA_shape_x,0.058659217877094987
ETA_shape_y,0.2932960893854749
GhoseFilter,True
LogEE_Dzare,60.06557627798942
SlogP_VSA10,13.171245143024459
SlogP_VSA11,0.0
SpAbs_Dzare,118.38899227723329
SpDiam_Dzpe,92.24507650035505
SpDiam_Dzse,92.60561882663717
SpMAD_Dzare,6.313040382288385
SpMax_Dzare,60.06557627798942
TopoPSA(NO),37.3
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.72753083296373
VSA_EState9,24.8558025003696
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7105263157894737
EState_VSA10,17.96578232709628
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.05137844611528832
FilterItLogS,-3.9651855627900288
SpDiam_Dzare,91.92022601155337
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.7455782312925171
ETA_epsilon_2,0.956641604010025
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.6119047619047622
ETA_epsilon_5,0.9238095238095237
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.3073964131106986
ETA_dEpsilon_B,0.13367346938775493
ETA_dEpsilon_C,-0.17372294372294367
ETA_dEpsilon_D,0.03283208020050121
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.631578947368421
MDEDescriptor,"0.0,0.0,0.0,0.0,9.765048757225463,15.488514897524553,2.1069514027713923,3.3253611738025457,1.359866107222196,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,33.91613699999999
BCUTDescriptor,"11.84999999999999,19.00041125456357,-0.32775508845308554,0.4167125285089932,3.6303154296875,9.783206856328475"
BPolDescriptor,14.405862999999997
TPSADescriptor,37.3
ALOGPDescriptor,"3.9044,15.24433936,64.42410000000001"
XLogPDescriptor,4.502
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,266.05546426
ChiPathDescriptor,"14.043605595440512,8.876028663351637,8.90851118941461,6.365485202478891,4.725362083055994,3.7563105064624014,2.5415904747132307,1.9066608623846515,9.60815745850851,5.387412062587588,3.9610664955243173,2.655082003308902,1.6803401143841825,1.1266823338389131,0.5967086743180121,0.34524602977260893"
ChiChainDescriptor,"0.0,0.0,0.0,0.16666666666666666,0.18600423396407312,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555"
AtomCountDescriptor,28
BondCountDescriptor,20
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.343696304415178,0.2886751345948129,0.6830127018922194,0.14433756729740646,0.5131171992927562,0.01349873117890097,0.0787065789783181,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,8,4,1,0,0,0"
ZagrebIndexDescriptor,98.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"37.80217288147344,1.9895880463933389,11.983939798798186,4.837075488496499,0.0"
FractionalPSADescriptor,0.1401963312565118
WienerNumbersDescriptor,"738.0,28.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.804776050002231,4.454355849328813,5.397109604500979,0.9066607089031344,0.9641733287517164,1.0021549525592823"
FractionalCSP3Descriptor,0.07142857142857142
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"15.39,6.185493460166469,3.986159169550173"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,499.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.07142857142857142
AutocorrelationDescriptorMass,"25.05507048820984,22.4095392888406,36.69014074150951,32.819078577681196,27.819078577681204"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.4589013429053914,-0.2853652571547992,0.06449168059494054,-0.008462833192312332,-5.02115580227597E-5"
EccentricConnectivityIndexDescriptor,308
AutocorrelationDescriptorPolarizability,"984.1871353735609,1142.3053018303203,1557.7930657390584,1504.6826974930627,1167.4250882233086"
