DLiP-ID,C001IQ
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.621520000000002
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.241747015059643
SRW05,0.0
SRW06,6.78332520060396
SRW07,0.0
SRW08,8.408493774492896
SRW09,0.0
SRW10,10.074874544277304
SaaCH,16.25856069032679
SaaNH,0
SaaSe,0
SaaaC,1.5921203575298097
SaasC,1.4018082512057986
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.882008045073105
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.339011638548711
VE1_D,4.6238052585488365
VE2_A,0.19722780175221413
VE2_D,0.21017296629767437
VE3_A,2.256103949488182
VE3_D,2.3196753754817334
VR1_A,129.17953828531392
VR1_D,120.30561403336856
VR2_A,5.871797194786996
VR2_D,5.468437001516753
VR3_A,5.6496605667658475
VR3_D,5.57849264920008
WPath,1099
Xc-3d,2.3096221307042466
Xc-4d,0.2041241452319315
Xc-5d,0.43179504586267126
Xc-6d,0.10206207261596575
Xp-0d,15.742276208189782
Xp-1d,10.437490172930893
Xp-2d,10.266962509049458
Xp-3d,7.919631903617038
Xp-4d,6.3635530138163485
Xp-5d,5.187828268290773
Xp-6d,3.6728623811273087
Xp-7d,2.1276683221119113
ZMIC0,73.12562004277713
ZMIC1,53.420074230108284
ZMIC2,30.180025789448862
ZMIC3,25.42614966004943
ZMIC4,25.42614966004943
ZMIC5,25.42614966004943
nAcid,0
nAtom,36
nBase,0
nRing,3
piPC1,3.56953269648137
piPC2,4.276666119016055
piPC3,4.812184355372417
piPC4,5.40042258948519
piPC5,5.995207533386816
piPC6,6.266548058676293
piPC7,6.560146257950008
piPC8,6.953721519152607
piPC9,7.245688501415077
AATS0Z,31.61111111111111
AATS0d,3.6666666666666665
AATS0i,155.37461478554405
AATS0m,125.51195991666671
AATS0p,1.7949637963301666
AATS0s,6.139491407559824
AATS0v,252.70278045543617
AATS1Z,34.473684210526315
AATS1d,4.2368421052631575
AATS1i,139.59654438311443
AATS1m,133.6436255789474
AATS1p,2.097634842526316
AATS1s,3.0567332683560755
AATS1v,299.55684507402214
AATS2Z,28.306451612903224
AATS2d,3.903225806451613
AATS2i,145.14350892393298
AATS2m,108.64030438709676
AATS2p,1.8588499057184995
AATS2s,4.68105336519315
AATS2v,265.17409618228015
AATS3Z,24.102564102564102
AATS3d,3.3461538461538463
AATS3i,148.17153821873148
AATS3m,89.58793412820512
AATS3p,1.683201403889692
AATS3s,3.6263057929724587
AATS3v,229.39539755178293
AATS4Z,19.976190476190474
AATS4d,2.7976190476190474
AATS4i,156.1789615686001
AATS4m,72.23974463095239
AATS4p,1.3762084839986428
AATS4s,3.7952674897119336
AATS4v,184.32484217556495
AATS5Z,20.36231884057971
AATS5d,2.8115942028985508
AATS5i,160.06710221123572
AATS5m,74.76181027536231
AATS5p,1.3203058315178984
AATS5s,3.929057076400071
AATS5v,182.76156016773547
AATS6Z,25.48
AATS6d,3.26
AATS6i,150.68717504332636
AATS6m,94.43878034
AATS6p,1.62833302026792
AATS6s,4.47746913580247
AATS6v,226.4670209178947
AATS7Z,20.236363636363638
AATS7d,2.8181818181818183
AATS7i,156.86270546093954
AATS7m,72.70869499999999
AATS7p,1.4225833634226364
AATS7s,3.912626262626263
AATS7v,197.35138245354074
AATS8Z,19.21276595744681
AATS8d,2.9148936170212765
AATS8i,152.8088760285767
AATS8m,69.910394
AATS8p,1.481981942254106
AATS8s,4.746650906225375
AATS8v,203.53105619949412
AMID_C,1.5992780301230736
AMID_N,0.0
AMID_O,0.33153205519794754
AMID_X,0.0
AMID_h,0.4334755533659545
ATS0dv,320.44444444444446
ATS0pe,232.29330000000002
ATS0se,284.39798099999996
ATS1dv,258.66666666666663
ATS1pe,248.29160000000002
ATS1se,298.3319959999999
ATS2dv,488.66666666666663
ATS2pe,408.8568
ATS2se,491.52201400000007
ATS3dv,431.0
ATS3pe,500.34899999999993
ATS3se,610.7026879999997
ATS4dv,383.3333333333333
ATS4pe,533.3805
ATS4se,661.794794
ATS5dv,350.3333333333333
ATS5pe,445.71600000000007
ATS5se,553.232914
ATS6dv,291.66666666666663
ATS6pe,331.9531
ATS6se,405.02337600000004
ATS7dv,229.33333333333331
ATS7pe,360.6627
ATS7se,444.82237200000003
ATS8dv,246.0
ATS8pe,295.86369999999994
ATS8se,364.24984
ATSC0Z,390.8888888888889
ATSC0c,0.7775522457165668
ATSC0d,25.22222222222222
ATSC0i,52.283893960081954
ATSC0m,1773.4565007500005
ATSC0p,11.248118030596999
ATSC0s,85.59387621932633
ATSC0v,1838.9474836555455
ATSC1Z,103.28395061728398
ATSC1c,-0.5026604581481353
ATSC1d,5.043209876543208
ATSC1i,-0.5367316595820956
ATSC1m,440.858501097223
ATSC1p,-1.038763140483942
ATSC1s,-24.642649139909235
ATSC1v,100.48380961693888
ATSC2Z,80.58024691358028
ATSC2c,0.1793042283771878
ATSC2d,-4.660493827160498
ATSC2i,2.0980204426749074
ATSC2m,362.3622723472228
ATSC2p,0.918025617973057
ATSC2s,45.41502515389761
ATSC2v,17.52285988567582
ATSC3Z,-91.03703703703702
ATSC3c,-0.062240167587085414
ATSC3d,-7.0925925925925934
ATSC3i,-23.50228173616005
ATSC3m,-421.93819029166616
ATSC3p,-3.7239678056591656
ATSC3s,-4.834228379185083
ATSC3v,-734.4462928112882
ATSC4Z,-95.62962962962962
ATSC4c,0.02913785446911181
ATSC4d,1.9259259259259272
ATSC4i,-17.253989238377947
ATSC4m,-413.0058068333334
ATSC4p,-3.201135981551333
ATSC4s,-6.743895430066557
ATSC4v,-308.37534913489066
ATSC5Z,39.85185185185185
ATSC5c,-0.134635139827127
ATSC5d,0.8240740740740743
ATSC5i,17.873283909041053
ATSC5m,209.7068893124998
ATSC5p,4.396627681062249
ATSC5s,-35.60407160525582
ATSC5v,677.8539076368967
ATSC6Z,-125.56790123456787
ATSC6c,0.32869503386077625
ATSC6d,-3.864197530864198
ATSC6i,-10.677817306590017
ATSC6m,-548.0202647361108
ATSC6p,-3.061029246437777
ATSC6s,1.5357019435130093
ATSC6v,-290.4508873164645
ATSC7Z,-128.1358024691358
ATSC7c,-0.41942256092259517
ATSC7d,-0.4783950617283947
ATSC7i,14.412556032989015
ATSC7m,-591.8396371180554
ATSC7p,1.77855789206636
ATSC7s,-52.06990996090112
ATSC7v,-45.682334396815634
ATSC8Z,-44.04938271604938
ATSC8c,0.2688404351408413
ATSC8d,-6.040123456790124
ATSC8i,-0.7880830707450062
ATSC8m,-194.0172746736112
ATSC8p,-1.3150737921490274
ATSC8s,42.41192583437061
ATSC8v,-115.56080782770235
AXp-0d,0.7155580094631719
AXp-1d,0.43489542387212055
AXp-2d,0.29334178597284166
AXp-3d,0.1841774861306288
AXp-4d,0.11784357432993238
AXp-5d,0.07518591693175034
AXp-6d,0.051730456072215616
AXp-7d,0.030395261744455875
GATS1Z,0.7940740851560395
GATS1c,1.576289134485898
GATS1d,0.9859726408532344
GATS1i,1.011560519505035
GATS1m,0.7806485282561796
GATS1p,1.200694990958941
GATS1s,0.8748924078150551
GATS1v,0.8457459713865914
GATS2Z,0.6701021474811567
GATS2c,0.6999567733592247
GATS2d,1.2086116242717067
GATS2i,0.9315245807034871
GATS2m,0.6720883623922194
GATS2p,0.8523574831544234
GATS2s,0.4785356959551206
GATS2v,0.8731454477486472
GATS3Z,1.1158000612235972
GATS3c,1.0273116797544637
GATS3d,1.1385970857336496
GATS3i,1.1878012108993128
GATS3m,1.105985603720394
GATS3p,1.1839890934377122
GATS3s,0.7973811840846259
GATS3v,1.1189850826072127
GATS4Z,1.2780699260943718
GATS4c,1.0055377319988983
GATS4d,0.9251101321585903
GATS4i,1.140478711350546
GATS4m,1.2587557298027512
GATS4p,1.2108408166931266
GATS4s,1.1412426392644364
GATS4v,1.0615212278622523
GATS5Z,1.0264601923029388
GATS5c,1.171136257622648
GATS5d,1.0357211262210304
GATS5i,0.8101463031910743
GATS5m,1.0153674944982243
GATS5p,0.7923874050196245
GATS5s,1.6568310133867845
GATS5v,0.7733574116358288
GATS6Z,1.5284394542353608
GATS6c,0.9986620746210454
GATS6d,1.2627753303964757
GATS6i,1.175551803561937
GATS6m,1.483886286151978
GATS6p,1.3978992099356469
GATS6s,1.248508549141541
GATS6v,1.0415091445697842
GATS7Z,1.213667372990852
GATS7c,1.373503014186707
GATS7d,0.9209050861033241
GATS7i,0.8010228327015685
GATS7m,1.2148149093426912
GATS7p,0.8563814258437544
GATS7s,1.865522131278619
GATS7v,0.9296282614379087
GATS8Z,0.9620734701776879
GATS8c,0.5490313302252661
GATS8d,1.1809916580747961
GATS8i,0.9689320304766555
GATS8m,0.9667891287968196
GATS8p,1.0058812062724696
GATS8s,0.6821044273921701
GATS8v,1.0191488138032707
MATS1Z,0.25032165404984896
MATS1c,-0.612440703740154
MATS1d,0.18942731277533031
MATS1i,-0.009725416114864514
MATS1m,0.2355036178871476
MATS1p,-0.08748942654860406
MATS1s,-0.27274927410003846
MATS1v,0.05176612649585795
MATS2Z,0.11969777549560788
MATS2c,0.13389728237510612
MATS2d,-0.1072900383686231
MATS2i,0.023299821915663915
MATS2m,0.1186405756124272
MATS2p,0.04738989505325471
MATS2s,0.3080829583873294
MATS2v,0.005532819123447989
MATS3Z,-0.10749114444395852
MATS3c,-0.03694443859211835
MATS3d,-0.12978651304642497
MATS3i,-0.20746746528543739
MATS3m,-0.10980855923400532
MATS3p,-0.15280372833636316
MATS3s,-0.02606707894776791
MATS3v,-0.1843310997619778
MATS4Z,-0.10484853406968243
MATS4c,0.01606020943817791
MATS4d,0.03272498426683451
MATS4i,-0.1414310652166295
MATS4m,-0.09980650135371363
MATS4p,-0.12196844102568882
MATS4s,-0.03376691214677532
MATS4v,-0.07186766620014488
MATS5Z,0.05319227822132139
MATS5c,-0.09034045128972092
MATS5d,0.017046542807891214
MATS5i,0.17835686859583813
MATS5m,0.06169437481540486
MATS5p,0.2039356892346873
MATS5s,-0.2170253081150869
MATS5v,0.1923181121133847
MATS6Z,-0.23129050596930067
MATS6c,0.3043659454184463
MATS6d,-0.11030837004405288
MATS6i,-0.14704391502695874
MATS6m,-0.2224890153455317
MATS6p,-0.1959386495980985
MATS6s,0.012918043301323328
MATS6v,-0.11371974497724466
MATS7Z,-0.2145640601581477
MATS7c,-0.3530709766424759
MATS7d,-0.012414897877452934
MATS7i,0.1804317223766292
MATS7m,-0.21843554895856068
MATS7p,0.10349704552630778
MATS7s,-0.39818412705327955
MATS7v,-0.016259933792683527
MATS8Z,-0.08631596772827888
MATS8c,0.2648315073794152
MATS8d,-0.18342862498828383
MATS8i,-0.011545392873792554
MATS8m,-0.08379623423686881
MATS8p,-0.08955191983754394
MATS8s,0.3795333481928633
MATS8v,-0.04813332740687203
MAXsOH,9.49863403341552
MAXssO,5.166315192743764
MINsOH,9.49863403341552
MINssO,5.166315192743764
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,-3.871361725245652
SdssSe,0
SdsssP,0
SpAD_A,27.58398812383369
SpAD_D,206.43671141959226
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,623
TMWC10,120.26553249839009
TSRW10,56.40026083254443
VE1_Dt,4.635374119221729
VE2_Dt,0.21069882360098768
VE3_Dt,2.3221742722459107
VR1_Dt,118.93080783632044
VR2_Dt,5.405945810741838
VR3_Dt,5.566999237616472
Xc-3dv,1.0695540107404657
Xc-4dv,0.041666666666666664
Xc-5dv,0.12983985039374352
Xc-6dv,0.013888888888888888
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.21941609682128765
Xch-7d,0.4336039939063213
Xp-0dv,12.670206030179397
Xp-1dv,8.087538327148794
Xp-2dv,6.59008937333242
Xp-3dv,4.572263168821593
Xp-4dv,3.0664519742189364
Xp-5dv,2.240530018616734
Xp-6dv,1.3950499081203438
Xp-7dv,0.7088694531050175
Xpc-4d,4.0631330611136605
Xpc-5d,5.8858956647304135
Xpc-6d,8.305030012366885
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,0
nSpiro,0
naRing,3
piPC10,7.325676342743873
AATS0dv,8.901234567901234
AATS0pe,6.452591666666667
AATS0se,7.899943916666666
AATS1dv,6.807017543859648
AATS1pe,6.533989473684211
AATS1se,7.850841999999997
AATS2dv,7.881720430107526
AATS2pe,6.594464516129032
AATS2se,7.92777441935484
AATS3dv,5.5256410256410255
AATS3pe,6.4147307692307685
AATS3se,7.829521641025638
AATS4dv,4.563492063492063
AATS4pe,6.349767857142857
AATS4se,7.8785094523809525
AATS5dv,5.077294685990338
AATS5pe,6.459652173913044
AATS5se,8.01786831884058
AATS6dv,5.833333333333332
AATS6pe,6.639062
AATS6se,8.10046752
AATS7dv,4.169696969696969
AATS7pe,6.557503636363636
AATS7se,8.08767949090909
AATS8dv,5.23404255319149
AATS8pe,6.294972340425531
AATS8se,7.749996595744681
AATSC0Z,10.858024691358025
AATSC0c,0.021598673492126855
AATSC0d,0.7006172839506173
AATSC0i,1.4523303877800542
AATSC0m,49.2626805763889
AATSC0p,0.31244772307213886
AATSC0s,2.3776076727590647
AATSC0v,51.081874545987375
AATSC1Z,2.7179987004548414
AATSC1c,-0.013227906793371982
AATSC1d,0.132716049382716
AATSC1i,-0.014124517357423568
AATSC1m,11.6015395025585
AATSC1p,-0.027335872117998473
AATSC1s,-0.6484907668397167
AATSC1v,2.6443107793931286
AATSC2Z,1.29968140183194
AATSC2c,0.0028920036835030287
AATSC2d,-0.07516925527678223
AATSC2i,0.03383903939798238
AATSC2m,5.844552779793917
AATSC2p,0.01480686480601705
AATSC2s,0.732500405708026
AATSC2v,0.28262677234961003
AATSC3Z,-1.1671415004748336
AATSC3c,-0.000797950866501095
AATSC3d,-0.09093067426400761
AATSC3i,-0.30131130430974423
AATSC3m,-5.409463978098284
AATSC3p,-0.047743176995630326
AATSC3s,-0.06197728691262927
AATSC3v,-9.415978112965234
AATSC4Z,-1.138447971781305
AATSC4c,0.0003468792198703787
AATSC4d,0.022927689594356277
AATSC4i,-0.20540463379021365
AATSC4m,-4.916735795634922
AATSC4p,-0.03810876168513492
AATSC4s,-0.08028446940555425
AATSC4v,-3.671135108748698
AATSC5Z,0.5775630703166934
AATSC5c,-0.0019512339105380724
AATSC5d,0.01194310252281267
AATSC5i,0.25903310013102976
AATSC5m,3.0392302798913016
