DLiP-ID,T000HQ
AMW,8.318109562421064
IC0,1.701746263386652
IC1,3.747413039531641
IC2,4.662015342220156
IC3,5.070167316018233
IC4,5.070167316018233
IC5,5.070167316018233
MID,44.0138345461736
Mpe,0.9801857585139316
Mse,1.0131003948326758
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,85.83350000000003
SdO,22.204655140267516
SdS,0
Spe,37.2470588235294
SsF,0
SsI,0
Sse,38.497815003641676
StN,0
fMF,0.3684210526315789
nBr,0
nCl,0
AMID,2.000628843007891
BIC0,0.30636763743056844
BIC1,0.6746517410374703
BIC2,0.8393088069537495
BIC3,0.912788948274165
BIC4,0.912788948274165
BIC5,0.912788948274165
CIC0,3.546181250056933
CIC1,1.5005144739119443
CIC2,0.5859121712234296
CIC3,0.17776019742535265
CIC4,0.17776019742535265
CIC5,0.17776019742535265
GGI1,5.0
GGI2,1.333333333333334
GGI3,1.3125
GGI4,0.8933333333333335
GGI5,0.75
GGI6,0.38775510204081637
GGI7,0.32638888888888895
GGI8,0.19274376417233557
GGI9,0.14562500000000003
JGI1,0.21739130434782605
JGI2,0.04444444444444446
JGI3,0.04687499999999999
JGI4,0.03080459770114942
JGI5,0.025
JGI6,0.013370865587614356
JGI7,0.014835858585858583
JGI8,0.01133786848072562
JGI9,0.012135416666666668
MIC0,19.02753572134724
MIC1,36.9010010993941
MIC2,43.10281638820437
MIC3,43.51423357779283
MIC4,43.51423357779283
MIC5,43.51423357779283
MPC2,30
MPC3,34
MPC4,44
MPC5,52
MPC6,50
MPC7,51
MPC8,54
MPC9,49
Mare,0.9924210526315794
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.24042906662504515
RPCG,0.1520588041045494
SIC0,0.32427015408031046
SIC1,0.7140748476292622
SIC2,0.8883536082153379
SIC3,0.966127543307337
SIC4,0.966127543307337
SIC5,0.966127543307337
SaaN,4.0481426470955695
SaaO,0
SaaS,0
Sare,37.71200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.106031578150084
SsSH,0
SssO,0
SssS,1.4392583144368856
StCH,0
StsC,0
TIC0,64.66635800869278
TIC1,142.40169550220236
TIC2,177.1565830043659
TIC3,192.66635800869284
TIC4,192.66635800869284
TIC5,192.66635800869284
Vabc,284.56085957626624
WPol,28
apol,44.89468799999999
bpol,21.957311999999998
nRot,6
ABCGG,13.898166313804833
ATS0Z,1138.0
ATS0d,122.0
ATS0i,6073.555920055584
ATS0m,4512.622661000002
ATS0p,64.495818477584
ATS0s,219.58676268861456
ATS0v,9006.188252987246
ATS1Z,1107.0
ATS1d,146.0
ATS1i,5649.63899171405
ATS1m,4239.032569000001
ATS1p,76.95448062600002
ATS1s,136.5
ATS1v,10902.234592097691
ATS2Z,1624.0
ATS2d,221.0
ATS2i,9414.055097463926
ATS2m,6125.668057999999
ATS2p,112.85407197939598
ATS2s,231.29320987654322
ATS2v,15163.928552988596
ATS3Z,1714.0
ATS3d,241.0
ATS3i,12386.497085574665
ATS3m,6175.144455
ATS3p,129.885338273094
ATS3s,239.19753086419755
ATS3v,16571.294630796536
ATS4Z,1834.0
ATS4d,237.0
ATS4i,12513.071396941326
ATS4m,6789.6593109999985
ATS4p,125.193290534735
ATS4s,216.30555555555557
ATS4v,16166.168152535878
ATS5Z,1612.0
ATS5d,231.0
ATS5i,12414.24441858156
ATS5m,5855.035024000001
ATS5p,123.738387235339
ATS5s,264.58024691358025
ATS5v,16458.60665714245
ATS6Z,1632.0
ATS6d,223.0
ATS6i,13554.246214545215
ATS6m,5950.054047
ATS6p,115.68543635273498
ATS6s,319.5648148148148
ATS6v,15768.665487953745
ATS7Z,1222.0
ATS7d,190.0
ATS7i,12774.847664864874
ATS7m,4251.545518
ATS7p,96.396106444735
ATS7s,270.05555555555554
ATS7v,12940.994472346632
ATS8Z,944.0
ATS8d,146.0
ATS8i,10344.770126808738
ATS8m,3331.4242489999997
ATS8p,72.140860937886
ATS8s,225.2777777777778
ATS8v,9803.12191642181
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,2
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.1875
GGI10,0.037241097847158455
JGI10,0.004137899760795384
JGT10,0.4203332555750805
Kier1,18.340264650283554
Kier2,9.333333333333334
Kier3,6.57439446366782
MAXdO,11.109728958745013
MID_C,32.84499216036488
MID_N,3.988958197640431
MID_O,5.107214723459359
MID_X,0.0
MID_h,11.168842385808698
MINdO,11.094926181522503
MPC10,43
MWC01,23.0
MWC02,4.672828834461906
MWC03,5.459585514144159
MWC04,6.304448802421981
MWC05,7.115582126184454
MWC06,7.9665866976384025
MWC07,8.788288460263619
MWC08,9.64101828255575
MWC09,10.46803402180176
MWC10,11.321195790299079
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.3481000000000014
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.117993812416755
SRW05,0.0
SRW06,6.561030665896573
SRW07,0.0
SRW08,8.08794755464267
SRW09,0.0
SRW10,9.66058762285624
SaaCH,14.333652524523735
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.4434674981103557
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.003829661366637
SdssS,0
SsCH3,1.4471096131034804
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7180361079617033
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.196506073832052
VE1_D,4.616840843949123
VE2_A,0.19075027608327508
VE2_D,0.2098564019976874
VE3_A,2.222709652260587
VE3_D,2.3181680315490456
VR1_A,137.3708346851574
VR1_D,117.00366575878869
VR2_A,6.244128849325336
VR2_D,5.3183484435813035
VR3_A,5.711141451865187
VR3_D,5.550662625942911
WPath,1117
Xc-3d,1.5580782047249224
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,15.94938298937633
Xp-1d,10.541713895658194
Xp-2d,9.55162696090968
Xp-3d,6.422882687543955
Xp-4d,5.617474945095528
Xp-5d,4.345426051803336
Xp-6d,2.791997692960896
Xp-7d,1.8475972557036742
ZMIC0,71.12969462101154
ZMIC1,38.83318357476302
ZMIC2,25.243523689737874
ZMIC3,23.54933486401825
ZMIC4,23.54933486401825
ZMIC5,23.54933486401825
nAcid,1
nAtom,38
nBase,0
nRing,2
piPC1,3.4657359027997265
piPC2,3.970291913552122
piPC3,4.343805421853684
piPC4,4.869455680633476
piPC5,5.344723739362192
piPC6,5.332114746131327
piPC7,5.576895624750347
piPC8,5.88419248338351
piPC9,6.051059226951521
AATS0Z,29.94736842105263
AATS0d,3.210526315789474
AATS0i,159.83041894883115
AATS0m,118.75322792105268
AATS0p,1.6972583809890525
AATS0s,5.778599018121436
AATS0v,237.00495402598014
AATS1Z,28.384615384615383
AATS1d,3.7435897435897436
AATS1i,144.8625382490782
AATS1m,108.69314279487182
AATS1p,1.9731918109230775
AATS1s,3.5
AATS1v,279.54447672045364
AATS2Z,25.77777777777778
AATS2d,3.507936507936508
AATS2i,149.4294459914909
AATS2m,97.23282631746031
AATS2p,1.7913344758634282
AATS2s,3.671320791691162
AATS2v,240.69727861886662
AATS3Z,21.425
AATS3d,3.0125
AATS3i,154.8312135696833
AATS3m,77.1893056875
AATS3p,1.623566728413675
AATS3s,2.989969135802469
AATS3v,207.1411828849567
AATS4Z,22.641975308641975
AATS4d,2.925925925925926
AATS4i,154.48236292520156
AATS4m,83.8229544567901
AATS4p,1.5455961794411728
AATS4s,2.670438957475995
AATS4v,199.5823228708133
AATS5Z,19.901234567901234
AATS5d,2.8518518518518516
AATS5i,153.26227677261184
AATS5m,72.28438301234569
AATS5p,1.5276344103128272
AATS5s,3.2664228014022254
AATS5v,203.19267477953642
AATS6Z,18.976744186046513
AATS6d,2.5930232558139537
AATS6i,157.6075141226188
AATS6m,69.18667496511627
AATS6p,1.3451794924736626
AATS6s,3.7158699397071486
AATS6v,183.35657544132263
AATS7Z,15.468354430379748
AATS7d,2.4050632911392404
AATS7i,161.70693246664396
AATS7m,53.81703187341772
AATS7p,1.2202038790472785
AATS7s,3.4184247538677917
AATS7v,163.8100566119827
AATS8Z,14.984126984126984
AATS8d,2.3174603174603177
AATS8i,164.20270042553554
AATS8m,52.87974998412698
AATS8p,1.1450930307600953
AATS8s,3.5758377425044094
AATS8v,155.60510978447317
AMID_C,1.4929541891074947
AMID_N,0.18131628171092867
AMID_O,0.23214612379360722
AMID_X,0.0
AMID_h,0.5076746539003953
ATS0dv,304.44444444444446
ATS0pe,242.12040000000002
ATS0se,297.3459489999999
ATS1dv,272.66666666666663
ATS1pe,254.31300000000002
ATS1se,304.38847999999984
ATS2dv,325.0
ATS2pe,401.9952
ATS2se,488.26033600000005
ATS3dv,287.33333333333337
ATS3pe,505.71299999999997
ATS3se,624.491038
ATS4dv,289.33333333333337
ATS4pe,495.24730000000005
ATS4se,616.565472
ATS5dv,368.66666666666663
ATS5pe,502.18649999999997
ATS5se,619.998612
ATS6dv,375.66666666666663
ATS6pe,538.9704
ATS6se,666.347172
ATS7dv,299.0
ATS7pe,492.703
ATS7se,613.13504
ATS8dv,236.0
ATS8pe,393.07280000000003
ATS8se,488.61854800000003
ATSC0Z,412.8421052631579
ATSC0c,0.8889885953789448
ATSC0d,20.84210526315789
ATSC0i,60.25935208259701
ATSC0m,1878.5926445526313
ATSC0p,11.45547609291705
ATSC0s,85.74984658147427
ATSC0v,1938.658497580505
ATSC1Z,12.135734072022181
ATSC1c,-0.5653051572216848
ATSC1d,3.4515235457063715
ATSC1i,0.028301969831641793
ATSC1m,58.392191143352306
ATSC1p,1.0227233472807142
ATSC1s,-6.013478743697012
ATSC1v,93.23681373640088
ATSC2Z,26.077562326869824
ATSC2c,0.34259794937046234
ATSC2d,-2.869806094182824
ATSC2i,-3.4105393637054453
ATSC2m,115.37934842590087
ATSC2p,0.3188329594331023
ATSC2s,27.65509876733201
ATSC2v,-149.4679007342295
ATSC3Z,-227.8781163434903
ATSC3c,-0.3711593952546927
ATSC3d,0.3850415512465384
ATSC3i,10.424895258804032
ATSC3m,-1033.1299610318554
ATSC3p,0.5734419088172614
ATSC3s,-39.54996219159551
ATSC3v,-419.45436407141665
ATSC4Z,103.41551246537395
ATSC4c,0.2063672455487929
ATSC4d,-2.5844875346260383
ATSC4i,-10.583296005845208
ATSC4m,457.8323789536014
ATSC4p,-2.1239795498467133
ATSC4s,-7.623292209568759
ATSC4v,117.74131269342159
ATSC5Z,-109.84764542936286
ATSC5c,-0.19164417889016605
ATSC5d,-5.321329639889197
ATSC5i,-14.458136441138585
ATSC5m,-483.8520659411355
ATSC5p,-3.7679544648763974
ATSC5s,2.074671836348504
ATSC5v,-363.2857604608173
ATSC6Z,44.883656509695285
ATSC6c,0.3072322704044858
ATSC6d,-3.2742382271468147
ATSC6i,-17.309236327531593
ATSC6m,191.95893619667586
ATSC6p,-2.559289774651592
ATSC6s,1.0607941094885818
ATSC6v,-257.986069401744
ATSC7Z,-136.11911357340722
ATSC7c,-0.3146043475515176
ATSC7d,-2.6980609418282553
ATSC7i,-15.21915071667438
ATSC7m,-608.4242866225765
ATSC7p,-3.0023897867744536
ATSC7s,-20.242091346245186
ATSC7v,-334.61425193297373
ATSC8Z,18.814404432132953
ATSC8c,0.42330616330907805
ATSC8d,-2.8171745152354584
ATSC8i,4.705336323271291
ATSC8m,80.07540126800515
ATSC8p,-0.06741623045669637
ATSC8s,-6.371902893197904
ATSC8v,-73.28533835421365
AXp-0d,0.7249719540625604
AXp-1d,0.4583353867677476
AXp-2d,0.318387565363656
AXp-3d,0.18890831433952807
AXp-4d,0.12766988511580746
AXp-5d,0.08356588561160261
AXp-6d,0.055839953859217924
AXp-7d,0.03622739717066028
GATS1Z,0.7480043541364296
GATS1c,1.5379235890465777
GATS1d,0.9786648536648539
GATS1i,1.0909089110956907
GATS1m,0.746463432852714
GATS1p,0.8646830463996743
GATS1s,0.6658627272998132
GATS1v,0.8730136977622469
GATS2Z,0.9709119496855345
GATS2c,0.5929322568752402
GATS2d,1.296216129549463
GATS2i,1.1146039184012992
GATS2m,0.9581033385090626
GATS2p,1.0652187152170423
GATS2s,0.44666070009182424
GATS2v,1.0144277258648997
GATS3Z,1.5392688679245283
GATS3c,1.0652812944345107
GATS3d,1.020770202020202
GATS3i,0.9916811626684235
GATS3m,1.5061669976316565
GATS3p,1.2018690448399623
GATS3s,1.17437221953091
GATS3v,1.0891532182384225
GATS4Z,1.1695201490798974
GATS4c,0.6673174385521191
GATS4d,1.1287099388951243
GATS4i,1.1143121644655052
GATS4m,1.1432221839073686
GATS4p,1.330239088074222
GATS4s,0.7279586686553956
GATS4v,1.0161536040768016
GATS5Z,1.1706266014442113
GATS5c,0.8977766551422891
GATS5d,1.1287099388951243
GATS5i,1.1078660801162672
GATS5m,1.1561369325676796
GATS5p,1.2316564734117705
GATS5s,0.7908359972719776
GATS5v,1.089603768695757
GATS6Z,0.8227566915313733
GATS6c,0.8076518512243508
GATS6d,1.0011598543575289
GATS6i,1.0623644580068126
GATS6m,0.8346902432181882
GATS6p,0.9982035201159873
GATS6s,1.0168184716507145
GATS6v,1.0212731470839143
GATS7Z,1.081144017196083
GATS7c,1.2990743651601417
GATS7d,0.93256936453139
GATS7i,1.0723872504984653
GATS7m,1.0858371049010132
GATS7p,1.024160713354304
GATS7s,1.1549858155593464
GATS7v,1.0383985932969801
GATS8Z,0.6920859538784067
GATS8c,0.9411974470650365
GATS8d,0.9862514029180698
GATS8i,0.8731841513713037
GATS8m,0.7214961284609813
GATS8p,0.7344091176943893
GATS8s,1.0920366512804087
GATS8v,0.9558865011329277
MATS1Z,0.028641849396566423
MATS1c,-0.6195919228362748
MATS1d,0.1613571613571614
MATS1i,0.00045762653172404754
MATS1m,0.030285946044763163
MATS1p,0.08698893556467306
MATS1s,-0.06832999958164329
MATS1v,0.046860303822502294
MATS2Z,0.03810009470386831
MATS2c,0.23245110593558885
MATS2d,-0.08305274971941635
MATS2i,-0.03413828154830931
MATS2m,0.037045760241390786
MATS2p,0.016787774006525386
MATS2s,0.1945292486195974
MATS2v,-0.046503931365542664
MATS3Z,-0.2621876593574707
MATS3c,-0.19831605676654177
MATS3d,0.00877525252525255
MATS3i,0.08217521557723502
MATS3m,-0.26122572816045253
MATS3p,0.023777702862704714
MATS3s,-0.2190818151862037
MATS3v,-0.10277252191790381
MATS4Z,0.11751688795713952
MATS4c,0.10890383054082893
MATS4d,-0.058174335952113736
MATS4i,-0.08239390057936737
MATS4m,0.1143332276529276
MATS4p,-0.08698327703389559
MATS4s,-0.04170688870906273
MATS4v,0.028492210094317565
MATS5Z,-0.12482608394558076
MATS5c,-0.10113419465617822
MATS5d,-0.11977802718543462
MATS5i,-0.11256061021407325
MATS5m,-0.1208310529107282
MATS5p,-0.15430893724617123
MATS5s,0.011350490707650398
MATS5v,-0.08791148981220633
MATS6Z,0.048038494835335545
MATS6c,0.15270588914786856
MATS6d,-0.06941508104298803
MATS6i,-0.1269224933584962
MATS6m,0.045150323076713725
MATS6p,-0.09871688972351803
MATS6s,0.005466166964694005
MATS6v,-0.058800373950152876
MATS7Z,-0.15859578231204696
MATS7c,-0.17022566351516258
MATS7d,-0.06226825214166989
MATS7i,-0.12148494614020258
MATS7m,-0.15578671847105086
MATS7p,-0.12606961776695313
MATS7s,-0.11354775028427715
MATS7v,-0.08302323024095107
MATS8Z,0.027488404846895395
MATS8c,0.2872112515307125
MATS8d,-0.08152958152958159
MATS8i,0.04709873690148529
MATS8m,0.025710442614544658
MATS8p,-0.0035497222222294136
MATS8s,-0.04482072157901782
MATS8v,-0.022801259187983276
MAXaaN,4.0481426470955695
MAXsOH,9.106031578150084
MAXssS,1.4392583144368856
MINaaN,4.0481426470955695
MINsOH,9.106031578150084
MINssS,1.4392583144368856
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.135429587957642
SpAD_D,210.36033224712287
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.0007187736205591655
SssNH2,0
SsssAs,0
SsssCH,-0.23724253590325062
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,452
TMWC10,116.7375685297711
TSRW10,55.277707257522295
VE1_Dt,4.624422664043888
VE2_Dt,0.21020103018381311
VE3_Dt,2.3198088941409054
VR1_Dt,116.14518219468042
VR2_Dt,5.279326463394565
VR3_Dt,5.54329833955278
Xc-3dv,0.8002943184829585
Xc-4dv,0.0
Xc-5dv,0.08333333333333333
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.17677669529663687
Xp-0dv,12.838927847212414
Xp-1dv,7.583593041144668
Xp-2dv,5.975874670467066
Xp-3dv,4.098410968238683
Xp-4dv,3.1493710585718206
Xp-5dv,2.116615762668661
Xp-6dv,1.30370846810013
Xp-7dv,0.7678625082575726
Xpc-4d,2.131041047093299
Xpc-5d,3.572370013584582
Xpc-6d,4.916042595020463
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.208841503527855
AATS0dv,8.011695906432749
AATS0pe,6.371589473684211
AATS0se,7.82489339473684
AATS1dv,6.991452991452991
AATS1pe,6.520846153846154
AATS1se,7.804832820512816
AATS2dv,5.158730158730159
AATS2pe,6.380876190476191
AATS2se,7.750164063492064
AATS3dv,3.5916666666666672
AATS3pe,6.321412499999999
AATS3se,7.806137975
AATS4dv,3.5720164609053504
AATS4pe,6.114164197530865
AATS4se,7.611919407407408
AATS5dv,4.5514403292181065
AATS5pe,6.199833333333333
AATS5se,7.654303851851852
AATS6dv,4.368217054263566
AATS6pe,6.267097674418605
AATS6se,7.748222930232558
AATS7dv,3.7848101265822787
AATS7pe,6.2367468354430375
AATS7se,7.761203037974684
AATS8dv,3.746031746031746
AATS8pe,6.239250793650794
AATS8se,7.755849968253969
AATSC0Z,10.86426592797784
AATSC0c,0.023394436720498547
AATSC0d,0.5484764542936287
AATSC0i,1.5857724232262371
AATSC0m,49.43664854085872
AATSC0p,0.3014598971820276
AATSC0s,2.256574910038797
AATSC0v,51.017328883697495
AATSC1Z,0.31117266851338926
AATSC1c,-0.014495004031325252
AATSC1d,0.0885006037360608
AATSC1i,0.0007256915341446613
AATSC1m,1.4972356703423668
AATSC1p,0.026223675571300366
AATSC1s,-0.15419176265889772
AATSC1v,2.3906875317025866
AATSC2Z,0.4139295607439655
AATSC2c,0.005438062688420038
AATSC2d,-0.04555247768544165
AATSC2i,-0.05413554545564199
AATSC2m,1.8314182289825536
AATSC2p,0.005060840625922259
AATSC2s,0.4389698217036827
AATSC2v,-2.3725063608607857
AATSC3Z,-2.8484764542936287
AATSC3c,-0.004639492440683659
AATSC3d,0.00481301939058173
AATSC3i,0.1303111907350504
AATSC3m,-12.914124512898193
AATSC3p,0.0071680238602157675
AATSC3s,-0.4943745273949439
AATSC3v,-5.243179550892708
AATSC4Z,1.2767347217947402
AATSC4c,0.0025477437722073197
AATSC4d,-0.03190725351390171
AATSC4i,-0.13065797538080504
AATSC4m,5.652251592019771
AATSC4p,-0.02622196975119399
AATSC4s,-0.09411471863665134
AATSC4v,1.4535964530052048
AATSC5Z,-1.3561437707328747
