DLiP-ID,C101L9
DLiP-Mol-ID,40147
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23NO5/c1-26-21-5-3-2-4-18(21)8-11-20(24)17-6-9-19(10-7-17)28-16-22(25)23-12-14-27-15-13-23/h2-11H,12-16H2,1H3/b11-8+"
Standard Inchi Key(RDKit),ZBLITCQJMFTKHV-DHZHZOJOSA-N
Canonical SMILES(RDKit),COc1ccccc1/C=C/C(=O)c1ccc(OCC(=O)N2CCOCC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),381.428
MW Monoisotopic(RDKit),381.157622836
MolLogP(RDKit),2.8289
XLogP(SDF),
XLogP(CDK),2.592
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),65.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.545092183758161
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,2788139.524372186
qed,0.5450921837581609
Chi0,19.769373945685235
Chi1,13.669035095596021
TPSA,65.07000000000001
Chi0n,15.797491645648273
Chi0v,15.797491645648273
Chi1n,9.109787072311462
Chi1v,9.109787072311462
Chi2n,6.245746000613152
Chi2v,6.245746000613152
Chi3n,4.418126658220379
Chi3v,4.418126658220379
Chi4n,2.830344439563831
Chi4v,2.830344439563831
MolMR,105.69450000000003
MolWt,381.42800000000017
fr_SH,0
Kappa1,19.63633769132653
Kappa2,9.710497794580968
Kappa3,5.203599184864195
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,838.2605465916239
MolLogP,2.828900000000001
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5493484542442069
SMR_VSA1,23.79966322954379
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,40.019956246641435
SMR_VSA7,65.73385963792076
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
