DLiP-ID,J100BV
AATSC4i,0.036445223112986466
AATSC4m,-0.39809086387884796
AATSC4p,0.0016795279692514455
AATSC4s,-0.3244264423377095
AATSC4v,1.4505096409373344
AATSC5Z,-0.3246743295019156
AATSC5c,0.0008361736949466714
AATSC5d,-0.007318007662835243
AATSC5i,0.09061605422015688
AATSC5m,-1.480739927308428
AATSC5p,0.0034195313839365505
AATSC5s,0.16996091306912864
AATSC5v,-0.14952360687282892
AATSC6Z,0.3972063492063491
AATSC6c,0.0017625416026703508
AATSC6d,-0.08498412698412697
AATSC6i,-0.09044098683871357
AATSC6m,1.8286746281825397
AATSC6p,-0.015106262697252862
AATSC6s,0.017642301233479183
AATSC6v,-0.6483138887473976
AATSC7Z,-1.4025322997416017
AATSC7c,-0.0008354273764990103
AATSC7d,-0.07757105943152454
AATSC7i,-0.24686467195183587
AATSC7m,-6.357673263385012
AATSC7p,-0.04941291073779895
AATSC7s,-0.18198560280001988
AATSC7v,-6.728226166671253
AATSC8Z,-0.9479365079365081
AATSC8c,0.001183380527349389
AATSC8d,-0.010483091787439634
AATSC8i,-0.0009067621530978451
AATSC8m,-4.448718072289512
AATSC8p,-0.0009654709181447821
AATSC8s,-0.4305621934229748
AATSC8v,-3.9690108948961575
ATS0are,386.3934
ATS1are,400.0248
ATS2are,678.0520000000001
ATS3are,886.2239999999998
ATS4are,1054.5
ATS5are,1114.9279
ATS6are,1092.1437999999998
ATS7are,1080.7669999999994
ATS8are,1003.6040000000002
ATSC0dv,263.6592592592593
ATSC0pe,9.153139999999999
ATSC0se,6.634381649999996
ATSC1dv,36.781728395061734
ATSC1pe,-0.5781579999999913
ATSC1se,-0.16114480500000106
ATSC2dv,64.91111111111114
ATSC2pe,3.1672550000000097
ATSC2se,2.4269501624999985
ATSC3dv,-0.4365432098765556
ATSC3pe,-0.11448099999999072
ATSC3se,-0.389141922500001
ATSC4dv,-73.60543209876543
ATSC4pe,-3.721173999999992
ATSC4se,-2.8903492150000027
ATSC5dv,10.158518518518504
ATSC5pe,-0.15298599999998785
ATSC5se,0.2651749649999957
ATSC6dv,42.19753086419752
ATSC6pe,1.717984999999996
ATSC6se,0.813849887500002
ATSC7dv,-46.52691358024692
ATSC7pe,-1.7197779999999971
ATSC7se,-1.8019369299999997
ATSC8dv,-113.74864197530866
ATSC8pe,-2.863999000000002
ATSC8se,-1.8054603274999985
AXp-0dv,0.5806746212256717
AXp-1dv,0.3304472913022607
AXp-2dv,0.18894911272388687
AXp-3dv,0.10461367071097039
AXp-4dv,0.0572507789760951
AXp-5dv,0.03053528705935707
AXp-6dv,0.017409430035583935
AXp-7dv,0.009687277666647896
BertzCT,1304.6509377411417
ECIndex,801
ETA_eta,30.84941239436448
GATS1dv,0.6294135745966609
GATS1pe,0.7279160749136889
GATS1se,0.7161406062272879
GATS2dv,0.7744463352571462
GATS2pe,0.6090830448296846
GATS2se,0.5992599074147829
GATS3dv,0.9275606429504933
GATS3pe,0.8491768433973585
GATS3se,0.8646827815726719
GATS4dv,1.0862908565204237
GATS4pe,1.0929641868110254
GATS4se,1.094098514127792
GATS5dv,0.9869047572915235
GATS5pe,1.0218750005494
GATS5se,1.0301814331071852
GATS6dv,0.880744748312316
GATS6pe,0.8152908962701011
GATS6se,0.8414747219562981
GATS7dv,1.0048131642254834
GATS7pe,1.0230110193218225
GATS7se,1.0598587051965633
GATS8dv,1.1730743928158733
GATS8pe,1.1541920440919318
GATS8se,1.1297270279853673
LogEE_A,4.438881513183105
LogEE_D,204.52610900625993
MATS1dv,0.135004631081353
MATS1pe,-0.06112741004021303
MATS1se,-0.02350582069451372
MATS2dv,0.14068181635749208
MATS2pe,0.19773105185761453
MATS2se,0.20903661221927353
MATS3dv,-0.0007146948620796773
MATS3pe,-0.005398831329227102
MATS3se,-0.025318852522682365
MATS4dv,-0.1009043760590488
MATS4pe,-0.1469443983815835
MATS4se,-0.15746826014179788
MATS5dv,0.013285850191721559
MATS5pe,-0.005763464024743869
MATS5se,0.013782692634730602
MATS6dv,0.05487281162956836
MATS6pe,0.06435206154078571
MATS6se,0.04205881751509698
MATS7dv,-0.061557931765348496
MATS7pe,-0.06554281461220236
MATS7se,-0.09474623004240346
MATS8dv,-0.16077872012067077
MATS8pe,-0.11660794217894375
MATS8se,-0.10141749353152361
MAXaaCH,1.7380453538164577
MAXaaaC,0.5622404549514943
MAXaasC,0.49775040178810026
MAXdssC,-1.0159769454664833
MAXsCH3,1.7761600818013155
MAXssNH,3.013184004609246
MAXsssN,0.8337107898715039
MDEC-11,0.3914867641168864
MDEC-12,4.282316909119589
MDEC-13,5.176752775060371
MDEC-22,13.243411156108898
MDEC-23,25.640428434965887
MDEC-33,10.787918395567523
MDEN-23,0.19999999999999996
MDEO-11,2.42729117021888
MDEO-12,0.6586337560083495
MINaaCH,1.3484384675970174
MINaaaC,0.4571588666330735
MINaasC,-0.09112809080116024
MINdssC,-1.3248904259821448
MINsCH3,1.4545303179132023
MINssNH,3.013184004609246
MINsssN,0.8337107898715039
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.6607142857142856
SM1_Dzi,1.575537976793612
SM1_Dzm,2.6552181130881696
SM1_Dzp,-8.188285555703217
SM1_Dzv,-3.274031727721569
SddssSe,0
SpAD_Dt,679.7439507967351
SpAbs_A,42.296673777114854
SpAbs_D,409.0522180125199
SpMAD_A,1.2440198169739662
SpMAD_D,12.030947588603526
SpMax_A,2.511030972573073
SpMax_D,204.52610900625993
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,141.62
TpiPC10,9.125623803080988
VAdjMat,6.169925001442312
VE1_DzZ,5.699543477102465
VE1_Dzi,5.713566116343915
VE1_Dzm,5.699513962605363
VE1_Dzp,5.679410659451031
VE1_Dzv,5.705750755909768
VE2_DzZ,0.16763363167948428
VE2_Dzi,0.16804606224540927
VE2_Dzm,0.1676327636060401
VE2_Dzp,0.16704148998385387
VE2_Dzv,0.16781619870322848
VE3_DzZ,2.964161511518696
VE3_Dzi,2.9666187991111213
VE3_Dzm,2.964156333108594
VE3_Dzp,2.9606229018331285
VE3_Dzv,2.9652500024060613
VR1_DzZ,233.04846606202204
VR1_Dzi,231.6757026468453
VR1_Dzm,233.05253683250024
VR1_Dzp,235.933492682687
VR1_Dzv,232.75410788310825
VR2_DzZ,6.854366648883001
VR2_Dzi,6.81399125431898
VR2_Dzm,6.854486377426477
VR2_Dzp,6.939220373020206
VR2_Dzv,6.845709055385536
VR3_DzZ,6.675021872406855
VR3_Dzi,6.66911399198914
VR3_Dzm,6.6750393397388414
VR3_Dzp,6.687325386265058
VR3_Dzv,6.673757996960207
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07638888888888888
Xch-7dv,0.11692857672957943
Xpc-4dv,3.438543817805911
Xpc-5dv,4.513094197550785
Xpc-6dv,6.081604772488254
Zagreb1,176.0
Zagreb2,208.0
fragCpx,174.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,4
nBondsM,21
nBondsO,36
nBondsS,41
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,10
naHRing,0
AATS0are,6.43989
AATS1are,6.452012903225807
AATS2are,6.457638095238097
AATS3are,6.375712230215826
AATS4are,6.352409638554217
AATS5are,6.407631609195402
AATS6are,6.240821714285714
AATS7are,6.283529069767439
AATS8are,6.233565217391305
AATSC0dv,4.394320987654321
AATSC0pe,0.15255233333333332
AATSC0se,0.11057302749999993
AATSC1dv,0.5932536837913183
AATSC1pe,-0.009325129032257923
AATSC1se,-0.002599109758064533
AATSC2dv,0.6182010582010585
AATSC2pe,0.030164333333333425
AATSC2se,0.023113811071428556
AATSC3dv,-0.003140598632205436
AATSC3pe,-0.0008236043165466958
AATSC3se,-0.002799582176259
AATSC4dv,-0.44340621746244235
AATSC4pe,-0.022416710843373447
AATSC4se,-0.01741174225903616
AATSC5dv,0.05838229033631324
AATSC5pe,-0.0008792298850574014
AATSC5se,0.0015239940517241134
AATSC6dv,0.24112874779541438
AATSC6pe,0.00981705714285712
AATSC6se,0.004650570785714297
AATSC7dv,-0.2705053115130635
AATSC7pe,-0.009998709302325565
AATSC7se,-0.010476377499999998
AATSC8dv,-0.7065133041944637
AATSC8pe,-0.017788813664596285
AATSC8se,-0.011214039301242228
AETA_eta,0.9073356586577789
ATSC0are,9.992093333333331
ATSC1are,-0.9489564444444398
ATSC2are,3.595360000000004
ATSC3are,0.06959377777778333
ATSC4are,-4.536518222222213
ATSC5are,0.00558933333334391
ATSC6are,1.6787244444444405
ATSC7are,-1.843440888888888
ATSC8are,-2.7927737777777786
BCUTZ-1h,16.013124350392005
BCUTZ-1l,5.654507151100577
BCUTc-1h,0.4730172353109323
BCUTc-1l,-0.5293511295882259
BCUTd-1h,4.04855243086361
BCUTd-1l,0.9704764969642143
BCUTi-1h,14.543196383818291
BCUTi-1l,10.319762336124095
BCUTm-1h,32.066544618398495
BCUTm-1l,11.666109594404318
BCUTp-1h,2.954628150801323
BCUTp-1l,0.7404480698649936
BCUTs-1h,7.015045248465115
BCUTs-1l,0.29759006296172164
BCUTv-1h,24.441834942493568
BCUTv-1l,14.69977294135751
BalabanJ,1.8042666767790227
Diameter,15
ETA_beta,44.5
GATS1are,0.7692354669070173
GATS2are,0.6088584993582544
GATS3are,0.8457205895542943
GATS4are,1.1151322400598151
GATS5are,1.0259073288889609
GATS6are,0.8191411819135471
GATS7are,1.0234747506253081
GATS8are,1.1402538588543798
HybRatio,0.25
Lipinski,True
LogEE_Dt,339.87197539836757
MATS1are,-0.09190716255351446
MATS2are,0.20561171318503477
MATS3are,0.0030064250416972377
MATS4are,-0.16410028677935704
MATS5are,0.00019288814240887075
MATS6are,0.05760181049816709
MATS7are,-0.06435696242433667
MATS8are,-0.10416088241761544
MAXddssS,-4.245985987759299
MAXssCH2,-0.7967489449483494
MAXsssCH,-0.21305791201312396
MINddssS,-4.245985987759299
MINssCH2,-0.7967489449483494
MINsssCH,-0.8681383840576216
NsssssAs,0
RotRatio,0.2777777777777778
SM1_Dzpe,2.1450428396572834
SM1_Dzse,2.0913456919163584
SMR_VSA1,32.956789095954036
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.917906046161393
SMR_VSA5,24.784798704046985
SMR_VSA6,23.276558542492673
SMR_VSA7,60.6636706846161
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,286.6032761375866
SpAD_Dzi,314.67199782670536
SpAD_Dzm,286.6464450743151
SpAD_Dzp,417.171851994406
SpAD_Dzv,388.2225208016926
SpAbs_Dt,679.7439507967351
SpDiam_A,5.022061945146149
SpDiam_D,292.1006551862456
SpMAD_Dt,19.992469141080445
SpMax_Dt,339.87197539836757
SsssssAs,0
VE1_Dzpe,5.716168199626615
VE1_Dzse,5.715256278688405
VE2_Dzpe,0.16812259410666516
VE2_Dzse,0.16809577290260014
VE3_Dzpe,2.967074117363623
VE3_Dzse,2.9669145710285405
VMcGowan,350.84000000000134
VR1_Dzpe,231.15248444247428
VR1_Dzse,231.2576979304848
VR2_Dzpe,6.798602483602185
VR2_Dzse,6.801696997955435
VR3_Dzpe,6.666853030181476
VR3_Dzse,6.667308095808648
mZagreb1,13.534722222222221
mZagreb2,7.499999999999997
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,50
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16653488888888884
AATSC1are,-0.015305749103942577
AATSC2are,0.03424152380952385
AATSC3are,0.0005006746602718226
AATSC4are,-0.02732842302543502
AATSC5are,3.212260536404546e-05
AATSC6are,0.009592711111111088
AATSC7are,-0.010717679586563302
AATSC8are,-0.0173464209799862
AETA_beta,1.3088235294117647
BCUTdv-1h,6.024396061595701
BCUTdv-1l,0.6449078449516066
BCUTpe-1h,3.537503706347395
BCUTpe-1l,2.2035404024738643
BCUTse-1h,3.7686432122910127
BCUTse-1l,2.3994332282090234
ETA_alpha,15.966666666666667
ETA_dBeta,2.5
ETA_eta_B,0.8584271208289458
ETA_eta_F,42.9084903267063
ETA_eta_L,7.217932622284131
ETA_eta_R,73.75790272107078
ETA_psi_1,0.5281146637265713
LabuteASA,197.18522745268197
LogEE_DzZ,142.9963699794522
LogEE_Dzi,157.3823382656113
LogEE_Dzm,143.01745234033822
LogEE_Dzp,206.6868310348604
LogEE_Dzv,193.4371950451389
PEOE_VSA1,20.26670634748779
PEOE_VSA2,9.099753175368056
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,38.112942673227685
PEOE_VSA7,42.316108456931055
PEOE_VSA8,16.459834703613154
PEOE_VSA9,17.69266729147887
SM1_Dzare,2.3467453409515673
SpAD_Dzpe,315.0307216579549
SpAD_Dzse,314.8473023183412
SpAbs_DzZ,284.25558706195625
SpAbs_Dzi,313.18913855442906
SpAbs_Dzm,284.30360556276673
SpAbs_Dzp,421.56194762542424
SpAbs_Dzv,390.1484218179995
SpDiam_Dt,478.05447824777275
SpMAD_DzZ,8.429508121693724
SpMAD_Dzi,9.255058759608982
SpMAD_Dzm,8.430777796303387
SpMAD_Dzp,12.269760352776647
SpMAD_Dzv,11.4183094353439
SpMax_DzZ,142.9963699794522
SpMax_Dzi,157.3823382656113
SpMax_Dzm,143.01745234033822
SpMax_Dzp,206.6868310348604
SpMax_Dzv,193.4371950451389
VE1_Dzare,5.716900116228385
VE2_Dzare,0.16814412106554075
VE3_Dzare,2.967202152390188
VR1_Dzare,231.04022779784822
VR2_Dzare,6.7953008175837715
VR3_Dzare,6.666367273293232
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4696078431372549
AETA_dBeta,0.07352941176470588
AETA_eta_B,0.025247856494968995
AETA_eta_F,1.2620144213737148
AETA_eta_L,0.21229213594953328
AETA_eta_R,2.1693500800314935
BCUTare-1h,3.5816073798530303
BCUTare-1l,2.1537358949295338
ETA_beta_s,21.0
ETA_dPsi_A,0.18588533627342863
ETA_dPsi_B,0.0
ETA_eta_BR,1.1164271208289458
ETA_eta_FL,8.837853819260019
ETA_eta_RL,16.05578644154415
LogEE_Dzpe,157.5784503242615
LogEE_Dzse,157.48516132657988
PEOE_VSA10,18.33610906834444
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,14.358867549102612
SlogP_VSA2,50.26585712625211
SlogP_VSA3,19.612365521551226
SlogP_VSA4,5.917906046161393
SlogP_VSA5,13.847474399381248
SlogP_VSA6,65.55915416013387
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,312.9486907641669
SpAbs_Dzpe,313.01185780886567
SpAbs_Dzse,312.87897696124344
SpDiam_DzZ,203.7849298577715
SpDiam_Dzi,223.85563425649548
SpDiam_Dzm,203.81469981628018
SpDiam_Dzp,292.9145691220733
SpDiam_Dzv,276.38619848276005
SpMAD_Dzpe,9.265609460528086
SpMAD_Dzse,9.260214774068858
SpMax_Dzpe,157.5784503242615
SpMax_Dzse,157.48516132657988
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6176470588235294
AETA_eta_BR,0.03283609178908664
AETA_eta_FL,0.25993687703705937
AETA_eta_RL,0.47222901298659264
DetourIndex,5658
EState_VSA1,34.548498964371824
EState_VSA2,16.50077579636273
EState_VSA3,22.20934653689706
EState_VSA4,4.305215991296234
EState_VSA5,37.441632883585584
EState_VSA6,44.179309741689295
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
ETA_beta_ns,23.5
ETA_shape_p,0.21920668058455114
ETA_shape_x,0.05219206680584551
ETA_shape_y,0.33820459290187893
GhoseFilter,False
LogEE_Dzare,156.54336730387612
SlogP_VSA10,11.374772549367124
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,310.73998926680076
SpDiam_Dzpe,224.89231123850053
SpDiam_Dzse,224.73601400584667
SpMAD_Dzare,9.204373257769614
SpMax_Dzare,156.54336730387612
TopoPSA(NO),133.24
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.796445816822796
VSA_EState9,68.86620683760316
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6911764705882353
EState_VSA10,28.219926142153987
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.030392156862745094
FilterItLogS,-4.378192010800805
SpDiam_Dzare,223.45018419773157
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6338888888888878
ETA_epsilon_2,0.8892156862745094
ETA_epsilon_3,0.4387755102040806
ETA_epsilon_4,0.5635964912280688
ETA_epsilon_5,0.8414414414414412
AETA_beta_ns_d,0.04411764705882353
ETA_dEpsilon_A,0.19511337868480721
ETA_dEpsilon_B,0.07029239766081907
ETA_dEpsilon_C,-0.12482098102398814
ETA_dEpsilon_D,0.04777424483306825
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.5294117647058824
MDEDescriptor,"0.3914867641168864,4.282316909119589,5.176752775060371,0.0,13.243411156108898,25.640428434965887,0.0,10.787918395567523,0.0,0.0,2.42729117021888,0.6586337560083495,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0"
APolDescriptor,70.29061799999998
BCUTDescriptor,"11.849999999999987,31.972072754839193,-0.3488489676548267,0.2773562844588525,4.508382160474504,13.708669069838203"
BPolDescriptor,41.371382
TPSADescriptor,141.62
ALOGPDescriptor,"3.218499999999998,10.358742249999986,124.60730000000002"
XLogPDescriptor,4.050000000000001
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,486.14607237999996
ChiPathDescriptor,"25.043241116511,16.055786441544154,15.184348594682513,11.862739864864386,9.75133412566176,7.881304695830189,5.556635188353945,4.1698581783631505,19.130182311643356,10.815380592777371,8.427749014224565,5.782431652200432,3.9626050573891174,2.6509035809534782,1.5974090127215,1.0069871718223788"
ChiChainDescriptor,"0.0,0.0,0.0,0.2222222222222222,0.3467434217832204,0.0,0.0,0.0,0.07638888888888888,0.09990760978431595"
AtomCountDescriptor,60
BondCountDescriptor,36
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"3.1629091229990687,0.16666666666666666,1.064368669913251,0.15137471507731048,1.2901287453558525,0.02280752297933222,0.2966572078434234,0.01566618474015432"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,14,2,3,1,1,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.9999999999999996
WeightedPathDescriptor,"68.00116053035505,2.000034133245737,27.529721748373,17.431329610579326,6.573456005047836"
FractionalPSADescriptor,0.29131162020229506
WienerNumbersDescriptor,"3338.0,59.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0"
ChiPathClusterDescriptor,"6.758306901002542,10.444532783877287,15.104108432837874,2.493321693020501,3.1666511928710137,3.7380655898609096"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,1,0,0,10,2,0,0,2,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"28.569444444444443,12.497041420118343,6.865051903114187"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2722.1
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"46.26899688978959,47.5533189743968,66.09566240147205,75.20969546842656,81.43114275247869"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.8159957462498802,-0.4095096280019371,-0.03296200306167371,0.17717492069001858,-0.260806288529057"
EccentricConnectivityIndexDescriptor,801
AutocorrelationDescriptorPolarizability,"2740.8778865960244,3272.3127756324084,4770.998462191008,5369.527122865593,5281.20268562032"
