DLiP-ID,C100IM
AATSC5c,-0.004417439532393217
AATSC5d,-0.05197636949516648
AATSC5i,-0.012340974259498944
AATSC5m,0.4725722902792702
AATSC5p,-0.0133282912384949
AATSC5s,-0.018045411146914908
AATSC5v,-0.15385075505681903
AATSC6Z,0.4964159910539558
AATSC6c,0.004281934466871879
AATSC6d,-0.04290746435560528
AATSC6i,0.21852190810188046
AATSC6m,2.3335841931786407
AATSC6p,0.021472157671874468
AATSC6s,0.16651974031621777
AATSC6v,4.097830969597132
AATSC7Z,-0.39482993197278915
AATSC7c,0.001163415152953738
AATSC7d,-0.13170068027210882
AATSC7i,0.06773636879845792
AATSC7m,-1.733717865986396
AATSC7p,0.012930219480988438
AATSC7s,-0.21057256235827676
AATSC7v,1.5936853190719755
AATSC8Z,-3.944948979591837
AATSC8c,-0.0022532703844216633
AATSC8d,-0.20479591836734692
AATSC8i,-0.2335410677777158
AATSC8m,-18.651917888605443
AATSC8p,-0.05246391302883418
AATSC8s,-0.4492928004535149
AATSC8v,-19.552155306288306
ATS0are,218.7749
ATS1are,236.77499999999998
ATS2are,398.00299999999993
ATS3are,450.464
ATS4are,518.4429999999999
ATS5are,466.98400000000004
ATS6are,455.90600000000006
ATS7are,368.18
ATS8are,294.32
ATSC0dv,149.88571428571427
ATSC0pe,4.329097142857139
ATSC0se,3.00860617142857
ATSC1dv,57.37795918367348
ATSC1pe,0.17194302040816087
ATSC1se,-0.06557955265306128
ATSC2dv,33.63102040816327
ATSC2pe,1.4606022040816296
ATSC2se,1.1050721534693877
ATSC3dv,-33.59346938775509
ATSC3pe,-0.25735983673469587
ATSC3se,-0.3406013812244898
ATSC4dv,-55.78612244897959
ATSC4pe,-1.6913417959183679
ATSC4se,-1.0177904065306118
ATSC5dv,15.67673469387755
ATSC5pe,-0.4641709387755112
ATSC5se,-0.5654146579591836
ATSC6dv,14.552653061224492
ATSC6pe,0.8906202448979575
ATSC6se,0.7837271281632652
ATSC7dv,-74.4326530612245
ATSC7pe,-1.1926122448979593
ATSC7se,-0.9059372081632651
ATSC8dv,-124.07183673469387
ATSC8pe,-2.537138938775508
ATSC8se,-1.248710177959183
AXp-0dv,0.5710258566202738
AXp-1dv,0.2912328983819941
AXp-2dv,0.1528109836545439
AXp-3dv,0.07961598564275765
AXp-4dv,0.04153237061713567
AXp-5dv,0.022642787201841916
AXp-6dv,0.011932802985571431
AXp-7dv,0.006307801292783362
BertzCT,813.9452035667888
ECIndex,312
ETA_eta,13.282499852300928
GATS1dv,0.4536789935188716
GATS1pe,0.6918058190345915
GATS1se,0.7758187506385288
GATS2dv,0.8744296729920187
GATS2pe,0.7955298051313009
GATS2se,0.8094837501763177
GATS3dv,1.0097508154360997
GATS3pe,0.8745623285503429
GATS3se,0.9140734978153846
GATS4dv,1.191590609483301
GATS4pe,1.2691602639027375
GATS4se,1.2778741480701135
GATS5dv,0.9401900194634509
GATS5pe,1.0274826878764356
GATS5se,1.044114355866408
GATS6dv,1.0347609920670153
GATS6pe,1.1045230710801508
GATS6se,1.1267717309613743
GATS7dv,1.3402433600203332
GATS7pe,1.2925050686913275
GATS7se,1.3647066779045238
GATS8dv,1.5784248316177407
GATS8pe,1.5223016368529063
GATS8se,1.461601374891372
LogEE_A,3.937541931166366
LogEE_D,81.0277977243512
MATS1dv,0.3621188859465643
MATS1pe,0.03757106798981532
MATS1se,-0.02061908685763821
MATS2dv,0.1266648629370458
MATS2pe,0.19046315550220383
MATS2se,0.20734885818627033
MATS3dv,-0.10895073495149742
MATS3pe,-0.028898745410898635
MATS3se,-0.055032166537901696
MATS4dv,-0.15694803613998504
MATS4pe,-0.1647494607836092
MATS4se,-0.14265367455576544
MATS5dv,0.04816702449986958
MATS5pe,-0.049378178700269865
MATS5se,-0.08654782795970554
MATS6dv,0.04655079669310996
MATS6pe,0.09863712741176901
MATS6se,0.12489490501100212
MATS7dv,-0.28968102681408064
MATS7pe,-0.16070105456939016
MATS7se,-0.175650564187217
MATS8dv,-0.6035868598297116
MATS8pe,-0.4273401778265874
MATS8se,-0.30263776187858393
MAXaaCH,1.9540173847316704
MAXaaaC,0.8063945578231293
MAXaasC,1.089885807718149
MAXaasN,1.625185185185185
MAXsCH3,1.990433201058201
MDEC-11,0.1111111111111111
MDEC-12,3.2534687242718094
MDEC-13,2.854375156763636
MDEC-22,7.781824595193809
MDEC-23,15.319610718408713
MDEC-33,5.186076602462159
MDEO-12,0.5773502691896258
MDEO-22,0.16666666666666669
MINaaCH,1.8241985544217687
MINaaaC,0.6069425547996978
MINaasC,0.7651880196523053
MINaasN,1.625185185185185
MINsCH3,1.624236872218023
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.8928571428571429
SM1_Dzi,0.7446521430925515
SM1_Dzm,0.8902969157782687
SM1_Dzp,-3.765064611199274
SM1_Dzv,-1.5163080624175058
SddssSe,0
SpAD_Dt,359.8020435909516
SpAbs_A,26.2604002798337
SpAbs_D,162.05559544870243
SpMAD_A,1.313020013991685
SpMAD_D,8.102779772435122
SpMax_A,2.470234741101389
SpMax_D,81.0277977243512
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,44.370000000000005
TpiPC10,8.739270549548445
VAdjMat,5.459431618637297
VE1_DzZ,4.4082963046433274
VE1_Dzi,4.40380020597822
VE1_Dzm,4.408294424277465
VE1_Dzp,4.385954456621109
VE1_Dzv,4.404253644119658
VE2_DzZ,0.22041481523216638
VE2_Dzi,0.220190010298911
VE2_Dzm,0.22041472121387326
VE2_Dzp,0.21929772283105545
VE2_Dzv,0.2202126822059829
VE3_DzZ,2.176635469898084
VE3_Dzi,2.175615031901329
VE3_Dzm,2.176635043346389
VE3_Dzp,2.171554446694413
VE3_Dzv,2.175717991794526
VR1_DzZ,105.87716737395685
VR1_Dzi,106.32788960577707
VR1_Dzm,105.87783446603602
VR1_Dzp,107.40751923762326
VR1_Dzv,106.23470820916988
VR2_DzZ,5.293858368697842
VR2_Dzi,5.316394480288854
VR2_Dzm,5.293891723301801
VR2_Dzp,5.370375961881163
VR2_Dzv,5.311735410458494
VR3_DzZ,5.355426804387162
VR3_Dzi,5.3596747984361786
VR3_Dzm,5.355433104989966
VR3_Dzp,5.369777371707511
VR3_Dzv,5.358798055269376
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.10364073334419538
Xch-7dv,0.1414691357226534
Xpc-4dv,1.1038935193739192
Xpc-5dv,1.467407408322789
Xpc-6dv,1.8322766341106709
Zagreb1,106.0
Zagreb2,126.0
fragCpx,104.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,22
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.250711428571429
AATS1are,6.399324324324324
AATS2are,6.419403225806451
AATS3are,6.256444444444444
AATS4are,6.246301204819275
AATS5are,6.1445263157894745
AATS6are,6.2452876712328775
AATS7are,6.136333333333334
AATS8are,6.131666666666667
AATSC0dv,4.282448979591837
AATSC0pe,0.12368848979591827
AATSC0se,0.08596017632653057
AATSC1dv,1.5507556536127969
AATSC1pe,0.004647108659680024
AATSC1se,-0.0017724203419746294
AATSC2dv,0.5424358130348915
AATSC2pe,0.023558100065832734
AATSC2se,0.017823744410796576
AATSC3dv,-0.4665759637188207
AATSC3pe,-0.003574442176870776
AATSC3se,-0.004730574739229025
AATSC4dv,-0.6721219572166216
AATSC4pe,-0.02037761199901648
AATSC4se,-0.012262535018441106
AATSC5dv,0.20627282491944146
AATSC5pe,-0.006107512352309358
AATSC5se,-0.0074396665520945204
AATSC6dv,0.19935141179759577
AATSC6pe,0.012200277327369282
AATSC6se,0.01073598805703103
AATSC7dv,-1.240544217687075
AATSC7pe,-0.01987687074829932
AATSC7se,-0.015098953469387751
AATSC8dv,-2.584829931972789
AATSC8pe,-0.05285706122448975
AATSC8se,-0.026014795374149646
AETA_eta,0.6641249926150464
ATSC0are,4.6501885714285685
ATSC1are,0.08484636734693747
ATSC2are,1.6671659591836712
ATSC3are,-0.35086506122449085
ATSC4are,-1.7077214693877556
ATSC5are,-0.6904608979591838
ATSC6are,0.9937238367346929
ATSC7are,-1.3360946938775506
ATSC8are,-2.4306528979591824
BCUTZ-1h,8.039047549401252
BCUTZ-1l,5.689379433537008
BCUTc-1h,0.5398512231830448
BCUTc-1l,-0.5290009973881115
BCUTd-1h,3.2716540956087057
BCUTd-1l,0.9777559104448698
BCUTi-1h,14.55107395106802
BCUTi-1l,10.951777188855724
BCUTm-1h,16.019274258862325
BCUTm-1l,11.702358395941614
BCUTp-1h,1.9962540937046012
BCUTp-1l,0.7183333117306487
BCUTs-1h,7.008283019135984
BCUTs-1l,1.3960001333817613
BCUTv-1h,20.89779281437846
BCUTv-1l,14.698035506559995
BalabanJ,1.6524235641813645
Diameter,9
ETA_beta,27.5
GATS1are,0.723713167973493
GATS2are,0.8041682210360194
GATS3are,0.8883764587392737
GATS4are,1.2754790437384442
GATS5are,1.0477232162692796
GATS6are,1.118143490812123
GATS7are,1.3099827185707578
GATS8are,1.4889629155847857
HybRatio,0.1875
Lipinski,True
LogEE_Dt,179.9010217954758
MATS1are,0.017259531734520512
MATS2are,0.20238793745166178
MATS3are,-0.036677954483361586
MATS4are,-0.15485899122718394
MATS5are,-0.06837903638736752
MATS6are,0.10245669140130736
MATS7are,-0.16760364863851918
MATS8are,-0.3811353118706093
MAXssCH2,0.429861111111111
MINssCH2,0.429861111111111
NsssssAs,0
RotRatio,0.13636363636363635
SM1_Dzpe,0.9373470012239903
SM1_Dzse,0.8857473937688994
SMR_VSA1,9.154013890853395
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,7.109797541277533
SMR_VSA7,64.14207246892654
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,116.526003686825
SpAD_Dzi,115.15372181352862
SpAD_Dzm,116.5519765436471
SpAD_Dzp,167.4913791556918
SpAD_Dzv,145.6738142632466
SpAbs_Dt,359.8020435909517
SpDiam_A,4.808813379028516
SpDiam_D,118.73258238343396
SpMAD_Dt,17.99010217954758
SpMax_Dt,179.9010217954758
SsssssAs,0
VE1_Dzpe,4.4078358116273115
VE1_Dzse,4.408355342561198
VE2_Dzpe,0.22039179058136557
VE2_Dzse,0.2204177671280599
VE3_Dzpe,2.176531003900896
VE3_Dzse,2.176648862265217
VMcGowan,201.20999999999978
VR1_Dzpe,105.91280381194153
VR1_Dzse,105.87283697149475
VR2_Dzpe,5.2956401905970765
VR2_Dzse,5.293641848574738
VR3_Dzpe,5.355763330598686
VR3_Dzse,5.355385903302167
mZagreb1,6.277777777777777
mZagreb2,4.444444444444443
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,30
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13286253061224482
AATSC1are,0.0022931450634307423
AATSC2are,0.026889773535220502
AATSC3are,-0.004873125850340151
AATSC4are,-0.02057495746250308
AATSC5are,-0.009085011815252418
AATSC6are,0.01361265529773552
AATSC7are,-0.02226824489795918
AATSC8are,-0.0506386020408163
AETA_beta,1.375
BCUTdv-1h,6.039003440726057
BCUTdv-1l,0.9955160282673083
BCUTpe-1h,3.5247207011368498
BCUTpe-1l,2.235838690089773
BCUTse-1h,3.7367283753408564
BCUTse-1l,2.4315209811714786
ETA_alpha,9.399999999999999
ETA_dBeta,1.5
ETA_eta_B,0.228341714371469
ETA_eta_F,18.51413754771105
ETA_eta_L,3.99353182576089
ETA_eta_R,31.796637400011978
ETA_psi_1,0.5628742514970061
LabuteASA,115.76400426165534
LogEE_DzZ,58.307644700555365
LogEE_Dzi,57.61409351391893
LogEE_Dzm,58.32050311761246
LogEE_Dzp,82.8044234250461
LogEE_Dzv,72.45783011601894
PEOE_VSA1,9.154013890853395
PEOE_VSA2,4.567099647791355
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,30.68628989677245
PEOE_VSA8,5.563451491696996
PEOE_VSA9,19.17125466480637
SM1_Dzare,1.0428106095858538
SpAD_Dzpe,115.7349780024031
SpAD_Dzse,116.643071185966
SpAbs_DzZ,115.72243225825365
SpAbs_Dzi,114.48353488474538
SpAbs_Dzm,115.75070931944671
SpAbs_Dzp,169.37391146129158
SpAbs_Dzv,146.43196829445546
SpDiam_Dt,258.8111832485722
SpMAD_DzZ,5.8263001843412505
SpMAD_Dzi,5.757686090676431
SpMAD_Dzm,5.827598827182355
SpMAD_Dzp,8.37456895778459
SpMAD_Dzv,7.283690713162331
SpMax_DzZ,58.307644700555365
SpMax_Dzi,57.61409351391893
SpMax_Dzm,58.32050311761246
SpMax_Dzp,82.8044234250461
SpMax_Dzv,72.45783011601894
VE1_Dzare,4.407474582464479
VE2_Dzare,0.22037372912322395
VE3_Dzare,2.1764490489505004
VR1_Dzare,105.92512123793969
VR2_Dzare,5.296256061896985
VR3_Dzare,5.355879621635895
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4699999999999999
AETA_dBeta,0.075
AETA_eta_B,0.01141708571857345
AETA_eta_F,0.9257068773855526
AETA_eta_L,0.1996765912880445
AETA_eta_R,1.589831870000599
BCUTare-1h,3.5760677404629937
BCUTare-1l,2.1866234726753775
ETA_beta_s,13.0
ETA_dPsi_A,0.15112574850299387
ETA_dPsi_B,0.0
ETA_eta_BR,0.486341714371469
ETA_eta_FL,5.692340022240737
ETA_eta_RL,9.685871848001627
LogEE_Dzpe,57.91435635126275
LogEE_Dzse,58.365822962671444
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.583020141642242
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.492925776029502
SlogP_VSA2,11.676897189068889
SlogP_VSA3,6.544756405912575
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.126902983393991
SlogP_VSA6,51.676257600356436
SlogP_VSA7,0.0
SlogP_VSA8,11.099720859258504
SlogP_VSA9,0.0
SpAD_Dzare,114.39319066807356
SpAbs_Dzpe,114.89136570130152
SpAbs_Dzse,115.845898531574
SpDiam_DzZ,87.4689829817795
SpDiam_Dzi,85.69935596405777
SpDiam_Dzm,87.48719472277038
SpDiam_Dzp,122.37048871058164
SpDiam_Dzv,108.51716922742277
SpMAD_Dzpe,5.786748900120155
SpMAD_Dzse,5.8321535592983
SpMax_Dzpe,57.91435635126275
SpMax_Dzse,58.365822962671444
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.65
AETA_eta_BR,0.02431708571857345
AETA_eta_FL,0.28461700111203686
AETA_eta_RL,0.48429359240008135
DetourIndex,1769
EState_VSA1,0.0
EState_VSA2,5.756062822229453
EState_VSA3,12.127776547554816
EState_VSA4,22.39311553429416
EState_VSA5,0.0
EState_VSA6,11.676897189068889
EState_VSA7,49.3883066789219
EState_VSA8,0.0
EState_VSA9,9.154013890853395
ETA_beta_ns,14.5
ETA_shape_p,0.14184397163120568
ETA_shape_x,0.0
ETA_shape_y,0.3617021276595745
GhoseFilter,True
LogEE_Dzare,57.248735864516064
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,113.45466111944634
SpDiam_Dzpe,86.81889866250319
SpDiam_Dzse,87.56370800566714
SpMAD_Dzare,5.719659533403678
SpMax_Dzare,57.248735864516064
TopoPSA(NO),44.370000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.891525415721844
VSA_EState9,38.60847458427816
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.725
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.030000000000000072
FilterItLogS,-4.374250495897881
SpDiam_Dzare,85.80148227849409
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6057142857142859
ETA_epsilon_2,0.8349999999999997
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5276595744680854
ETA_epsilon_5,0.8349999999999997
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.1628571428571427
ETA_dEpsilon_B,0.07805471124620045
ETA_dEpsilon_C,-0.08480243161094225
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.1111111111111111,3.2534687242718094,2.854375156763636,0.0,7.781824595193809,15.319610718408713,0.0,5.186076602462159,0.0,0.0,0.0,0.5773502691896258,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,41.667895
BCUTDescriptor,"11.994332813543425,15.996928269252571,-0.348395265592927,0.35003960630437136,4.7470999017008655,10.056165162750615"
BPolDescriptor,23.168104999999997
TPSADescriptor,44.370000000000005
ALOGPDescriptor,"4.073199999999999,16.590958239999992,72.1428"
XLogPDescriptor,3.195
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,269.10519346
ChiPathDescriptor,"14.11251969619286,9.685871848001629,8.66756617813081,7.43145854485972,6.267829625764406,5.172656286078002,3.381507367439527,2.3980712449063333,11.420517132405477,6.40712376440387,4.737140493290861,3.3438713969958207,2.3258127545595966,1.5849951041289332,0.8472290119755718,0.49200850083710235"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.39660880187581576,0.6612402812804256,0.0,0.0,0.02282177322938192,0.10364073334419537,0.14146913572265343"
AtomCountDescriptor,35
BondCountDescriptor,22
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.2965429219662372,0.0,0.30315531549780367,0.0,0.5674543330463866,0.0,0.07526870684923918,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,2,0,0,0"
ZagrebIndexDescriptor,106.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"40.966667421158334,2.048333371057917,11.977743990434668,8.467403367297988,3.51034062313668"
FractionalPSADescriptor,0.16487976106858448
WienerNumbersDescriptor,"786.0,31.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.139251516724712,5.087763411154773,7.110450419176844,1.1038935193739188,1.4674074083227886,1.6720080644325712"
FractionalCSP3Descriptor,0.1875
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.40582726326743,3.122448979591837"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,989.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.1875
AutocorrelationDescriptorMass,"22.683387407899318,24.15900568520416,34.70830593774578,34.65355552691486,29.210741192583782"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.46387765287357896,-0.37215795509415156,0.22896347022863922,-0.11459378855946485,0.09238509764536915"
EccentricConnectivityIndexDescriptor,312
AutocorrelationDescriptorPolarizability,"1254.342390930145,1478.4000567410576,2086.97797654718,2005.363176621277,1630.1267261161042"
