DLiP-ID,C0002L
DLiP-Mol-ID,30194
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)"
Standard Inchi Key(RDKit),CPJSUEIXXCENMM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOc1ccc(NC(C)=O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),179.219
MW Monoisotopic(RDKit),179.094628656
MolLogP(RDKit),2.0437
XLogP(SDF),
XLogP(CDK),1.614
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),38.33
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.770678866809672
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,831.1135117830083
qed,0.770678866809672
Chi0,9.681798275874712
Chi1,6.21954535281284
TPSA,38.33
Chi0n,7.833004438872777
Chi0v,7.833004438872777
Chi1n,4.2253974112911425
Chi1v,4.2253974112911425
Chi2n,2.638576314730446
Chi2v,2.638576314730446
Chi3n,1.485689113850501
Chi3v,1.485689113850501
Chi4n,1.0044240931795203
Chi4v,1.0044240931795203
MolMR,51.914700000000025
MolWt,179.219
fr_SH,0
Kappa1,9.577032201914708
Kappa2,4.499571342364573
Kappa3,3.15128754635011
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,279.48114931490306
MolLogP,2.0437
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.635972640607562
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,11.923670568519249
SMR_VSA7,24.26546827384644
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,77.71610109024209
NHOHCount,1
PEOE_VSA1,10.05365155780638
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,31.18920547353706
PEOE_VSA8,12.611123474374185
PEOE_VSA9,6.606881964512918
RingCount,1
SMR_VSA10,11.594566004035068
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,179.094628656
NumHDonors,1
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,12.514061693864424
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,13.847474399381248
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,6.606881964512918
EState_VSA4,11.436898107967467
EState_VSA5,6.923737199690624
EState_VSA6,0.0
EState_VSA7,31.18920547353706
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,31.500000000000004
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,0
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,4.794537184071822
EState_VSA11,0.0
FractionCSP3,0.3
VSA_EState10,0.0
fr_C_O_noCOO,1
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.5100000000000002
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,13
HeavyAtomMolWt,166.11499999999998
MaxEStateIndex,10.681432271982867
MinEStateIndex,-0.06559269232384302
NumHeteroatoms,3
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.3846153846153846
FpDensityMorgan2,2.0
FpDensityMorgan3,2.4615384615384617
MaxPartialCharge,0.22074743631883423
MinPartialCharge,-0.4938874337901201
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,10.681432271982867
MinAbsEStateIndex,0.06559269232384302
NumAliphaticRings,0
NumRotatableBonds,3
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4938874337901201
MinAbsPartialCharge,0.22074743631883423
NumRadicalElectrons,0
NumValenceElectrons,70
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,179.094628656
MZ,0.6153846153846153
Mi,1.1311112731659696
Mm,0.5738938024759356
Mp,0.6465294564716721
Mv,0.6042093269035057
SZ,15.999999999999998
Si,29.40889310231521
Sm,14.921238864374326
Sp,16.809765868263476
Sv,15.709442499491148
nB,0
nC,10
nF,0
nH,13
nI,0
nN,1
nO,2
nP,0
nS,0
nX,0
ABC,9.411167754907478
AMW,6.888254948307692
IC0,1.4956321302677145
IC1,3.1619781796795534
IC2,3.9500637564362098
IC3,4.257756064128517
IC4,4.257756064128517
IC5,4.257756064128517
MID,25.423424905854922
Mpe,0.9656108597285068
Mse,1.0036696733710573
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,51.914700000000025
SdO,10.681432271982867
SdS,0
Spe,25.105882352941176
SsF,0
SsI,0
Sse,26.09541150764749
StN,0
fMF,0.23076923076923078
nBr,0
nCl,0
AMID,1.9556480696811478
BIC0,0.30480242041798294
BIC1,0.6443954920269476
BIC2,0.8050034292534192
BIC3,0.8677095975889595
BIC4,0.8677095975889595
BIC5,0.8677095975889595
CIC0,3.2048075878733773
CIC1,1.5384615384615383
CIC2,0.750375961704882
CIC3,0.4426836540125745
CIC4,0.4426836540125745
CIC5,0.4426836540125745
GGI1,3.0
GGI2,0.8888888888888893
GGI3,0.5
GGI4,0.5422222222222224
GGI5,0.2638888888888889
GGI6,0.2016326530612245
GGI7,0.0625
GGI8,0.0493827160493827
GGI9,0.0
JGI1,0.23076923076923078
JGI2,0.05555555555555558
JGI3,0.03571428571428571
JGI4,0.04518518518518519
JGI5,0.02932098765432099
JGI6,0.0403265306122449
JGI7,0.015625
JGI8,0.016460905349794233
JGI9,0.0
MIC0,13.958567703926402
MIC1,27.464004070981858
MIC2,31.643932793891032
MIC3,31.95408664004487
MIC4,31.95408664004487
MIC5,31.95408664004487
MPC2,16
MPC3,17
MPC4,20
MPC5,22
MPC6,18
MPC7,18
MPC8,12
MPC9,4
Mare,0.9795384615384616
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.40105473884167636
RPCG,0.1792550272911816
SIC0,0.31818983328206585
SIC1,0.672698379148672
SIC2,0.8403604754659768
SIC3,0.9058207996362423
SIC4,0.9058207996362423
SIC5,0.9058207996362423
SaaN,0
SaaO,0
SaaS,0
Sare,25.468
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.253109410430839
SssS,0
StCH,0
StsC,0
TIC0,38.88643538696058
TIC1,82.21143267166839
TIC2,102.70165766734145
TIC3,110.70165766734145
TIC4,110.70165766734145
TIC5,110.70165766734145
Vabc,176.29123094830678
WPol,14
apol,28.072308999999983
bpol,16.215690999999996
nRot,3
ABCGG,8.413816938802078
ATS0Z,550.0
ATS0d,71.0
ATS0i,4254.015671630237
ATS0m,2163.9820929999996
ATS0p,36.165375763037005
ATS0s,115.08333333333331
ATS0v,5315.353422245787
ATS1Z,595.0
ATS1d,82.0
ATS1i,3836.813189386101
ATS1m,2226.485200999998
ATS1p,44.09922401999997
ATS1s,84.25
ATS1v,6402.150053833061
ATS2Z,793.0
ATS2d,124.0
ATS2i,6737.627217969242
ATS2m,2908.875164
ATS2p,58.287383885943
ATS2s,139.61111111111117
ATS2v,8238.414865572573
ATS3Z,745.0
ATS3d,125.0
ATS3i,8053.294321273541
ATS3m,2592.6040740000003
ATS3p,59.305372642791994
ATS3s,155.7777777777778
ATS3v,8275.060902632047
