DLiP-ID,C000SO
SRW05,2.3978952727983707
SRW06,6.9650803456014065
SRW07,4.59511985013459
SRW08,8.637107288081575
SRW09,6.6052979209482015
SRW10,10.365868452461307
SaaCH,8.2842187893676
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.483173842067693
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.27902021919879116
SdssS,0
SsCH3,1.5341702761223863
SsNH2,5.931596119929453
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.504121212192058
VE1_D,4.927032367928792
VE2_A,0.18016484848768233
VE2_D,0.1970812947171517
VE3_A,2.421283534470214
VE3_D,2.511027584914867
VR1_A,169.19069886566638
VR1_D,151.66181417266165
VR2_A,6.767627954626655
VR2_D,6.066472566906466
VR3_A,6.047317206292197
VR3_D,5.937943867179195
WPath,1335
Xc-3d,1.7104034632319696
Xc-4d,0.0
Xc-5d,0.4466265879777276
Xc-6d,0.0
Xp-0d,17.551677284948283
Xp-1d,12.117723500579766
Xp-2d,10.959247873493295
Xp-3d,9.772109076733095
Xp-4d,8.833989405144209
Xp-5d,7.203574060133577
Xp-6d,5.3998032145404755
Xp-7d,4.087394394572601
ZMIC0,81.30438635285091
ZMIC1,46.176661298538185
ZMIC2,27.20631865919858
ZMIC3,24.636414107740713
ZMIC4,24.636414107740713
ZMIC5,24.636414107740713
nAcid,0
nAtom,39
nBase,0
nRing,4
piPC1,3.6375861597263857
piPC2,4.248495242049359
piPC3,4.863680881139593
piPC4,5.470167623474696
piPC5,6.025261926691273
piPC6,6.367865522272235
piPC7,6.793571227954158
piPC8,7.216273451865661
piPC9,7.483841819145401
AATS0Z,27.692307692307693
AATS0d,3.8974358974358974
AATS0i,159.50979724594836
AATS0m,109.82592761538469
AATS0p,1.5913025812278465
AATS0s,5.3917378917378915
AATS0v,246.84766371246448
AATS1Z,28.952380952380953
AATS1d,4.571428571428571
AATS1i,145.89821962084878
AATS1m,111.80917104761909
AATS1p,1.8426204760952385
AATS1s,3.935185185185185
AATS1v,287.72434217113164
AATS2Z,26.44927536231884
AATS2d,4.463768115942029
AATS2i,150.21685318946658
AATS2m,101.34631659420289
AATS2p,1.6844448316847096
AATS2s,3.7427536231884058
AATS2v,260.7917889702608
AATS3Z,24.80722891566265
AATS3d,4.132530120481928
AATS3i,148.70113846562407
AATS3m,93.67921890361444
AATS3p,1.6722277362270965
AATS3s,3.688085676037483
AATS3v,252.24615306856802
AATS4Z,22.144329896907216
AATS4d,3.5463917525773194
AATS4i,153.2240302073535
AATS4m,82.7008487525773
AATS4p,1.5261460478757012
AATS4s,3.8728522336769755
AATS4v,223.82389863936046
AATS5Z,19.41176470588235
AATS5d,3.284313725490196
AATS5i,156.22967067517342
AATS5m,71.10201216666667
AATS5p,1.4244637437190095
AATS5s,3.4547930283224404
AATS5v,205.60543774225627
AATS6Z,20.0
AATS6d,3.0526315789473686
AATS6i,157.42819279509942
AATS6m,72.96735041052632
AATS6p,1.3533218444325685
AATS6s,3.898830409356725
AATS6v,198.15389605247742
AATS7Z,18.912087912087912
AATS7d,2.6483516483516483
AATS7i,164.80814052981893
AATS7m,70.32134634065933
AATS7p,1.141670104562912
AATS7s,4.037240537240537
AATS7v,168.68164304542967
AATS8Z,18.923076923076923
AATS8d,2.5076923076923077
AATS8i,161.72050516055762
AATS8m,67.57559269230771
AATS8p,1.1577032070060922
AATS8s,4.558119658119658
AATS8v,170.49343715415085
AMID_C,1.5318515897967904
AMID_N,0.1413082613480257
AMID_O,0.39284017607838095
AMID_X,0.0
AMID_h,0.5341484374264067
ATS0dv,422.0
ATS0pe,262.45619999999997
ATS0se,316.9496359999999
ATS1dv,423.0
ATS1pe,287.6485
ATS1se,340.35799199999985
ATS2dv,631.0
ATS2pe,470.2882
ATS2se,562.762788
ATS3dv,675.0
ATS3pe,557.5410999999999
ATS3se,667.7514759999998
ATS4dv,664.0
ATS4pe,637.1874000000001
ATS4se,770.2346199999998
ATS5dv,565.0
ATS5pe,657.8054999999999
ATS5se,803.0937479999999
ATS6dv,606.0
ATS6pe,626.0011000000001
ATS6se,760.5177560000001
ATS7dv,557.0
ATS7pe,590.3216
ATS7se,727.4943720000002
ATS8dv,309.0
ATS8pe,442.20090000000005
ATS8se,538.8889240000001
ATSC0Z,285.7435897435898
ATSC0c,1.7385538835489005
ATSC0d,26.35897435897436
ATSC0i,58.890803692224324
ATSC0m,1348.3459010769227
ATSC0p,8.731946092747437
ATSC0s,60.87321937321935
ATSC0v,1779.1767976329718
ATSC1Z,4.4812623274161805
ATSC1c,-0.8953723151346807
ATSC1d,13.203155818540433
ATSC1i,1.9549419578827552
ATSC1m,25.426661301775667
ATSC1p,0.02285762126707419
ATSC1s,-9.169734823580978
ATSC1v,108.84776787859954
ATSC2Z,35.14595660749508
ATSC2c,-0.01818323891917903
ATSC2d,4.390532544378696
ATSC2i,18.7845945558503
ATSC2m,178.01811663313657
ATSC2p,3.1140903603558487
ATSC2s,0.3176090291474907
ATSC2v,577.1614813373391
ATSC3Z,-77.53122945430637
ATSC3c,-0.21347179683007045
ATSC3d,-8.840894148586461
ATSC3i,-13.739727456493263
ATSC3m,-365.31533103550225
ATSC3p,-1.481614863024151
ATSC3s,-13.341295931039518
ATSC3v,-419.53377097810613
ATSC4Z,-23.823800131492433
ATSC4c,0.7075847284181218
ATSC4d,-11.200525969756741
ATSC4i,-8.235528140610866
ATSC4m,-125.57998378106475
ATSC4p,-1.9960975582834892
ATSC4s,13.614471473445837
ATSC4v,-475.0308381541091
ATSC5Z,-80.97041420118342
ATSC5c,-0.4727063787050064
ATSC5d,-9.477317554240635
ATSC5i,-13.795117208790659
ATSC5m,-371.8970247396451
ATSC5p,-0.49627376701121495
ATSC5s,-17.25816348893272
ATSC5v,-206.49187158522489
ATSC6Z,-127.52925706771862
ATSC6c,-0.4899152645811908
ATSC6d,-5.2333990795529255
ATSC6i,-35.95576547486233
ATSC6m,-610.5995102130174
ATSC6p,-5.828451810560881
ATSC6s,-18.571517276645487
ATSC6v,-1082.7021064915477
ATSC7Z,252.8290598290598
ATSC7c,0.6988532395052072
ATSC7d,-4.299145299145298
ATSC7i,11.995493602507807
ATSC7m,1185.5732300769225
ATSC7p,1.9705235284832332
ATSC7s,29.978157644824314
ATSC7v,971.789015694075
ATSC8Z,-131.36752136752136
ATSC8c,-0.12281675471726261
ATSC8d,-11.700854700854698
ATSC8i,-28.390158366103137
ATSC8m,-631.2332569230767
ATSC8p,-4.401011852053267
ATSC8s,5.406457739791071
ATSC8v,-1079.8230239896745
AXp-0d,0.7020670913979313
AXp-1d,0.4327758393064202
AXp-2d,0.26729872862178766
AXp-3d,0.16562896740225586
AXp-4d,0.10516654053743106
AXp-5d,0.06548703691030525
AXp-6d,0.04185893964760058
AXp-7d,0.026370286416597426
GATS1Z,0.6870961952620244
GATS1c,1.4252387363761256
GATS1d,0.60068093385214
GATS1i,1.024382141553717
GATS1m,0.6862849803592828
GATS1p,0.9788989845001833
GATS1s,0.8699014812908059
GATS1v,0.7934158121642281
GATS2Z,0.7612987296732106
GATS2c,1.0060414915016564
GATS2d,1.0342158687193366
GATS2i,0.7990813335188572
GATS2m,0.7550197742274415
GATS2p,0.796481376604927
GATS2s,0.6324157381679368
GATS2v,0.7143409217171323
GATS3Z,0.9180865601674464
GATS3c,0.9475822518455604
GATS3d,1.241889737940087
GATS3i,1.1051345573101266
GATS3m,0.919478694141679
GATS3p,1.0744915337471168
GATS3s,0.8415233959026618
GATS3v,1.0132775264714526
GATS4Z,0.9000571709800843
GATS4c,0.6513255978966522
GATS4d,1.1889766938104214
GATS4i,1.0627310860424872
GATS4m,0.9072260600759762
GATS4p,1.0758100071312366
GATS4s,0.7371384919209449
GATS4v,1.0615612220712476
GATS5Z,1.0397708078206154
GATS5c,0.9111971121069219
GATS5d,1.123626688029297
GATS5i,1.0778768000501502
GATS5m,1.0400296641440654
GATS5p,1.0053767832569498
GATS5s,0.9364573597206186
GATS5v,1.033032173774465
GATS6Z,1.1184852835606602
GATS6c,1.0421603339282863
GATS6d,0.9939688715953306
GATS6i,1.2638792145646516
GATS6m,1.1218253580122735
GATS6p,1.2234515170109397
GATS6s,1.170191655161117
GATS6v,1.194219268540561
GATS7Z,0.7453081735206644
GATS7c,0.8533131172099123
GATS7d,1.045580878265703
GATS7i,0.8593822524436181
GATS7m,0.7463982190934101
GATS7p,0.8693010145537614
GATS7s,0.9168407821322434
GATS7v,0.8044302589951625
GATS8Z,1.3329325197415647
GATS8c,1.3592257533052121
GATS8d,1.064591439688716
GATS8i,1.232972091373059
GATS8m,1.3306600622157614
GATS8p,1.2379567808633412
GATS8s,1.165663538717151
GATS8v,1.2854038190570882
MATS1Z,0.014562608963183284
MATS1c,-0.4782234002841204
MATS1d,0.46511951083935504
MATS1i,0.03082490189966791
MATS1m,0.01751069305727412
MATS1p,0.0024307220645052668
MATS1s,-0.13987684325596483
MATS1v,0.056808815993053915
MATS2Z,0.06952074034770125
MATS2c,-0.005911512415354473
MATS2d,0.09414650651328027
MATS2i,0.18028926192035366
MATS2m,0.07462397846719475
MATS2p,0.20157454146771261
MATS2s,0.002949049660225934
MATS2v,0.18335541879640702
MATS3Z,-0.1274931023447703
MATS3c,-0.05769509128574433
MATS3d,-0.15759926867001087
MATS3i,-0.10962690455783468
MATS3m,-0.12730723737453462
MATS3p,-0.07972798622574652
MATS3s,-0.10298127431214106
MATS3v,-0.11079861562072194
MATS4Z,-0.033521806380947435
MATS4c,0.16363762529515757
MATS4d,-0.17084520036904813
MATS4i,-0.05622595582057837
MATS4m,-0.03744656417445204
MATS4p,-0.0919101744167438
MATS4s,0.0899222962239039
MATS4v,-0.10734839873297707
MATS5Z,-0.10834635361682357
MATS5c,-0.10396035229106204
MATS5d,-0.13747425040054936
MATS5i,-0.08956582875352552
MATS5m,-0.10545952719581095
MATS5p,-0.021730749643893033
MATS5s,-0.10840086391423633
MATS5v,-0.044376013971564876
MATS6Z,-0.18322061434994522
MATS6c,-0.1156841387089999
MATS6d,-0.08150727012082734
MATS6i,-0.250646739496519
MATS6m,-0.1859071675527767
MATS6p,-0.27402057034380883
MATS6s,-0.12524549620840306
MATS6v,-0.24982211293830575
MATS7Z,0.3792046969541585
MATS7c,0.17227451737367622
MATS7d,-0.06989994441356308
MATS7i,0.08729590203104984
MATS7m,0.3768341732520479
MATS7p,0.09671499052623594
MATS7s,0.21105803143104537
MATS7v,0.23408635234009412
MATS8Z,-0.2758435032304379
MATS8c,-0.04238583199960099
MATS8d,-0.26634241245136175
MATS8i,-0.2892488122370622
MATS8m,-0.2808922798306776
MATS8p,-0.30240762862990994
MATS8s,0.0532890272155009
MATS8v,-0.3641537003268966
MAXsOH,9.705001772734906
MAXssO,5.504787493701183
MAXtsC,2.117201908541194
MINsOH,9.705001772734906
MINssO,5.38487297388091
MINtsC,2.117201908541194
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.689462984856696
SpAD_D,220.53786023757036
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.10760827651384997
SssNH2,0
SsssAs,0
SsssCH,-0.4743055555555564
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1170
TMWC10,130.26562364485068
TSRW10,74.00758309937775
VE1_Dt,4.974072645821698
VE2_Dt,0.1989629058328679
VE3_Dt,2.520529682259631
VR1_Dt,145.15818198095806
VR2_Dt,5.806327279238323
VR3_Dt,5.894114789898091
Xc-3dv,0.6851648414491691
Xc-4dv,0.0
Xc-5dv,0.12364025214693189
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.3203325735394947
Xch-7d,0.6655889551965128
Xp-0dv,13.275979018369299
Xp-1dv,7.500867829784195
Xp-2dv,5.603884336579804
Xp-3dv,4.21669375356168
Xp-4dv,3.1035684017065206
Xp-5dv,2.1651003293868807
Xp-6dv,1.2942214922090673
Xp-7dv,0.8193275622916116
Xpc-4d,4.4012000381481595
Xpc-5d,7.9280319152200995
Xpc-6d,13.050093922238085
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,42
nFRing,2
nHBAcc,7
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,7.660997529405923
AATS0dv,10.820512820512821
AATS0pe,6.729646153846153
AATS0se,8.126913743589741
AATS1dv,10.071428571428571
AATS1pe,6.84877380952381
AATS1se,8.10376171428571
AATS2dv,9.144927536231885
AATS2pe,6.8157710144927535
AATS2se,8.155982434782608
AATS3dv,8.132530120481928
AATS3pe,6.717362650602409
AATS3se,8.045198506024095
AATS4dv,6.845360824742268
AATS4pe,6.568942268041239
AATS4se,7.940563092783504
AATS5dv,5.53921568627451
AATS5pe,6.4490735294117645
AATS5se,7.873468117647057
AATS6dv,6.378947368421053
AATS6pe,6.589485263157895
AATS6se,8.005450063157896
AATS7dv,6.1208791208791204
AATS7pe,6.487050549450549
AATS7se,7.994443648351651
AATS8dv,4.753846153846154
AATS8pe,6.80309076923077
AATS8se,8.290598830769232
AATSC0Z,7.326758711374097
AATSC0c,0.04457830470638206
AATSC0d,0.675871137409599
AATSC0i,1.5100206074929314
AATSC0m,34.5729718224852
AATSC0p,0.2238960536601907
AATSC0s,1.560851778800496
AATSC0v,45.619917888024915
AATSC1Z,0.10669672208133762
AATSC1c,-0.021318388455587638
AATSC1d,0.31436085282239123
AATSC1i,0.046546237092446555
AATSC1m,0.6053966976613254
AATSC1p,0.0005442290777874807
AATSC1s,-0.2183270196090709
AATSC1v,2.5916135209190365
AATSC2Z,0.5093616899636968
AATSC2c,-0.0002635252017272323
AATSC2d,0.06363090644027096
AATSC2i,0.27224050080942463
AATSC2m,2.5799727048280663
AATSC2p,0.04513174435298332
AATSC2s,0.004603029407934648
AATSC2v,8.364659149816509
AATSC3Z,-0.934111198244655
AATSC3c,-0.002571949359398439
AATSC3d,-0.10651679697092122
AATSC3i,-0.16553888501799113
AATSC3m,-4.40138953054822
AATSC3p,-0.017850781482218688
AATSC3s,-0.1607385051932472
AATSC3v,-5.05462374672417
AATSC4Z,-0.24560618692260242
AATSC4c,0.007294687921836307
AATSC4d,-0.11546933989439939
AATSC4i,-0.08490235196506046
AATSC4m,-1.2946390080522139
AATSC4p,-0.020578325343128756
AATSC4s,0.14035537601490553
