DLiP-ID,P000GD
DLiP-Mol-ID,25836
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H29N3O4/c1-14(2)31-24(30)26-22-11-15(3)27(17(5)29)23-10-9-19(13-21(22)23)18-7-6-8-20(12-18)25-16(4)28/h6-10,12-15,22H,11H2,1-5H3,(H,25,28)(H,26,30)/t15-,22+/m0/s1"
Standard Inchi Key(RDKit),UIHJJMSWZNYBQU-OYHNWAKOSA-N
Canonical SMILES(RDKit),CC(=O)Nc1cccc(-c2ccc3c(c2)[C@H](NC(=O)OC(C)C)C[C@H](C)N3C(C)=O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),423.513
MW Monoisotopic(RDKit),423.215806408
MolLogP(RDKit),4.6328
XLogP(SDF),
XLogP(CDK),3.775
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.74
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.750341513041264
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD2-2/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,5371391.289821785
qed,0.7503415130412637
