DLiP-ID,C002HM
DLiP-Mol-ID,31228
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H9N5/c11-9-8-5-3-4-13-6(5)1-2-7(8)14-10(12)15-9/h1-4,13H,(H4,11,12,14,15)"
Standard Inchi Key(RDKit),AMQWKZUAOLLUPP-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1nc(N)c2c(ccc3[nH]ccc32)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),199.217
MW Monoisotopic(RDKit),199.085795288
MolLogP(RDKit),1.2755
XLogP(SDF),
XLogP(CDK),1.059
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),93.61
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.507936542553835
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,5031.499445621022
qed,0.5079365425538349
Chi0,10.41384908344359
Chi1,7.254020195423489
TPSA,93.61
Chi0n,7.858528806137672
Chi0v,7.858528806137672
Chi1n,4.543144665235461
Chi1v,4.543144665235461
Chi2n,3.3656410127427923
Chi2v,3.3656410127427923
Chi3n,2.438497071793785
Chi3v,2.438497071793785
Chi4n,1.811865873226771
Chi4v,1.811865873226771
MolMR,60.2195
MolWt,199.217
fr_SH,0
