DLiP-ID,C001F8
DLiP-Mol-ID,32287
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C6H5N5O2/c7-6-10-4-3(5(13)11-6)9-2(12)1-8-4/h1H,(H,9,12)(H3,7,8,10,11,13)"
Standard Inchi Key(RDKit),VURKRJGMSKJIQX-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1nc(=O)c2[nH]c(=O)cnc2[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),179.139
MW Monoisotopic(RDKit),179.0443244
MolLogP(RDKit),-1.4114
XLogP(SDF),
XLogP(CDK),0.524
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),117.52
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.458771105663115
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,999.8116387139706
qed,0.458771105663115
Chi0,9.422285251880869
Chi1,6.164703797946448
TPSA,117.52000000000001
Chi0n,6.365624310306894
Chi0v,6.365624310306894
Chi1n,3.4146178426505873
Chi1v,3.4146178426505873
Chi2n,2.3982528319377194
Chi2v,2.3982528319377194
Chi3n,1.4782410580335017
Chi3v,1.4782410580335017
Chi4n,0.9664939709327931
Chi4v,0.9664939709327931
MolMR,45.191799999999986
MolWt,179.139
fr_SH,0
Kappa1,7.46818870765945
Kappa2,2.4056545250484644
Kappa3,1.1531710041086705
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,568.9816990130837
MolLogP,-1.4114000000000002
NOCount,7
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,3.034998848845828
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,19.935914083788834
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.733667477162185
SMR_VSA7,26.904451729860735
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,2
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,70.65459447211846
NHOHCount,4
PEOE_VSA1,15.701624519056601
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,0.0
PEOE_VSA9,6.196843571613076
RingCount,2
SMR_VSA10,17.112217219370482
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
