DLiP-ID,I000A9
AATSC4s,-0.5269067337211027
AATSC4v,-4.537414162014268
AATSC5Z,-1.3801226387917198
AATSC5c,-0.0005481849201492717
AATSC5d,0.007967406066093256
AATSC5i,0.05150199774868518
AATSC5m,-6.429281851313055
AATSC5p,0.009136995072334144
AATSC5s,-0.6145922786031431
AATSC5v,-2.9114597572273473
AATSC6Z,-0.3985756488218301
AATSC6c,-0.0004340653317463912
AATSC6d,-0.008176485138118193
AATSC6i,-0.008399175491073052
AATSC6m,-1.8587774946080773
AATSC6p,-0.02493735156635882
AATSC6s,0.31628991468308604
AATSC6v,-6.478327403231201
AATSC7Z,0.7750611136260747
AATSC7c,-0.0016803375946704273
AATSC7d,-0.022670891806247186
AATSC7i,-0.331146995123826
AATSC7m,3.6472640927003988
AATSC7p,-0.022242525010285067
AATSC7s,0.5701036165182838
AATSC7v,-0.9562044075420446
AATSC8Z,0.7082263060716879
AATSC8c,0.00201702329508105
AATSC8d,0.011983662341493699
AATSC8i,0.29147772344786405
AATSC8m,3.180373543088511
AATSC8p,0.026275552066991045
AATSC8s,0.3818413379834735
AATSC8v,5.849304097290666
ATS0are,311.03959999999984
ATS1are,325.329
ATS2are,552.6360000000001
ATS3are,731.3068999999998
ATS4are,786.3229000000003
ATS5are,739.9139
ATS6are,624.0710000000001
ATS7are,617.7979999999999
ATS8are,562.7317999999999
ATSC0dv,209.70212765957456
ATSC0pe,7.463842553191489
ATSC0se,5.040510808510634
ATSC1dv,52.89135355364418
ATSC1pe,-0.17836441828882077
ATSC1se,-0.2357669026708913
ATSC2dv,30.43232231779084
ATSC2pe,-0.18970461747397255
ATSC2se,-0.06093112177455831
ATSC3dv,26.999094612947026
ATSC3pe,1.312360615663195
ATSC3se,0.6485490176550481
ATSC4dv,-84.67134449977365
ATSC4pe,-1.7856460389316486
ATSC4se,-1.5940205577184288
ATSC5dv,-103.558171118153
ATSC5pe,-2.8740293798098744
ATSC5se,-1.5314487007695843
ATSC6dv,23.82752376641012
ATSC6pe,1.7648696242643753
ATSC6se,1.3376149696695343
ATSC7dv,69.22951561792665
ATSC7pe,1.8803137166138582
ATSC7se,1.0136709606156664
ATSC8dv,27.79809868718878
ATSC8pe,0.48464495246718275
ATSC8se,0.40712736260751575
AXp-0dv,0.5297193136387963
AXp-1dv,0.28441829102282545
AXp-2dv,0.14763086729845443
AXp-3dv,0.07907318686476689
AXp-4dv,0.04251747978932891
AXp-5dv,0.023030809493166236
AXp-6dv,0.011527566114878702
AXp-7dv,0.006291927496993518
BertzCT,1188.308181160527
ECIndex,804
ETA_eta,21.98885069601534
GATS1dv,0.408007305194805
GATS1pe,0.569939943090177
GATS1se,0.6017818342693473
GATS2dv,0.7135611631016039
GATS2pe,0.7030258315675963
GATS2se,0.6832553826412858
GATS3dv,0.8774350649350645
GATS3pe,0.7886319304641008
GATS3se,0.7990217057087682
GATS4dv,1.2101599162392223
GATS4pe,1.220539337540395
GATS4se,1.3157564094820355
GATS5dv,1.346065156434474
GATS5pe,1.4473043531126952
GATS5se,1.504456908670253
GATS6dv,0.9124872389208726
GATS6pe,0.8473297818655059
GATS6se,0.8520993941593499
GATS7dv,0.8072402597402594
GATS7pe,0.7137761765515793
GATS7se,0.6845789189011953
GATS8dv,1.0166909109149274
GATS8pe,1.0880371798269954
GATS8se,1.0191234364493031
LogEE_A,4.3374380193135575
LogEE_D,183.49319683942684
MATS1dv,0.23708806818181807
MATS1pe,-0.022463302514306137
MATS1se,-0.043967942323711075
MATS2dv,0.08024374522536279
MATS2pe,-0.014053819278798785
MATS2se,-0.006684109495571548
MATS3dv,0.05308103354978351
MATS3pe,0.07249093904708455
MATS3se,0.053047053022776354
MATS4dv,-0.1594720274473425
MATS4pe,-0.09448955457024558
MATS4se,-0.1249022506969128
MATS5dv,-0.21100206611570235
MATS5pe,-0.16452576037368685
MATS5se,-0.12981745063442107
MATS6dv,0.05505568851251834
MATS6pe,0.1145714164955379
MATS6se,0.12858274525832525
MATS7dv,0.15516233766233756
MATS7pe,0.11840381686918475
MATS7se,0.09451925996963331
MATS8dv,0.070003556836422
MATS8pe,0.03429012558477254
MATS8se,0.04265437598343003
MAXaaCH,1.8255129599448756
MAXaaNH,2.7204320936830095
MAXaaaC,0.18696953594673915
MAXaasC,0.5656645370720186
MAXdssC,-0.12800176368177762
MAXsssN,1.6330808050441887
MDEC-22,14.66002988634175
MDEC-23,23.445100049063623
MDEC-33,10.440645785422522
MDEN-12,0.25
MDEN-13,0.21320071635561041
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.101138387326158
MINaaNH,2.7204320936830095
MINaaaC,-0.06454504811335493
MINaasC,-0.6808545381273341
MINdssC,-0.8490039810945296
MINsssN,1.363084451373142
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.654761904761905
SM1_Dzi,1.7741040929820366
SM1_Dzm,1.6855864241423026
SM1_Dzp,-7.317814733608282
SM1_Dzv,-3.0209416124484996
SddssSe,0
SpAD_Dt,628.993299588089
SpAbs_A,39.68499857934907
SpAbs_D,366.98639367885346
SpMAD_A,1.3228332859783023
SpMAD_D,12.23287978929512
SpMax_A,2.5025476990292987
SpMax_D,183.49319683942684
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,97.26999999999998
TpiPC10,8.772393030453305
VAdjMat,6.044394119358453
VE1_DzZ,5.4048687553935055
VE1_Dzi,5.403439356446226
VE1_Dzm,5.404938374122179
VE1_Dzp,5.409306120739727
VE1_Dzv,5.4126640069070575
VE2_DzZ,0.1801622918464502
VE2_Dzi,0.1801146452148742
VE2_Dzm,0.1801646124707393
VE2_Dzp,0.18031020402465756
VE2_Dzv,0.1804221335635686
VE3_DzZ,2.78591245739111
VE3_Dzi,2.785647957352654
VE3_Dzm,2.785925338051762
VE3_Dzp,2.786733114657353
VE3_Dzv,2.787353683044714
VR1_DzZ,190.8884628696558
VR1_Dzi,191.15410076921538
VR1_Dzm,190.8637657292388
VR1_Dzp,191.73546984610826
VR1_Dzv,190.7531694292841
VR2_DzZ,6.36294876232186
VR2_Dzi,6.371803358973846
VR2_Dzm,6.3621255243079595
VR2_Dzp,6.391182328203609
VR2_Dzv,6.358438980976136
VR3_DzZ,6.350301582108119
VR3_Dzi,6.351692201728286
VR3_Dzm,6.350172193784482
VR3_Dzp,6.354728949492049
VR3_Dzv,6.349592574313427
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.15703493602483995
Xch-7dv,0.18528559515285598
Xpc-4dv,1.7701474662398864
Xpc-5dv,2.370244563969988
Xpc-6dv,2.947124802535565
Zagreb1,160.0
Zagreb2,193.0
fragCpx,219.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,20
nBondsO,33
nBondsS,30
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.617863829787231
AATS1are,6.5065800000000005
AATS2are,6.501600000000001
AATS3are,6.414972807017542
AATS4are,6.607755462184877
AATS5are,6.72649
AATS6are,6.4337216494845375
AATS7are,6.177979999999999
AATS8are,6.322829213483145
AATSC0dv,4.461747397012225
AATSC0pe,0.15880516070620188
AATSC0se,0.10724491081937519
AATSC1dv,1.0578270710728837
AATSC1pe,-0.0035672883657764153
AATSC1se,-0.004715338053417826
AATSC2dv,0.3580273213857746
AATSC2pe,-0.0022318190291055594
AATSC2se,-0.0007168367267595096
AATSC3dv,0.23683416327146514
AATSC3pe,0.011511935225115746
AATSC3se,0.005689026470658317
AATSC4dv,-0.7115239033594425
AATSC4pe,-0.015005428898585282
AATSC4se,-0.013395130737129654
AATSC5dv,-0.9414379192559363
AATSC5pe,-0.026127539816453403
AATSC5se,-0.01392226091608713
AATSC6dv,0.24564457491144454
AATSC6pe,0.018194532208911086
AATSC6se,0.013789845048139529
AATSC7dv,0.6922951561792665
AATSC7pe,0.018803137166138583
AATSC7se,0.010136709606156664
AATSC8dv,0.31233818749650316
AATSC8pe,0.005445448904125649
AATSC8se,0.004574464748399053
AETA_eta,0.732961689867178
ATSC0are,8.32218723404255
ATSC1are,-0.29622046174739747
ATSC2are,-0.24164925305568177
ATSC3are,1.2053054323223178
ATSC4are,-2.0752421457673194
ATSC5are,-2.830078632865554
ATSC6are,2.276077410593028
ATSC7are,1.8493633318243583
ATSC8are,0.4678028972385714
BCUTZ-1h,9.00407094485511
BCUTZ-1l,5.670953841967882
BCUTc-1h,0.4692916908780847
BCUTc-1l,-0.40824266321331115
BCUTd-1h,3.300225667997001
BCUTd-1l,0.9113248127503308
BCUTi-1h,17.424773158744507
BCUTi-1l,10.93297365021013
BCUTm-1h,19.000142681666873
BCUTm-1l,11.683367356262748
BCUTp-1h,2.018465836001094
BCUTp-1l,0.545849650312656
BCUTs-1h,8.001922125800753
BCUTs-1l,1.365651806203884
BCUTv-1h,20.917003440459105
BCUTv-1l,13.30411886641608
BalabanJ,1.30838284591516
Diameter,16
ETA_beta,41.75
GATS1are,0.5903808532331413
GATS2are,0.7088361380158494
GATS3are,0.7991495195661389
GATS4are,1.2351261719343867
GATS5are,1.4445414657673965
GATS6are,0.8253081646696616
GATS7are,0.7024570387081137
GATS8are,1.0863749488060181
HybRatio,0.19047619047619047
Lipinski,True
LogEE_Dt,314.4966497940446
MATS1are,-0.03345841978939667
MATS2are,-0.016055613568903324
MATS3are,0.05971076539031854
MATS4are,-0.09848774480549724
MATS5are,-0.14530019354940102
MATS6are,0.1325182432120211
MATS7are,0.10444378881574733
MATS8are,0.029684741822444172
MAXssCH2,0.2991804346981115
MINssCH2,0.20578373015873064
NsssssAs,0
RotRatio,0.09090909090909091
SM1_Dzpe,1.780196115214998
SM1_Dzse,1.6200363731051548
SMR_VSA1,18.774026599890284
SMR_VSA2,5.261891554738487
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,26.1790256236503
SMR_VSA7,71.16898836698122
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,298.7364746151008
SpAD_Dzi,289.68914650271563
SpAD_Dzm,298.63734324231757
SpAD_Dzp,395.23722215801354
SpAD_Dzv,360.2126344493938
SpAbs_Dt,628.993299588089
SpDiam_A,4.910292882972059
SpDiam_D,282.01308212862
SpMAD_Dt,20.966443319602966
SpMax_Dt,314.4966497940446
SsssssAs,0
VE1_Dzpe,5.404466071529406
VE1_Dzse,5.4048969544542995
VE2_Dzpe,0.18014886905098018
VE2_Dzse,0.18016323181514332
VE3_Dzpe,2.78583795070393
VE3_Dzse,2.7859176747217256
VMcGowan,285.0900000000005
VR1_Dzpe,190.91657776814327
VR1_Dzse,190.89607293444038
VR2_Dzpe,6.363885925604776
VR2_Dzse,6.363202431148013
VR3_Dzpe,6.350448855693042
VR3_Dzse,6.350341447865225
mZagreb1,9.722222222222223
mZagreb2,6.666666666666668
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,39
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.17706781349026704
AATSC1are,-0.005924409234947949
AATSC2are,-0.0028429323888903737
AATSC3are,0.010572854669494015
AATSC4are,-0.017439009628296802
AATSC5are,-0.02572798757150504
AATSC6are,0.023464715573124
AATSC7are,0.018493633318243583
AATSC8are,0.005256212328523274
AETA_beta,1.3916666666666666
BCUTdv-1h,7.0040655655973705
BCUTdv-1l,1.8936780638277766
BCUTpe-1h,3.9886806642022066
BCUTpe-1l,2.2183698147879216
BCUTse-1h,4.009966480325947
BCUTse-1l,2.4139584612315175
ETA_alpha,13.885714285714286
ETA_dBeta,2.25
ETA_eta_B,0.40697450932555057
ETA_eta_F,34.89039362392341
ETA_eta_L,6.024486692413676
ETA_eta_R,56.87924431993875
ETA_psi_1,0.5337726523887976
LabuteASA,170.85537676488713
LogEE_DzZ,149.3824817807963
LogEE_Dzi,144.8104660248053
LogEE_Dzm,149.33521344622818
LogEE_Dzp,196.13405370643565
LogEE_Dzv,179.5021289022072
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,24.26546827384644
PEOE_VSA8,43.32554490142516
PEOE_VSA9,16.643603701010253
SM1_Dzare,1.9900577693538684
SpAD_Dzpe,296.49244845919145
SpAD_Dzse,299.12335828702084
SpAbs_DzZ,297.3023476309738
SpAbs_Dzi,288.1515896221312
SpAbs_Dzm,297.17650167472755
SpAbs_Dzp,399.58592214647956
SpAbs_Dzv,362.025199416863
SpDiam_Dt,449.3374441425655
SpMAD_DzZ,9.957882487170027
SpMAD_Dzi,9.656304883423854
SpMAD_Dzm,9.954578108077252
SpMAD_Dzp,13.174574071933785
SpMAD_Dzv,12.007087814979794
SpMax_DzZ,149.3824817807963
SpMax_Dzi,144.8104660248053
SpMax_Dzm,149.33521344622818
SpMax_Dzp,196.13405370643565
SpMax_Dzv,179.5021289022072
VE1_Dzare,5.403820338608254
VE2_Dzare,0.18012734462027513
VE3_Dzare,2.785718462211968
VR1_Dzare,190.94982554082145
VR2_Dzare,6.364994184694049
VR3_Dzare,6.350622988701205
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46285714285714286
AETA_dBeta,0.075
AETA_eta_B,0.013565816977518352
AETA_eta_F,1.163013120797447
AETA_eta_L,0.20081622308045588
AETA_eta_R,1.895974810664625
BCUTare-1h,4.107726190868046
BCUTare-1l,2.1689895211803156
ETA_beta_s,19.75
ETA_dPsi_A,0.1802273476112024
ETA_dPsi_B,0.0
ETA_eta_BR,0.7509745093255505
ETA_eta_FL,8.482752360633869
ETA_eta_RL,14.507239053047545
LogEE_Dzpe,148.2563694268139
LogEE_Dzse,149.57536969156544
PEOE_VSA10,11.886442153838168
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.56042801136641
SlogP_VSA3,4.794537184071822
SlogP_VSA4,17.148333708576654
SlogP_VSA5,26.27942884323463
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,293.428156670976
SpAbs_Dzpe,294.94961182600514
SpAbs_Dzse,297.71932676366293
SpDiam_DzZ,235.93649580307914
SpDiam_Dzi,227.90667696102116
SpDiam_Dzm,235.90385898226276
SpDiam_Dzp,311.50017607117786
SpDiam_Dzv,286.0484203415242
SpMAD_Dzpe,9.883081615306383
SpMAD_Dzse,9.970778609567361
SpMax_Dzpe,148.2563694268139
SpMax_Dzse,149.57536969156544
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6583333333333333
AETA_eta_BR,0.02503248364418502
AETA_eta_FL,0.28275841202112895
AETA_eta_RL,0.4835746351015848
DetourIndex,4571
EState_VSA1,17.507645516762338
EState_VSA2,41.0265204566517
EState_VSA3,18.652964303522147
EState_VSA4,6.06636706846161
EState_VSA5,17.163120370925164
EState_VSA6,29.165378004696915
EState_VSA7,12.135588381253884
EState_VSA8,4.9839785209472085
EState_VSA9,5.261891554738487
ETA_beta_ns,22.0
ETA_shape_p,0.12139917695473249
ETA_shape_x,0.0
ETA_shape_y,0.38168724279835387
GhoseFilter,True
LogEE_Dzare,146.72150974625532
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,291.703439937536
SpDiam_Dzpe,234.03521172669295
SpDiam_Dzse,236.23951126071879
SpMAD_Dzare,9.780938555699201
SpMax_Dzare,146.72150974625532
TopoPSA(NO),97.26999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.312975412411184
VSA_EState9,66.6870245875888
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7333333333333333
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03714285714285713
FilterItLogS,-4.501197283219846
SpDiam_Dzare,231.46549898736163
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6620060790273556
ETA_epsilon_2,0.8671428571428569
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5789227166276343
ETA_epsilon_5,0.8488479262672809
AETA_beta_ns_d,0.016666666666666666
ETA_dEpsilon_A,0.2191489361702132
ETA_dEpsilon_B,0.08308336239972136
ETA_dEpsilon_C,-0.13606557377049183
ETA_dEpsilon_D,0.018294930875575988
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,0.0,0.0,0.0,14.66002988634175,23.445100049063623,0.0,10.440645785422522,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.25,0.21320071635561041,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,57.41848099999998
BCUTDescriptor,"11.850000000000021,18.998408193037903,-0.28313372836271605,0.2745994015590877,4.495254849414267,10.268877784285259"
BPolDescriptor,27.941518999999996
TPSADescriptor,97.26999999999998
ALOGPDescriptor,"2.525599999999999,6.3786553599999944,107.8286"
XLogPDescriptor,2.7159999999999997
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,404.12846876000003
ChiPathDescriptor,"21.250347897697544,14.507239053047547,12.855672073348975,11.803577560409819,9.5456453819744,7.4516285904176085,5.033706497007347,3.526536533726096,15.89157940916389,9.38580360375324,6.938650763027357,5.218830333074613,3.6139857820929566,2.395204187289286,1.279559838751535,0.7739070821302027"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4076176281715213,0.678610901734976,0.0,0.0,0.036084391824351615,0.15703493602483998,0.185285595152856"
AtomCountDescriptor,47
BondCountDescriptor,33
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.8629958343388282,0.0,0.7156843100388812,0.0,0.7731503001652275,0.0,0.15025441309008847,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,3,10,4,4,0,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"61.318641475001094,2.0439547158333697,22.746674164710537,7.704012344015916,12.472774674800798"
FractionalPSADescriptor,0.2406907889920662
WienerNumbersDescriptor,"2659.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.492954413493262,8.796727978468551,12.4269103057579,1.770147466239886,2.370244563969987,2.6672081730619506"
FractionalCSP3Descriptor,0.18181818181818182
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,8,0,0,1,3,4,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,10.29244001810774,4.859504132231405"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1630.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.19047619047619047
AutocorrelationDescriptorMass,"35.26537245077141,36.07369844154685,52.260680657518236,59.91773146127656,58.150369509548206"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.7581422391803847,-0.337849132283092,-0.05634963821869585,0.1791642360876112,-0.21235777524219104"
EccentricConnectivityIndexDescriptor,804
AutocorrelationDescriptorPolarizability,"1945.9741543847451,2321.0698437529054,3292.3285284145863,3365.415321884634,3006.64306369414"
