DLiP-ID,C0020B
DLiP-Mol-ID,27500
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H15N3O2/c1-24-15-9-5-6-13(12-15)16-10-11-20-18-17(16)19(23)22(21-18)14-7-3-2-4-8-14/h2-12H,1H3,(H,20,21)"
Standard Inchi Key(RDKit),AOCZRTXNBRICQU-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(-c2ccnc3[nH]n(-c4ccccc4)c(=O)c23)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),317.348
MW Monoisotopic(RDKit),317.11642672
MolLogP(RDKit),3.3894
XLogP(SDF),
XLogP(CDK),4.396
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),59.91
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.629887838024498
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,621468.8651353696
qed,0.629887838024498
Chi0,16.518297090128677
Chi1,11.77518824547867
TPSA,59.91
Chi0n,13.061776733013529
Chi0v,13.061776733013529
Chi1n,7.573181937171827
Chi1v,7.573181937171827
Chi2n,5.401990425146463
Chi2v,5.401990425146463
Chi3n,3.980774232048604
Chi3v,3.980774232048604
Chi4n,2.821557998892871
Chi4v,2.821557998892871
MolMR,93.67870000000003
MolWt,317.34800000000007
fr_SH,0
Kappa1,14.264871492380433
Kappa2,5.69835728096763
Kappa3,2.2675802564459437
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1064.8670998531502
MolLogP,3.389400000000001
NOCount,5
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.9807288003200874
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,14.76446326439343
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,77.21431833535301
SMR_VSA8,0.0
SMR_VSA9,22.56380109136146
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,137.69414694521487
NHOHCount,1
PEOE_VSA1,4.736862953800049
PEOE_VSA2,9.893218992372859
PEOE_VSA3,9.665781456092393
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,41.45873832570204
