DLiP-ID,I000E7
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,388.1092927400005
MZ,0.7234042553191485
Mi,1.1213053353893863
Mm,0.6880891098053736
Mp,0.6902262708625304
Mv,0.6530905413774136
SZ,33.99999999999998
Si,52.70135076330116
Sm,32.34018816085256
Sp,32.44063473053893
Sv,30.695255444738443
nB,0
nC,19
nF,0
nH,20
nI,0
nN,2
nO,5
nP,0
nS,1
nX,0
ABC,20.819343484189847
AMW,8.25764452638299
IC0,1.7086564021539739
IC1,3.547726747050822
IC2,4.306268969484934
IC3,4.894598425961598
IC4,4.979704808940323
IC5,5.107364383408408
MID,54.34090893318648
Mpe,0.9871506049228198
Mse,1.0198896654321183
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,101.76750000000001
SdO,26.00321570294785
SdS,0
Spe,46.39607843137253
SsF,0
SsI,0
Sse,47.93481427530956
StN,0
fMF,0.40425531914893614
nBr,0
nCl,0
AMID,2.0126262567846847
BIC0,0.2904572634811374
BIC1,0.603083803875485
BIC2,0.7320296222889277
BIC3,0.8320406975045973
BIC4,0.8465080691034839
BIC5,0.8682091265018133
CIC0,3.845932449523664
CIC1,2.0068621046268156
CIC2,1.2483198821927033
CIC3,0.6599904257160398
CIC4,0.574884042737315
CIC5,0.4472244682692299
GGI1,7.0
GGI2,3.7777777777777795
GGI3,3.0347222222222223
GGI4,1.7833333333333337
GGI5,1.2638888888888888
GGI6,0.9876643990929705
GGI7,0.4219458616780045
GGI8,0.27966742252456533
GGI9,0.15500771604938274
JGI1,0.24137931034482754
JGI2,0.08994708994708997
JGI3,0.06897095959595959
JGI4,0.04053030303030303
JGI5,0.03159722222222222
JGI6,0.026693632407918114
JGI7,0.010819124658410374
JGI8,0.010756439327867899
JGI9,0.007381319811875367
MIC0,18.879792941085718
MIC1,36.13535923338981
MIC2,42.43693327130124
MIC3,44.13609702300419
MIC4,44.690097023004185
MIC5,44.81877787406802
MPC2,42
MPC3,55
MPC4,72
MPC5,82
MPC6,86
MPC7,103
MPC8,102
MPC9,102
Mare,1.00068085106383
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.21020319077764638
RPCG,0.11219696051491401
SIC0,0.3076116788802312
SIC1,0.638701952886992
SIC2,0.7752633155169214
SIC3,0.881181048077626
SIC4,0.8965028631122384
SIC5,0.9194855856641566
SaaN,3.928596492949501
SaaO,5.192712266807616
SaaS,0
Sare,47.03200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.401685594131031
SssS,0
StCH,0
StsC,0
TIC0,80.30685090123677
TIC1,166.74315711138863
TIC2,202.39464156579191
TIC3,230.0461260201951
TIC4,234.04612602019517
TIC5,240.04612602019517
Vabc,330.7728102030775
WPol,44
apol,54.175859999999986
bpol,32.49814
nRot,6
ABCGG,17.72458831930697
ATS0Z,1378.0
ATS0d,162.0
ATS0i,7564.512168027581
ATS0m,5461.415282000003
ATS0p,75.92737809697998
ATS0s,236.3272462277092
ATS0v,10833.85548988767
ATS1Z,1577.0
ATS1d,196.0
ATS1i,7103.829495826395
ATS1m,6078.030837000004
ATS1p,93.23961419000005
ATS1s,153.99845679012347
ATS1v,13454.38305936224
ATS2Z,2106.0
ATS2d,309.0
ATS2i,12642.566331529719
ATS2m,8023.352918999997
ATS2p,132.44165698418797
ATS2s,324.9413580246912
ATS2v,19138.756944741326
ATS3Z,2400.0
ATS3d,332.0
ATS3i,14004.573599080284
ATS3m,9008.457066999998
ATS3p,153.09169741254698
ATS3s,326.2762345679011
ATS3v,21700.20365299157
ATS4Z,2565.0
ATS4d,348.0
ATS4i,16876.844203174183
ATS4m,9452.669543000004
ATS4p,167.01977524709397
ATS4s,426.60802469135814
ATS4v,22886.209164552994
ATS5Z,2395.0
ATS5d,334.0
ATS5i,18474.95556462024
ATS5m,8629.579491999993
ATS5p,165.6242572590371
ATS5s,414.7608024691356
ATS5v,22306.35977088383
ATS6Z,2288.0
ATS6d,315.0
ATS6i,19974.984881629647
ATS6m,8358.504048000003
ATS6p,149.40628913116808
ATS6s,416.9305555555553
ATS6v,20145.01303836327
ATS7Z,2087.0
ATS7d,276.0
ATS7i,15200.600102143851
ATS7m,7643.855831
ATS7p,130.32334559128196
ATS7s,409.91666666666674
ATS7v,18381.382112625142
ATS8Z,1496.0
ATS8d,238.0
ATS8i,15399.9208564832
ATS8m,5074.755462
ATS8p,117.75440235654699
ATS8s,357.19444444444446
ATS8v,16583.31748943686
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.21052631578947367
GGI10,0.11988572594633201
JGI10,0.007992381729755468
JGT10,0.5360677830762296
Kier1,21.702734839476815
Kier2,9.212018140589569
Kier3,4.950743801652893
MAXdO,13.001607851473924
MID_C,38.79376125381313
MID_N,4.011350315097278
MID_O,9.284458053970283
MID_X,0.0
MID_h,15.54714767937335
MINdO,13.001607851473924
MPC10,96
MWC01,29.0
MWC02,4.962844630259907
MWC03,5.820082930352362
MWC04,6.7226297948554485
MWC05,7.597396320212795
MWC06,8.504107951867582
MWC07,9.386560016578668
MWC08,10.294549430333548
MWC09,11.181792946644501
MWC10,12.090229601871842
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,8
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.7764400000000027
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.424950017481403
SRW05,2.3978952727983707
SRW06,6.966967138613983
SRW07,4.727387818712341
SRW08,8.596189197642735
SRW09,6.78332520060396
SRW10,10.272254097528252
SaaCH,11.613771754773738
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.9250908374266977
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,6.527952908408771
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.558886290627362
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.437877463415247
VE1_D,5.117637359353621
VE2_A,0.16436583197834248
VE2_D,0.18954212442050447
VE3_A,2.4834279863723197
VE3_D,2.6259446523081373
VR1_A,256.7367475623438
VR1_D,163.27884268216383
VR2_A,9.508768428234955
VR2_D,6.0473645437838455
VR3_A,6.541303004371287
VR3_D,6.088711203552921
WPath,1821
Xc-3d,2.4924252015490462
Xc-4d,0.2041241452319315
Xc-5d,0.5561337577825363
Xc-6d,0.08333333333333333
Xp-0d,19.604083527755577
Xp-1d,12.851703735303989
Xp-2d,11.956831868930681
Xp-3d,9.781464022832816
Xp-4d,8.315780413795347
Xp-5d,6.121519038763298
Xp-6d,3.8196094307862567
Xp-7d,3.0523298055841748
ZMIC0,89.06865579070079
ZMIC1,49.034058432372724
ZMIC2,33.512414320735296
ZMIC3,28.75486272391671
ZMIC4,27.696049023416986
ZMIC5,26.941724037944294
nAcid,0
nAtom,47
nBase,0
nRing,3
piPC1,3.7013019741124933
piPC2,4.37260741275739
piPC3,4.919068100570765
piPC4,5.508628939046869
piPC5,5.937536205082426
piPC6,6.187879038680167
piPC7,6.63121919194061
piPC8,6.891594138417872
piPC9,7.144444176479709
AATS0Z,29.319148936170212
AATS0d,3.4468085106382977
AATS0i,160.94706740484213
AATS0m,116.20032514893623
AATS0p,1.6154761297229783
AATS0s,5.028239281440621
AATS0v,230.50756361463127
AATS1Z,32.183673469387756
AATS1d,4.0
AATS1i,144.97611215972233
AATS1m,124.0414456530613
AATS1p,1.9028492691836745
AATS1s,3.14282564877803
AATS1v,274.5792461094335
AATS2Z,25.682926829268293
AATS2d,3.768292682926829
AATS2i,154.1776381893868
AATS2m,97.84576730487801
AATS2p,1.6151421583437557
AATS2s,3.9626994881059905
AATS2v,233.39947493586982
AATS3Z,26.08695652173913
AATS3d,3.608695652173913
AATS3i,152.22362607695962
AATS3m,97.91801159782607
AATS3p,1.664040189266815
AATS3s,3.546480810520664
AATS3v,235.8717788368649
AATS4Z,23.53211009174312
AATS4d,3.1926605504587156
AATS4i,154.83343305664388
AATS4m,86.72173892660554
AATS4p,1.532291516028385
AATS4s,3.9138350889115427
AATS4v,209.96522169314673
AATS5Z,20.296610169491526
AATS5d,2.830508474576271
AATS5i,156.56742003915457
AATS5m,73.13202959322028
AATS5p,1.4035954005003144
AATS5s,3.514922054823183
AATS5v,189.03694721087993
AATS6Z,18.75409836065574
AATS6d,2.581967213114754
AATS6i,163.72938427565285
AATS6m,68.5123282622951
AATS6p,1.2246417141899022
AATS6s,3.4174635701275027
AATS6v,165.12305769150223
AATS7Z,21.739583333333332
AATS7d,2.875
AATS7i,158.33958439733178
AATS7m,79.62349823958333
AATS7p,1.357534849909187
AATS7s,4.269965277777779
AATS7v,191.47273033984524
AATS8Z,15.74736842105263
AATS8d,2.5052631578947366
AATS8i,162.10443006824423
AATS8m,53.41847854736842
AATS8p,1.2395200248057578
AATS8s,3.7599415204678364
AATS8v,174.56123673091432
AMID_C,1.4368059723634492
AMID_N,0.14856853018878807
AMID_O,0.3438688168137142
AMID_X,0.0
AMID_h,0.5758202844212351
ATS0dv,416.44444444444446
ATS0pe,304.65509999999983
ATS0se,373.5447849999999
ATS1dv,358.33333333333337
ATS1pe,325.8147000000001
ATS1se,390.25870799999973
ATS2dv,584.3333333333334
ATS2pe,541.4723
ATS2se,656.9167620000001
ATS3dv,524.6666666666666
ATS3pe,611.6097
ATS3se,740.2964660000001
ATS4dv,584.0
ATS4pe,719.8283999999999
ATS4se,877.1604859999999
ATS5dv,503.3333333333333
ATS5pe,755.7221999999999
ATS5se,932.1660520000003
ATS6dv,544.3333333333333
ATS6pe,768.6181000000003
ATS6se,959.090134
ATS7dv,544.0
ATS7pe,632.2192999999999
ATS7se,775.9334679999998
ATS8dv,293.0
ATS8pe,633.4346000000003
ATS8se,778.3849600000001
ATSC0Z,492.55319148936155
ATSC0c,1.0576997699571615
ATSC0d,32.553191489361694
ATSC0i,71.68771640374163
ATSC0m,2251.1157108510643
ATSC0p,13.48006305996723
ATSC0s,80.21678997752679
ATSC0v,2343.7049123626293
ATSC1Z,117.23177908555914
ATSC1c,-0.40733753819639795
ATSC1d,15.636034404708012
ATSC1i,-7.47549178581122
ATSC1m,506.58424258080703
ATSC1p,-1.557356650127108
ATSC1s,-18.216476732546287
ATSC1v,-8.394672527263985
ATSC2Z,135.07741059302862
ATSC2c,-0.04881740394479896
ATSC2d,5.439112720688099
ATSC2i,12.444250687467298
ATSC2m,652.2570688343144
ATSC2p,4.423350024019639
ATSC2s,34.827389712617226
ATSC2v,903.628300304026
ATSC3Z,-42.27433227704835
ATSC3c,-0.3356986412828297
ATSC3d,-13.721140787686736
ATSC3i,-6.12409379359407
ATSC3m,-202.6664239850603
ATSC3p,-0.1592218381084285
ATSC3s,-20.195146228081786
ATSC3v,-206.93755273335398
ATSC4Z,-142.96378451788132
ATSC4c,0.6690758429673818
ATSC4d,-15.623358985966497
ATSC4i,-15.526912207885946
ATSC4m,-666.3174312716155
ATSC4p,-3.141315886761068
ATSC4s,12.098512654926434
ATSC4v,-963.1280426738194
ATSC5Z,-212.85694884563148
ATSC5c,-0.46506423771534666
ATSC5d,3.462200090538707
ATSC5i,-38.17279215763835
ATSC5m,-975.4565305622447
ATSC5p,-6.832690572828391
ATSC5s,-24.817033533164313
ATSC5v,-1048.312599690405
ATSC6Z,215.58533272974194
ATSC6c,-0.37888403155463374
ATSC6d,0.4576731552738773
ATSC6i,18.259363865168304
ATSC6m,995.065648982345
ATSC6p,4.4984502113573015
ATSC6s,-17.00565090684636
ATSC6v,990.2236472716942
ATSC7Z,-128.00226346763242
ATSC7c,0.6947174841892934
ATSC7d,-17.21502942507922
ATSC7i,-9.076913408463389
ATSC7m,-518.1251086106831
ATSC7p,-6.481535222340863
ATSC7s,56.430679091520446
ATSC7v,-137.70427582023848
ATSC8Z,-434.0117700316885
ATSC8c,-0.1327855072997853
ATSC8d,-4.862833861475782
ATSC8i,21.940990661425076
ATSC8m,-2018.6956673798104
ATSC8p,1.4230414079013105
ATSC8s,-89.06732050298037
ATSC8v,-1004.5326952656741
AXp-0d,0.726077167694651
AXp-1d,0.44316219776910304
AXp-2d,0.2846864730697781
AXp-3d,0.1778448004151421
AXp-4d,0.11549695019160204
AXp-5d,0.07465267120443046
AXp-6d,0.0444140631486774
AXp-7d,0.02963426995712791
GATS1Z,0.8033525807731302
GATS1c,1.3714581384105573
GATS1d,0.7786314525810325
GATS1i,1.2720793699340764
GATS1m,0.7932828397338735
GATS1p,1.3013109345968634
GATS1s,0.7919397917396476
GATS1v,0.9777964736126213
GATS2Z,0.7904061528736239
GATS2c,1.229735085162345
GATS2d,1.111501673840268
GATS2i,0.9536742311260127
GATS2m,0.7769845602026881
GATS2p,0.8256110151990879
GATS2s,0.6314652590431082
GATS2v,0.7286847693651186
GATS3Z,1.0607991360691147
GATS3c,1.2781455189498148
GATS3d,1.4361111111111116
GATS3i,1.1480816941326852
GATS3m,1.0484293121288375
GATS3p,1.0889164067891928
GATS3s,1.0961438493255082
GATS3v,0.9835170502731666
GATS4Z,1.2325032199258925
GATS4c,0.8203700240736871
GATS4d,1.3352881213647543
GATS4i,1.1683949118893266
GATS4m,1.2157241015806253
GATS4p,1.2167434874101002
GATS4s,1.0939512723608176
GATS4v,1.1280943282795586
GATS5Z,1.3292378372442073
GATS5c,1.0547744301494855
GATS5d,1.0119031793508366
GATS5i,1.2429217477024834
GATS5m,1.309825164302977
GATS5p,1.3391622259751903
GATS5s,1.457053069429004
GATS5v,1.1641405749448366
GATS6Z,0.9082650568282409
GATS6c,1.0340985499495963
GATS6d,0.9960998607093113
GATS6i,0.8605609506257146
GATS6m,0.90244146095405
GATS6p,0.8684641615664369
GATS6s,1.5225752846655087
GATS6v,0.8213609385243188
GATS7Z,1.422752429805616
GATS7c,0.9087650312601588
GATS7d,1.4572303921568632
GATS7i,1.0962840585165214
GATS7m,1.3771200834224624
GATS7p,1.442668476524925
GATS7s,0.9814644821378439
GATS7v,1.0071572828488582
GATS8Z,1.1782002955553035
GATS8c,1.3311753901918264
GATS8d,0.8627175782593742
GATS8i,0.7778085246367404
GATS8m,1.205853599565596
GATS8p,0.6902079925050054
GATS8s,2.304179937646935
GATS8v,1.0724915516838165
MATS1Z,0.22829373650108012
MATS1c,-0.36939737279608414
MATS1d,0.460717620381486
MATS1i,-0.10002229156975062
MATS1m,0.21585178068730293
MATS1p,-0.11081484307051387
MATS1s,-0.2178215692112403
MATS1v,-0.0034356001004224412
MATS2Z,0.15718590317652653
MATS2c,-0.02645430010845643
MATS2d,0.09576757532281216
MATS2i,0.09949654738496644
MATS2m,0.16607527529701846
MATS2p,0.18808033453450906
MATS2s,0.24885115012242684
MATS2v,0.22098912339377336
MATS3Z,-0.04384637055122539
MATS3c,-0.16214262665782198
MATS3d,-0.215331059960216
MATS3i,-0.0436422484999206
MATS3m,-0.04599324122093574
MATS3p,-0.0060342144428933014
MATS3s,-0.1286150390202871
MATS3v,-0.0451072560519011
MATS4Z,-0.12515386292032415
MATS4c,0.27276227246492735
MATS4d,-0.20694369490915634
MATS4i,-0.09339243765759427
MATS4m,-0.127630572065322
MATS4p,-0.10048264231526682
MATS4s,0.06503364023719521
MATS4v,-0.17719540586388619
MATS5Z,-0.17212761284182015
MATS5c,-0.17513235407334646
MATS5d,0.04236180347845356
MATS5i,-0.21209236363033257
MATS5m,-0.1725941026481104
MATS5p,-0.20189040552296958
MATS5s,-0.12322545750502754
MATS5v,-0.17815734252944745
MATS6Z,0.16861806465318843
MATS6c,-0.1380009001599068
MATS6d,0.005416264866602353
MATS6i,0.09812483153990492
MATS6m,0.17029109667028805
MATS6p,0.1285609347630348
MATS6s,-0.08167064922951119
MATS6v,0.1627677613361419
MATS7Z,-0.12723047156227507
MATS7c,0.3215677182648125
MATS7d,-0.25890522875816996
MATS7i,-0.061989776572958205
MATS7m,-0.11268430873391755
MATS7p,-0.23540332156864271
MATS7s,0.3444106898272822
MATS7v,-0.028765446543508332
MATS8Z,-0.4359358872342845
MATS8c,-0.0621101416723404
MATS8d,-0.0739043687650499
MATS8i,0.15142087064622903
MATS8m,-0.4436569452369392
MATS8p,0.05222757558315409
MATS8s,-0.5493224659421913
MATS8v,-0.2120485948660815
MAXaaN,3.928596492949501
MAXaaO,5.192712266807616
MAXssO,5.264190995842782
MINaaN,3.928596492949501
MINaaO,5.192712266807616
MINssO,5.137494598288249
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,-3.9019118480725603
SdssSe,0
SdsssP,0
SpAD_A,34.08585458369042
SpAD_D,279.1476236076977
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,796
TMWC10,132.56019362297667
TSRW10,76.24650618728676
VE1_Dt,5.125769151608829
VE2_Dt,0.18984330191143808
VE3_Dt,2.6275323651368225
VR1_Dt,161.61970811054755
VR2_Dt,5.985915115205465
VR3_Dt,6.07849786779086
Xc-3dv,1.2008999255290465
Xc-4dv,0.05103103630798288
Xc-5dv,0.21759793407088152
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.39938036036274127
Xch-7d,0.5251716296760219
Xp-0dv,16.254651803538245
Xp-1dv,9.619195948358648
Xp-2dv,7.553087838125716
Xp-3dv,5.499637859055425
Xp-4dv,4.079601894357922
Xp-5dv,2.6417908167828172
Xp-6dv,1.5777799123548482
Xp-7dv,1.0927996823133108
Xpc-4d,5.025686682716909
Xpc-5d,8.665814585425803
Xpc-6d,12.489703712521564
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,0
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.31176098935395
AATS0dv,8.860520094562649
AATS0pe,6.482023404255315
AATS0se,7.947761382978721
AATS1dv,7.312925170068028
AATS1pe,6.649279591836736
AATS1se,7.964463428571423
AATS2dv,7.1260162601626025
AATS2pe,6.603320731707317
AATS2se,8.011180024390244
AATS3dv,5.702898550724638
AATS3pe,6.64793152173913
AATS3se,8.046700717391305
AATS4dv,5.3577981651376145
AATS4pe,6.603930275229357
AATS4se,8.04734390825688
AATS5dv,4.265536723163842
AATS5pe,6.404425423728813
AATS5se,7.899712305084748
AATS6dv,4.461748633879781
AATS6pe,6.30014836065574
AATS6se,7.861394540983607
AATS7dv,5.666666666666667
AATS7pe,6.585617708333332
AATS7se,8.082640291666666
AATS8dv,3.0842105263157893
AATS8pe,6.66773263157895
AATS8se,8.193525894736844
AATSC0Z,10.479855138071523
AATSC0c,0.022504250424620457
AATSC0d,0.692621095518334
AATSC0i,1.5252705617817368
AATSC0m,47.89607895427796
AATSC0p,0.28680985233972833
AATSC0s,1.706740212287804
AATSC0v,49.866061965162324
AATSC1Z,2.392485287460391
AATSC1c,-0.008313010983599958
AATSC1d,0.3191027429532247
AATSC1i,-0.15256105685329022
AATSC1m,10.338453930220552
AATSC1p,-0.03178278877810425
AATSC1s,-0.3717648312764548
AATSC1v,-0.17131984749518336
AATSC2Z,1.6472854950369344
AATSC2c,-0.0005953341944487677
AATSC2d,0.06633064293522072
AATSC2i,0.15175915472521095
AATSC2m,7.954354497979444
AATSC2p,0.05394329297584925
AATSC2s,0.42472426478801495
AATSC2v,11.019857320780805
AATSC3Z,-0.4595036117070473
AATSC3c,-0.0036488982748133668
AATSC3d,-0.14914283464876887
AATSC3i,-0.06656623688689206
AATSC3m,-2.20289591288109
AATSC3p,-0.0017306721533524836
AATSC3s,-0.21951245900088898
AATSC3v,-2.2493212253625434
AATSC4Z,-1.311594353375058
AATSC4c,0.006138310485939282
AATSC4d,-0.14333356867859173
AATSC4i,-0.14244873585216464
