DLiP-ID,P00066
DLiP-Mol-ID,23522
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H24Cl2N2O6S/c1-4-29(24,25)21-11-5-7-22(8-6-11)14(23)10-26-15-12(19)9-13(20)16-17(15)28-18(2,3)27-16/h9,11,21H,4-8,10H2,1-3H3"
Standard Inchi Key(RDKit),HZLWQWJVRYNNLF-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCS(=O)(=O)NC1CCN(C(=O)COc2c(Cl)cc(Cl)c3c2OC(C)(C)O3)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),467.371
MW Monoisotopic(RDKit),466.073212848
MolLogP(RDKit),2.8098
XLogP(SDF),
XLogP(CDK),2.97
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),94.17
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.691822749913122
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,KRAS/SOS1
Common Target Pref Name,KRAS/SOS1
RDKit Descriptors
Ipc,2097596.0421534185
qed,0.691822749913122
Chi0,21.396976746569027
Chi1,13.510769012897681
TPSA,94.17000000000002
Chi0n,16.458221800263992
Chi0v,18.786576273228626
Chi1n,9.316761578431349
Chi1v,11.724955750769958
Chi2n,7.396548996050991
Chi2v,10.253497531324474
Chi3n,4.709350882974166
Chi3v,6.7233841047925775
Chi4n,3.20628735188121
Chi4v,4.655363334484143
MolMR,109.49050000000004
MolWt,467.37100000000027
fr_SH,0
Kappa1,22.26936716464581
Kappa2,8.37157968062557
Kappa3,5.198543098323531
fr_ArN,0
