DLiP-ID,C0051H
DLiP-Mol-ID,34223
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23N3O4S/c1-12-9-13(2)22-19-18(12)20(25)23(28-19)11-17(24)21-8-7-14-10-15(26-3)5-6-16(14)27-4/h5-6,9-10H,7-8,11H2,1-4H3,(H,21,24)"
Standard Inchi Key(RDKit),RYJAPIBOQYMFQJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(OC)c(CCNC(=O)Cn2sc3nc(C)cc(C)c3c2=O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),401.488
MW Monoisotopic(RDKit),401.140927216
MolLogP(RDKit),2.45094
XLogP(SDF),
XLogP(CDK),2.274
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),82.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.657605116917173
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1
Common Target Pref Name,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1
RDKit Descriptors
Ipc,1990272.334307263
qed,0.6576051169171735
Chi0,20.258784066134833
Chi1,13.422253953220078
TPSA,82.44999999999999
Chi0n,16.36639006363738
Chi0v,17.182886644565105
Chi1n,8.882783964871248
Chi1v,9.65618062700522
Chi2n,6.471471897425965
Chi2v,7.481517489910223
Chi3n,4.439829299043794
Chi3v,5.423485963035762
Chi4n,3.1035471822907787
Chi4v,4.192704312087213
MolMR,109.61370000000004
MolWt,401.48800000000017
fr_SH,0
Kappa1,19.879595570548158
Kappa2,8.431190296043468
Kappa3,4.16833879863784
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1071.2334269830458
MolLogP,2.45094
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.6562868591459485
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,14.257428233214135
SMR_VSA4,0.0
SMR_VSA5,26.813052428219834
SMR_VSA6,20.764351488467643
SMR_VSA7,51.44010333121272
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
