DLiP-ID,T007XG
BIC3,0.8940512507728083
BIC4,0.8940512507728083
BIC5,0.8940512507728083
CIC0,4.085447247260407
CIC1,2.0283268613911094
CIC2,0.908621244564312
CIC3,0.3773615909484276
CIC4,0.3773615909484276
CIC5,0.3773615909484276
GGI1,6.5
GGI2,2.4444444444444455
GGI3,1.6041666666666665
GGI4,1.3705555555555557
GGI5,0.7780555555555555
GGI6,0.6174149659863944
GGI7,0.3594458616780045
GGI8,0.21670288485764674
GGI9,0.13031635802469135
JGI1,0.19696969696969696
JGI2,0.054320987654321015
JGI3,0.04010416666666666
JGI4,0.036067251461988296
JGI5,0.020475146198830407
JGI6,0.016686890972605256
JGI7,0.011232683177437641
JGI8,0.00866811539430587
JGI9,0.00566592860976919
MIC0,18.329295403698463
MIC1,38.64895673357861
MIC2,44.02419557317368
MIC3,44.55970530401849
MIC4,44.55970530401849
MIC5,44.55970530401849
MPC2,45
MPC3,56
MPC4,73
MPC5,84
MPC6,86
MPC7,93
MPC8,100
MPC9,101
Mare,0.9875636363636366
NaaN,4
NaaO,1
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.19043726461087615
RPCG,0.12011181983141966
SIC0,0.2933414543116751
SIC1,0.649160930663745
SIC2,0.8428360645958902
SIC3,0.9347278824277887
SIC4,0.9347278824277887
SIC5,0.9347278824277887
SaaN,17.49473733694804
SaaO,5.386714130109242
SaaS,1.5086734994285946
Sare,54.31600000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.240749894692103
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,93.27518564453392
TIC1,206.4168068673453
TIC2,268.00061579281913
TIC3,297.21989674169276
TIC4,297.21989674169276
TIC5,297.21989674169276
Vabc,368.41814959322875
WPol,40
apol,62.54582499999999
bpol,34.134175000000006
nRot,9
ABCGG,17.786766212591477
ATS0Z,1474.0
ATS0d,181.0
ATS0i,9005.506757153826
ATS0m,5831.675989000003
ATS0p,86.07183462122497
ATS0s,222.92009602194787
ATS0v,12133.468981277316
ATS1Z,1571.0
ATS1d,226.0
ATS1i,8551.137077145153
ATS1m,5990.341223000001
ATS1p,108.19917941600002
ATS1s,177.74382716049382
ATS1v,15463.441585031658
ATS2Z,2360.0
ATS2d,358.0
ATS2i,15873.901794100739
ATS2m,8856.071701
ATS2p,164.67167249333903
ATS2s,305.4290123456789
ATS2v,22532.382081130407
ATS3Z,2202.0
ATS3d,383.0
ATS3i,21402.745172108123
ATS3m,7761.700301999999
ATS3p,180.965621043527
ATS3s,325.4074074074073
ATS3v,23594.0718150975
ATS4Z,2183.0
ATS4d,383.0
ATS4i,21822.514221354206
ATS4m,7641.294812
ATS4p,176.980262321829
ATS4s,343.1975308641974
ATS4v,23074.10716023679
ATS5Z,2319.0
ATS5d,352.0
ATS5i,20269.787844189737
ATS5m,8366.721758000002
ATS5p,156.907687190131
ATS5s,353.0555555555555
ATS5v,21504.4166454337
ATS6Z,2128.0
ATS6d,307.0
ATS6i,18402.59684543616
ATS6m,7745.884387000003
ATS6p,142.84992117698005
ATS6s,400.8395061728395
ATS6v,19449.462507988115
ATS7Z,1723.0
ATS7d,282.0
ATS7i,18172.68133628577
ATS7m,6248.311519000001
ATS7p,128.27787941601702
ATS7s,312.52777777777777
ATS7v,17183.89421361092
ATS8Z,1434.0
ATS8d,249.0
ATS8i,16276.52325592594
ATS8m,4985.174239999998
ATS8p,117.981100696376
ATS8s,254.9351851851852
ATS8v,15342.967971616548
C1SP1,0
C1SP2,6
C1SP3,2
C2SP1,0
C2SP2,4
C2SP3,7
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.47619047619047616
GGI10,0.12183042546678913
JGI10,0.005537746612126778
JGT10,0.3957286137177481
Kier1,23.168044077134986
Kier2,11.227654320987654
Kier3,6.75
MAXdO,11.258178798347327
MID_C,43.91293674238098
MID_N,10.220273996812178
MID_O,5.450806691681905
MID_X,0.0
MID_h,17.68349137308284
MINdO,11.258178798347327
MPC10,95
MWC01,33.0
MWC02,5.056245805348308
MWC03,5.883322388488279
MWC04,6.7464121285733745
MWC05,7.590346945602565
MWC06,8.455104999102815
MWC07,9.305923241869912
MWC08,10.170265140870399
MWC09,11.024366749924715
MWC10,11.888006964110614
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.563920000000002
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5093883366279774
SRW05,3.044522437723423
SRW06,6.980075940561763
SRW07,5.2832037287379885
SRW08,8.531293315795018
SRW09,7.247792581767846
SRW10,10.129307519053746
SaaCH,6.006332259353188
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,6.338499881744129
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.8492304267637183
SdssS,0
SsCH3,1.9070146647229325
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3648068169653094
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,5.0835555491748465
VE1_D,5.403881896885165
VE2_A,0.16945185163916154
VE2_D,0.18012939656283886
VE3_A,2.724623216689739
VE3_D,2.785729853768762
VR1_A,208.65149906652425
VR1_D,190.94036282400472
VR2_A,6.955049968884142
VR2_D,6.364678760800158
VR3_A,6.439277680278589
VR3_D,6.350573431435231
WPath,2986
Xc-3d,1.9759625274211374
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,20.924074484064484
Xp-1d,14.563683283512807
Xp-2d,13.26333621824212
Xp-3d,10.33513839580654
Xp-4d,8.776796907620747
Xp-5d,6.706028909733712
Xp-6d,4.547755643653863
Xp-7d,3.279557206864176
ZMIC0,97.93433621194785
ZMIC1,43.16995089368556
ZMIC2,28.50258383956561
ZMIC3,25.227500844502277
ZMIC4,25.227500844502277
ZMIC5,25.227500844502277
nAcid,1
nAtom,55
nBase,0
nRing,4
piPC1,3.7612001156935624
piPC2,4.31748811353631
piPC3,4.795790545596741
piPC4,5.320567975482857
piPC5,5.595408162814329
piPC6,5.729287765064563
piPC7,5.961729948165103
piPC8,6.241128308231588
piPC9,6.447751484314735
AATS0Z,26.8
AATS0d,3.290909090909091
AATS0i,163.7364864937059
AATS0m,106.03047252727278
AATS0p,1.5649424476586358
AATS0s,4.053092654944507
AATS0v,220.60852693231485
AATS1Z,27.086206896551722
AATS1d,3.896551724137931
AATS1i,147.433397881813
AATS1m,103.28174522413795
AATS1p,1.8655030933793106
AATS1s,3.064548744146445
AATS1v,266.61106181089065
AATS2Z,22.9126213592233
AATS2d,3.4757281553398056
AATS2i,154.1155513990363
AATS2m,85.98127865048545
AATS2p,1.598754101877078
AATS2s,2.965330216948339
AATS2v,218.760991078936
AATS3Z,16.55639097744361
AATS3d,2.8796992481203008
AATS3i,160.92289603088815
AATS3m,58.35864888721804
AATS3p,1.360643767244564
AATS3s,2.446672236145919
AATS3v,177.39903620374062
AATS4Z,16.17037037037037
AATS4d,2.837037037037037
AATS4i,161.64825349151263
AATS4m,56.60218379259259
AATS4p,1.3109649060876223
AATS4s,2.5422039323273884
AATS4v,170.91931229805027
AATS5Z,18.701612903225808
AATS5d,2.838709677419355
AATS5i,163.46603100153013
AATS5m,67.47356256451614
AATS5p,1.2653845741139598
AATS5s,2.847222222222222
AATS5v,173.42271488252985
AATS6Z,18.831858407079647
AATS6d,2.7168141592920354
AATS6i,162.85483934014303
AATS6m,68.5476494424779
AATS6p,1.264158594486549
AATS6s,3.5472522670162787
AATS6v,172.11913723883288
AATS7Z,15.663636363636364
AATS7d,2.5636363636363635
AATS7i,165.20619396623425
AATS7m,56.8028319909091
AATS7p,1.1661625401456093
AATS7s,2.841161616161616
AATS7v,156.21722012373564
AATS8Z,14.484848484848484
AATS8d,2.515151515151515
AATS8i,164.40932581743374
AATS8m,50.355295353535325
AATS8p,1.1917282898623838
AATS8s,2.575102880658436
AATS8v,154.97947446077322
AMID_C,1.463764558079366
AMID_N,0.34067579989373925
AMID_O,0.18169355638939683
AMID_X,0.0
AMID_h,0.5894497124360947
ATS0dv,410.44444444444446
ATS0pe,345.9176999999999
ATS0se,426.11961299999984
ATS1dv,407.33333333333337
ATS1pe,380.0306
ATS1se,454.1337279999999
ATS2dv,524.0
ATS2pe,651.9135999999997
ATS2se,793.6505959999997
ATS3dv,393.6666666666667
ATS3pe,818.5509999999999
ATS3se,1016.901884
ATS4dv,399.33333333333337
ATS4pe,834.3370000000001
ATS4se,1035.5692759999997
ATS5dv,452.66666666666663
ATS5pe,786.8333
ATS5se,972.2548279999999
ATS6dv,594.0
ATS6pe,723.4457
ATS6se,890.1722639999999
ATS7dv,437.3333333333333
ATS7pe,669.2973999999999
ATS7se,835.444998
ATS8dv,274.3333333333333
ATS8pe,606.2826999999999
ATS8se,759.2602740000002
ATSC0Z,545.3454545454547
ATSC0c,1.0914439632486628
ATSC0d,30.436363636363634
ATSC0i,88.47136868398452
ATSC0m,2508.4775248363626
ATSC0p,14.94492144066818
ATSC0s,71.31290684624012
ATSC0v,2757.5791798049245
ATSC1Z,35.54479338842972
ATSC1c,-0.6833823820223215
ATSC1d,7.5398347107438
ATSC1i,-7.153116038146949
ATSC1m,165.51474911801722
ATSC1p,0.6972240658485527
ATSC1s,0.37059914521194287
ATSC1v,77.64077726198482
ATSC2Z,133.84396694214874
ATSC2c,0.37525671401429334
ATSC2d,-1.9990082644628098
ATSC2i,-14.768865616296111
ATSC2m,597.4387594700835
ATSC2p,-0.34860073228232213
ATSC2s,29.960138761350873
ATSC2v,-107.08260989128729
ATSC3Z,-216.1626446280992
ATSC3c,-0.15134466635217264
ATSC3d,-4.073388429752066
ATSC3i,-1.443882174863917
ATSC3m,-966.3967058042974
ATSC3p,-1.2961098734919678
ATSC3s,-22.78629527599224
ATSC3v,-234.61305854498931
ATSC4Z,-234.2661157024793
ATSC4c,-0.10341699970857013
ATSC4d,-11.834710743801654
ATSC4i,-15.323755141186965
ATSC4m,-1074.5416841438011
ATSC4p,-4.3275792200506285
ATSC4s,-20.26729585416454
ATSC4v,-839.652674861042
ATSC5Z,24.18479338842974
ATSC5c,-0.4396843957653819
ATSC5d,-6.765619834710743
ATSC5i,-13.192242828963687
ATSC5m,54.065879550744434
ATSC5p,-2.9558701949522646
ATSC5s,-34.15112301465835
ATSC5v,-359.63448364114186
ATSC6Z,70.69024793388431
ATSC6c,0.6887076793850284
ATSC6d,-2.460165289256197
ATSC6i,-2.910467807450131
ATSC6m,301.76402517256224
ATSC6p,-2.2164630514323553
ATSC6s,48.03114908909521
ATSC6v,-481.52982643522586
ATSC7Z,227.29090909090914
ATSC7c,-0.23693989679319752
ATSC7d,2.3818181818181823
ATSC7i,-4.908320873404882
ATSC7m,1056.736493945454
ATSC7p,1.4436197161492728
ATSC7s,33.84849108367627
ATSC7v,649.5897192935403
ATSC8Z,-62.53090909090909
ATSC8c,0.029140908801468877
ATSC8d,3.7963636363636355
ATSC8i,9.79778515438447
ATSC8m,-271.5055421236369
ATSC8p,1.1327300133046367
ATSC8s,-14.434294799850353
ATSC8v,113.86030486347158
AXp-0d,0.6974691494688161
AXp-1d,0.44132373586402446
AXp-2d,0.2947408048498249
AXp-3d,0.18455604278225965
AXp-4d,0.12023009462494175
AXp-5d,0.0798336774968299
AXp-6d,0.052880879577370504
AXp-7d,0.03526405598778684
GATS1Z,0.7528919577018851
GATS1c,1.5744803061483055
GATS1d,0.8565072302558399
GATS1i,1.274466594714726
GATS1m,0.7552421438836552
GATS1p,0.9859449645359161
GATS1s,0.681375064838536
GATS1v,0.9654303104365691
GATS2Z,0.7772573932262179
GATS2c,0.6704509037270118
GATS2d,1.1885374256185406
GATS2i,1.1970174006798515
GATS2m,0.7813500347707063
GATS2p,1.040143503220662
GATS2s,0.4153313035477775
GATS2v,1.0210348869782702
GATS3Z,1.2325359808803864
GATS3c,0.8868514793305817
GATS3d,1.053844288139704
GATS3i,1.0397329646727391
GATS3m,1.2179785012772946
GATS3p,1.1015521468866007
GATS3s,0.9513192276124045
GATS3v,1.031687883819901
GATS4Z,1.1944722277788888
GATS4c,0.982730774531387
GATS4d,1.1565113500597373
GATS4i,1.0941799298990675
GATS4m,1.189040086533991
GATS4p,1.1322474522788963
GATS4s,0.8727980992490801
GATS4v,1.1040412609101315
GATS5Z,0.9486736056888795
GATS5c,1.3300286140103634
GATS5d,1.1017169614984392
GATS5i,1.0712499479309543
GATS5m,0.9595162924136159
GATS5p,1.0163109472516159
GATS5s,1.3222191813431854
GATS5v,0.9914983257912362
GATS6Z,0.8688330586471276
GATS6c,0.8227078851450822
GATS6d,0.9734513274336283
GATS6i,0.9988669762019756
GATS6m,0.8778398609724498
GATS6p,0.982713947343421
GATS6s,0.8502903496873139
GATS6v,1.0215042534861412
GATS7Z,0.6130226045209041
GATS7c,0.9931248254502327
GATS7d,0.9112903225806452
GATS7i,0.9475838937679536
GATS7m,0.6293847558366702
GATS7p,0.7849596098523709
GATS7s,0.5989088728639376
GATS7v,0.8512636621879398
GATS8Z,1.0387077415483095
GATS8c,0.9090446539541513
GATS8d,0.8243727598566308
GATS8i,0.8563878906267092
GATS8m,1.0382113679190472
GATS8p,0.9058702555280385
GATS8s,1.1906592403501437
GATS8v,0.9523111219430828
MATS1Z,0.06180718902401162
MATS1c,-0.5937409883198178
MATS1d,0.23491121822601238
MATS1i,-0.07667031016307825
MATS1m,0.06256928350006045
MATS1p,0.0442398278721367
MATS1s,0.004928003070546625
MATS1v,0.026699097356479726
MATS2Z,0.13105468990238173
MATS2c,0.183591467352176
MATS2d,-0.03507093062370231
MATS2i,-0.08913943100826127
MATS2m,0.1271770201828794
MATS2p,-0.01245547009607965
MATS2s,0.22433712291083863
MATS2v,-0.020735591139766998
MATS3Z,-0.16391548986489024
MATS3c,-0.05734251352175405
MATS3d,-0.055344454325778614
MATS3i,-0.00674900977959676
MATS3m,-0.15931485593399924
MATS3p,-0.03586404171867961
MATS3s,-0.1321346230047466
MATS3v,-0.03518319200213569
MATS4Z,-0.17501154551898027
MATS4c,-0.03860285378986706
MATS4d,-0.15841408911898758
MATS4i,-0.07056533030608635
MATS4m,-0.17451870202296235
MATS4p,-0.11797237191179039
MATS4s,-0.11578614341029926
MATS4v,-0.12405109593699182
MATS5Z,0.01967033191584552
MATS5c,-0.178681921509628
MATS5d,-0.0985952133194589
MATS5i,-0.06613888895374435
MATS5m,0.009559915699569809
MATS5p,-0.08772688853825698
MATS5s,-0.21241141611792083
MATS5v,-0.05784613414969794
MATS6Z,0.06309167438207405
MATS6c,0.3071268096602902
MATS6d,-0.039341939713050174
MATS6i,-0.01601195275239395
MATS6m,0.05855196787045324
MATS6p,-0.07218568890409471
MATS6s,0.32782274560588454
MATS6v,-0.08499227368974681
MATS7Z,0.20839167833566713
MATS7c,-0.10854423349777403
MATS7d,0.0391278375149343
MATS7i,-0.02773960065508407
MATS7m,0.21063304005771166
MATS7p,0.048298002832617405
MATS7s,0.23732373689841313
MATS7v,0.11778260512894742
MATS8Z,-0.06370162921473183
MATS8c,0.01483300501329119
MATS8d,0.06929510155316605
MATS8i,0.06152514712529133
MATS8m,-0.06013066124670542
MATS8p,0.0421075784395541
MATS8s,-0.11244882618336745
MATS8v,0.022938860790436374
MAXaaN,4.716434206044908
MAXaaO,5.386714130109242
MAXaaS,1.5086734994285946
MAXsOH,9.240749894692103
MINaaN,4.070185074999288
MINaaO,5.386714130109242
MINaaS,1.5086734994285946
MINsOH,9.240749894692103
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.91377976117117
SpAD_D,410.4540408601407
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.057231087534925
SssNH2,0
SsssAs,0
SsssCH,-0.21370794308207608
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,796
TMWC10,139.11999436389098
TSRW10,80.93027647965872
VE1_Dt,5.3887673909501475
VE2_Dt,0.17962557969833826
VE3_Dt,2.7829289630119116
VR1_Dt,192.40031489056992
VR2_Dt,6.4133438296856635
VR3_Dt,6.3581904635437505
Xc-3dv,1.0713839792451445
Xc-4dv,0.0
Xc-5dv,0.12488384584534767
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.23570226039551584
Xch-6d,0.5039338936857123
Xch-7d,0.5924187767343059
Xp-0dv,17.743564756069993
Xp-1dv,11.064864617887475
Xp-2dv,8.845456107724145
Xp-3dv,6.2540910379359875
Xp-4dv,4.556990509630565
Xp-5dv,3.0820279029229805
Xp-6dv,1.7182501024199246
Xp-7dv,1.0606002066683244
Xpc-4d,3.598699171405023
Xpc-5d,5.6380000080825114
Xpc-6d,7.558072106064256
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,1
nHBAcc,8
nHBDon,2
nHRing,4
nSpiro,0
naRing,3
piPC10,6.599955529611256
AATS0dv,7.462626262626263
AATS0pe,6.289412727272726
AATS0se,7.747629327272724
AATS1dv,7.0229885057471275
AATS1pe,6.552251724137931
AATS1se,7.829891862068964
AATS2dv,5.087378640776699
AATS2pe,6.329258252427182
AATS2se,7.705345592233007
AATS3dv,2.9598997493734336
AATS3pe,6.15451879699248
AATS3se,7.645878827067669
AATS4dv,2.958024691358025
AATS4pe,6.180274074074075
AATS4se,7.670883525925924
AATS5dv,3.650537634408602
AATS5pe,6.345429838709678
AATS5se,7.840764741935483
AATS6dv,5.256637168141593
AATS6pe,6.402174336283186
AATS6se,7.877630654867256
AATS7dv,3.9757575757575756
AATS7pe,6.084521818181818
AATS7se,7.594954527272728
AATS8dv,2.7710437710437708
AATS8pe,6.124067676767676
AATS8se,7.669295696969699
AATSC0Z,9.915371900826448
AATSC0c,0.01984443569543023
AATSC0d,0.553388429752066
AATSC0i,1.6085703397088096
AATSC0m,45.608682269752045
AATSC0p,0.2717258443757851
AATSC0s,1.296598306295275
AATSC0v,50.137803269180445
AATSC1Z,0.6128412653177537
AATSC1c,-0.011782454862453818
AATSC1d,0.12999715018523791
AATSC1i,-0.12332958686460258
AATSC1m,2.853702571000297
AATSC1p,0.012021104583595735
AATSC1s,0.00638964043468867
AATSC1v,1.3386340907238763
AATSC2Z,1.2994559897295994
AATSC2c,0.003643269068099935
AATSC2d,-0.01940784722779427
AATSC2i,-0.14338704481840883
AATSC2m,5.800376305534791
AATSC2p,-0.003384473128954584
AATSC2s,0.2908751336053483
AATSC2v,-1.0396369892357988
AATSC3Z,-1.6252830423165354
AATSC3c,-0.0011379298221967868
AATSC3d,-0.030626980674827567
AATSC3i,-0.010856256953864038
AATSC3m,-7.266140645145094
AATSC3p,-0.0097451870187366
AATSC3s,-0.1713255283909191
AATSC3v,-1.764007958984882
