DLiP-ID,T007VV
AATSC5Z,-1.1213477431659253
AATSC5c,0.0026779305336811867
AATSC5d,-0.0763636363636364
AATSC5i,0.23893592534204075
AATSC5m,-5.244611474965029
AATSC5p,0.012580791810798925
AATSC5s,-0.21599862258953165
AATSC5v,-1.6381576694453723
AATSC6Z,-0.009523608990893188
AATSC6c,-0.0005913870949984509
AATSC6d,-0.22598726114649692
AATSC6i,-0.09063675558769736
AATSC6m,-0.13411460230983557
AATSC6p,-0.017310163878637135
AATSC6s,0.19286352231054033
AATSC6v,-2.5985867408394276
AATSC7Z,-1.7537557392102852
AATSC7c,0.0014455835234443136
AATSC7d,-0.30315789473684207
AATSC7i,-0.12294151838658791
AATSC7m,-8.396980446176595
AATSC7p,-0.035241745858583536
AATSC7s,0.06895034878288464
AATSC7v,-10.924088691150311
AATSC8Z,-2.0348377457160205
AATSC8c,-0.0004318143540914203
AATSC8d,-0.17672316384180786
AATSC8i,-0.25156047490080763
AATSC8m,-9.726079854810662
AATSC8p,-0.06102196957739157
AATSC8s,-0.1342816065119609
AATSC8v,-14.11359091577524
ATS0are,349.4397999999999
ATS1are,367.8
ATS2are,659.3370000000001
ATS3are,818.6259
ATS4are,970.5079999999998
ATS5are,989.1659999999999
ATS6are,1010.103
ATS7are,1081.9269999999997
ATS8are,1069.336
ATSC0dv,259.34545454545463
ATSC0pe,8.277283636363634
ATSC0se,5.8652516363636344
ATSC1dv,121.9147107438017
ATSC1pe,0.23913514049587603
ATSC1se,-0.18851504132231697
ATSC2dv,118.83206611570252
ATSC2pe,4.496603074380176
ATSC2se,3.212657983471065
ATSC3dv,19.638677685950427
ATSC3pe,-1.9161385785123783
ATSC3se,-1.5042356694214996
ATSC4dv,36.233388429752075
ATSC4pe,0.3875394710743939
ATSC4se,-1.1846125289256348
ATSC5dv,-73.40727272727267
ATSC5pe,-2.377135636363584
ATSC5se,-0.8811901818182277
ATSC6dv,-70.89520661157025
ATSC6pe,1.0724176198347293
ATSC6se,0.9011488925619693
ATSC7dv,-236.49223140495877
ATSC7pe,-2.1243109421487434
ATSC7se,-0.22264766942149664
ATSC8dv,-248.4390082644628
ATSC8pe,-4.34910006611571
ATSC8se,-2.450992066115692
AXp-0dv,0.598344435285892
AXp-1dv,0.30838732253565115
AXp-2dv,0.16879795245024412
AXp-3dv,0.07562265243347314
AXp-4dv,0.03982420658773596
AXp-5dv,0.021146771985761446
AXp-6dv,0.011171265765686783
AXp-7dv,0.0061684465068279305
BertzCT,955.9674009378201
ECIndex,475
ETA_eta,31.058265183366892
GATS1dv,0.3762508486583817
GATS1pe,0.6726749133218866
GATS1se,0.7463146749377874
GATS2dv,0.7746878196034441
GATS2pe,0.6572840450563996
GATS2se,0.6605414204292848
GATS3dv,1.0050134472114147
GATS3pe,1.0828432588712384
GATS3se,1.118325291182413
GATS4dv,1.0507348653396869
GATS4pe,1.055306616177278
GATS4se,1.1639631496602787
GATS5dv,1.3635995944605026
GATS5pe,1.5378220766253206
GATS5se,1.5952944788313674
GATS6dv,1.138559591470755
GATS6pe,0.9927703051243946
GATS6se,1.0258423924043218
GATS7dv,1.2937428048528496
GATS7pe,1.099502582811128
GATS7se,1.0613853943549154
GATS8dv,1.191068899303212
GATS8pe,1.057058277911632
GATS8se,1.0095594593887818
LogEE_A,4.292725586077121
LogEE_D,139.79901815650769
MATS1dv,0.4535919158524467
MATS1pe,0.027876830606372766
MATS1se,-0.031013243718504432
MATS2dv,0.24706858346254934
MATS2pe,0.29292688509598624
MATS2se,0.2953523031446
MATS3dv,0.03279386241890825
MATS3pe,-0.10025315433173926
MATS3se,-0.11106780827591917
MATS4dv,0.05088807835592219
MATS4pe,0.01705351262426653
MATS4se,-0.07356570722948974
MATS5dv,-0.1088647051210146
MATS5pe,-0.11045688141533573
MATS5se,-0.057784272817567144
MATS6dv,-0.09576377750231303
MATS6pe,0.045387800843929356
MATS6se,0.053823624639161134
MATS7dv,-0.29329510680796217
MATS7pe,-0.08254615105465285
MATS7se,-0.012209505736149526
MATS8dv,-0.29766691699066183
MATS8pe,-0.16326796738542354
MATS8se,-0.1298508148292216
MAXaaCH,1.8939002267573695
MAXaaaC,0.8399754346182917
MAXaasC,0.823764172335601
MAXaasN,1.381550925925926
MAXdssC,-0.6148478835978837
MAXsCH3,1.7704580551356346
MAXsssN,1.2917413076341648
MDEC-11,1.6572270086699932
MDEC-12,5.052283749479811
MDEC-13,7.381195057752557
MDEC-14,2.0762182326925287
MDEC-22,6.142712612287597
MDEC-23,16.757576103508672
MDEC-24,1.0997205765433427
MDEC-33,11.585929703985244
MDEC-34,1.7779777703204949
MDEN-33,0.33333333333333337
MDEO-11,0.5047172597219922
MDEO-12,2.1769599804896425
MDEO-22,0.5047172597219922
MINaaCH,1.793918178382464
MINaaaC,0.6183002645502649
MINaasC,0.3847685185185188
MINaasN,1.381550925925926
MINdssC,-0.6576871141975309
MINsCH3,1.2534513573948098
MINsssN,1.2917413076341648
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7857142857142856
SM1_Dzi,1.489304286185103
SM1_Dzm,1.7805938315565375
SM1_Dzp,-7.530129222398548
SM1_Dzv,-3.0326161248350116
SddssSe,0
SpAD_Dt,661.7856046781662
SpAbs_A,35.79196173587447
SpAbs_D,279.5980363130154
SpMAD_A,1.2342055770991198
SpMAD_D,9.641311597000533
SpMax_A,2.599122674832922
SpMax_D,139.79901815650769
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,87.07000000000001
TpiPC10,9.02548043998211
VAdjMat,5.954196310386875
VE1_DzZ,5.281403729239665
VE1_Dzi,5.27413428204179
VE1_Dzm,5.281370997759042
VE1_Dzp,5.232711684256213
VE1_Dzv,5.257234056924487
VE2_DzZ,0.18211736997378156
VE2_Dzi,0.18186669938075137
VE2_Dzm,0.18211624130203594
VE2_Dzp,0.1804383339398694
VE2_Dzv,0.1812839329973961
VE3_DzZ,2.728902657187216
VE3_Dzi,2.72752528573739
VE3_Dzm,2.7288964596716068
VE3_Dzp,2.719640367175055
VE3_Dzv,2.7243157807460787
VR1_DzZ,186.2342671260463
VR1_Dzi,187.12883903030996
VR1_Dzm,186.23820004919872
VR1_Dzp,191.59132545803203
VR1_Dzv,188.86725998370585
VR2_DzZ,6.421871280208493
VR2_Dzi,6.452718587252067
VR2_Dzm,6.422006898248232
VR2_Dzp,6.606597429587311
VR2_Dzv,6.512664137369168
VR3_DzZ,6.29171611887769
VR3_Dzi,6.296508095381814
VR3_Dzm,6.291737236804513
VR3_Dzp,6.320075327276889
VR3_Dzv,6.305755177175591
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.1422045910591917
Xch-7dv,0.24473511544189594
Xpc-4dv,1.941029951659707
Xpc-5dv,3.0911628227321106
Xpc-6dv,4.350862912538558
Zagreb1,154.0
Zagreb2,185.0
fragCpx,149.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,10
nBondsD,3
nBondsM,13
nBondsO,31
nBondsS,44
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.353450909090907
AATS1are,6.4526315789473685
AATS2are,6.464088235294119
AATS3are,6.445873228346457
AATS4are,6.427205298013244
AATS5are,6.917244755244755
AATS6are,6.433777070063694
AATS7are,6.327058479532162
AATS8are,6.041446327683616
AATSC0dv,4.715371900826447
AATSC0pe,0.15049606611570243
AATSC0se,0.10664093884297517
AATSC1dv,2.1388545744526617
AATSC1pe,0.004195353342032913
AATSC1se,-0.0033072814267073153
AATSC2dv,1.1650202560362992
AATSC2pe,0.044084343866472316
AATSC2se,0.03149664689677515
AATSC3dv,0.1546352573696884
AATSC3pe,-0.015087705342617152
AATSC3se,-0.011844375349775588
AATSC4dv,0.23995621476657003
AATSC4pe,0.002566486563406582
AATSC4se,-0.007845116085600231
AATSC5dv,-0.5133375715193893
AATSC5pe,-0.01662332612841667
AATSC5se,-0.00616216910362397
AATSC6dv,-0.45156182555140284
AATSC6pe,0.006830685476654327
AATSC6se,0.005739801863452034
AATSC7dv,-1.3829955052921565
AATSC7pe,-0.012422871006717797
AATSC7se,-0.0013020331545116762
AATSC8dv,-1.4036102161834056
AATSC8pe,-0.024571186814213053
AATSC8se,-0.013847412802913513
AETA_eta,1.07097466149541
ATSC0are,8.981879999999997
ATSC1are,0.06364800000000546
ATSC2are,4.9830480000000055
ATSC3are,-2.1006119999999853
ATSC4are,-0.41409599999998736
ATSC5are,-2.192527999999957
ATSC6are,1.1592880000000152
ATSC7are,-1.6517359999999874
ATSC8are,-4.370352000000007
BCUTZ-1h,8.033654541238239
BCUTZ-1l,5.675262669059168
BCUTc-1h,0.5106840250132759
BCUTc-1l,-0.49397697715767663
BCUTd-1h,4.017076123027675
BCUTd-1l,0.9771504746882083
BCUTi-1h,14.551237048276747
BCUTi-1l,10.936109522549225
BCUTm-1h,16.01834909398643
BCUTm-1l,11.686650096544302
BCUTp-1h,2.0123911498765494
BCUTp-1l,0.7389102102508308
BCUTs-1h,7.010449210232395
BCUTs-1l,1.2003631251841487
BCUTv-1h,20.912330764466194
BCUTv-1l,14.699696856994874
BalabanJ,1.9779980450774683
Diameter,10
ETA_beta,31.75
GATS1are,0.7008531562844773
GATS2are,0.6611723367752957
GATS3are,1.0978410285989966
GATS4are,1.102426837467647
GATS5are,1.5704163169727174
GATS6are,1.0071768272648807
GATS7are,1.0856928792073304
GATS8are,1.0370387521452795
HybRatio,0.47619047619047616
Lipinski,True
LogEE_Dt,330.8928023390831
MATS1are,0.006837626069610211
MATS2are,0.29915091796581866
MATS3are,-0.10128323449742264
MATS4are,-0.016792661321924543
MATS5are,-0.09388680320823523
MATS6are,0.04521547827403678
MATS7are,-0.059147986497154324
MATS8are,-0.1511954048652231
MAXssCH2,0.46889833711262274
MAXsssCH,-1.1054922524565385
MAXssssC,-0.730687003968254
MINssCH2,0.1451837679516257
MINsssCH,-1.1054922524565385
MINssssC,-0.730687003968254
NsssssAs,0
RotRatio,0.06451612903225806
SM1_Dzpe,1.8746940024479808
SM1_Dzse,1.771494787537799
SMR_VSA1,28.59420041361561
SMR_VSA2,0.0
SMR_VSA3,9.467009378641833
SMR_VSA4,0.0
SMR_VSA5,45.75866206182016
SMR_VSA6,20.261435911703025
SMR_VSA7,35.5228477603919
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,218.964641050632
SpAD_Dzi,218.22804538794605
SpAD_Dzm,219.04656971390386
SpAD_Dzp,372.37123816081856
SpAD_Dzv,303.91130265377865
SpAbs_Dt,661.7856046781662
SpDiam_A,5.057973844220266
SpDiam_D,184.73986163549847
SpMAD_Dt,22.820193264764352
SpMax_Dt,330.8928023390831
SsssssAs,0
VE1_Dzpe,5.281401582484335
VE1_Dzse,5.2813869575643455
VE2_Dzpe,0.1821172959477357
VE2_Dzse,0.18211679164014985
VE3_Dzpe,2.728902250712749
VE3_Dzse,2.728899481572775
VMcGowan,299.2500000000007
VR1_Dzpe,186.23978410779534
VR1_Dzse,186.23554266309142
VR2_Dzpe,6.42206152095846
VR2_Dzse,6.421915264244531
VR3_Dzpe,6.291745742319813
VR3_Dzse,6.291722967953839
mZagreb1,11.67361111111111
mZagreb2,6.402777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,50
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.16330690909090903
AATSC1are,0.0011166315789474643
AATSC2are,0.04885341176470594
AATSC3are,-0.01654025196850382
AATSC4are,-0.002742357615893956
AATSC5are,-0.015332363636363337
AATSC6are,0.007384000000000097
AATSC7are,-0.009659274853801096
AATSC8are,-0.024691254237288175
AETA_beta,1.0948275862068966
BCUTdv-1h,6.03296253481366
BCUTdv-1l,0.9872171794996243
BCUTpe-1h,3.507957079299493
BCUTpe-1l,2.224570439440908
BCUTse-1h,3.720614254275256
BCUTse-1l,2.4204601266044876
ETA_alpha,13.3
ETA_dBeta,-6.75
ETA_eta_B,0.7233244352574761
ETA_eta_F,29.05470572120155
ETA_eta_L,7.342767879452962
ETA_eta_R,60.11297090456844
ETA_psi_1,0.5175097276264594
LabuteASA,168.8556515513238
LogEE_DzZ,109.5438968799958
LogEE_Dzi,109.16537801418629
LogEE_Dzm,109.58468464424699
LogEE_Dzp,185.33230940129658
LogEE_Dzv,151.64193241742365
PEOE_VSA1,14.210588861400147
PEOE_VSA2,4.899909730850478
PEOE_VSA3,18.95071120000682
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,45.745588981847106
PEOE_VSA8,11.93098062037737
PEOE_VSA9,24.927308218255174
SM1_Dzare,2.0856212191717076
SpAD_Dzpe,216.9198403765884
SpAD_Dzse,219.27441824777978
SpAbs_DzZ,217.3020794742775
SpAbs_Dzi,216.84145174218764
SpAbs_Dzm,217.38877545693748
SpAbs_Dzp,378.1947480249918
SpAbs_Dzv,306.3164809596823
SpDiam_Dt,429.0518472745219
SpMAD_DzZ,7.550504863814896
SpMAD_Dzi,7.52510501337745
SpMAD_Dzm,7.553329990134616
SpMAD_Dzp,12.840387522786846
SpMAD_Dzv,10.479700091509608
SpMax_DzZ,109.5438968799958
SpMax_Dzi,109.16537801418629
SpMax_Dzm,109.58468464424699
SpMax_Dzp,185.33230940129658
SpMax_Dzv,151.64193241742365
VE1_Dzare,5.282173762870718
VE2_Dzare,0.18214392285761097
VE3_Dzare,2.729048447499824
VR1_Dzare,186.14437186249128
VR2_Dzare,6.418771443534182
VR3_Dzare,6.291233302432873
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45862068965517244
AETA_dBeta,-0.23275862068965517
AETA_eta_B,0.02494222190543021
AETA_eta_F,1.0018864041793638
AETA_eta_L,0.2531988923949297
AETA_eta_R,2.0728610656747737
BCUTare-1h,3.56145809053965
BCUTare-1l,2.1747464410006043
ETA_beta_s,19.25
ETA_dPsi_A,0.19649027237354055
ETA_dPsi_B,0.0
ETA_eta_BR,0.9813244352574761
ETA_eta_FL,6.348121247662657
ETA_eta_RL,13.69088912711562
LogEE_Dzpe,108.52456480906828
LogEE_Dzse,109.69829515104635
PEOE_VSA10,5.601050810983688
PEOE_VSA11,6.041840829147961
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,53.48528153115723
SlogP_VSA3,25.425947668397978
SlogP_VSA4,0.0
SlogP_VSA5,44.994169114455914
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,212.97588053214088
SpAbs_Dzpe,215.17443561568857
SpAbs_Dzse,217.6250955145549
SpDiam_DzZ,145.83037727538473
SpDiam_Dzi,144.7732813414849
SpDiam_Dzm,145.88285406628938
SpDiam_Dzp,246.99996234557898
SpDiam_Dzv,201.9378280943323
SpMAD_Dzpe,7.479994495744428
SpMAD_Dzse,7.561186836130338
SpMax_Dzpe,108.52456480906828
SpMax_Dzse,109.69829515104635
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6637931034482759
AETA_eta_BR,0.03383877362956814
AETA_eta_FL,0.21890073267802268
AETA_eta_RL,0.4720996250729524
DetourIndex,4765
EState_VSA1,29.798677069960327
EState_VSA2,13.151638370425493
EState_VSA3,17.63145033539073
EState_VSA4,10.949675706161791
EState_VSA5,16.576806919919367
EState_VSA6,33.761315867224106
EState_VSA7,18.19910120538483
EState_VSA8,0.0
EState_VSA9,14.210588861400147
ETA_beta_ns,12.5
ETA_shape_p,0.2631578947368421
ETA_shape_x,0.03759398496240601
ETA_shape_y,0.3609022556390977
GhoseFilter,True
LogEE_Dzare,106.55985823914533
SlogP_VSA10,9.589074368143644
SlogP_VSA11,0.0
SpAbs_Dzare,211.03409525911906
SpDiam_Dzpe,144.45346019206934
SpDiam_Dzse,146.0378779359557
SpMAD_Dzare,7.343995880418651
SpMax_Dzare,106.55985823914533
TopoPSA(NO),87.07000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.381550925925926
VSA_EState9,70.86844907407406
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.43103448275862066
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.041379310344827565
FilterItLogS,-3.1657535641243557
SpDiam_Dzare,141.87011200142345
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6090909090909088
ETA_epsilon_2,0.8862068965517238
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.5698412698412693
ETA_epsilon_5,0.8862068965517238
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.16933187294633084
ETA_dEpsilon_B,0.039249639249639534
ETA_dEpsilon_C,-0.1300822336966913
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.4482758620689655
MDEDescriptor,"1.6572270086699932,5.052283749479811,7.381195057752557,2.0762182326925287,6.142712612287597,16.757576103508672,1.0997205765433427,11.585929703985244,1.7779777703204949,0.0,0.5047172597219922,2.1769599804896425,0.5047172597219922,0.0,0.0,0.0,0.0,0.0,0.33333333333333337"
APolDescriptor,61.30861799999999
BCUTDescriptor,"11.996146210282127,16.000810666482845,-0.33750792804092267,0.34956478168002963,4.810157741934319,11.996669522000289"
BPolDescriptor,41.005382
TPSADescriptor,87.07000000000001
ALOGPDescriptor,"3.2939000000000007,10.849777210000005,104.99889999999999"
XLogPDescriptor,2.8059999999999996
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,402.17908675999996
ChiPathDescriptor,"21.344570503761734,13.690889127115621,13.142835963866876,9.997535427447,9.184465813902777,7.4713815896779705,5.931386458545279,4.697227292310177,17.351988623290868,9.560006998605186,7.764705812711232,4.688604450875335,3.6638270060717084,2.643346498220182,1.7538887252128257,1.1905101758177914"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.34904572645091725,0.7014862416693485,0.0,0.0,0.02795084971874737,0.14220459105919167,0.24473511544189588"
AtomCountDescriptor,55
BondCountDescriptor,31
SmallRingDescriptor,"3,2,1,1,0,0,1,2,0,0,0"
ChiClusterDescriptor,"3.1454313402515193,0.35355339059327373,0.5746278338017544,0.0,1.7364156483406714,0.20412414523193154,0.17179133483869144,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,6,2,6,2,1,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"58.23952720210336,2.0082595586932195,23.192595300414098,16.121380848640378,7.071214451773723"
FractionalPSADescriptor,0.21649559329761708
WienerNumbersDescriptor,"1950.0,51.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.0881649975439105,9.744018234152746,14.813619761314499,1.9410299516597074,3.091162822732111,3.950442915885674"
FractionalCSP3Descriptor,0.47619047619047616
KierHallSmartsDescriptor,"0,0,0,0,0,0,5,0,3,0,0,4,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.658688865764827,9.646502835538753,4.924037460978147"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,2437.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.47619047619047616
AutocorrelationDescriptorMass,"34.366774815798635,34.98591939327576,53.69307888994779,57.94737273039614,69.73894997711916"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.9536098437002499,-0.7666878592783782,0.46603934098664224,0.016652381166478086,-0.4485773315004487"
EccentricConnectivityIndexDescriptor,475
AutocorrelationDescriptorPolarizability,"2036.4338863735734,2484.3181507263043,3767.4735396036263,4134.403269846094,4280.367813171848"
