DLiP-ID,C001IF
DLiP-Mol-ID,32422
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H12N4O5S/c27-19(24-22-23-9-10-32-22)12-3-1-4-13(11-12)25-20(28)15-6-2-5-14-17(26(30)31)8-7-16(18(14)15)21(25)29/h1-11H,(H,23,24,27)"
Standard Inchi Key(RDKit),HPELKXLXQUADAM-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1nccs1)c1cccc(N2C(=O)c3cccc4c([N+](=O)[O-])ccc(c34)C2=O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),444.428
MW Monoisotopic(RDKit),444.052840484
MolLogP(RDKit),4.2574
XLogP(SDF),
XLogP(CDK),3.401
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),122.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.285082898427885
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,29511686.819472484
qed,0.2850828984278848
Chi0,22.405048436076804
Chi1,15.452397498181158
TPSA,122.50999999999999
Chi0n,16.14198349036894
Chi0v,16.958480071296666
Chi1n,9.352981168248913
Chi1v,10.232633979503808
Chi2n,6.904917276489557
Chi2v,7.799483394927966
Chi3n,5.100637204703503
Chi3v,5.789167805573106
Chi4n,3.715302885370993
Chi4v,4.239257844913592
MolMR,118.25160000000005
MolWt,444.4280000000002
fr_SH,0
Kappa1,19.519170855280386
Kappa2,7.3585528526336095
Kappa3,3.0107653597648643
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1425.9957825659887
MolLogP,4.257400000000003
NOCount,9
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.578431635342545
SMR_VSA1,19.306922601033136
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,10.216698334856808
SMR_VSA7,92.97888270209005
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,1
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,183.62350038082135
NHOHCount,1
PEOE_VSA1,0.0
PEOE_VSA2,29.81471842498737
PEOE_VSA3,9.883888251797686
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
PEOE_VSA7,36.39820241076966
PEOE_VSA8,39.71985210009638
PEOE_VSA9,15.996921537966028
RingCount,5
SMR_VSA10,56.3371045241253
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,444.05284048399994
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,5.131558479839333
PEOE_VSA12,0.0
PEOE_VSA13,23.40892546273808
PEOE_VSA14,0.0
SlogP_VSA1,10.216698334856808
SlogP_VSA2,27.628828757819395
SlogP_VSA3,0.0
SlogP_VSA4,10.114318268765572
SlogP_VSA5,31.07396602730645
SlogP_VSA6,66.17420995823348
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,3
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,22.644850236872188
EState_VSA2,38.83757545338771
EState_VSA3,5.131558479839333
EState_VSA4,4.899909730850478
