DLiP-ID,C000TP
DLiP-Mol-ID,31352
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21ClN2O2S/c20-16-5-3-13(4-6-16)7-8-21-19(25)22-9-1-2-14-10-17(23)18(24)11-15(14)12-22/h3-6,10-11,23-24H,1-2,7-9,12H2,(H,21,25)"
Standard Inchi Key(RDKit),DRCMAZOSEIMCHM-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2
SMILES(SDF),
MW(SDF),
MW(RDKit),376.909
MW Monoisotopic(RDKit),376.101226592
MolLogP(RDKit),3.6166
XLogP(SDF),
XLogP(CDK),4.561
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),55.73
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.563976522512517
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,504715.6936618876
qed,0.563976522512517
Chi0,17.811190308942127
Chi1,12.024877143252587
TPSA,55.730000000000004
Chi0n,13.834595852230008
Chi0v,15.40702137917619
Chi1n,8.336663612818423
Chi1v,9.122876376291513
Chi2n,6.243136847862182
Chi2v,7.0662709594011535
Chi3n,4.422510235580711
Chi3v,5.077023007964764
Chi4n,3.038304279701128
Chi4v,3.4221913253411547
MolMR,104.25930000000002
MolWt,376.9090000000001
fr_SH,0
Kappa1,17.830574561933187
Kappa2,7.933237471220653
Kappa3,4.554549059832165
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,1
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,764.7645638851776
MolLogP,3.6166000000000027
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5788006659029055
SMR_VSA1,10.213054789681411
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,25.807221274690605
SMR_VSA6,13.08951281182515
SMR_VSA7,58.11119019960197
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,157.59747080509803
NHOHCount,3
PEOE_VSA1,20.42975312453822
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,72.43616106076216
PEOE_VSA8,24.65690253147905
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,28.931250218003967
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,2
ExactMolWt,376.10122659200005
NumHDonors,3
PEOE_VSA10,0.0
PEOE_VSA11,16.611460551292566
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,33.3149142170818
SlogP_VSA3,19.386399651764595
SlogP_VSA4,0.0
SlogP_VSA5,23.111176098016998
SlogP_VSA6,36.39820241076966
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
