DLiP-ID,J100H8
SIC5,0.9129628939973632
SaaN,25.178311397880755
SaaO,0
SaaS,0
Sare,45.000000000000014
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,1.4535589096749808
StCH,0
StsC,0
TIC0,79.54541429589294
TIC1,174.7528489272316
TIC2,205.358951824018
TIC3,220.8687268283449
TIC4,225.6236143305084
TIC5,225.6236143305084
Vabc,309.78565304025614
WPol,37
apol,53.70227399999999
bpol,27.357725999999996
nRot,6
ABCGG,16.85799005679624
ATS0Z,1580.0
ATS0d,156.0
ATS0i,7533.877234183483
ATS0m,6376.825629000002
ATS0p,76.67783228728199
ATS0v,10626.353581920908
ATS1Z,1403.0
ATS1d,193.0
ATS1i,7274.5001358615955
ATS1m,5404.605279000004
ATS1p,85.95972557000005
ATS1v,12424.524820434226
ATS2Z,2091.0
ATS2d,299.0
ATS2i,12889.960710060688
ATS2m,7960.603143999999
ATS2p,126.80611272879197
ATS2v,17975.785848619696
ATS3Z,2143.0
ATS3d,306.0
ATS3i,15348.679446056818
ATS3m,7989.277143
ATS3p,146.46621910758398
ATS3v,19187.453628501306
ATS4Z,2055.0
ATS4d,309.0
ATS4i,16854.678276269286
ATS4m,7627.074243
ATS4p,140.29009519092304
ATS4v,18270.0768298701
ATS5Z,2010.0
ATS5d,303.0
ATS5i,14795.470009372575
ATS5m,7508.3204749999995
ATS5p,126.18542702758405
ATS5v,17404.240632468493
ATS6Z,2168.0
ATS6d,291.0
ATS6i,13558.662310830245
ATS6m,8118.8998960000035
ATS6p,131.07040880454701
ATS6v,18183.974018079512
ATS7Z,1768.0
ATS7d,266.0
ATS7i,13934.474808178791
ATS7m,6294.654131000003
ATS7p,120.397480474547
ATS7v,16196.458191787577
ATS8Z,1245.0
ATS8d,215.0
ATS8i,11487.256815538625
ATS8m,4430.759852000002
ATS8p,92.48882753939598
ATS8v,12796.735436054492
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.12305070911131519
JGI10,0.008203380607421012
JGT10,0.34761819539741584
Kier1,21.702734839476815
Kier2,10.15625
Kier3,5.331434674261303
MPC10,151
MWC01,29.0
MWC02,4.9344739331306915
MWC03,5.783825182329737
MWC04,6.660575149839686
MWC05,7.532088143541722
MWC06,8.417814747435958
MWC07,9.299723933110869
MWC08,10.190506905437811
MWC09,11.07830442345797
MWC10,11.972278830967257
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,4
NaasN,2
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-2.9224999999999968
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.389071729816501
SRW05,3.044522437723423
SRW06,6.884486652042782
SRW07,5.2832037287379885
SRW08,8.470311205516108
SRW09,7.273092595999522
SRW10,10.109647698809924
SaaCH,13.484286955870232
SaaNH,0
SaaSe,0
SaaaC,0.5468643707482996
SaasC,3.438772975494657
SaasN,3.5102876984126983
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.20461259940156
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2600001703
Xc-3d,1.5443310539518174
Xc-4d,0.0
Xc-5d,0.30274943015462097
Xc-6d,0.0
Xp-1d,12.70350993820667
Xp-2d,11.40245420386475
Xp-3d,9.387667646852348
Xp-4d,8.029262592923969
Xp-5d,6.208799963133303
Xp-6d,4.566461089144028
Xp-7d,3.5434584688221267
ZMIC0,93.72345423746442
ZMIC1,42.87623102140741
ZMIC2,32.54825382060644
ZMIC3,28.878715526798292
ZMIC4,28.4634609474319
ZMIC5,28.4634609474319
nAcid,3
nAtom,45
nBase,1
nRing,4
piPC1,3.7013019741124933
piPC2,4.330733340286331
piPC3,4.96109484853612
piPC4,5.594246587587894
piPC5,6.07073772800249
piPC6,6.481696762242634
piPC7,7.002390515154154
piPC8,7.475009232433153
piPC9,7.779478403507529
AATS0Z,35.111111111111114
AATS0d,3.466666666666667
AATS0i,167.4194940929663
AATS0m,141.70723620000004
AATS0p,1.7039518286062665
AATS0v,236.1411907093535
AATS1Z,29.851063829787233
AATS1d,4.1063829787234045
AATS1i,154.77659863535308
AATS1m,114.99160168085115
AATS1p,1.8289303312765968
AATS1v,264.3515919241325
AATS2Z,26.468354430379748
AATS2d,3.7848101265822787
AATS2i,163.16405962102138
AATS2m,100.76712840506327
AATS2p,1.605140667453063
AATS2v,227.5415930205025
AATS3Z,22.322916666666668
AATS3d,3.1875
AATS3i,159.88207756309185
AATS3m,83.22163690625
AATS3p,1.5256897823706665
AATS3v,199.86930863022192
AATS4Z,20.147058823529413
AATS4d,3.0294117647058822
AATS4i,165.241943884993
AATS4m,74.77523767647058
AATS4p,1.3753930901070885
AATS4v,179.11840029284411
AATS5Z,22.84090909090909
AATS5d,3.4431818181818183
AATS5i,168.13034101559745
AATS5m,85.32182357954545
AATS5p,1.433925307131637
AATS5v,197.7754617325965
AATS6Z,26.4390243902439
AATS6d,3.548780487804878
AATS6i,165.3495403759786
AATS6m,99.01097434146345
AATS6p,1.5984196195676466
AATS6v,221.75578070828675
AATS7Z,21.301204819277107
AATS7d,3.2048192771084336
AATS7i,167.88523865275653
AATS7m,75.8392063975904
AATS7p,1.4505720539102047
AATS7v,195.13805050346477
AATS8Z,18.043478260869566
AATS8d,3.1159420289855073
AATS8i,166.4819828338931
AATS8m,64.21391089855075
AATS8p,1.3404177904260288
AATS8v,185.4599338558622
ATS0dv,363.2345679012346
ATS0pe,290.97639999999984
ATS0se,354.2148059999999
ATS1dv,401.33333333333337
ATS1pe,317.9834000000001
ATS1se,375.7495519999997
ATS2dv,543.0
ATS2pe,522.6828000000002
ATS2se,628.4014959999996
ATS3dv,438.6666666666667
ATS3pe,596.2533000000002
ATS3se,733.5463439999997
ATS4dv,453.6666666666667
ATS4pe,626.6701999999998
ATS4se,777.5251419999998
ATS5dv,520.0
ATS5pe,571.8908
ATS5se,696.1979219999998
ATS6dv,535.3333333333334
ATS6pe,554.9140999999998
ATS6se,664.8638000000002
ATS7dv,426.0
ATS7pe,552.044
ATS7se,668.9110540000004
ATS8dv,257.0
ATS8pe,446.3816000000001
ATS8se,542.2321919999999
ATSC0Z,600.0000000000001
ATSC0c,1.7374184695287964
ATSC0d,27.64444444444445
ATSC0i,82.24197423489095
ATSC0m,2751.7243968
ATSC0p,12.590404892369202
ATSC0v,2169.5440617429404
ATSC1Z,18.555555555555543
ATSC1c,-0.4047105875970264
ATSC1d,11.238024691358019
ATSC1i,-8.54382760545646
ATSC1m,80.88087552000019
ATSC1p,-0.8628080648927619
ATSC1v,-162.9091534656282
ATSC2Z,110.77777777777773
ATSC2c,0.04527279759410716
ATSC2d,5.846419753086422
ATSC2i,24.551902021268322
ATSC2m,496.8723234399999
ATSC2p,2.03550770069994
ATSC2v,434.99986437850254
ATSC3Z,141.0
ATSC3c,0.30087449931355564
ATSC3d,12.35851851851852
ATSC3i,-14.702229620361445
ATSC3m,634.1917443599997
ATSC3p,0.4621188912613078
ATSC3v,167.563037601055
ATSC4Z,244.33333333333331
ATSC4c,0.19513139650584949
ATSC4d,15.583703703703707
ATSC4i,-6.177512552849942
ATSC4m,1149.7327021199994
ATSC4p,3.8665155030092113
ATSC4v,1036.151045210398
ATSC5Z,43.777777777777786
ATSC5c,-0.018917658326033256
ATSC5d,1.739753086419753
ATSC5i,10.914965901517082
ATSC5m,238.13158987999995
ATSC5p,2.2518468842887644
ATSC5v,688.9212803624273
ATSC6Z,-148.22222222222229
ATSC6c,0.0736765920758194
ATSC6d,-8.79654320987654
ATSC6i,-5.722759022263132
ATSC6m,-666.48370568
ATSC6p,-1.381127933338341
ATSC6v,-372.6012794107169
ATSC7Z,-465.7777777777778
ATSC7c,0.03547092319540308
ATSC7d,-12.366419753086419
ATSC7i,-1.7391017076421467
ATSC7m,-2096.8673777199992
ATSC7p,-6.776618198241126
ATSC7v,-990.7678866090793
ATSC8Z,-182.99999999999997
ATSC8c,-0.14046435958076087
ATSC8d,-15.477037037037034
ATSC8i,-20.35420002166191
ATSC8m,-855.54790396
ATSC8p,-3.2675423287781076
ATSC8v,-752.6830097410891
AXp-1d,0.43805206683471276
AXp-2d,0.28506135509661873
AXp-3d,0.17712580465759148
AXp-4d,0.11308820553414041
AXp-5d,0.07219534840852677
AXp-6d,0.04566461089144028
AXp-7d,0.029528820573517724
GATS1Z,0.5258156028368793
GATS1c,0.6970076726498419
GATS1d,0.6264965451186972
GATS1i,1.3361788860679336
GATS1m,0.5244053254417065
GATS1p,0.9125834735947512
GATS1v,0.9233792699161155
GATS2Z,0.5852742616033755
GATS2c,0.5257795534649065
GATS2d,0.9569986568439901
GATS2i,0.9662348906374262
GATS2m,0.5820614657059587
GATS2p,0.8002672261506076
GATS2v,0.7707551699008766
GATS3Z,0.737534722222222
GATS3c,0.3816386235053575
GATS3d,0.7460811897106108
GATS3i,1.1244167969371492
GATS3m,0.7261752213716465
GATS3p,1.068357927546498
GATS3v,0.9838905505235933
GATS4Z,0.7096078431372548
GATS4c,0.31792252422554007
GATS4d,0.6709854359750329
GATS4i,1.0005318751235963
GATS4m,0.6941793579761889
GATS4p,0.9323190760288499
GATS4v,0.8218417168871351
GATS5Z,0.8016666666666665
GATS5c,0.4458091658529282
GATS5d,1.0219051446945335
GATS5i,0.9992446180737095
GATS5m,0.7822202466944382
GATS5p,0.8905551101864996
GATS5v,0.758240138307742
GATS6Z,0.9761382113821137
GATS6c,0.417260967553005
GATS6d,1.125794055368206
GATS6i,1.234859160886064
GATS6m,0.9513065278294571
GATS6p,1.0686306482187327
GATS6v,0.9437994546136217
GATS7Z,1.4048192771084336
GATS7c,0.36359885724406205
GATS7d,1.0451129275946225
GATS7i,1.1753253146735814
GATS7m,1.3651153209780356
GATS7p,1.4150653466608598
GATS7v,1.1323878275500934
GATS8Z,0.7641545893719806
GATS8c,0.5066264386967861
GATS8d,1.3032993149727383
GATS8i,1.1912976583710966
GATS8m,0.7796816672491722
GATS8p,0.8959683536647283
GATS8v,1.1005694314252406
MATS1Z,0.02960992907801416
MATS1c,-0.22302563674848497
MATS1d,0.3892214544708214
MATS1i,-0.09946576002596642
MATS1m,0.028142039306779748
MATS1p,-0.06561288815973608
MATS1v,-0.07189383788662437
MATS2Z,0.10516877637130795
MATS2c,0.014842884934921342
MATS2d,0.1204668484675811
MATS2i,0.17005015717500915
MATS2m,0.10285497304798777
MATS2p,0.09209127281473171
MATS2v,0.11421050959194093
MATS3Z,0.11015624999999998
MATS3c,0.08117498692843939
MATS3d,0.20955586816720256
MATS3i,-0.08379747931222029
MATS3m,0.10803312298079557
MATS3p,0.01720502494800831
MATS3v,0.03620353937978744
MATS4Z,0.179656862745098
MATS4c,0.04954901903094875
MATS4d,0.24869964062795535
MATS4i,-0.03313846986815917
MATS4m,0.1843335096461853
MATS4p,0.13548536982525164
MATS4v,0.2107011649051252
MATS5Z,0.03731060606060606
MATS5c,-0.005567917414685254
MATS5d,0.032181745103770816
MATS5i,0.06786700715918523
MATS5m,0.044252918597407584
MATS5p,0.09145953772955598
MATS5v,0.16237941294052605
MATS6Z,-0.13556910569105696
MATS6c,0.023271466746945992
MATS6d,-0.17462355893655393
MATS6i,-0.03818656491462194
MATS6m,-0.13291783637286142
MATS6p,-0.060199498543349314
MATS6v,-0.09424851768507773
MATS7Z,-0.4208835341365461
MATS7c,0.011068849420260925
MATS7d,-0.24253283229380537
MATS7i,-0.01146478397157369
MATS7m,-0.4131430489621881
MATS7p,-0.2918150876710018
MATS7v,-0.24759271843754646
MATS8Z,-0.19891304347826083
MATS8c,-0.05272603730048737
MATS8d,-0.36512652034111553
MATS8i,-0.1614075829099593
MATS8m,-0.20276958876063383
MATS8p,-0.16925634122267022
MATS8v,-0.22625962403816383
MAXaaN,4.591578292588844
MAXssS,1.4535589096749808
MINaaN,3.8165041012578893
MINssS,1.4535589096749808
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,1
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.6783128411424766
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,1.3383255847076752
SssssB,0
SssssC,0
SssssN,0
TMPC10,959
TMWC10,131.8695912492517
TSRW10,77.53187349255195
Xc-3dv,1.002151754050215
Xc-4dv,0.0
Xc-5dv,0.1056017466669983
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.23570226039551584
Xch-6d,0.4756590099154985
Xch-7d,0.567265452611718
Xp-0dv,16.39612952306118
Xp-1dv,9.2236007017083
Xp-2dv,7.2742220819075865
Xp-3dv,4.876760570571933
Xp-4dv,3.3820103723125103
Xp-5dv,2.3370346493753726
Xp-6dv,1.535392949836892
Xp-7dv,0.9534143899201241
Xpc-4d,3.425218801003127
Xpc-5d,5.477267520560952
Xpc-6d,7.90499086535508
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,47
nFRing,1
nHBAcc,9
nHBDon,1
nHRing,3
nSpiro,0
naRing,4
piPC10,8.137451795230337
AATS0dv,8.071879286694102
AATS0pe,6.466142222222219
AATS0se,7.871440133333331
AATS1dv,8.539007092198583
AATS1pe,6.76560425531915
AATS1se,7.99467131914893
AATS2dv,6.8734177215189876
AATS2pe,6.616237974683546
AATS2se,7.954449316455691
AATS3dv,4.569444444444445
AATS3pe,6.210971875000002
AATS3se,7.641107749999997
AATS4dv,4.447712418300654
AATS4pe,6.143825490196076
AATS4se,7.62279550980392
AATS5dv,5.909090909090909
AATS5pe,6.498759090909091
AATS5se,7.911340022727271
AATS6dv,6.528455284552846
AATS6pe,6.767245121951218
AATS6se,8.108095121951221
AATS7dv,5.132530120481928
AATS7pe,6.651132530120481
AATS7se,8.059169325301209
AATS8dv,3.7246376811594204
AATS8pe,6.469298550724639
AATS8se,7.858437565217391
AATSC0Z,13.333333333333336
AATSC0c,0.03860929932286214
AATSC0d,0.6143209876543211
AATSC0i,1.827599427442021
AATSC0m,61.149431039999996
AATSC0p,0.2797867753859823
AATSC0v,48.21209026095423
AATSC1Z,0.3947990543735222
AATSC1c,-0.008610863565894179
AATSC1d,0.23910690832676637
AATSC1i,-0.1817835660735417
AATSC1m,1.7208696919148976
AATSC1p,-0.018357618401973655
AATSC1v,-3.466152201396345
AATSC2Z,1.4022503516174396
AATSC2c,0.0005730733872671793
AATSC2d,0.07400531333020786
AATSC2i,0.3107835698894724
AATSC2m,6.289523081518986
AATSC2p,0.025765920262024556
AATSC2v,5.506327397196235
AATSC3Z,1.46875
AATSC3c,0.003134109367849538
AATSC3d,0.12873456790123458
AATSC3i,-0.1531482252120984
AATSC3m,6.6061640037499965
AATSC3p,0.0048137384506386225
AATSC3v,1.7454483083443229
AATSC4Z,2.395424836601307
AATSC4c,0.001913052906920093
AATSC4d,0.15278140885984026
AATSC4i,-0.06056384855735237
AATSC4m,11.271889236470583
AATSC4p,0.03790701473538442
AATSC4v,10.158343580494098
AATSC5Z,0.49747474747474757
AATSC5c,-0.00021497339006855973
AATSC5d,0.019769921436588102
AATSC5i,0.12403370342633048
AATSC5m,2.7060407940909084
AATSC5p,0.02558916913964505
AATSC5v,7.828650913209401
AATSC6Z,-1.8075880758807596
AATSC6c,0.0008984950253148708
AATSC6d,-0.10727491719361636
AATSC6i,-0.06978974417394063
AATSC6m,-8.127850069268293
AATSC6p,-0.01684302357729684
AATSC6v,-4.543918041594109
AATSC7Z,-5.61178045515395
AATSC7c,0.0004273605204265431
AATSC7d,-0.14899300907333035
AATSC7i,-0.02095303262219454
AATSC7m,-25.263462382168665
AATSC7p,-0.0816460023884473
AATSC7v,-11.936962489266016
AATSC8Z,-2.652173913043478
AATSC8c,-0.002035715356242911
AATSC8d,-0.22430488459473963
AATSC8i,-0.29498840611104216
AATSC8m,-12.399244984927536
AATSC8p,-0.0473556859243204
AATSC8v,-10.908449416537524
ATS0are,285.90659999999986
ATS1are,312.42859999999996
ATS2are,515.7397000000001
ATS3are,585.9162
ATS4are,618.0662999999998
ATS5are,565.8232
ATS6are,548.3163999999999
ATS7are,546.0845
ATS8are,441.84990000000005
ATSC0dv,176.958573388203
ATSC0pe,4.704177777777776
ATSC0se,2.7016304444444437
ATSC1dv,86.56809632677947
ATSC1pe,0.9512765432098769
ATSC1se,0.47919980246913546
ATSC2dv,83.3182685566225
ATSC2pe,0.7985901234567916
ATSC2se,0.675662419753086
ATSC3dv,65.63240969364429
ATSC3pe,0.6893740740740731
ATSC3se,0.475868962962963
ATSC4dv,87.15809785093737
ATSC4pe,1.806459259259257
ATSC4se,0.7127925925925926
ATSC5dv,33.82367322054566
ATSC5pe,0.6971456790123449
ATSC5se,0.11469597530864169
ATSC6dv,-36.03864045115073
ATSC6pe,-0.8267395061728381
ATSC6se,-0.62750387654321
ATSC7dv,-78.83909160188995
ATSC7pe,-2.4049012345678986
ATSC7se,-1.4241028641975302
ATSC8dv,-128.10602652034748
ATSC8pe,-2.3133259259259247
ATSC8se,-1.221841259259259
AXp-0dv,0.6072640564096733
AXp-1dv,0.31805519661063103
AXp-2dv,0.18185555204768966
AXp-3dv,0.09201435038814967
AXp-4dv,0.047633948905810006
AXp-5dv,0.027174821504364798
AXp-6dv,0.01535392949836892
AXp-7dv,0.007945119916001034
BertzCT,1015.0980539772128
ECIndex,5800000000
GATS1dv,0.4052984764506844
GATS1pe,0.5881887997349773
GATS1se,0.6001335794354279
GATS2dv,0.6920815338597499
GATS2pe,0.8330139196974385
GATS2se,0.7442525291621498
