DLiP-ID,T000T6
DLiP-Mol-ID,16503
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H8N2O/c15-7-11-12-9(5-6-13-11)8-3-1-2-4-10(8)14-12/h1-7,14H"
Standard Inchi Key(RDKit),CHQBGSRZQLMDEX-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=Cc1nccc2c1[nH]c1ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),196.209
MW Monoisotopic(RDKit),196.063662876
MolLogP(RDKit),2.5286
XLogP(SDF),
XLogP(CDK),2.493
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),45.75
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.607669760372636
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,6128.443326474506
qed,0.6076697603726359
Chi0,10.25071237662706
Chi1,7.398178147766922
TPSA,45.75
Chi0n,7.896913770291203
Chi0v,7.896913770291203
Chi1n,4.7055418196052425
Chi1v,4.7055418196052425
Chi2n,3.4071877678614912
Chi2v,3.4071877678614912
Chi3n,2.568837032176093
Chi3v,2.568837032176093
Chi4n,1.884790434769626
Chi4v,1.884790434769626
MolMR,58.987200000000016
MolWt,196.209
fr_SH,0
Kappa1,8.173359972682558
Kappa2,2.916788900964725
Kappa3,1.0630057222038418
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,654.83047868051
MolLogP,2.528600000000001
NOCount,3
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.586959487171138
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,42.222606908769585
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
