DLiP-ID,T001TK
ZMIC5,24.600456403953242
nAcid,1
nAtom,51
nBase,0
nRing,3
piPC1,3.7612001156935624
piPC2,4.2626798770413155
piPC3,4.672828834461906
piPC4,5.07829394257007
piPC5,5.537334267018537
piPC6,5.528188238611673
piPC7,5.686763469486606
piPC8,5.866113886573653
piPC9,6.097371788284171
AATS0Z,25.647058823529413
AATS0d,3.392156862745098
AATS0i,162.5956877185143
AATS0m,101.47607917647062
AATS0p,1.4782940196437058
AATS0s,7.75
AATS0v,226.95883825954223
AATS1Z,26.50943396226415
AATS1d,4.113207547169812
AATS1i,147.53238504712357
AATS1m,101.35553856603772
AATS1p,1.8178743806792454
AATS1s,3.6346960167714886
AATS1v,271.9850889156899
AATS2Z,22.76923076923077
AATS2d,3.681318681318681
AATS2i,151.99574804340983
AATS2m,85.34701705494503
AATS2p,1.5987133726307254
AATS2s,4.151098901098901
AATS2v,232.21997936225532
AATS3Z,17.976190476190474
AATS3d,3.0317460317460316
AATS3i,159.1118249888205
AATS3m,64.94015911111111
AATS3p,1.3298461903550394
AATS3s,3.4971340388007057
AATS3v,187.32760406152406
AATS4Z,16.432835820895523
AATS4d,2.708955223880597
AATS4i,162.69946217328416
AATS4m,58.35450191791045
AATS4p,1.1896938806319257
AATS4s,3.761608623548922
AATS4v,169.02080713195238
AATS5Z,17.896825396825395
AATS5d,2.7936507936507935
AATS5i,163.2562383146125
AATS5m,65.44224000000001
AATS5p,1.2196978948077144
AATS5s,4.508597883597883
AATS5v,175.72436659364618
AATS6Z,18.289256198347108
AATS6d,2.87603305785124
AATS6i,159.18597516982712
AATS6m,66.3022482892562
AATS6p,1.30009658171557
AATS6s,3.8429752066115697
AATS6v,186.67894559953876
AATS7Z,16.107692307692307
AATS7d,2.5307692307692307
AATS7i,162.64686606590908
AATS7m,57.01015887692307
AATS7p,1.1503145846579
AATS7s,3.8649572649572645
AATS7v,163.43427151424987
AATS8Z,16.15929203539823
AATS8d,2.4513274336283186
AATS8i,165.76705314945113
AATS8m,57.560564504424775
AATS8p,1.1219618594090706
AATS8s,4.483284169124877
AATS8v,158.606161936993
AMID_C,1.4563660738319772
AMID_N,0.20917691995312115
AMID_O,0.3467715442815898
AMID_X,0.0
AMID_h,0.5559484642347109
ATS0dv,486.0
ATS0pe,336.91889999999995
ATS0se,410.1537839999999
ATS1dv,423.0
ATS1pe,353.41120000000006
ATS1se,419.89697599999994
ATS2dv,591.0
ATS2pe,594.4469
ATS2se,715.2747999999998
ATS3dv,567.0
ATS3pe,805.0539000000001
ATS3se,986.2271999999999
ATS4dv,585.0
ATS4pe,860.5484999999999
ATS4se,1062.445004
ATS5dv,652.0
ATS5pe,809.7808999999999
ATS5se,998.3339599999999
ATS6dv,562.0
ATS6pe,780.1937
ATS6se,956.506948
ATS7dv,527.0
ATS7pe,834.5871
ATS7se,1032.742352
ATS8dv,524.0
ATS8pe,730.1756
ATS8se,904.602828
ATSC0Z,393.1764705882353
ATSC0c,1.322319821396235
ATSC0d,31.33333333333333
ATSC0i,75.62483525785231
ATSC0m,1856.4275008235295
ATSC0p,11.273690320840588
ATSC0s,175.6285403050109
ATSC0v,2392.9933547514047
ATSC1Z,9.346020761245667
ATSC1c,-0.728581902448116
ATSC1d,5.222222222222221
ATSC1i,1.1896599330715842
ATSC1m,44.152299065744074
ATSC1p,0.6813818500387638
ATSC1s,-6.956565850741163
ATSC1v,67.78159558966878
ATSC2Z,-5.78546712802769
ATSC2c,0.06395309204670875
ATSC2d,-10.555555555555557
ATSC2i,-15.90125869813549
ATSC2m,-46.68437244982678
ATSC2p,-2.2722267133752427
ATSC2s,55.42151522918537
ATSC2v,-525.5312648921749
ATSC3Z,-87.08304498269896
ATSC3c,0.5073464539264407
ATSC3d,-9.666666666666666
ATSC3i,-7.690140376015107
ATSC3m,-422.66236379930797
ATSC3p,-3.568591661556629
ATSC3s,-16.303953607586827
ATSC3v,-778.3503222791464
ATSC4Z,-120.9342560553633
ATSC4c,-0.8373212100394464
ATSC4d,1.8888888888888888
ATSC4i,-20.651762467492844
ATSC4m,-555.3440481833911
ATSC4p,-1.6032729438688205
ATSC4s,-75.11169849203299
ATSC4v,-342.2859244134443
ATSC5Z,123.1522491349481
ATSC5c,0.40491575830831966
ATSC5d,0.3333333333333329
ATSC5i,13.93803435029783
ATSC5m,585.4241796124566
ATSC5p,3.0446652204651334
ATSC5s,46.81042547738049
ATSC5v,806.3765322430312
ATSC6Z,-63.59515570934258
ATSC6c,0.28274149650489355
ATSC6d,-7.555555555555557
ATSC6i,-11.769819066725837
ATSC6m,-301.705506051903
ATSC6p,-2.7483250878734142
ATSC6s,-28.346362510145678
ATSC6v,-464.8004829971152
ATSC7Z,-97.3910034602076
ATSC7c,-0.5748848232628813
ATSC7d,-1.555555555555554
ATSC7i,-19.774873637034162
ATSC7m,-448.59576390311423
ATSC7p,-2.445139913450284
ATSC7s,-84.60978683412365
ATSC7v,-420.4571240682071
ATSC8Z,7.314878892733567
ATSC8c,0.047219747113988415
ATSC8d,2.555555555555558
ATSC8i,21.79785697889494
ATSC8m,41.34730686159165
ATSC8p,3.22470056964942
ATSC8s,-12.885022854457686
ATSC8v,388.8517076466907
AXp-0d,0.7224332542835974
AXp-1d,0.4483201358843283
AXp-2d,0.2977202047546651
AXp-3d,0.1888178043095355
AXp-4d,0.11997717535358414
AXp-5d,0.07979122417660361
AXp-6d,0.051421793974048634
AXp-7d,0.032266042371149856
GATS1Z,0.7006311890970269
GATS1c,1.4944004626928369
GATS1d,0.9634684865515858
GATS1i,1.203607883958947
GATS1m,0.7087601411146653
GATS1p,1.023786018993435
GATS1s,0.5775154589842916
GATS1v,0.9362175874210265
GATS2Z,0.8063375882047336
GATS2c,0.9313806706444393
GATS2d,1.39408463876549
GATS2i,1.264932423966133
GATS2m,0.8193522189033542
GATS2p,1.1605225215947816
GATS2s,0.4139588664047966
GATS2v,1.1036563973096547
GATS3Z,1.0067574306802314
GATS3c,0.7827337371043372
GATS3d,1.1714792299898684
GATS3i,1.0879394065287515
GATS3m,1.0131035840231688
GATS3p,1.120182484819356
GATS3s,0.7596173924549446
GATS3v,1.119337904812421
GATS4Z,1.1217476352528204
GATS4c,1.2455946167435743
GATS4d,0.9645919339472849
GATS4i,1.0678851358891852
GATS4m,1.1174691200509115
GATS4p,1.0151914910650002
GATS4s,1.173733886281963
GATS4v,1.0272941877801618
GATS5Z,0.880597351647621
GATS5c,0.9806729561428283
GATS5d,1.0574974670719353
GATS5i,0.8967518106807155
GATS5m,0.8794074412327525
GATS5p,0.8535969529805172
GATS5s,0.8543263609102459
GATS5v,0.8462177956245813
GATS6Z,1.0163038908754594
GATS6c,1.046142334482933
GATS6d,1.1143836820819415
GATS6i,1.067675290299188
GATS6m,1.0177402949891177
GATS6p,1.0975794042384455
GATS6s,0.9311629919460099
GATS6v,1.0629193289670922
GATS7Z,1.1239814942687476
GATS7c,1.283279992833062
GATS7d,0.975859247135843
GATS7i,1.024995703354729
GATS7m,1.1193018766718037
GATS7p,1.0546378727655292
GATS7s,1.2669392080253787
GATS7v,1.048967863868435
GATS8Z,1.054492831911367
GATS8c,1.0857583432668048
GATS8d,0.9108454151760498
GATS8i,0.7896820415261989
GATS8m,1.0491648351535883
GATS8p,0.8122502815991502
GATS8s,1.1437708807309608
GATS8v,0.8962073316837037
MATS1Z,0.02287354764404998
MATS1c,-0.5301956715824488
MATS1d,0.16037735849056603
MATS1i,0.015137449245413617
MATS1m,0.022885986419534207
MATS1p,0.05815924588452804
MATS1s,-0.038114841245163386
MATS1v,0.02725615572654068
MATS2Z,-0.008246690472902333
MATS2c,0.027105275301373664
MATS2d,-0.18880056114098673
MATS2i,-0.11784084427864547
MATS2m,-0.014093612146755604
MATS2p,-0.11295731071386193
MATS2s,0.17685285990532637
MATS2v,-0.12307953572399859
MATS3Z,-0.0896490553133282
MATS3c,0.15529867566276867
MATS3d,-0.12487335359675787
MATS3i,-0.04115943996266899
MATS3m,-0.09215421737002134
MATS3p,-0.12812396980418497
MATS3s,-0.037574868560063354
MATS3v,-0.13165375423722323
MATS4Z,-0.11706503389694256
MATS4c,-0.24100217505491142
MATS4d,0.022943791679898386
MATS4i,-0.10393409944333747
MATS4m,-0.11385431798516714
MATS4p,-0.054126100609581985
MATS4s,-0.16277131371925874
MATS4v,-0.0544393492878137
MATS5Z,0.12678108346869568
MATS5c,0.12394465465089274
MATS5d,0.004305977710233024
MATS5i,0.07459963797643615
MATS5m,0.12764161591470538
MATS5p,0.1093133179043989
MATS5s,0.10788153762500491
MATS5v,0.13639423632243886
MATS6Z,-0.06817439945398165
MATS6c,0.0901234586282652
MATS6d,-0.10163530859855816
MATS6i,-0.06559793238375235
MATS6m,-0.0684999174993712
MATS6p,-0.10275117742515347
MATS6s,-0.06802789783533479
MATS6v,-0.08186718997979717
MATS7Z,-0.09717580444689956
MATS7c,-0.17055763266018198
MATS7d,-0.01947626841243861
MATS7i,-0.10258316617510356
MATS7m,-0.09479905293245619
MATS7p,-0.0850872402483722
MATS7s,-0.18899587824333688
MATS7v,-0.0689298044768967
MATS8Z,0.008396752514259389
MATS8c,0.016116802407931653
MATS8d,0.03681039352287709
MATS8i,0.13008915411634286
MATS8m,0.010052196428358471
MATS8p,0.1290966658565385
MATS8s,-0.033111727097686866
MATS8v,0.0733388761509544
MAXsOH,9.518686301706685
MINsOH,9.518686301706685
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.772454718852956
SpAD_D,373.40720774676265
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7942976585026207
SssNH2,0
SsssAs,0
SsssCH,-1.9540274584989605
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,744
TMWC10,138.01679785070044
TSRW10,79.23732296505361
VE1_Dt,5.378501183237442
VE2_Dt,0.1792833727745814
VE3_Dt,2.781022033551955
VR1_Dt,189.0347698808522
VR2_Dt,6.3011589960284065
VR3_Dt,6.34054325443134
Xc-3dv,0.8184276048755355
Xc-4dv,0.0
Xc-5dv,0.10875358717496914
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4052173881137695
Xch-7d,0.47621049423289713
Xp-0dv,16.084664911696674
Xp-1dv,9.502352032757162
Xp-2dv,7.135875709436294
Xp-3dv,5.061908607008614
Xp-4dv,3.4601296172199674
Xp-5dv,2.255109136132456
Xp-6dv,1.274425306638348
Xp-7dv,0.75275348410807
Xpc-4d,4.747921890119238
Xpc-5d,6.24567971439906
Xpc-6d,9.100885534400758
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,53
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.954216886206314
AATS0dv,9.529411764705882
AATS0pe,6.60625294117647
AATS0se,8.042231058823528
AATS1dv,7.981132075471698
AATS1pe,6.668135849056605
AATS1se,7.922584452830187
AATS2dv,6.4945054945054945
AATS2pe,6.532383516483517
AATS2se,7.860162637362635
AATS3dv,4.5
AATS3pe,6.389316666666668
AATS3se,7.8271999999999995
AATS4dv,4.365671641791045
AATS4pe,6.422003731343283
AATS4se,7.928694059701492
AATS5dv,5.174603174603175
AATS5pe,6.426832539682539
AATS5se,7.9232853968253965
AATS6dv,4.644628099173554
AATS6pe,6.447881818181818
AATS6se,7.905016099173554
AATS7dv,4.053846153846154
AATS7pe,6.419900769230769
AATS7se,7.944171938461539
AATS8dv,4.6371681415929205
AATS8pe,6.461730973451328
AATS8se,8.005334761061947
AATSC0Z,7.709342560553633
AATSC0c,0.025927839635220294
AATSC0d,0.6143790849673202
AATSC0i,1.482839907016712
AATSC0m,36.40053923183391
AATSC0p,0.22105275138903113
AATSC0s,3.4436968687257035
AATSC0v,46.92143832845892
AATSC1Z,0.1763400143631258
AATSC1c,-0.013746828348077661
AATSC1d,0.09853249475890984
AATSC1i,0.022446413831539325
AATSC1m,0.833062246523473
AATSC1p,0.01285626132148611
AATSC1s,-0.13125595944794646
AATSC1v,1.2788980299937507
AATSC2Z,-0.06357656184645813
AATSC2c,0.0007027812312825137
AATSC2d,-0.11599511599511601
AATSC2i,-0.17473910657291747
AATSC2m,-0.5130150818662284
AATSC2p,-0.024969524322804866
AATSC2s,0.6090276398811579
AATSC2v,-5.775068844968955
AATSC3Z,-0.691135277640468
AATSC3c,0.004026559158146355
AATSC3d,-0.07671957671957672
AATSC3i,-0.06103286012710402
AATSC3m,-3.3544632047564122
AATSC3p,-0.02832215604410023
AATSC3s,-0.12939645720307005
AATSC3v,-6.177383510151956
AATSC4Z,-0.902494448174353
AATSC4c,-0.006248665746563032
AATSC4d,0.014096185737976783
AATSC4i,-0.15411763035442422
AATSC4m,-4.14435856853277
AATSC4p,-0.011964723461707615
AATSC4s,-0.5605350633733804
AATSC4v,-2.5543725702495843
AATSC5Z,0.9773988026583182
AATSC5c,0.0032136171294311084
AATSC5d,0.0026455026455026423
