DLiP-ID,J100HY
DLiP-Mol-ID,37348
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H20FN9S2.ClH/c1-12-10-15(30-18-22-24-25-27(18)9-8-26(2)3)28-16(20-12)21-17(23-28)29-11-13-4-6-14(19)7-5-13;/h4-7,10H,8-9,11H2,1-3H3;1H"
Standard Inchi Key(RDKit),TXBDQGZNVQYFMO-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(Sc2nnnn2CC[NH+](C)C)n2nc(SCc3ccc(F)cc3)nc2n1.[Cl-]
SMILES(SDF),
MW(SDF),
MW(RDKit),482.014
MW Monoisotopic(RDKit),481.103389572
MolLogP(RDKit),-1.84968
XLogP(SDF),
XLogP(CDK),3.357
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),10
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),91.12
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.231603373841523
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,8585033.273662478
qed,0.23160337384152316
Chi0,21.087211190881018
Chi1,14.474366886035765
TPSA,91.12
Chi0n,17.15820598045362
Chi0v,19.547128088327522
Chi1n,9.32454300798396
Chi1v,11.126638148565176
Chi2n,7.000852825092596
Chi2v,8.930900429084941
Chi3n,4.187797489255031
Chi3v,6.071503081860757
Chi4n,2.630861228342499
Chi4v,4.340660741977166
MolMR,111.09770000000002
MolWt,482.0140000000001
fr_SH,0
Kappa1,23.38452026367187
Kappa2,10.35394436357457
Kappa3,5.90626513760475
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,8
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1146.8566182217287
MolLogP,-1.8496799999999962
NOCount,9
fr_Ar_N,8
fr_COO2,0
fr_urea,0
BalabanJ,2.722495991606208e-06
SMR_VSA1,21.697357939705274
SMR_VSA2,0.0
SMR_VSA3,39.78929167856704
SMR_VSA4,0.0
SMR_VSA5,34.56018015466065
SMR_VSA6,20.640100371266954
SMR_VSA7,47.406435669899395
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
