DLiP-ID,C001FW
BIC4,0.920597415644702
BIC5,0.920597415644702
CIC0,2.840782000346155
CIC1,1.410444997153602
CIC2,0.624385618977473
CIC3,0.07999999999999918
CIC4,0.0
CIC5,0.0
GGI1,3.5
GGI2,2.000000000000001
GGI3,0.875
GGI4,0.9644444444444445
GGI5,0.3819444444444445
GGI6,0.16244897959183674
GGI7,0.1736111111111111
GGI8,0.10254472159234063
GGI9,0.045625000000000006
JGI1,0.19444444444444445
JGI2,0.08333333333333337
JGI3,0.03804347826086956
JGI4,0.05673202614379086
JGI5,0.02387152777777778
JGI6,0.011603498542274052
JGI7,0.015782828282828284
JGI8,0.012818090199042578
JGI9,0.011406250000000001
MIC0,24.024953239109355
MIC1,39.45054232252706
MIC2,45.35252514133773
MIC3,46.78150584526702
MIC4,49.617745845267024
MIC5,49.617745845267024
MPC2,24
MPC3,29
MPC4,33
MPC5,40
MPC6,34
MPC7,31
MPC8,29
MPC9,28
Mare,1.0064
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2729540593323655
RPCG,0.21641900125787047
SIC0,0.38827089292703476
SIC1,0.696277201637025
SIC2,0.8655458753541284
SIC3,0.9827729376770644
SIC4,1.0
SIC5,1.0
SaaN,3.8612668940140082
SaaO,0
SaaS,0
Sare,25.16
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.612553302788992
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,45.07685473571424
TIC1,80.83527981552805
TIC2,100.48676426993129
TIC3,114.09640474436813
TIC4,116.09640474436812
TIC5,116.09640474436812
Vabc,212.34603531109593
WPol,23
apol,32.736343999999995
bpol,11.623655999999999
nRot,2
ABCGG,10.960672457814603
ATS0Z,1180.0
ATS0d,92.0
ATS0i,3945.1237563302925
ATS0m,4901.0630630000005
ATS0p,49.591707238792004
ATS0s,117.76059289742417
ATS0v,7041.833816673304
ATS1Z,865.0
ATS1d,111.0
ATS1i,3764.252322899601
ATS1m,3402.4701999999993
ATS1p,55.174722469999985
ATS1s,90.54115226337449
ATS1v,8059.571251059553
ATS2Z,1288.0
ATS2d,155.0
ATS2i,5940.963234389201
ATS2m,5033.783084
ATS2p,79.28120493999997
ATS2s,140.75720164609055
ATS2v,11271.18767384486
ATS3Z,1586.0
ATS3d,159.0
ATS3i,7784.766441781478
ATS3m,6173.124966
ATS3p,87.04678665054699
ATS3s,165.15241579027588
ATS3v,11824.33828916443
ATS4Z,1067.0
ATS4d,126.0
ATS4i,7235.804469146615
ATS4m,3959.0574159999987
ATS4p,66.862396256245
ATS4s,159.99176954732516
ATS4v,9095.965633977883
ATS5Z,983.0
ATS5d,106.0
ATS5i,5959.366169592582
ATS5m,3772.905578999999
ATS5p,54.335682111942994
ATS5s,141.15020576131687
ATS5v,7761.364215063873
ATS6Z,885.0
ATS6d,91.0
ATS6i,4582.916055909939
ATS6m,3394.5045130000008
ATS6p,51.936549336849005
ATS6s,113.48353909465021
ATS6v,7201.638180865165
ATS7Z,711.0
ATS7d,82.0
ATS7i,4585.866854744688
ATS7m,2688.727818000001
ATS7p,50.15088069939599
ATS7s,73.63786008230453
ATS7v,6424.9186173057515
ATS8Z,666.0
ATS8d,62.0
ATS8i,4247.430690457475
ATS8m,2530.822596
ATS8p,39.764393989093996
ATS8s,57.79012345679013
ATS8v,4865.6881726644815
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.012345679012345678
JGI10,0.012345679012345678
JGT10,0.4603811559967066
Kier1,13.432098765432098
Kier2,6.25
Kier3,3.728894173602854
MAXdO,11.844355001259762
MID_C,24.797365325154786
MID_N,4.023118982486935
MID_O,1.7801436856549833
MID_X,3.5124911281381674
MID_h,9.315753796280086
MINdO,11.844355001259762
MPC10,24
MWC01,18.0
MWC02,4.442651256490317
MWC03,5.25227342804663
MWC04,6.089044875446846
MWC05,6.9167150203536085
MWC06,7.755767170102998
MWC07,8.589141690728821
MWC08,9.429556219952412
MWC09,10.265523102716957
MWC10,11.106865179779318
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.6407000000000016
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.890349128221754
SRW05,0.0
SRW06,6.368187186350492
SRW07,0.0
SRW08,7.927685045615778
SRW09,0.0
SRW10,9.524932109734822
SaaCH,11.343509420228997
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9106087805492582
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.2409567901234564
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7242189468379943
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.733338607808268
VE1_D,4.067738191151261
VE2_A,0.21960815340048634
VE2_D,0.23927871712654478
VE3_A,1.8479311534998977
VE3_D,1.9337153690533357
VR1_A,95.38385823578699
VR1_D,79.34454540366251
VR2_A,5.610815190340411
VR2_D,4.667326200215442
VR3_A,5.088537614317591
VR3_D,4.904427954697182
WPath,554
Xc-3d,1.0778975930851458
Xc-4d,0.0
Xc-5d,0.2845177968644246
Xc-6d,0.0
Xp-0d,12.25071237662706
Xp-1d,8.164703797946448
Xp-2d,7.244721942698525
Xp-3d,5.873339337388625
Xp-4d,4.24708756194517
Xp-5d,3.4037121630996467
Xp-6d,1.9135936805324356
Xp-7d,1.1221127121489973
ZMIC0,56.28207948897747
ZMIC1,40.78547695474313
ZMIC2,31.52042991849241
ZMIC3,28.85822209046813
ZMIC4,25.262577672374505
ZMIC5,25.262577672374505
nAcid,0
nAtom,25
nBase,0
nRing,2
piPC1,3.258096538021482
piPC2,3.828641396489095
piPC3,4.330733340286331
piPC4,4.795790545596741
piPC5,5.298942171316879
piPC6,5.213916216314214
piPC7,5.294717143515545
piPC8,5.387643770127907
piPC9,5.668371163176867
AATS0Z,47.2
AATS0d,3.68
AATS0i,157.8049502532117
AATS0m,196.04252252000003
AATS0p,1.9836682895516802
AATS0s,4.710423715896967
AATS0v,281.67335266693215
AATS1Z,33.26923076923077
AATS1d,4.269230769230769
AATS1i,144.7789354961385
AATS1m,130.86423846153843
AATS1p,2.122104710384615
AATS1s,3.482352010129788
AATS1v,309.9835096561367
AATS2Z,32.2
AATS2d,3.875
AATS2i,148.52408085973002
AATS2m,125.8445771
AATS2p,1.982030123499999
AATS2s,3.518930041152264
AATS2v,281.77969184612147
AATS3Z,31.72
AATS3d,3.18
AATS3i,155.69532883562954
AATS3m,123.46249932
AATS3p,1.7409357330109398
AATS3s,3.3030483158055177
AATS3v,236.4867657832886
AATS4Z,23.711111111111112
AATS4d,2.8
AATS4i,160.79565486992476
AATS4m,87.97905368888885
AATS4p,1.4858310279165556
AATS4s,3.5553726566072257
AATS4v,202.13256964395296
AATS5Z,26.56756756756757
AATS5d,2.864864864864865
AATS5i,161.06395052952925
AATS5m,101.97042105405403
AATS5p,1.4685319489714324
AATS5s,3.814870425981537
AATS5v,209.7666004071317
AATS6Z,29.5
AATS6d,3.033333333333333
AATS6i,152.7638685303313
AATS6m,113.15015043333337
AATS6p,1.7312183112283002
AATS6s,3.78278463648834
AATS6v,240.05460602883883
AATS7Z,23.7
AATS7d,2.7333333333333334
AATS7i,152.8622284914896
AATS7m,89.62426060000004
AATS7p,1.6716960233131997
AATS7s,2.454595336076818
AATS7v,214.1639539101917
AATS8Z,25.615384615384617
AATS8d,2.3846153846153846
AATS8i,163.36271886374905
AATS8m,97.33933061538461
AATS8p,1.5293997688113075
AATS8s,2.2226970560303894
AATS8v,187.14185279478775
AMID_C,1.458668548538517
AMID_N,0.2366540577933491
AMID_O,0.10471433445029313
AMID_X,0.20661712518459807
AMID_h,0.5479855174282404
ATS0dv,221.20987654320987
ATS0pe,167.03799999999998
ATS0se,202.140142
ATS1dv,223.22222222222223
ATS1pe,173.38150000000005
ATS1se,205.24942800000002
ATS2dv,283.8888888888889
ATS2pe,266.67010000000005
ATS2se,317.9590320000001
ATS3dv,261.71604938271605
ATS3pe,330.43260000000004
ATS3se,401.36155299999996
ATS4dv,222.55555555555554
ATS4pe,295.0091
ATS4se,361.607778
ATS5dv,194.88888888888889
ATS5pe,244.16680000000008
ATS5se,299.255082
ATS6dv,154.88888888888889
ATS6pe,199.51490000000004
ATS6se,241.72497800000008
ATS7dv,103.77777777777777
ATS7pe,183.54500000000002
ATS7se,226.93949800000001
ATS8dv,68.33333333333334
ATS8pe,161.941
ATS8se,202.61581600000002
ATSC0Z,440.16
ATSC0c,0.4067722864689276
ATSC0d,14.56
ATSC0i,38.05736367894333
ATSC0m,2047.1743477600003
ATSC0p,6.72497849933856
ATSC0s,34.86069196768785
ATSC0v,1193.792468543729
ATSC1Z,-3.0064000000000073
ATSC1c,-0.24432585301581147
ATSC1d,1.4575999999999998
ATSC1i,-2.9937090572660945
ATSC1m,-12.258093990399995
ATSC1p,0.08528751077813879
ATSC1s,-2.0482014936747444
ATSC1v,23.693500192597536
ATSC2Z,-8.89600000000001
ATSC2c,0.09208421332349731
ATSC2d,-6.216
ATSC2i,-8.62415970121149
ATSC2m,-42.971771135999965
ATSC2p,-0.4835653589813744
ATSC2s,1.3729614388050613
ATSC2v,-205.9069921129706
ATSC3Z,46.47999999999996
ATSC3c,-0.054519464119107464
ATSC3d,-2.92
ATSC3i,-11.83343665010651
ATSC3m,208.90152680000008
ATSC3p,-0.5675885415765196
ATSC3s,-3.0753696082914184
ATSC3v,-254.52741089328515
ATSC4Z,-109.12799999999996
ATSC4c,0.027964472607907617
ATSC4d,-0.36799999999999955
ATSC4i,2.450942254092742
ATSC4m,-502.99629212800016
ATSC4p,-0.6540214377842497
ATSC4s,-4.436671239140374
ATSC4v,-155.97739773481706
ATSC5Z,81.48320000000001
ATSC5c,-0.0847411296784717
ATSC5d,0.6112000000000002
ATSC5i,10.189012364491157
ATSC5m,385.3151320351999
ATSC5p,1.7553325667270496
ATSC5s,-10.306508154244778
ATSC5v,445.1090629669299
ATSC6Z,-22.392000000000003
ATSC6c,0.05896035559098357
ATSC6d,-0.8720000000000001
ATSC6i,2.3253896746471936
ATSC6m,-118.23739851199991
ATSC6p,-1.3842351843454321
ATSC6s,-4.734529797286998
ATSC6v,-291.4934697578982
ATSC7Z,15.768000000000013
ATSC7c,0.015957743683276886
ATSC7d,-1.0719999999999996
ATSC7i,-11.276265922203075
ATSC7m,73.10887824799995
ATSC7p,-0.5807968504685118
ATSC7s,1.8549763755525053
ATSC7v,-126.57232156808004
ATSC8Z,10.153600000000012
ATSC8c,-0.0031419933470514575
ATSC8d,-0.02239999999999992
ATSC8i,-2.4664948004293077
ATSC8m,59.266865369599884
ATSC8p,1.1391297039252568
ATSC8s,2.4410912970583727
ATSC8v,221.19034830150906
AXp-0d,0.7206301398015917
AXp-1d,0.4535946554414693
AXp-2d,0.3018634142791052
AXp-3d,0.20252894266857327
AXp-4d,0.12869962308924757
AXp-5d,0.08509280407749117
AXp-6d,0.0562821670744834
AXp-7d,0.03619718426287088
GATS1Z,0.4833906551463803
GATS1c,1.5193061433678714
GATS1d,0.8875739644970414
GATS1i,1.1327496918242248
GATS1m,0.4840555094540132
GATS1p,0.6729809767997916
GATS1s,0.5554777352185548
GATS1v,0.7024953050880645
GATS2Z,0.6243184296619411
GATS2c,0.8471108348910024
GATS2d,1.3186813186813187
GATS2i,1.1819096671570617
GATS2m,0.6257715135018804
GATS2p,0.8017455193061964
GATS2s,0.614408384013711
GATS2v,0.8860807511193589
GATS3Z,0.8893129770992366
GATS3c,1.171646463895223
GATS3d,1.0879120879120878
GATS3i,1.129839206653257
GATS3m,0.8905657150671445
GATS3p,0.9772377953768365
GATS3s,0.9899500264514407
GATS3v,1.0299925475100298
GATS4Z,1.0547679631649098
GATS4c,1.3235696363522915
GATS4d,0.9706959706959707
GATS4i,0.9364778156880655
GATS4m,1.0549538409840031
GATS4p,1.0385305013779293
GATS4s,1.5228308725477764
GATS4v,1.066101875445802
GATS5Z,0.7302013027203866
GATS5c,1.4073319701479805
GATS5d,1.0469260469260468
GATS5i,0.7651859459120491
GATS5m,0.7303612501964031
GATS5p,0.8201850851801061
GATS5s,2.1689799811572623
GATS5v,0.7607769706596172
GATS6Z,0.8705925118138859
GATS6c,0.6359995421693527
GATS6d,0.9065934065934066
GATS6i,0.8760502811819484
GATS6m,0.8761317451845442
GATS6p,1.079113440170518
GATS6s,1.5295635293654717
GATS6v,1.1020600975179946
GATS7Z,0.8824063976735733
GATS7c,0.31174217768652135
GATS7d,0.8241758241758241
GATS7i,1.1258285113976025
GATS7m,0.8865495388733603
GATS7p,1.059324452233517
GATS7s,0.18831677021349155
GATS7v,1.1716023056805744
GATS8Z,1.3316835835919805
GATS8c,0.5521773518097979
GATS8d,0.9192730346576501
GATS8i,0.9626459528273371
GATS8m,1.3266677459641858
GATS8p,1.0086292519265296
GATS8s,0.2479668712939816
GATS8v,1.0187391857201082
MATS1Z,-0.0065675418728854
MATS1c,-0.5775435363658712
MATS1d,0.09625950972104817
MATS1i,-0.0756375671604934
MATS1m,-0.005757511005264352
MATS1p,0.012194421426049528
MATS1s,-0.05649413141237241
MATS1v,0.019083896342085994
MATS2Z,-0.012631770265358064
MATS2c,0.14148612194499177
MATS2d,-0.2668269230769231
MATS2i,-0.14163093005413446
MATS2m,-0.013119232853511992
MATS2p,-0.04494116217517794
MATS2s,0.024615142466148734
MATS2v,-0.10780087281635635
MATS3Z,0.05279898218829512
MATS3c,-0.0670147228961628
MATS3d,-0.10027472527472527
MATS3i,-0.15546842327196989
MATS3m,0.05102191882889169
MATS3p,-0.0422000264857609
MATS3s,-0.04410941715015237
MATS3v,-0.10660454710514944
MATS4Z,-0.13773779231794492
MATS4c,0.03819291193696151
MATS4d,-0.014041514041514025
MATS4i,0.0357784789586057
MATS4m,-0.13650150746628836
MATS4p,-0.05402920518618894
MATS4s,-0.07070477423002987
MATS4v,-0.07258724789777142
MATS5Z,0.12508227966243235
MATS5c,-0.14076062199334513
MATS5d,0.02836352836352837
MATS5i,0.18089712865882163
MATS5m,0.12717434764206398
MATS5p,0.17636272267271494
MATS5s,-0.19976243923760767
MATS5v,0.2519276798893046
MATS6Z,-0.04239367502726281
MATS6c,0.12078902937480766
MATS6d,-0.04990842490842492
MATS6i,0.05091852250251469
MATS6m,-0.04813032438320581
MATS6p,-0.17152907186265595
MATS6s,-0.113177371848963
MATS6v,-0.20347860386032465
MATS7Z,0.0298527808069793
MATS7c,0.03269180369071157
MATS7d,-0.06135531135531133
MATS7i,-0.24691379959410442
MATS7m,0.029760076504147873
MATS7p,-0.07197010004389315
MATS7s,0.0443425978958352
MATS7v,-0.08835449830633862
MATS8Z,0.022180745463188236
MATS8c,-0.0074271221260269376
MATS8d,-0.001479289940828397
MATS8i,-0.06231723342175707
MATS8m,0.027837087061024997
MATS8p,0.16287294050275183
MATS8s,0.0673309403159307
MATS8v,0.17815745434584204
MAXaaN,3.8612668940140082
MAXsCl,5.83894183393522
MINaaN,3.8612668940140082
MINsCl,5.773611468853772
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.72189132269829
SpAD_D,134.4106208147289
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,307
TMWC10,104.84753794361791
TSRW10,49.322071382567074
VE1_Dt,4.064557499598704
VE2_Dt,0.2390916176234532
VE3_Dt,1.932933131949399
VR1_Dt,79.55815528126696
VR2_Dt,4.679891487133351
VR3_Dt,4.907116518269163
Xc-3dv,0.5450245383286381
Xc-4dv,0.0
Xc-5dv,0.12415320257885143
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.17010345435994292
Xch-7d,0.24753525720257685
Xp-0dv,10.164700608346568
Xp-1dv,5.5864661513228135
Xp-2dv,4.133301092035552
Xp-3dv,2.859008188955034
Xp-4dv,1.5739705433347224
Xp-5dv,1.0499748530279769
Xp-6dv,0.48781211581288664
Xp-7dv,0.23215706807820985
Xpc-4d,2.4820236178199644
Xpc-5d,2.980996676912901
Xpc-6d,4.27327114882076
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,26
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.901266279189834
AATS0dv,8.848395061728395
AATS0pe,6.681519999999999
AATS0se,8.08560568
AATS1dv,8.585470085470085
AATS1pe,6.668519230769233
AATS1se,7.8942087692307705
AATS2dv,7.097222222222223
AATS2pe,6.666752500000001
AATS2se,7.948975800000002
AATS3dv,5.234320987654321
AATS3pe,6.608652000000001
AATS3se,8.027231059999998
AATS4dv,4.945679012345678
AATS4pe,6.555757777777777
AATS4se,8.0357284
AATS5dv,5.267267267267267
AATS5pe,6.599102702702705
AATS5se,8.087975189189189
AATS6dv,5.162962962962963
AATS6pe,6.650496666666668
AATS6se,8.05749926666667
AATS7dv,3.4592592592592593
AATS7pe,6.118166666666667
AATS7se,7.5646499333333335
AATS8dv,2.6282051282051286
AATS8pe,6.2285
AATS8se,7.792916000000001
AATSC0Z,17.6064
AATSC0c,0.016270891458757104
AATSC0d,0.5824
AATSC0i,1.5222945471577334
AATSC0m,81.88697391040002
AATSC0p,0.2689991399735424
AATSC0s,1.394427678707514
AATSC0v,47.75169874174916
AATSC1Z,-0.11563076923076951
AATSC1c,-0.009397148192915827
AATSC1d,0.056061538461538454
AATSC1i,-0.11514265604869595
AATSC1m,-0.4714651534769229
AATSC1p,0.003280288876082261
AATSC1s,-0.07877698052595171
AATSC1v,0.9112884689460591
AATSC2Z,-0.22240000000000024
AATSC2c,0.0023021053330874327
AATSC2d,-0.1554
AATSC2i,-0.21560399253028723
AATSC2m,-1.0742942783999991
AATSC2p,-0.012089133974534361
AATSC2s,0.03432403597012653
AATSC2v,-5.147674802824265
AATSC3Z,0.9295999999999992
AATSC3c,-0.0010903892823821493
AATSC3d,-0.0584
AATSC3i,-0.2366687330021302
AATSC3m,4.178030536000001
AATSC3p,-0.011351770831530392
AATSC3s,-0.061507392165828366
AATSC3v,-5.090548217865703
AATSC4Z,-2.4250666666666656
AATSC4c,0.0006214327246201693
AATSC4d,-0.008177777777777768
AATSC4i,0.054465383424283156
AATSC4m,-11.177695380622225
AATSC4p,-0.014533809728538882
AATSC4s,-0.09859269420311942
AATSC4v,-3.4661643941070457
AATSC5Z,2.202248648648649
AATSC5c,-0.0022903008021208566
AATSC5d,0.016518918918918924
AATSC5i,0.2753787125538151
AATSC5m,10.413922487437835
AATSC5p,0.04744142072235269
AATSC5s,-0.27855427443904807
AATSC5v,12.02997467478189
AATSC6Z,-0.7464000000000001
