DLiP-ID,J10057
DLiP-Mol-ID,36889
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H21N3O2/c1-3-23(4-2)17-12-10-16(11-13-17)22-20(24)18-19(25-14-21-18)15-8-6-5-7-9-15/h5-14H,3-4H2,1-2H3,(H,22,24)"
Standard Inchi Key(RDKit),JTYVDGGAASKBJQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)c1ccc(NC(=O)c2ncoc2-c2ccccc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),335.407
MW Monoisotopic(RDKit),335.163376912
MolLogP(RDKit),4.4401
XLogP(SDF),
XLogP(CDK),4.155
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),58.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.723318918367792
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,800921.7329954891
qed,0.723318918367792
Chi0,17.648053602125596
Chi1,12.223876650462412
TPSA,58.370000000000005
Chi0n,14.398640026196999
Chi0v,14.398640026196999
Chi1n,8.378082938082146
Chi1v,8.378082938082146
Chi2n,5.569404442551033
Chi2v,5.569404442551033
Chi3n,4.072253208747938
Chi3v,4.072253208747938
Chi4n,2.7368651860868525
Chi4v,2.7368651860868525
MolMR,99.89520000000002
MolWt,335.407
fr_SH,0
Kappa1,16.76646704175569
Kappa2,7.659857587671577
Kappa3,3.711286220521454
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
