DLiP-ID,P000CJ
GGI4,1.7394444444444448
GGI5,0.8752777777777778
GGI6,0.6352380952380952
GGI7,0.37503543083900226
GGI8,0.26330624842529604
GGI9,0.1778086419753087
JGI1,0.1964285714285714
JGI2,0.08547008547008553
JGI3,0.05056980056980058
JGI4,0.04831790123456791
JGI5,0.02500793650793651
JGI6,0.019249639249639246
JGI7,0.012501181027966742
JGI8,0.010971093684387333
JGI9,0.009358349577647826
MIC0,21.06733678119909
MIC1,38.26037892412478
MIC2,45.405469833215676
MIC3,48.56706074230658
MIC4,48.658697105942956
MIC5,48.658697105942956
MPC2,39
MPC3,50
MPC4,63
MPC5,75
MPC6,70
MPC7,70
MPC8,76
MPC9,77
Mare,0.9945454545454546
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17667114653104252
RPCG,0.11545532224573139
SIC0,0.31509620008334016
SIC1,0.6752908733803767
SIC2,0.8501342492524814
SIC3,0.9583706247923556
SIC4,0.9750223748754135
SIC5,0.9750223748754135
SaaN,0
SaaO,0
SaaS,0
Sare,43.760000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.94272664045464
SsLi,0
SsOH,9.978242125439095
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,75.69083093648787
TIC1,162.21499122004107
TIC2,204.21499122004104
TIC3,230.214991220041
TIC4,234.21499122004107
TIC5,234.21499122004107
Vabc,336.0054678855945
WPol,39
apol,52.69827399999999
bpol,23.093726
nRot,4
ABCGG,16.642308432338314
ATS0Z,1570.0
ATS0d,152.0
ATS0i,7052.763340807782
ATS0m,6433.008552000001
ATS0p,74.84654428728199
ATS0s,224.84392623075752
ATS0v,10750.07112715663
ATS1Z,1317.0
ATS1d,193.0
ATS1i,6685.445004701847
ATS1m,5089.975886000003
ATS1p,89.76936924600004
ATS1s,145.18004115226336
ATS1v,13065.302126548697
ATS2Z,2024.0
ATS2d,298.0
ATS2i,11966.465142376293
ATS2m,7712.605179
ATS2p,136.906701810547
ATS2s,243.1779835390947
ATS2v,19351.69937855832
ATS3Z,2300.0
ATS3d,331.0
ATS3i,17241.782574026558
ATS3m,8495.967048000002
ATS3p,157.33718933388602
ATS3s,332.46193415637856
ATS3v,21367.46588332079
ATS4Z,2192.0
ATS4d,296.0
ATS4i,17655.25460466509
ATS4m,8045.093484000001
ATS4p,137.39932895098002
ATS4s,365.8724279835392
ATS4v,19149.006405989407
ATS5Z,1992.0
ATS5d,277.0
ATS5i,15406.775056226179
ATS5m,7369.040670000002
ATS5p,128.597536675886
ATS5s,438.26028806584355
ATS5v,18126.83260032332
ATS6Z,1990.0
ATS6d,278.0
ATS6i,15427.476299000185
ATS6m,7240.836533000001
ATS6p,140.03576715018798
ATS6s,305.7592592592594
ATS6v,18863.394966357144
ATS7Z,1930.0
ATS7d,254.0
ATS7i,16091.439764092243
ATS7m,7019.288157999999
ATS7p,129.589367505282
ATS7s,317.4835390946502
ATS7v,17450.95629274211
ATS8Z,1503.0
ATS8d,219.0
ATS8i,14121.041235641713
ATS8m,5419.142799000002
ATS8p,112.39717466613098
ATS8s,258.201646090535
ATS8v,14750.95774173471
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2631578947368421
GGI10,0.12733598612386493
JGI10,0.00749035212493323
JGT10,0.4653649108755363
Kier1,20.727040816326532
Kier2,9.467455621301776
Kier3,5.2992
MAXdO,12.775627588500965
MID_C,39.3892863924598
MID_N,4.240222079060118
MID_O,5.341649684431515
MID_X,3.5283642475993435
MID_h,13.110236011090977
MINdO,12.587081898603063
MPC10,79
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.746203190540153
MWC04,6.618738983517219
MWC05,7.480428306074208
MWC06,8.356319965828153
MWC07,9.227099155791137
MWC08,10.10565258546514
MWC09,10.981710041556108
MWC10,11.862659375574626
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.885200000000001
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,2.3978952727983707
SRW06,6.863803391452954
SRW07,4.727387818712341
SRW08,8.448700194970938
SRW09,6.823286122355687
SRW10,10.077734934062509
SaaCH,13.798772885664118
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.1516289620890934
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6706513882208323
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8118349237843288
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3780504115226337
SsssP,0
VE1_A,4.076931285009307
VE1_D,5.020734424994719
VE2_A,0.15680504942343487
VE2_D,0.19310517019210455
VE3_A,2.3608560144201647
VE3_D,2.569087667830047
VR1_A,372.1042431235891
VR1_D,153.55084959783332
VR2_A,14.31170165859958
VR2_D,5.905801907608974
VR3_A,6.874685483495833
VR3_D,5.989543224935973
WPath,1776
Xc-3d,1.8535773154063275
Xc-4d,0.0
Xc-5d,0.405140485549108
Xc-6d,0.0
Xp-0d,18.681433796945207
Xp-1d,12.452397498181154
Xp-2d,11.36952956991029
Xp-3d,9.324116880204041
Xp-4d,7.407917048556868
Xp-5d,5.953176072163196
Xp-6d,3.4720810101290653
Xp-7d,2.085429794265353
ZMIC0,85.20421017499766
ZMIC1,50.864413084250685
ZMIC2,32.928541919056464
ZMIC3,26.098144690645046
ZMIC4,25.783650907132557
ZMIC5,25.783650907132557
nAcid,0
nAtom,44
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.143134726391533
piPC3,4.61512051684126
piPC4,5.051457288616511
piPC5,5.48427812673453
piPC6,5.360117767453484
piPC7,5.42920855815716
piPC8,5.630651589100425
piPC9,5.765387008358985
AATS0Z,35.68181818181818
AATS0d,3.4545454545454546
AATS0i,160.29007592744958
AATS0m,146.20473981818185
AATS0p,1.7010578247109542
AATS0s,5.1100892325172165
AATS0v,244.31979834446886
AATS1Z,28.630434782608695
AATS1d,4.195652173913044
AATS1i,145.33576097177928
AATS1m,110.65164969565224
AATS1p,1.9515080270869574
AATS1s,3.15608785113616
AATS1v,284.02830709888474
AATS2Z,25.620253164556964
AATS2d,3.7721518987341773
AATS2i,151.4742423085607
AATS2m,97.62791365822785
AATS2p,1.732996225449962
AATS2s,3.0782023232796796
AATS2v,244.95821998175091
AATS3Z,21.10091743119266
AATS3d,3.036697247706422
AATS3i,158.1814915048308
AATS3m,77.94465181651378
AATS3p,1.4434604526044588
AATS3s,3.050109487673198
AATS3v,196.03179709468614
AATS4Z,20.296296296296298
AATS4d,2.740740740740741
AATS4i,163.47457967282492
AATS4m,74.49160633333334
AATS4p,1.2722160088053707
AATS4s,3.3877076665142516
AATS4v,177.30561487027228
AATS5Z,20.96842105263158
AATS5d,2.9157894736842107
AATS5i,162.17657953922293
AATS5m,77.56884915789476
AATS5p,1.3536582807988
AATS5s,4.613266190166774
AATS5v,190.8087642139297
AATS6Z,20.306122448979593
AATS6d,2.836734693877551
AATS6i,157.42322754081823
AATS6m,73.88608707142858
AATS6p,1.4289363994917141
AATS6s,3.1199924414210143
AATS6v,192.48362210568513
AATS7Z,19.3
AATS7d,2.54
AATS7i,160.91439764092243
AATS7m,70.19288157999999
AATS7p,1.29589367505282
AATS7s,3.174835390946502
AATS7v,174.50956292742111
AATS8Z,17.079545454545453
AATS8d,2.4886363636363638
AATS8i,160.46637767774675
AATS8m,61.58116817045457
AATS8p,1.2772406212060339
AATS8s,2.9341096146651706
AATS8v,167.62451979243988
AMID_C,1.5149725535561462
AMID_N,0.16308546457923528
AMID_O,0.2054480647858275
AMID_X,0.13570631721535936
AMID_h,0.5042398465804222
ATS0dv,337.2098765432099
ATS0pe,284.6226999999999
ATS0se,348.8118259999999
ATS1dv,325.2222222222222
ATS1pe,302.25300000000004
ATS1se,360.40138799999977
ATS2dv,446.1111111111111
ATS2pe,513.7427
ATS2se,619.3702919999997
ATS3dv,466.44444444444446
ATS3pe,696.1643000000001
ATS3se,855.6964219999998
ATS4dv,453.0
ATS4pe,698.6892999999995
ATS4se,862.8014760000001
ATS5dv,471.44444444444446
ATS5pe,625.031
ATS5se,765.643922
ATS6dv,362.1111111111111
ATS6pe,623.4889000000001
ATS6se,769.3700279999998
ATS7dv,337.77777777777777
ATS7pe,632.4606999999999
ATS7se,785.3840479999999
ATS8dv,265.55555555555554
ATS8pe,538.8928999999999
ATS8se,673.3362099999999
ATSC0Z,624.1818181818184
ATSC0c,0.8425072191001256
ATSC0d,27.545454545454547
ATSC0i,62.90548572413066
ATSC0m,2918.086422545455
ATSC0p,11.730451501393912
ATSC0s,85.29892546867853
ATSC0v,2249.0431541496782
ATSC1Z,-3.0991735537190372
ATSC1c,-0.49316051004090217
ATSC1d,5.247933884297521
ATSC1i,-3.9855363238340633
ATSC1m,-10.160926297520739
ATSC1p,0.40193079790400693
ATSC1s,-6.083485749123609
ATSC1v,79.74590492657555
ATSC2Z,-5.46280991735539
ATSC2c,-0.00805377337718367
ATSC2d,-6.638429752066118
ATSC2i,-5.3759215328835985
ATSC2m,-28.808848933884306
ATSC2p,-0.4187044773613344
ATSC2s,-1.4435013717421137
ATSC2v,-246.1846662800299
ATSC3Z,-81.40495867768597
ATSC3c,0.34372138202019503
ATSC3d,-6.510330578512398
ATSC3i,-11.80414231215715
ATSC3m,-381.10809639669407
ATSC3p,-1.8267070352477743
ATSC3s,-15.372723289132754
ATSC3v,-497.86018912836823
ATSC4Z,-39.355371900826455
ATSC4c,-0.5476059471358593
ATSC4d,-2.2933884297520657
ATSC4i,-11.193593711753755
ATSC4m,-177.8032469752067
ATSC4p,-1.3009078539752321
ATSC4s,-34.70109358329524
ATSC4v,28.228621121591598
ATSC5Z,-4.165289256198339
ATSC5c,0.4721076014990183
ATSC5d,-2.5640495867768593
ATSC5i,22.98022346048743
ATSC5m,-15.55696795041317
ATSC5p,3.3860571681701033
ATSC5s,55.61083485749126
ATSC5v,212.4428595901097
ATSC6Z,-201.3140495867768
ATSC6c,-0.21109215469308337
ATSC6d,-6.533057851239668
ATSC6i,-18.88505960759334
ATSC6m,-944.0760957603308
ATSC6p,-4.021710861168389
ATSC6s,-15.840630239292786
ATSC6v,-735.3417345549818
ATSC7Z,-46.776859504132254
ATSC7c,0.04309149938550352
ATSC7d,-1.3305785123966938
ATSC7i,-8.24626199728273
ATSC7m,-233.12727433057842
ATSC7p,-3.0102444640817936
ATSC7s,-20.012212315195857
ATSC7v,-353.067803246087
ATSC8Z,37.909090909090935
ATSC8c,-0.02599290909654052
ATSC8d,0.3636363636363642
ATSC8i,-6.043188993072716
ATSC8m,170.87383827272734
ATSC8p,-1.1906864501929562
ATSC8s,-0.3424592287761046
ATSC8v,-99.06121518122818
AXp-0d,0.7185166844978925
AXp-1d,0.4447284820778984
AXp-2d,0.29152639922846896
AXp-3d,0.18648233760408084
AXp-4d,0.11758598489772806
AXp-5d,0.07937568096217595
AXp-6d,0.049601157287558074
AXp-7d,0.029791854203790758
GATS1Z,0.5571119188439568
GATS1c,1.56078542775535
GATS1d,0.9332400631367483
GATS1i,1.2218146678817303
GATS1m,0.5601427873289258
GATS1p,0.8253226943522821
GATS1s,0.6533360359334134
GATS1v,0.8354986324415458
GATS2Z,0.659252895389868
GATS2c,1.0685586017430253
GATS2d,1.3239336591887036
GATS2i,1.1842666674022557
GATS2m,0.6636327343156767
GATS2p,0.8894333255947231
GATS2s,0.6416537650662747
GATS2v,0.9519620370527897
GATS3Z,0.9230652570704733
GATS3c,1.0095828291388245
GATS3d,1.1743724831198716
GATS3i,1.0928578197211114
GATS3m,0.9243591814438762
GATS3p,0.9985186685515772
GATS3s,1.0269924933945722
GATS3v,1.0367779623981361
GATS4Z,0.9542566160684421
GATS4c,1.5829916221129077
GATS4d,1.076839628407285
GATS4i,1.0704831355897093
GATS4m,0.9529240390453997
GATS4p,0.9726814805803387
GATS4s,1.5879002786896057
GATS4v,0.9283921165529345
GATS5Z,0.7472772011590291
GATS5c,1.1132340238247307
GATS5d,1.100955358693764
GATS5i,0.8722394494263529
GATS5m,0.7481275341757018
GATS5p,0.739492925699664
GATS5s,1.2697090349484164
GATS5v,0.8496610367792939
GATS6Z,1.1138417936356013
GATS6c,1.094980806972789
GATS6d,1.115040075436115
GATS6i,1.1003115845735176
GATS6m,1.1138238588832121
GATS6p,1.1310568753513282
GATS6s,1.1815459273585407
GATS6v,1.1140806843383002
GATS7Z,0.9865074279056216
GATS7c,0.9741573638547621
GATS7d,0.9210231023102309
GATS7i,1.0065352597681971
GATS7m,0.9889373542071809
GATS7p,1.0796134531536943
GATS7s,1.2585731589374543
GATS7v,1.0466079883082327
GATS8Z,0.81259102825517
GATS8c,0.9066163153726782
GATS8d,0.8337458745874586
GATS8i,0.9969316192151737
GATS8m,0.8175907764374277
GATS8p,1.004262489904452
GATS8s,0.8893868960851287
GATS8v,1.0328490055096122
MATS1Z,-0.004749300269760298
MATS1c,-0.5598987617442787
MATS1d,0.18223561486583442
MATS1i,-0.06060285668184406
MATS1m,-0.0033306576591390553
MATS1p,0.03277414733572188
MATS1s,-0.06821875348082365
MATS1v,0.033916064050686444
MATS2Z,-0.004874505451555469
MATS2c,-0.005324163199915422
MATS2d,-0.13422734678531148
MATS2i,-0.04759814045515937
MATS2m,-0.005498615368374025
MATS2p,-0.01988009529663251
MATS2s,-0.009425387754125773
MATS2v,-0.06096615357521765
MATS3Z,-0.05264606610956261
MATS3c,0.1646869160671103
MATS3d,-0.09540678838526054
MATS3i,-0.07574816128435227
MATS3m,-0.05272009738701303
MATS3p,-0.06286086482412398
MATS3s,-0.07275007211407486
MATS3v,-0.08935848347280458
MATS4Z,-0.02568749932571663
MATS4c,-0.2648033324174812
MATS4d,-0.03392005867253391
MATS4i,-0.07249531485499833
MATS4m,-0.024823925473598452
MATS4p,-0.04518150865727585
MATS4s,-0.16574045327409626
MATS4v,0.005113529869186418
MATS5Z,-0.00309074463029113
MATS5c,0.2595352987397479
MATS5d,-0.04311273232586416
MATS5i,0.16919783379812123
MATS5m,-0.002469197782743068
MATS5p,0.13369298780033337
MATS5s,0.3019568775999597
MATS5v,0.04374953295942021
MATS6Z,-0.1448070052372827
MATS6c,-0.11249288707017477
MATS6d,-0.1064861588199636
MATS6i,-0.13478961742087148
MATS6m,-0.14525645877463336
MATS6p,-0.15392980404191445
MATS6s,-0.08337877247804086
MATS6v,-0.14679728631789513
MATS7Z,-0.032974075152927475
MATS7c,0.02250456648890538
MATS7d,-0.021254125412541246
MATS7i,-0.057679473213455484
MATS7m,-0.0351518035630957
MATS7p,-0.11291189977117248
MATS7s,-0.10322959369423099
MATS7v,-0.06907374504648542
MATS8Z,0.030367025924847083
MATS8c,-0.015425926631408163
MATS8d,0.00660066006600661
MATS8i,-0.048033879108531685
MATS8m,0.029278406039063367
MATS8p,-0.050751944631094066
MATS8s,-0.0020074064643513852
MATS8v,-0.02202296896759222
MAXsCl,6.093831137247847
MAXsOH,9.978242125439095
MINsCl,5.848895503206793
MINsOH,9.978242125439095
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.2008089519637
SpAD_D,283.1561705536361
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.61354461225959
SssNH2,0
SsssAs,0
SsssCH,-1.4779697712078073
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,653
TMWC10,129.28408638278518
TSRW10,74.74315116789677
VE1_Dt,5.016341481395016
VE2_Dt,0.19293621082288523
VE3_Dt,2.5682123244688584
VR1_Dt,153.20683330991653
VR2_Dt,5.892570511919867
VR3_Dt,5.9873003051898355
Xc-3dv,0.9589083102943479
Xc-4dv,0.0
Xc-5dv,0.12996437688691329
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3740028226427154
Xch-7d,0.5993607163961144
Xp-0dv,15.37353364543891
Xp-1dv,8.967618314161177
Xp-2dv,7.030590333234057
Xp-3dv,4.908346483353711
Xp-4dv,3.327974263688803
Xp-5dv,2.1994003917408205
Xp-6dv,1.1416847810057127
Xp-7dv,0.6141258312641615
Xpc-4d,4.104675067597658
Xpc-5d,6.2476228836883685
Xpc-6d,9.575268163602683
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,46
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.892765820156977
AATS0dv,7.663860830527497
AATS0pe,6.468697727272725
AATS0se,7.927541499999998
AATS1dv,7.070048309178743
AATS1pe,6.570717391304349
AATS1se,7.834812782608691
AATS2dv,5.646976090014064
AATS2pe,6.503072151898734
AATS2se,7.840130278481009
AATS3dv,4.279306829765545
AATS3pe,6.3868284403669735
AATS3se,7.850425889908255
AATS4dv,4.194444444444445
AATS4pe,6.469345370370366
AATS4se,7.988902555555557
AATS5dv,4.962573099415205
AATS5pe,6.579273684210526
AATS5se,8.059409705263157
AATS6dv,3.6950113378684804
AATS6pe,6.362131632653062
AATS6se,7.850714571428569
AATS7dv,3.3777777777777778
AATS7pe,6.3246069999999985
AATS7se,7.853840479999999
AATS8dv,3.0176767676767677
AATS8pe,6.123782954545454
AATS8se,7.65154784090909
AATSC0Z,14.185950413223145
AATSC0c,0.019147891343184672
AATSC0d,0.6260330578512397
AATSC0i,1.4296701300938788
AATSC0m,66.32014596694216
AATSC0p,0.2666011704862253
AATSC0s,1.9386119424699666
AATSC0v,51.114617139765414
AATSC1Z,-0.0673733381243269
AATSC1c,-0.01072088065306309
AATSC1d,0.11408551922385915
AATSC1i,-0.08664209399639268
AATSC1m,-0.22088970212001605
AATSC1p,0.008737626041391455
AATSC1s,-0.13224969019833932
AATSC1v,1.733606628838599
AATSC2Z,-0.06914949262475177
AATSC2c,-0.00010194649844536291
AATSC2d,-0.08403075635526731
AATSC2i,-0.06804963965675441
AATSC2m,-0.36466897384663677
AATSC2p,-0.005300056675459929
AATSC2s,-0.0182721692625584
AATSC2v,-3.116261598481391
AATSC3Z,-0.7468344832815227
AATSC3c,0.0031534071744972023
AATSC3d,-0.0597278034725908
AATSC3i,-0.10829488359777202
AATSC3m,-3.4964045540981106
AATSC3p,-0.01675878013988784
AATSC3s,-0.14103415861589683
AATSC3v,-4.567524670902461
AATSC4Z,-0.364401591674319
AATSC4c,-0.005070425436443142
