DLiP-ID,T002GA
AATSC4v,6.06762720863975
AATSC5Z,-1.8077777777777777
AATSC5c,-0.0021914176776505257
AATSC5d,0.006388888888888891
AATSC5i,0.21528526803800427
AATSC5m,-8.412509291874999
AATSC5p,-0.021478601451506672
AATSC5s,-0.28306014059827445
AATSC5v,-6.2162371231307345
AATSC6Z,1.08191011235955
AATSC6c,0.002536862099552268
AATSC6d,-0.06457865168539324
AATSC6i,-0.1647681370535867
AATSC6m,5.116710382647472
AATSC6p,-0.004908576330404934
AATSC6s,0.5715719618336521
AATSC6v,-1.3279895367496535
AATSC7Z,-1.7519565217391304
AATSC7c,-0.0003794146296852958
AATSC7d,-0.05195652173913046
AATSC7i,-0.0496210059857339
AATSC7m,-7.767399377092394
AATSC7p,-0.0018076337819339047
AATSC7s,-0.1912653966351728
AATSC7v,-0.5763076684741963
AATSC8Z,-1.9108333333333332
AATSC8c,-0.002313462442297078
AATSC8d,-0.020555555555555598
AATSC8i,-0.1632488648573379
AATSC8m,-9.46538645597222
AATSC8p,-0.09236294885495441
AATSC8s,-0.6589566643010465
AATSC8v,-7.972352056346657
ATS0are,267.01120000000003
ATS1are,268.2248
ATS2are,480.7050000000001
ATS3are,638.7819000000001
ATS4are,664.4971000000002
ATS5are,621.3172000000001
ATS6are,546.003
ATS7are,569.5900000000001
ATS8are,461.3632
ATSC0dv,178.641975308642
ATSC0pe,7.116639999999998
ATSC0se,5.472114974999999
ATSC1dv,0.6697530864197371
ATSC1pe,-0.49355099999999863
ATSC1se,-0.10436952437500005
ATSC2dv,43.237654320987666
ATSC2pe,2.554917000000001
ATSC2se,1.9478899456249994
ATSC3dv,-4.240740740740736
ATSC3pe,-1.628080000000003
ATSC3se,-2.0669432874999996
ATSC4dv,-73.25617283950618
ATSC4pe,-3.519498999999996
ATSC4se,-2.9506285131249994
ATSC5dv,-87.62345679012346
ATSC5pe,-1.1085599999999898
ATSC5se,0.3662639312500005
ATSC6dv,24.935185185185194
ATSC6pe,2.203070999999992
ATSC6se,1.6140428306249994
ATSC7dv,2.8209876543210077
ATSC7pe,-0.9250420000000049
ATSC7se,-1.2454470174999996
ATSC8dv,-38.59259259259259
ATSC8pe,-0.9426119999999999
ATSC8se,-0.5006617550000001
AXp-0dv,0.6193702935413986
AXp-1dv,0.3754540468008234
AXp-2dv,0.22436458994337738
AXp-3dv,0.1343059970224703
AXp-4dv,0.08744292651054028
AXp-5dv,0.051388710341319824
AXp-6dv,0.03302540085067342
AXp-7dv,0.020372954972185768
BertzCT,733.2817381809848
ECIndex,456
ETA_eta,20.8233064294739
GATS1dv,0.6989852849461458
GATS1pe,0.6503157971506424
GATS1se,0.6287155953608676
GATS2dv,0.7220266777745168
GATS2pe,0.5333202108305998
GATS2se,0.5231808180421311
GATS3dv,0.9453659295093293
GATS3pe,0.9670154735942808
GATS3se,1.0001333442377094
GATS4dv,1.3216571380704067
GATS4pe,1.3333366971952036
GATS4se,1.3463553749783757
GATS5dv,1.3373139829532363
GATS5pe,1.236877000007494
GATS5se,1.1583951992285517
GATS6dv,0.7831464556657322
GATS6pe,0.6097612249032556
GATS6se,0.5771415145967581
GATS7dv,0.9033566449325439
GATS7pe,0.9615307131992918
GATS7se,0.9872734701115069
GATS8dv,1.1103230822391152
GATS8pe,1.1616243761100746
GATS8se,1.1536898262997481
LogEE_A,4.086686158047916
LogEE_D,119.65713418548486
MATS1dv,0.0036576937987761863
MATS1pe,-0.06766018384120964
MATS1se,-0.018607782673556172
MATS2dv,0.13262205223845278
MATS2pe,0.19671565802793822
MATS2se,0.1950501700682649
MATS3dv,-0.009495507947477527
MATS3pe,-0.09150835225612106
MATS3se,-0.1510891709653816
MATS4dv,-0.165685884414288
MATS4pe,-0.1998161770132811
MATS4se,-0.2178633201354037
MATS5dv,-0.21799892497888348
MATS5pe,-0.06923117276317602
MATS5se,0.02974790737916553
MATS6dv,0.06273343531366718
MATS6pe,0.13913086367484065
MATS6se,0.13256528992175776
MATS7dv,0.006865779273459379
MATS7pe,-0.05651433456140057
MATS7se,-0.09895601714049683
MATS8dv,-0.12001842893342546
MATS8pe,-0.07358435066735615
MATS8se,-0.05082960075129717
MAXaaCH,1.4188539840113266
MAXaasC,0.18308487129419726
MAXdssC,-0.5088425925925921
MAXssNH,2.4542310370650315
MAXsssN,1.1022734001007808
MDEC-22,6.706599540669636
MDEC-23,13.386029796491696
MDEC-33,3.6873611646814526
MDEN-23,0.33333333333333337
MDEO-11,1.8309342388435295
MINaaCH,1.2782553379861281
MINaasC,-0.07848521352985571
MINdssC,-1.0418806558117082
MINssNH,2.4542310370650315
MINsssN,1.1022734001007808
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.4548319327731094
SM1_Dzi,1.4925914302278884
SM1_Dzm,3.479056489446494
SM1_Dzp,-5.5558071187680325
SM1_Dzv,-2.3094655121302994
SddssSe,0
SpAD_Dt,365.9362294698941
SpAbs_A,28.603216809355754
SpAbs_D,239.31426837096976
SpMAD_A,1.191800700389823
SpMAD_D,9.971427848790405
SpMax_A,2.483960157206964
SpMax_D,119.65713418548486
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,112.16
TpiPC10,7.366603163655415
VAdjMat,5.643856189774724
VE1_DzZ,4.791030858297708
VE1_Dzi,4.810959107883309
VE1_Dzm,4.79107389480216
VE1_Dzp,4.797788042156183
VE1_Dzv,4.811258708054057
VE2_DzZ,0.1996262857624045
VE2_Dzi,0.20045662949513787
VE2_Dzm,0.19962807895009002
VE2_Dzp,0.19990783508984097
VE2_Dzv,0.2004691128355857
VE3_DzZ,2.4422143361228312
VE3_Dzi,2.4463652003226244
VE3_Dzm,2.4422233188057727
VE3_Dzp,2.4436237245046852
VE3_Dzv,2.4464274729039723
VR1_DzZ,134.41912790144414
VR1_Dzi,133.61135438269412
VR1_Dzm,134.39791196306388
VR1_Dzp,134.45053095248855
VR1_Dzv,133.48956808374396
VR2_DzZ,5.600796995893506
VR2_Dzi,5.567139765945588
VR2_Dzm,5.5999129984609946
VR2_Dzp,5.60210545635369
VR2_Dzv,5.562065336822665
VR3_DzZ,5.776431476011589
VR3_Dzi,5.770403982739596
VR3_Dzm,5.776273629333157
VR3_Dzp,5.776665069131178
VR3_Dzv,5.769492070446181
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.18150320654998772
Xch-7dv,0.32856341994283494
Xpc-4dv,2.822112208819572
Xpc-5dv,4.5455181262215465
Xpc-6dv,6.1694594712359105
Zagreb1,122.0
Zagreb2,141.0
fragCpx,73.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,25
nBondsS,31
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,0
AATS0are,6.675280000000001
AATS1are,6.542068292682927
AATS2are,6.585000000000002
AATS3are,6.387819
AATS4are,6.712091919191921
AATS5are,6.903524444444445
AATS6are,6.134865168539326
AATS7are,6.191195652173914
AATS8are,6.407822222222222
AATSC0dv,4.46604938271605
AATSC0pe,0.17791599999999994
AATSC0se,0.136802874375
AATSC1dv,0.01633544113218871
AATSC1pe,-0.01203782926829265
AATSC1se,-0.0025455981554878063
AATSC2dv,0.5922966345340777
AATSC2pe,0.034998863013698644
AATSC2se,0.026683423912671225
AATSC3dv,-0.04240740740740736
AATSC3pe,-0.01628080000000003
AATSC3se,-0.020669432874999994
AATSC4dv,-0.7399613418131937
AATSC4pe,-0.03555049494949491
AATSC4se,-0.029804328415404036
AATSC5dv,-0.973593964334705
AATSC5pe,-0.01231733333333322
AATSC5se,0.004069599236111117
AATSC6dv,0.2801706200582606
AATSC6pe,0.024753606741572943
AATSC6se,0.01813531270365168
AATSC7dv,0.03066290928609791
AATSC7pe,-0.01005480434782614
AATSC7se,-0.013537467581521734
AATSC8dv,-0.5360082304526749
AATSC8pe,-0.013091833333333332
AATSC8se,-0.006953635486111113
AETA_eta,0.8676377678947458
ATSC0are,7.217109999999998
ATSC1are,-0.7731977499999991
ATSC2are,3.0664042499999993
ATSC3are,-1.3248450000000012
ATSC4are,-4.352902249999996
ATSC5are,-1.7273374999999933
ATSC6are,2.2970902499999957
ATSC7are,-0.35144300000000345
ATSC8are,-1.2609080000000008
BCUTZ-1h,17.002127900906665
BCUTZ-1l,5.700489789660928
BCUTc-1h,0.4503340486800614
BCUTc-1l,-0.3750333539555279
BCUTd-1h,4.048534569229227
BCUTd-1l,0.9706321084106385
BCUTi-1h,14.543251488453437
BCUTi-1l,10.319767481308345
BCUTm-1h,35.4515283483907
BCUTm-1l,11.711752697227624
BCUTp-1h,2.954611326286893
BCUTp-1l,0.7414574846635987
BCUTs-1h,7.015029835386915
BCUTs-1l,0.2975859669543014
BCUTv-1h,24.44183258958438
BCUTv-1l,14.699968329026728
BalabanJ,1.990252192577831
Diameter,12
ETA_beta,28.25
GATS1are,0.7164681248162605
GATS2are,0.5244153149527483
GATS3are,0.9508570605131416
GATS4are,1.4490793616163744
GATS5are,1.3382332632683533
GATS6are,0.5983613005541965
GATS7are,0.8639365341528672
GATS8are,1.1264423478834786
HybRatio,0.42857142857142855
Lipinski,True
LogEE_Dt,182.96811473494702
MATS1are,-0.1045209603695499
MATS2are,0.2328108490586003
MATS3are,-0.07342800650121734
MATS4are,-0.24369150308619136
MATS5are,-0.10637298801813368
MATS6are,0.14304896452451865
MATS7are,-0.021172090261590528
MATS8are,-0.09706162777683103
MAXddssS,-3.9319697053203995
MAXssCH2,0.5322867850844042
MAXsssCH,-0.8735629251700685
MINddssS,-3.9319697053203995
MINssCH2,-0.2270722876310005
MINsssCH,-0.8735629251700685
NsssssAs,0
RotRatio,0.24
SM1_Dzpe,2.0136769285592555
SM1_Dzse,2.013924436802223
SMR_VSA1,23.113398747313287
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,30.199789173443765
SMR_VSA6,13.08951281182515
SMR_VSA7,28.244367832867482
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,170.14560707673496
SpAD_Dzi,197.9060810978535
SpAD_Dzm,170.04850185463147
SpAD_Dzp,248.99918456491193
SpAD_Dzv,240.67299057299613
SpAbs_Dt,365.936229469894
SpDiam_A,4.9211162448723895
SpDiam_D,175.79169207936155
SpMAD_Dt,15.247342894578921
SpMax_Dt,182.96811473494702
SsssssAs,0
VE1_Dzpe,4.810857152602432
VE1_Dzse,4.809663120110468
VE2_Dzpe,0.20045238135843468
VE2_Dzse,0.20040263000460282
VE3_Dzpe,2.446344007799691
VE3_Dzse,2.4460957816197655
VMcGowan,255.0399999999999
VR1_Dzpe,133.40062634676482
VR1_Dzse,133.46864661755208
VR2_Dzpe,5.558359431115201
VR2_Dzse,5.56119360906467
VR3_Dzpe,5.768825566077511
VR3_Dzse,5.769335330813665
mZagreb1,10.090277777777779
mZagreb2,5.222222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,34
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.18042774999999994
AATSC1are,-0.018858481707317052
AATSC2are,0.042005537671232863
AATSC3are,-0.013248450000000012
AATSC4are,-0.043968709595959554
AATSC5are,-0.019192638888888815
AATSC6are,0.025810002808988715
AATSC7are,-0.0038200326086956895
AATSC8are,-0.01751261111111112
AETA_beta,1.1770833333333333
BCUTdv-1h,6.024051152801703
BCUTdv-1l,0.6449042026746828
BCUTpe-1h,3.537212238325142
BCUTpe-1l,2.239691489767837
BCUTse-1h,3.7684522566932803
BCUTse-1l,2.4392236319328386
ETA_alpha,11.728571428571428
ETA_dBeta,-2.25
ETA_eta_B,0.7009623759300432
ETA_eta_F,23.32639901797558
ETA_eta_L,5.906072450709942
ETA_eta_R,44.14970544744948
ETA_psi_1,0.5083591331269351
LabuteASA,149.13939103341397
LogEE_DzZ,84.89987948245764
LogEE_Dzi,99.01523185851958
LogEE_Dzm,84.85316661598213
LogEE_Dzp,123.59766349887556
LogEE_Dzv,120.04781209748177
PEOE_VSA1,10.423315998847038
PEOE_VSA2,9.589074368143644
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,23.20187978046503
PEOE_VSA7,31.040744451236847
PEOE_VSA8,23.134779439307803
PEOE_VSA9,11.316305098443785
SM1_Dzare,2.008532317226176
SpAD_Dzpe,197.71251194084633
SpAD_Dzse,196.92290639097263
SpAbs_DzZ,167.26658046609077
SpAbs_Dzi,196.5378722868113
SpAbs_Dzm,167.14928811342594
SpAbs_Dzp,252.7511341165191
SpAbs_Dzv,242.40508970709388
SpDiam_Dt,273.4995041645497
SpMAD_DzZ,7.089400294863957
SpMAD_Dzi,8.246086712410563
SpMAD_Dzm,7.0853542439429775
SpMAD_Dzp,10.374966023537997
SpMAD_Dzv,10.02804127387484
SpMax_DzZ,84.89987948245764
SpMax_Dzi,99.01523185851958
SpMax_Dzm,84.85316661598213
SpMax_Dzp,123.59766349887556
SpMax_Dzv,120.04781209748177
VE1_Dzare,4.810576138218868
VE2_Dzare,0.20044067242578614
VE3_Dzare,2.4462855935540895
VR1_Dzare,133.47234686382671
VR2_Dzare,5.56134778599278
VR3_Dzare,5.7693630541410315
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4886904761904762
AETA_dBeta,-0.09375
AETA_eta_B,0.0292067656637518
AETA_eta_F,0.9719332924156491
AETA_eta_L,0.24608635211291427
AETA_eta_R,1.839571060310395
BCUTare-1h,3.5812359528763476
BCUTare-1l,2.1844216287436122
ETA_beta_s,15.25
ETA_dPsi_A,0.20564086687306482
ETA_dPsi_B,0.0
ETA_eta_BR,0.8729623759300431
ETA_eta_FL,5.30717873573311
ETA_eta_RL,11.213251186443053
LogEE_Dzpe,98.9401591757798
LogEE_Dzse,98.5453667136864
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,48.83737902874235
SlogP_VSA3,19.612365521551226
SlogP_VSA4,0.0
SlogP_VSA5,19.26246486877803
SlogP_VSA6,23.094584680902603
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,197.4662031761795
SpAbs_Dzpe,195.86664142300037
SpAbs_Dzse,195.0768089905707
SpDiam_DzZ,128.44306640199238
SpDiam_Dzi,147.52560103891224
SpDiam_Dzm,128.40764681478032
SpDiam_Dzp,188.55574075186325
SpDiam_Dzv,182.16234313090672
SpMAD_Dzpe,8.238021330868596
SpMAD_Dzse,8.20512109962386
SpMax_Dzpe,98.9401591757798
SpMax_Dzse,98.5453667136864
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6354166666666666
AETA_eta_BR,0.03637343233041846
AETA_eta_FL,0.22113244732221293
AETA_eta_RL,0.4672187994351272
DetourIndex,2132
EState_VSA1,27.9416169998589
EState_VSA2,34.45108453775159
EState_VSA3,12.841643245852019
EState_VSA4,4.305215991296234
EState_VSA5,18.19910120538483
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,28.30840717530574
ETA_beta_ns,13.0
ETA_shape_p,0.26390580592773044
ETA_shape_x,0.07105156313438897
ETA_shape_y,0.28989037758830694
GhoseFilter,True
LogEE_Dzare,98.81679043464084
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,195.62504855205555
SpDiam_Dzpe,148.1044630061307
SpDiam_Dzse,147.62927766122982
SpMAD_Dzare,8.227758465674146
SpMax_Dzare,98.81679043464084
TopoPSA(NO),103.78
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.64288716721256
VSA_EState9,36.37929232715911
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5416666666666666
EState_VSA10,18.00687135247258
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.011309523809523844
FilterItLogS,-3.425406547652057
SpDiam_Dzare,147.65947694375905
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6967857142857143
ETA_epsilon_2,0.9613095238095234
ETA_epsilon_3,0.4371428571428575
ETA_epsilon_4,0.6450310559006213
ETA_epsilon_5,0.9104395604395601
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.25964285714285684
ETA_dEpsilon_B,0.05175465838509308
ETA_dEpsilon_C,-0.20788819875776376
ETA_dEpsilon_D,0.0508699633699633
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5
MDEDescriptor,"0.0,0.0,0.0,0.0,6.706599540669636,13.386029796491696,0.0,3.6873611646814526,0.0,0.0,1.8309342388435295,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,48.77868799999999
BCUTDescriptor,"11.849999999999996,34.96985528815852,-0.33159290460167934,0.2603282503414388,3.768618158066044,12.763842703271651"
BPolDescriptor,29.363311999999993
TPSADescriptor,112.16
ALOGPDescriptor,"0.8584999999999998,0.7370222499999997,82.5964"
XLogPDescriptor,1.6749999999999998
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,394.0156981
ChiPathDescriptor,"17.90541291500631,11.213251186443053,10.939026579027106,7.927621546334281,6.512930984080155,4.68689776447643,2.9348606815820215,1.7169058269268616,14.25213223496408,8.305629275916573,6.658323919783771,4.494129118993716,3.4877110094967834,2.046806283924364,1.2521677593466336,0.6905372332164461"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.1950083285868333,0.47214987047812407,0.0,0.0,0.09128709291752768,0.12556660127116415,0.21221417793357472"
AtomCountDescriptor,40
BondCountDescriptor,25
SmallRingDescriptor,"2,1,2,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.530255883555083,0.16666666666666666,0.7092756949471918,0.15137471507731048,1.0148065891462783,0.022807522979332223,0.1766192518890518,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,6,0,2,4,0,0"
ZagrebIndexDescriptor,122.0
LargestChainDescriptor,13
MannholdLogPDescriptor,1.9
WeightedPathDescriptor,"47.326083750343855,1.9719201562643274,27.249118957207642,12.316292143693017,6.389426450509743"
FractionalPSADescriptor,0.28465870913481756
WienerNumbersDescriptor,"1378.0,36.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.673279976333346,7.169194068490346,10.706090568666948,1.7830599385909005,2.7526064883757018,3.221798616981021"
FractionalCSP3Descriptor,0.42857142857142855
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"20.3136,8.589506172839506,5.25"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1129.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.42857142857142855
AutocorrelationDescriptorMass,"50.14595863440526,39.4605843218753,56.353097722991535,57.71928193717292,75.97234683752257"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.6382137984953816,-0.31873466245175663,0.12562962590977375,-0.02369640549129563,-0.2754589715117725"
EccentricConnectivityIndexDescriptor,456
AutocorrelationDescriptorPolarizability,"1909.6293829772987,2244.5801620342586,3199.821489750973,3159.824604881476,3045.4834254435073"
