DLiP-ID,T003NJ
DLiP-Mol-ID,20544
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H16N4O4/c24-19(21-15-8-10-16(11-9-15)23(25)26)22-18-17(7-4-12-20-18)27-13-14-5-2-1-3-6-14/h1-12H,13H2,(H2,20,21,22,24)"
Standard Inchi Key(RDKit),LVGIASYHZSVGII-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ncccc1OCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),364.361
MW Monoisotopic(RDKit),364.117154992
MolLogP(RDKit),4.2128
XLogP(SDF),
XLogP(CDK),3.475
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),106.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.503165156032928
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,1496253.164704604
qed,0.5031651560329278
Chi0,19.06226716449869
Chi1,13.114193540729628
TPSA,106.39
Chi0n,14.16273036431743
Chi0v,14.16273036431743
Chi1n,8.058430281399536
Chi1v,8.058430281399536
Chi2n,5.507526616538475
Chi2v,5.507526616538475
Chi3n,3.5757809801971727
Chi3v,3.5757809801971727
Chi4n,2.272581343116486
Chi4v,2.272581343116486
MolMR,100.7488
MolWt,364.36100000000016
fr_SH,0
Kappa1,17.869326570739403
Kappa2,8.433987529864229
Kappa3,5.017978876269642
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,929.9543923988417
MolLogP,4.212800000000002
NOCount,8
fr_Ar_N,1
fr_COO2,0
fr_urea,1
BalabanJ,1.6250198469183497
SMR_VSA1,14.454711186689542
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.606881964512918
SMR_VSA6,10.633577208012662
SMR_VSA7,88.60465108515339
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
