DLiP-ID,C001A7
DLiP-Mol-ID,32066
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H20O4/c1-18(2,3)17(20)21-11-8-9-13-12-6-4-5-7-14(12)16(19)22-15(13)10-11/h8-10H,4-7H2,1-3H3"
Standard Inchi Key(RDKit),UOUSVOLPRYKHCC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)(C)C(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCC3
SMILES(SDF),
MW(SDF),
MW(RDKit),300.354
MW Monoisotopic(RDKit),300.13615912
MolLogP(RDKit),3.6233
XLogP(SDF),
XLogP(CDK),4.433
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),56.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.458323874579645
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,88160.30114654607
qed,0.458323874579645
Chi0,15.905412915006314
Chi1,10.359191910946029
TPSA,56.510000000000005
Chi0n,13.193471094170523
Chi0v,13.193471094170523
Chi1n,7.669885524290724
Chi1v,7.669885524290724
Chi2n,6.851218397134421
Chi2v,6.851218397134421
Chi3n,4.018002895143591
Chi3v,4.018002895143591
Chi4n,2.7493212344749822
Chi4v,2.7493212344749822
MolMR,84.21600000000004
MolWt,300.3540000000001
fr_SH,0
Kappa1,14.821373616063049
Kappa2,5.269488605215757
Kappa3,2.652756575567789
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,793.0649312364703
MolLogP,3.623300000000003
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
