DLiP-ID,C0005Z
DLiP-Mol-ID,30337
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C2H5O5P/c3-2(4)1-8(5,6)7/h1H2,(H,3,4)(H2,5,6,7)"
Standard Inchi Key(RDKit),XUYJLQHKOGNDPB-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CP(=O)(O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),140.031
MW Monoisotopic(RDKit),139.98745989
MolLogP(RDKit),-0.7513
XLogP(SDF),
XLogP(CDK),-2.135
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),94.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),8
QED Weighted(RDKit),0.438321069909839
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,23.005390496014627
qed,0.4383210699098395
Chi0,6.784457050376173
Chi1,3.4165022194363885
TPSA,94.83
Chi0n,3.812457744114105
Chi0v,4.706884935114022
Chi1n,1.6800862854270775
Chi1v,3.4776901891308643
Chi2n,1.2165366188655082
Chi2v,2.8621327701498194
Chi3n,0.3412314792295447
Chi3v,1.0236944376886346
Chi4n,0.17620040741654794
Chi4v,0.5286012222496438
MolMR,24.546899999999994
MolWt,140.031
fr_SH,0
Kappa1,7.62
Kappa2,2.2593342006647625
Kappa3,5.620000000000001
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
