DLiP-ID,C0019D
DLiP-Mol-ID,32021
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C8H5N3O3S2/c12-7(5-2-1-3-15-5)10-8-9-4-6(16-8)11(13)14/h1-4H,(H,9,10,12)"
Standard Inchi Key(RDKit),ZLOXYEZYWCTXHU-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1
SMILES(SDF),
MW(SDF),
MW(RDKit),255.28
MW Monoisotopic(RDKit),254.97723302
MolLogP(RDKit),2.3651
XLogP(SDF),
XLogP(CDK),0.514
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),85.13
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.673518309501169
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6878.57584421546
qed,0.673518309501169
Chi0,11.543605595440512
Chi1,7.664703797946449
TPSA,85.13
Chi0n,7.745069720077735
Chi0v,9.378062881933188
Chi1n,4.116776634096765
Chi1v,5.812926026279386
Chi2n,2.6921865452708404
Chi2v,4.648979660799202
Chi3n,1.63886360848143
Chi3v,3.3719324457986506
Chi4n,0.9742790945822404
Chi4v,2.2204081183087605
MolMR,61.04060000000002
MolWt,255.28000000000003
fr_SH,0
Kappa1,10.709002770083105
Kappa2,4.371413314346744
Kappa3,2.2294271895577187
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,520.380744675396
MolLogP,2.3651
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.093788360688366
SMR_VSA1,9.717848232889493
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,38.70110594146908
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
