DLiP-ID,P0008J
DLiP-Mol-ID,24042
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23ClN2O3/c1-4-14-17(11(3)24)10(2)22-19(14)20(26)23-18-15-9-13(21)7-5-12(15)6-8-16(18)25/h5,7,9,16,18,22,25H,4,6,8H2,1-3H3,(H,23,26)/t16-,18-/m1/s1"
Standard Inchi Key(RDKit),KVJAGYRUNZONPJ-SJLPKXTDSA-N
Canonical SMILES(RDKit),CCc1c(C(=O)N[C@@H]2c3cc(Cl)ccc3CC[C@H]2O)[nH]c(C)c1C(C)=O
SMILES(SDF),
MW(SDF),
MW(RDKit),374.868
MW Monoisotopic(RDKit),374.139720276
MolLogP(RDKit),3.51972
XLogP(SDF),
XLogP(CDK),3.738
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),82.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.715901494561426
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CREBBP/H4
Common Target Pref Name,CREBBP/H4
RDKit Descriptors
Ipc,694022.1649660054
qed,0.7159014945614262
Chi0,19.007707210578268
Chi1,12.328606258093467
TPSA,82.19
Chi0n,15.149746338944686
Chi0v,15.90567528496314
Chi1n,8.82660874378814
Chi1v,9.204573216797368
Chi2n,6.7885840581407475
Chi2v,7.225019838612733
Chi3n,5.047520247696168
Chi3v,5.282617350483906
Chi4n,3.8483183818084075
Chi4v,4.028861012037148
MolMR,100.89920000000005
MolWt,374.8680000000001
fr_SH,0
Kappa1,18.674270021979975
Kappa2,7.252060683583746
Kappa3,3.289321125922612
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,872.1815151187537
MolLogP,3.519720000000002
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.9529318984676167
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,52.17948368474616
SMR_VSA6,0.0
SMR_VSA7,56.863396475611054
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,157.31165409978544
NHOHCount,3
PEOE_VSA1,15.407294519794245
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.591044158384747
PEOE_VSA7,61.93302788017348
