DLiP-ID,T0034N
DLiP-Mol-ID,19744
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H15BrN4O3S/c1-12-10-14(11-16(19)18(12)24)22-21-13-5-7-15(8-6-13)27(25,26)23-17-4-2-3-9-20-17/h2-11,24H,1H3,(H,20,23)"
Standard Inchi Key(RDKit),KCSFRNPOIBUWHU-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc(Br)c1O
SMILES(SDF),
MW(SDF),
MW(RDKit),447.314
MW Monoisotopic(RDKit),446.00482344
MolLogP(RDKit),5.07432
XLogP(SDF),
XLogP(CDK),4.927
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),104.01
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.53286462067205
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4/NUT
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1088948.675132093
qed,0.5328646206720501
Chi0,19.44094682093905
Chi1,12.848173775453853
TPSA,104.01
Chi0n,14.16506641829691
Chi0v,16.56755953833934
Chi1n,7.79793281906887
Chi1v,10.074094336220613
Chi2n,5.607475732316428
Chi2v,8.144214872900465
Chi3n,3.570527324597954
Chi3v,5.545650507091298
Chi4n,2.2032888112878597
Chi4v,3.758854478903194
MolMR,106.20730000000003
MolWt,447.3140000000001
fr_SH,0
Kappa1,18.994733071859827
Kappa2,7.848180072898619
Kappa3,4.689224323464687
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,1
BertzCT,1062.3445302060572
MolLogP,5.074320000000002
NOCount,7
