DLiP-ID,C000YB
SRW05,0.0
SRW06,7.005789019253503
SRW07,0.0
SRW08,8.629271094821588
SRW09,0.0
SRW10,10.310451536768028
SaaCH,14.642744037224208
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.675006849131822
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.11329518929561266
SdssS,0
SsCH3,1.6353111665725093
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.95584959291083
SsssP,0
VE1_A,4.097187234155657
VE1_D,5.29154636451673
VE2_A,0.1412823184191606
VE2_D,0.1824671160178183
VE3_A,2.4750114348194177
VE3_D,2.7308212585800917
VR1_A,1248.516356396793
VR1_D,185.8229894970475
VR2_A,43.05228815161355
VR2_D,6.407689293001638
VR3_A,8.194421947464882
VR3_D,6.2895052882101155
WPath,2410
Xc-3d,1.6498299142610595
Xc-4d,0.0
Xc-5d,0.4138605412657321
Xc-6d,0.0
Xp-0d,20.216967702877938
Xp-1d,14.152198343190413
Xp-2d,12.455361714259224
Xp-3d,10.517807749815866
Xp-4d,8.811125920039757
Xp-5d,7.596431786645758
Xp-6d,5.486384475849233
Xp-7d,4.229187086088835
ZMIC0,97.45833993613047
ZMIC1,53.83823740311418
ZMIC2,35.02526015031703
ZMIC3,27.51850662823542
ZMIC4,25.83738921207242
ZMIC5,25.83738921207242
nAcid,0
nAtom,59
nBase,1
nRing,4
piPC1,3.6888794541139363
piPC2,4.204692619390966
piPC3,4.727387818712341
piPC4,5.258796608385754
piPC5,5.833347679010845
piPC6,6.09947779116856
piPC7,6.504942899276725
piPC8,6.892895416075113
piPC9,7.266456294051895
AATS0Z,23.322033898305083
AATS0d,3.0847457627118646
AATS0i,160.869603581569
AATS0m,91.9490258305085
AATS0p,1.565905002465593
AATS0s,3.2900769570574973
AATS0v,213.78144257712788
AATS1Z,24.419354838709676
AATS1d,3.806451612903226
AATS1i,144.14781048010087
AATS1m,92.01524138709682
AATS1p,1.8962908544516135
AATS1s,2.5926423735563526
AATS1v,262.318453821577
AATS2Z,20.123893805309734
AATS2d,3.424778761061947
AATS2i,152.92238378360173
AATS2m,74.09538998230093
AATS2p,1.6245431132760002
AATS2s,2.3436851305582866
AATS2v,215.88137410028327
AATS3Z,16.726114649681527
AATS3d,2.9363057324840764
AATS3i,157.46618688677376
AATS3m,59.98388747770699
AATS3p,1.4312968037908786
AATS3s,2.1744515215852798
AATS3v,182.45573596854325
AATS4Z,14.09356725146199
AATS4d,2.6374269005847952
AATS4i,158.06566800297534
AATS4m,48.88423019298245
AATS4p,1.3343506882871992
AATS4s,2.06528409501119
AATS4v,165.24018214327873
AATS5Z,12.596590909090908
AATS5d,2.471590909090909
AATS5i,160.5752966640866
AATS5m,43.38021227840909
AATS5p,1.2275967187897558
AATS5s,2.0528549382716044
AATS5v,151.01786476642548
AATS6Z,13.446540880503145
AATS6d,2.509433962264151
AATS6i,161.46733443167025
AATS6m,46.71665693710693
AATS6p,1.2345715364289624
AATS6s,2.076811087817377
AATS6v,152.83358227114658
AATS7Z,13.394366197183098
AATS7d,2.591549295774648
AATS7i,159.53167429860605
AATS7m,46.067731161971835
AATS7p,1.2708521388831902
AATS7s,2.1141105894627024
AATS7v,158.48804116908133
AATS8Z,13.805970149253731
AATS8d,2.574626865671642
AATS8i,158.02390950663593
AATS8m,48.11985766417909
AATS8p,1.3024024141452986
AATS8s,2.2970563847429517
AATS8v,164.51820280473146
AMID_C,1.7188333872995296
AMID_N,0.1561385336890341
AMID_O,0.11843326744414921
AMID_X,0.0
AMID_h,0.346992373802285
ATS0dv,316.44444444444446
ATS0pe,350.0668
ATS0se,438.3768569999999
ATS1dv,317.33333333333337
ATS1pe,390.52700000000004
ATS1se,470.70580399999983
ATS2dv,420.3333333333333
ATS2pe,693.6104999999999
ATS2se,851.7454879999998
ATS3dv,430.3333333333333
ATS3pe,935.9812000000004
ATS3se,1169.357386
ATS4dv,394.0
ATS4pe,998.5715999999999
ATS4se,1257.1402740000003
ATS5dv,374.0
ATS5pe,1014.0710999999999
ATS5se,1286.243608
ATS6dv,343.0
ATS6pe,925.6528
ATS6se,1170.845182
ATS7dv,317.33333333333337
ATS7pe,826.9331999999997
ATS7se,1043.911382
ATS8dv,276.66666666666663
ATS8pe,786.4234999999999
ATS8se,988.20848
ATSC0Z,555.6610169491524
ATSC0c,0.6223732176082973
ATSC0d,32.23728813559322
ATSC0i,87.5172845491801
ATSC0m,2567.828934576271
ATSC0p,16.784854584722545
ATSC0s,61.42009020948129
ATSC0v,3175.2291240855325
ATSC1Z,41.81384659580581
ATSC1c,-0.20872731063573716
ATSC1d,12.598103993105427
ATSC1i,-8.75893978761162
ATSC1m,194.46352247917284
ATSC1p,0.7072363387498756
ATSC1s,-2.195705454142795
ATSC1v,102.75207346705196
ATSC2Z,52.954323470267184
ATSC2c,-0.12037286592768791
ATSC2d,1.4946854352197638
ATSC2i,7.189504424490483
ATSC2m,238.10235893019262
ATSC2p,2.7882931901777113
ATSC2s,-0.8000748921541172
ATSC2v,202.1510088643288
ATSC3Z,43.51220913530594
ATSC3c,0.023951432881874908
ATSC3d,-0.8178684286124678
ATSC3i,13.624337458857669
ATSC3m,199.32024266992264
ATSC3p,3.2869838551105595
ATSC3s,-3.668365877235188
ATSC3v,365.1253986366729
ATSC4Z,-97.15311692042516
ATSC4c,-0.02393052731290291
ATSC4d,-2.3656995116345882
ATSC4i,-0.7857886829400149
ATSC4m,-447.20988690749783
ATSC4p,-2.2822062355524695
ATSC4s,1.8510433278991767
ATSC4v,-465.02448952198836
ATSC5Z,36.65527147371443
ATSC5c,-0.004468951654704879
ATSC5d,0.6989370870439529
ATSC5i,-1.1061452838034869
ATSC5m,184.52234775552992
ATSC5p,0.9015194468656862
ATSC5s,1.433813344556329
ATSC5v,286.79927421298316
ATSC6Z,60.60844584889401
ATSC6c,0.03402315344263983
ATSC6d,-3.5716748060902037
ATSC6i,7.319704039357957
ATSC6m,269.92837188767595
ATSC6p,0.891886498372554
ATSC6s,-6.1526080833086
ATSC6v,204.28167998022533
ATSC7Z,-91.08244757253661
ATSC7c,-0.015144936825129955
ATSC7d,-6.028727377190462
ATSC7i,-14.816717559880113
ATSC7m,-401.243447641195
ATSC7p,-3.8659278614176946
ATSC7s,2.615798323566425
ATSC7v,-211.54292937918677
ATSC8Z,-11.94197069807527
ATSC8c,-0.022436060122443563
ATSC8d,-6.318586613042228
ATSC8i,-8.496888999935308
ATSC8m,-72.57040359695482
ATSC8p,-0.417213908062384
ATSC8s,-6.636167078268115
ATSC8v,-340.89137221073275
AXp-0d,0.6971368173406185
AXp-1d,0.4422561982247004
AXp-2d,0.28307640259680056
AXp-3d,0.17826792796298077
AXp-4d,0.11296315282102252
AXp-5d,0.07166445081741281
AXp-6d,0.04649478369363757
AXp-7d,0.030646283232527792
GATS1Z,0.8316743808939059
GATS1c,1.3104929587284784
GATS1d,0.7689952850988773
GATS1i,1.2591074990059115
GATS1m,0.8370518172211044
GATS1p,0.9944759900398349
GATS1s,0.7041527604407334
GATS1v,1.0104763483616852
GATS2Z,0.9149431300396914
GATS2c,1.2535734982813052
GATS2d,1.2418972111331341
GATS2i,1.0838520122269977
GATS2m,0.9173579757777295
GATS2p,0.913579993176884
GATS2s,0.6630029375237666
GATS2v,0.9628421083865973
GATS3Z,1.023856596195752
GATS3c,1.033504695303571
GATS3d,1.1345013964516064
GATS3i,1.0037547395774102
GATS3m,1.0168710908486451
GATS3p,0.9591815459866494
GATS3s,0.8238429176641132
GATS3v,0.9470523671316594
GATS4Z,1.0773744288327785
GATS4c,0.8547342075574996
GATS4d,0.9942719574962644
GATS4i,1.020272073440642
GATS4m,1.073107382593043
GATS4p,1.0693736049658857
GATS4s,0.661074145004286
GATS4v,1.0490878040300091
GATS5Z,0.9142162265961223
GATS5c,0.8395381120712979
GATS5d,0.955803101997897
GATS5i,0.9640172797873137
GATS5m,0.9168652932556757
GATS5p,0.9383884964160071
GATS5s,0.736691968041065
GATS5v,0.9536563624059347
GATS6Z,0.9269485651844283
GATS6c,1.0582475177081863
GATS6d,1.0297072264217078
GATS6i,0.9623506036661402
GATS6m,0.9302548577244475
GATS6p,0.9357413034542895
GATS6s,0.7901707872798
GATS6v,0.9463243224436734
GATS7Z,1.1033426645770181
GATS7c,0.9305915894222813
GATS7d,1.121306704580797
GATS7i,1.0814292207371903
GATS7m,1.0946525461411114
GATS7p,1.1136758345212308
GATS7s,0.734382809396697
GATS7v,1.017487165497706
GATS8Z,0.8408836582096838
GATS8c,0.8573136356794757
GATS8d,1.100977761037086
GATS8i,1.0118453998664572
GATS8m,0.8587438410918331
GATS8p,0.9100265603353069
GATS8s,1.066686729110842
GATS8v,1.0253496073839867
MATS1Z,0.07160947905351159
MATS1c,-0.31914548447294966
MATS1d,0.3718835860384654
MATS1i,-0.09523970223030885
MATS1m,0.0720663260336924
MATS1p,0.04009657767289403
MATS1s,-0.03401918874946584
MATS1v,0.030794690752470787
MATS2Z,0.049758245982283636
MATS2c,-0.100983698669091
MATS2d,0.024208332170142278
MATS2i,0.04289223624775548
MATS2m,0.04841402365044074
MATS2p,0.08673500805014456
MATS2s,-0.006801328630463092
MATS2v,0.03324102537492089
MATS3Z,0.029427513188039524
MATS3c,0.014462153396412781
MATS3d,-0.009534047298519161
MATS3i,0.058502431558303966
MATS3m,0.029170083899808404
MATS3p,0.07359229505348899
MATS3s,-0.022444738728493868
MATS3v,0.04321348918827706
MATS4Z,-0.06032574726225032
MATS4c,-0.013266527884509455
MATS4d,-0.025319608168686707
MATS4i,-0.003097903154653169
MATS4m,-0.06008986238058388
MATS4p,-0.046912999958831414
MATS4s,0.01039829264367544
MATS4v,-0.05053085614367775
MATS5Z,0.0221139261391366
MATS5c,-0.002407099844228221
MATS5d,0.007268067106395181
MATS5i,-0.004236992368304141
MATS5m,0.024089191675662373
MATS5p,0.018005154823233106
MATS5s,0.007825669670237479
MATS5v,0.03027905538699315
MATS6Z,0.04047418436973398
MATS6c,0.020285165513393745
MATS6d,-0.04111197084829606
MATS6i,0.031035201871403614
MATS6m,0.03900653151442699
MATS6p,0.019717275003201837
MATS6s,-0.03717095242374965
MATS6v,0.023873123168500855
MATS7Z,-0.0681064792856701
MATS7c,-0.01011067703160259
MATS7d,-0.07770175204751113
MATS7i,-0.07034315375255154
MATS7m,-0.06492403936726601
MATS7p,-0.0956973319886232
MATS7s,0.017695281439998944
MATS7v,-0.027681340143737347
MATS8Z,-0.00946266107238333
MATS8c,-0.015872411449864586
MATS8d,-0.08629957468179607
MATS8i,-0.042747756217748005
MATS8m,-0.012443445885142906
MATS8p,-0.010944310544086774
MATS8s,-0.04757229189779702
MATS8v,-0.04727027767941625
MAXsOH,9.14215514264637
MAXssS,1.789218621310106
MINsOH,9.14215514264637
MINssS,1.789218621310106
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.20870959279264
SpAD_D,346.2724086775027
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,9.090075003670227
SssNH2,0
SsssAs,0
SsssCH,0.6936342710592069
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1114
TMWC10,137.84086113497784
TSRW10,64.60469585422942
VE1_Dt,5.345615702339622
VE2_Dt,0.18433157594274557
VE3_Dt,2.7409874670410534
VR1_Dt,178.40206674376802
VR2_Dt,6.151795404957518
VR3_Dt,6.2487505419578255
Xc-3dv,1.1093432111607133
Xc-4dv,0.0
Xc-5dv,0.1709513302482801
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.28006896957329525
Xch-7d,0.5119442350683092
Xp-0dv,17.957397132551264
Xp-1dv,11.49735045450147
Xp-2dv,9.194743569004016
Xp-3dv,7.263056059695527
Xp-4dv,5.499031109886127
Xp-5dv,4.304570117737919
Xp-6dv,2.8532612008108997
Xp-7dv,1.9011782535248551
Xpc-4d,4.096231682530851
Xpc-5d,6.259094629099054
Xpc-6d,10.084187024305198
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,62
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,7.450660796211539
AATS0dv,5.36346516007533
AATS0pe,5.933335593220339
AATS0se,7.430116220338982
AATS1dv,5.118279569892474
AATS1pe,6.298822580645162
AATS1se,7.592029096774191
AATS2dv,3.71976401179941
AATS2pe,6.138146017699114
AATS2se,7.537570690265485
AATS3dv,2.740976645435244
AATS3pe,5.961663694267519
AATS3se,7.448136216560509
AATS4dv,2.304093567251462
AATS4pe,5.839599999999999
AATS4se,7.351697508771932
AATS5dv,2.125
AATS5pe,5.761767613636363
AATS5se,7.308202318181818
AATS6dv,2.157232704402516
AATS6pe,5.82171572327044
AATS6se,7.3638061761006295
AATS7dv,2.234741784037559
AATS7pe,5.823473239436618
AATS7se,7.3514886056338025
AATS8dv,2.0646766169154227
AATS8pe,5.868832089552238
AATS8se,7.374690149253731
AATSC0Z,9.417983338121228
AATSC0c,0.010548698603530464
AATSC0d,0.5463947141625969
AATSC0i,1.4833438059183068
AATSC0m,43.52252431485205
AATSC0p,0.2844890607580092
AATSC0s,1.0410184781268015
AATSC0v,53.81744278111072
AATSC1Z,0.6744168805775131
AATSC1c,-0.0033665695263828573
AATSC1d,0.20319522569524884
AATSC1i,-0.1412732223808326
AATSC1m,3.1365084270834327
AATSC1p,0.011407037721772187
AATSC1s,-0.03541460409907734
AATSC1v,1.657291507533096
AATSC2Z,0.4686223315952848
AATSC2c,-0.0010652466011299815
AATSC2d,0.013227304736458088
AATSC2i,0.06362393296009278
AATSC2m,2.1071005215061294
AATSC2p,0.024675160975023994
AATSC2s,-0.007080308780124931
AATSC2v,1.7889469811002547
AATSC3Z,0.27714782888729894
AATSC3c,0.00015255689733678285
AATSC3d,-0.005209353048487056
AATSC3i,0.08677921948316987
AATSC3m,1.2695556857956856
AATSC3p,0.020936202898793374
AATSC3s,-0.02336538775309037
AATSC3v,2.3256394817622477
AATSC4Z,-0.5681468825755858
AATSC4c,-0.00013994460416902286
AATSC4d,-0.013834500068038528
AATSC4i,-0.004595255455789561
AATSC4m,-2.6152624965350753
AATSC4p,-0.013346235295628476
AATSC4s,0.01082481478303612
AATSC4v,-2.7194414591929146
AATSC5Z,0.208268587918832
