DLiP-ID,C000KY
DLiP-Mol-ID,30969
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H14O5S/c20-15-9-5-13(6-10-15)19(14-7-11-16(21)12-8-14)17-3-1-2-4-18(17)25(22,23)24-19/h1-12,20-21H"
Standard Inchi Key(RDKit),BELBBZDIHDAJOR-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),354.383
MW Monoisotopic(RDKit),354.056194548
MolLogP(RDKit),3.1086
XLogP(SDF),
XLogP(CDK),3.002
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),83.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.691030395071377
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,627317.3769067856
qed,0.6910303950713771
Chi0,17.656489770562874
Chi1,11.932324095917016
TPSA,83.83000000000001
Chi0n,12.955623583130881
Chi0v,13.772120164058608
Chi1n,7.5755465652452845
Chi1v,8.983794855709148
Chi2n,5.808551162596139
Chi2v,7.323292525354119
Chi3n,4.318063037557463
Chi3v,5.682150235275241
Chi4n,3.19601043878554
Chi4v,4.623484827068135
MolMR,90.80840000000002
MolWt,354.3830000000001
fr_SH,0
Kappa1,15.683427406389828
Kappa2,5.337390655930865
Kappa3,2.299148146897071
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,992.4323800368251
MolLogP,3.108600000000001
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.081243977967117
SMR_VSA1,22.813937206660057
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,10.496534286501463
SMR_VSA6,0.0
SMR_VSA7,89.48675929663034
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,144.44111748423595
NHOHCount,2
PEOE_VSA1,10.213054789681411
PEOE_VSA2,0.0
PEOE_VSA3,4.183085432649707
PEOE_VSA4,8.417796984328938
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,41.45873832570204
PEOE_VSA8,5.563451491696996
PEOE_VSA9,0.0
RingCount,4
SMR_VSA10,10.118126859033554
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,2
ExactMolWt,354.056194548
NumHDonors,2
PEOE_VSA10,16.394507142085587
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,10.118126859033554
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,18.63085177401035
SlogP_VSA3,19.90226310266695
SlogP_VSA4,0.0
SlogP_VSA5,16.690354475090988
SlogP_VSA6,77.6918882970571
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,3
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,15.719177670017242
EState_VSA2,16.394507142085587
EState_VSA3,16.690354475090988
EState_VSA4,0.0
