DLiP-ID,I0014O
DLiP-Mol-ID,29405
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H26N4O2/c1-17-15-29(11-9-18-14-27-23-5-3-2-4-22(18)23)24-7-6-19(13-25(24)31-17)28-20-8-10-26-21(12-20)16-30/h2-8,10,12-14,17,27,30H,9,11,15-16H2,1H3,(H,26,28)/t17-/m1/s1"
Standard Inchi Key(RDKit),STZTUORGNFWVQZ-QGZVFWFLSA-N
Canonical SMILES(RDKit),C[C@@H]1CN(CCc2c[nH]c3ccccc23)c2ccc(Nc3ccnc(CO)c3)cc2O1
SMILES(SDF),
MW(SDF),
MW(RDKit),414.509
MW Monoisotopic(RDKit),414.205576072
MolLogP(RDKit),4.6288
XLogP(SDF),
XLogP(CDK),3.73
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),73.41
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.429045733736998
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MDM2-Like_P53
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,22096814.63287645
qed,0.42904573373699784
Chi0,21.208531534440663
Chi1,15.191004483450634
TPSA,73.41000000000001
Chi0n,17.506519431985442
Chi0v,17.506519431985442
Chi1n,10.628720676974728
Chi1v,10.628720676974728
Chi2n,7.985453137249951
Chi2v,7.985453137249951
Chi3n,5.69936214280005
Chi3v,5.69936214280005
Chi4n,4.224920765078269
Chi4v,4.224920765078269
