DLiP-ID,T0085W
DLiP-Mol-ID,21643
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17N5O4S/c1-27-17-11-15(14(19)10-16(17)24)22-21-12-5-7-13(8-6-12)28(25,26)23-18-4-2-3-9-20-18/h2-11,24H,19H2,1H3,(H,20,23)"
Standard Inchi Key(RDKit),ZWOSMSLARGAJPG-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)cc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),399.432
MW Monoisotopic(RDKit),399.100125024
MolLogP(RDKit),3.5942
XLogP(SDF),
XLogP(CDK),2.733
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),139.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.42737974834144
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4/NUT
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1843636.4087486134
qed,0.4273797483414396
Chi0,20.148053602125596
Chi1,13.386178577914638
TPSA,139.26
Chi0n,14.772700504941172
Chi0v,15.589197085868898
Chi1n,8.009998152854864
Chi1v,9.493161400449255
