DLiP-ID,J000NK
BIC1,0.6279900320121315
BIC2,0.7775049687888458
BIC3,0.8928651117998827
BIC4,0.9076027555228888
BIC5,0.9076027555228888
CIC0,4.058301096695954
CIC1,1.905054470013737
CIC2,0.9948878481735957
CIC3,0.2926372642325834
CIC4,0.20292240570119713
CIC5,0.20292240570119713
GGI1,8.0
GGI2,4.666666666666668
GGI3,2.6666666666666665
GGI4,2.2788888888888894
GGI5,1.5419444444444443
GGI6,0.8940589569160996
GGI7,0.6580215419501134
GGI8,0.4253039178634416
GGI9,0.2359413580246914
JGI1,0.2285714285714286
JGI2,0.09150326797385624
JGI3,0.05031446540880503
JGI4,0.04747685185185186
JGI5,0.03212384259259259
JGI6,0.020319521748093174
JGI7,0.016872347229490083
JGI8,0.01149470048279572
JGI9,0.007149738121960346
MIC0,18.699163653605712
MIC1,38.561518814857024
MIC2,46.63390490352381
MIC3,48.328906080557196
MIC4,48.41933865795683
MIC5,48.41933865795683
MPC2,51
MPC3,67
MPC4,85
MPC5,107
MPC6,118
MPC7,136
MPC8,154
MPC9,154
Mare,0.9950188679245285
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,1
RNCG,0.16247493140389682
RPCG,0.11051503609411822
SIC0,0.2914878743710779
SIC1,0.6674090561966414
SIC2,0.8263090669527351
SIC3,0.9489103826503995
SIC4,0.9645731103790841
SIC5,0.9645731103790841
SaaN,0
SaaO,0
SaaS,0
Sare,52.73600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.023874321274495
SsLi,0
SsOH,10.928163041463907
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,1.9565390854398437
TIC0,88.489825966964
TIC1,202.61189718112146
TIC2,250.85072813864898
TIC3,288.07000908752264
TIC4,292.8248965896861
TIC5,292.8248965896861
Vabc,399.0421090601605
WPol,53
apol,63.39365299999999
bpol,26.408346999999996
nRot,5
ABCGG,19.728176814145097
ATS0Z,1566.0
ATS0d,193.0
ATS0i,8529.46574245113
ATS0m,6346.106342149772
ATS0p,89.03842800182898
ATS0s,301.62335200426764
ATS0v,13084.420214471784
ATS1Z,1533.0
ATS1d,242.0
ATS1i,8092.85468903655
ATS1m,5914.6199558352
ATS1p,110.41955217600001
ATS1s,190.7289094650206
ATS1v,16204.242081674323
ATS2Z,2358.0
ATS2d,382.0
ATS2i,14222.22190493229
ATS2m,9025.811820670402
ATS2p,168.36181316909403
ATS2s,308.7813786008231
ATS2v,24315.09123342668
ATS3Z,2772.0
ATS3d,427.0
ATS3i,20233.73068467113
ATS3m,10294.4394259312
ATS3p,198.91132905064097
ATS3s,473.7134773662551
ATS3v,27846.615971433926
ATS4Z,2646.0
ATS4d,418.0
ATS4i,23198.835297734517
ATS4m,9706.562924766398
ATS4p,191.347269149376
ATS4s,473.10030864197535
ATS4v,26403.221366309197
ATS5Z,2467.0
ATS5d,399.0
ATS5i,21696.925442007607
ATS5m,9052.3265628304
ATS5p,181.668544939225
ATS5s,466.57304526748976
ATS5v,25432.818724359455
ATS6Z,2427.0
ATS6d,379.0
ATS6i,21031.330109074184
ATS6m,8801.377267372794
ATS6p,178.47445853988597
ATS6s,459.324074074074
ATS6v,24807.11620183452
ATS7Z,2226.0
ATS7d,361.0
ATS7i,22025.90238928587
ATS7m,8037.494461112
ATS7p,173.616397793621
ATS7s,397.07561728395063
ATS7v,23207.46160988833
ATS8Z,2036.0
ATS8d,326.0
ATS8i,19347.541915138263
ATS8m,7313.271921467198
ATS8p,160.24359373207403
ATS8s,410.4043209876542
ATS8v,21271.01036724503
C1SP1,1
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,14
C2SP3,1
C3SP2,4
C3SP3,1
C4SP3,0
FCSP3,0.2
GGI10,0.22283440465258647
JGI10,0.008253126098243942
JGT10,0.5140792900791176
Kier1,25.103673469387754
Kier2,10.726643598615917
Kier3,5.8142125194920915
MAXdO,12.786368829199368
MAXsF,14.689849156918669
MAXtN,8.978511634493636
MID_C,52.0704035434374
MID_N,5.993831361224053
MID_O,3.4959213366212314
MID_X,3.563014077806095
MID_h,13.05276677565138
MINdO,12.786368829199368
MINsF,14.689849156918669
MINtN,8.978511634493636
MPC10,156
MWC01,35.0
MWC02,5.153291594497779
MWC03,6.013715156042802
MWC04,6.90875477931522
MWC05,7.787796878181171
MWC06,8.685584842676693
MWC07,9.57227147806062
MWC08,10.472289588823237
MWC09,11.363392440675852
MWC10,12.26527036745605
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,8
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.769980000000004
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.616771097666572
SRW05,2.3978952727983707
SRW06,7.161622002939187
SRW07,4.727387818712341
SRW08,8.789203094473724
SRW09,6.823286122355687
SRW10,10.459124004835836
SaaCH,17.098833446177682
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.5003600419512475
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.5998899620301137
SdssS,0
SsCH3,1.4377103804484757
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.649151441058007
SssPH,0
SssSe,0
SsssB,0
SsssN,1.8953877934791235
SsssP,0
VE1_A,4.442136287013561
VE1_D,5.569852714154347
VE2_A,0.13881675896917378
VE2_D,0.17405789731732335
VE3_A,2.654286216260101
VE3_D,2.880519420694065
VR1_A,555.7959887823288
VR1_D,212.22193631598165
VR2_A,17.368624649447774
VR2_D,6.631935509874427
VR3_A,7.48355211007172
VR3_D,6.520783406307049
WPath,3153
Xc-3d,2.86896182054942
Xc-4d,0.2041241452319315
Xc-5d,0.9109996001213715
Xc-6d,0.14433756729740643
Xp-0d,22.88010440969447
Xp-1d,15.28002542803199
Xp-2d,14.426142237280333
Xp-3d,12.113516563549414
Xp-4d,9.677404429824618
Xp-5d,7.626808110243901
Xp-6d,5.352473358146402
Xp-7d,3.8770521633625292
ZMIC0,98.40505032887606
ZMIC1,54.97028472259336
ZMIC2,32.237062749053706
ZMIC3,26.469936406357462
ZMIC4,26.09063715690673
ZMIC5,26.09063715690673
nAcid,0
nAtom,53
nBase,0
nRing,4
piPC1,3.871201010907891
piPC2,4.460144413937834
piPC3,5.025523906590006
piPC4,5.552474971391416
piPC5,6.074052090860705
piPC6,6.314566549166023
piPC7,6.638690491062419
piPC8,6.960762728366194
piPC9,7.124302119767034
AATS0Z,29.547169811320753
AATS0d,3.641509433962264
AATS0i,160.93331589530433
AATS0m,119.73785551225986
AATS0p,1.6799703396571506
AATS0s,5.691006641589955
AATS0v,246.8758531032412
AATS1Z,27.375
AATS1d,4.321428571428571
AATS1i,144.5152623042241
AATS1m,105.61821349705714
AATS1p,1.9717777174285716
AATS1s,3.405873383303939
AATS1v,289.36146574418433
AATS2Z,24.821052631578947
AATS2d,4.021052631578947
AATS2i,149.70759899928726
AATS2m,95.00854548074108
AATS2p,1.772229612306253
AATS2s,3.2503303010612954
AATS2v,255.94832877291242
AATS3Z,21.323076923076922
AATS3d,3.2846153846153845
AATS3i,155.64408218977792
AATS3m,79.18799558408615
AATS3p,1.530087146543392
AATS3s,3.64394982589427
AATS3v,214.20473824179945
AATS4Z,18.503496503496503
AATS4d,2.923076923076923
AATS4i,162.22961746667494
AATS4m,67.87806241095383
AATS4p,1.3380927912543776
AATS4s,3.3083937667271
AATS4v,184.63791165251186
AATS5Z,18.274074074074075
AATS5d,2.9555555555555557
AATS5i,160.71796623709338
AATS5m,67.05427083578074
AATS5p,1.3456929254757408
AATS5s,3.456096631611035
AATS5v,188.39124981007004
AATS6Z,18.386363636363637
AATS6d,2.871212121212121
AATS6i,159.32825840207715
AATS6m,66.67710051039995
AATS6p,1.3520792313627725
AATS6s,3.4797278338945
AATS6v,187.93269849874636
AATS7Z,16.36764705882353
AATS7d,2.6544117647058822
AATS7i,161.955164627102
AATS7m,59.099223978764705
AATS7p,1.276591160247213
AATS7s,2.919673656499637
AATS7v,170.6431000727083
AATS8Z,16.826446280991735
AATS8d,2.6942148760330578
AATS8i,159.89704062097738
AATS8m,60.44026381377849
AATS8p,1.3243272209262316
AATS8s,3.391771247831853
AATS8v,175.79347410946306
AMID_C,1.6272001107324188
AMID_N,0.18730723003825164
AMID_O,0.10924754176941348
AMID_X,0.11134418993144046
AMID_h,0.4078989617391056
ATS0dv,455.60493827160496
ATS0pe,341.4204999999999
ATS0se,414.9846089999999
ATS1dv,452.1111111111111
ATS1pe,365.6715
ATS1se,434.7163859999999
ATS2dv,627.4444444444445
ATS2pe,611.5926000000001
ATS2se,734.8281119999998
ATS3dv,671.5555555555555
ATS3pe,839.4493
ATS3se,1019.3697900000001
ATS4dv,611.3333333333333
ATS4pe,905.4364999999999
ATS4se,1113.55267
ATS5dv,611.1111111111111
ATS5pe,854.5377
ATS5se,1049.49749
ATS6dv,531.7777777777778
ATS6pe,844.428
ATS6se,1034.2860480000002
ATS7dv,470.2222222222222
ATS7pe,835.5289
ATS7se,1038.66881
ATS8dv,481.8888888888889
ATS8pe,742.9427000000001
ATS8se,922.715522
ATSC0Z,532.867924528302
ATSC0c,0.8297932023877397
ATSC0d,36.75471698113207
ATSC0i,102.4894050737952
ATSC0m,2526.8729287990795
ATSC0p,13.212857422877885
ATSC0s,116.3412086284592
ATSC0v,2653.2508342656615
ATSC1Z,2.0452118191526973
ATSC1c,-0.41305594418272895
ATSC1d,10.466714133143466
ATSC1i,-2.2207474721189575
ATSC1m,13.541004432650636
ATSC1p,0.6245201248840306
ATSC1s,-5.855996581957889
ATSC1v,122.56831181549519
ATSC2Z,55.23673905304375
ATSC2c,-0.09401360016007995
ATSC2d,-10.994304022783908
ATSC2i,-8.222336900233913
ATSC2m,263.275052836257
ATSC2p,0.24481502997901983
ATSC2s,6.850504173962575
ATSC2v,153.82895140870772
ATSC3Z,-120.05339978640086
ATSC3c,0.1796489497442264
ATSC3d,-8.756852972588113
ATSC3i,-33.61905770527196
ATSC3m,-575.8186073097615
ATSC3p,-3.2837225341448324
ATSC3s,4.1286405073096395
ATSC3v,-968.233653570267
ATSC4Z,7.356354574581717
ATSC4c,-0.1174680525053688
ATSC4d,1.6806692773228904
ATSC4i,8.49838657522466
ATSC4m,43.46525589533245
ATSC4p,0.836047677911058
ATSC4s,-26.606210535148723
ATSC4v,108.1302719867301
ATSC5Z,3.5439658241367056
ATSC5c,0.12809706341018592
ATSC5d,-8.280882876468493
ATSC5i,-3.4573834810910298
ATSC5m,14.62800563183739
ATSC5p,-0.3052287531985439
ATSC5s,-21.501559528512693
ATSC5v,202.94375322139186
ATSC6Z,-125.84086863652544
ATSC6c,0.03006118198817083
ATSC6d,-6.219295122819511
ATSC6i,-23.843986568780238
ATSC6m,-626.4769718236288
ATSC6p,-4.3418407004727
ATSC6s,-45.29173795726706
ATSC6v,-1094.6245174619255
ATSC7Z,86.67853328586689
ATSC7c,-0.29605563292024123
ATSC7d,-2.1253114987540025
ATSC7i,4.4973982088319255
ATSC7m,395.8635415577123
ATSC7p,1.5595499966945316
ATSC7s,-25.022960775478953
ATSC7v,263.03540844488157
ATSC8Z,-77.83054467782128
ATSC8c,-0.00033414312393484835
ATSC8d,-7.515485938056246
ATSC8i,-10.610929066015899
ATSC8m,-361.36145230146116
ATSC8p,-3.880569323003459
ATSC8s,66.8119644319929
ATSC8v,-217.94364246501053
AXp-0d,0.7150032628029522
AXp-1d,0.4365721550866283
AXp-2d,0.28286553406432025
AXp-3d,0.180798754679842
AXp-4d,0.1138518168214661
AXp-5d,0.07127858046956917
AXp-6d,0.0453599437131051
AXp-7d,0.028507736495312713
GATS1Z,0.613392414539642
GATS1c,1.4619158108595809
GATS1d,0.8716082428864772
GATS1i,1.0014347655802098
GATS1m,0.615137143892656
GATS1p,0.8532832002312171
GATS1s,0.5980221739051864
GATS1v,0.8286526153078381
GATS2Z,0.6569021874848582
GATS2c,1.1366706159796036
GATS2d,1.4892467307900144
GATS2i,1.0146771648008286
GATS2m,0.6593898789910569
GATS2p,0.9045272089887657
GATS2s,0.5445458394430222
GATS2v,0.8774052808611063
GATS3Z,0.9694710006373484
GATS3c,1.1407099016074753
GATS3d,1.137268993839836
GATS3i,1.1089740766942042
GATS3m,0.9697287988723292
GATS3p,1.0427222138408243
GATS3s,0.8979999692255802
GATS3v,1.0742858861085895
GATS4Z,0.9345655406840874
GATS4c,1.2843361994687186
GATS4d,0.9893597162591004
GATS4i,0.9512949762786667
GATS4m,0.9339325111924177
GATS4p,0.9248937982029688
GATS4s,1.1234930361302642
GATS4v,0.9506002383345807
GATS5Z,0.9006748551539995
GATS5c,1.0253457680028797
GATS5d,1.2418663016198952
GATS5i,1.0899975506607789
GATS5m,0.90676234442914
GATS5p,0.9897949200229836
GATS5s,1.2714280114879357
GATS5v,0.9527911155642745
GATS6Z,0.9244715049367692
GATS6c,1.1846050635564753
GATS6d,1.0664473274842887
GATS6i,1.1105929241998835
GATS6m,0.933114325881788
GATS6p,1.0771504095772295
GATS6s,1.3303277453885778
GATS6v,1.1123941340268433
GATS7Z,0.856381505225842
GATS7c,1.1767594861614
GATS7d,0.9622614446189156
GATS7i,0.8898590684426662
GATS7m,0.8615181118244709
GATS7p,0.927327652108054
GATS7s,0.9865429207716779
GATS7v,0.9786485003303815
GATS8Z,1.2246533941301887
GATS8c,0.851112578622684
GATS8d,1.0757038369508038
GATS8i,0.9053275404002815
GATS8m,1.2182476418923016
GATS8p,1.1625826458668767
GATS8s,0.5185033316312342
GATS8v,1.0792469482613958
MATS1Z,0.0036325078151081508
MATS1c,-0.4711149067599495
MATS1d,0.2695163537694339
MATS1i,-0.02050727932343658
MATS1m,0.005071720597755672
MATS1p,0.04473397923744847
MATS1s,-0.047638171759522695
MATS1v,0.043720763508609865
MATS2Z,0.05783100197913517
MATS2c,-0.0632081494159775
MATS2d,-0.16688101156381716
MATS2i,-0.044757782308134396
MATS2m,0.0581270884836227
MATS2p,0.01033697801723412
MATS2s,0.032850442834695605
MATS2v,0.03234536337707793
MATS3Z,-0.09185174290336813
MATS3c,0.0882647564296379
MATS3d,-0.0971331543200127
MATS3i,-0.13373315230422422
MATS3m,-0.09290408478825161
MATS3p,-0.1013216426182511
MATS3s,0.014467917222971513
MATS3v,-0.14877651502507447
MATS4Z,0.005116616971301493
MATS4c,-0.05246742229731958
MATS4d,0.01694763142401746
MATS4i,0.030732461228286972
MATS4m,0.006375271290111055
MATS4p,0.023451689120916205
MATS4s,-0.08475967528381435
MATS4v,0.01510458571607924
MATS5Z,0.0026110311146781665
MATS5c,0.06060541118316308
MATS5d,-0.08845159327705529
MATS5i,-0.01324374108183188
MATS5m,0.002272708924145002
MATS5p,-0.009069237918554693
MATS5s,-0.07255686183423274
MATS5v,0.03002890386340307
MATS6Z,-0.0948208985971892
MATS6c,0.014545816964965885
MATS6d,-0.06794070064090602
MATS6i,-0.09341182020712963
MATS6m,-0.09954596188660124
MATS6p,-0.1319407884994219
MATS6s,-0.1563102123717164
MATS6v,-0.1656489930408585
MATS7Z,0.06339119459128459
MATS7c,-0.13904021064615765
MATS7d,-0.022534424447397006
MATS7i,0.017100914343325706
MATS7m,0.06105188313819442
MATS7p,0.04599805992631319
MATS7s,-0.08381892472196342
MATS7v,0.03863428388083386
MATS8Z,-0.06397657553576203
MATS8c,-0.00017638155011291033
MATS8d,-0.08956420656065979
MATS8i,-0.04534871009179667
MATS8m,-0.06263959189266875
MATS8p,-0.12864389970439832
MATS8s,0.2515423820691236
MATS8v,-0.035979605298174316
MAXsCl,6.023874321274495
MAXsOH,10.928163041463907
MAXtsC,1.9565390854398437
MINsCl,6.023874321274495
MINsOH,10.928163041463907
MINtsC,1.9565390854398437
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,40.739288571700726
SpAD_D,408.4310306864596
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.2352177144139
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.7189658131771224
SssssN,0
TMPC10,1095
TMWC10,145.22236712572942
TSRW10,82.23796929082303
VE1_Dt,5.58083088132949
VE2_Dt,0.17440096504154656
VE3_Dt,2.8824884785779465
VR1_Dt,210.18871140829972
VR2_Dt,6.568397231509366
VR3_Dt,6.511156562754561
Xc-3dv,1.3844192731200486
Xc-4dv,0.07905694150420949
Xc-5dv,0.22072111076716835
Xc-6dv,0.016137430609197572
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.42978315514743
Xch-7d,0.6391069655404606
Xp-0dv,18.15657000445655
Xp-1dv,10.523853810335341
Xp-2dv,8.439954670564509
Xp-3dv,5.892875250467643
Xp-4dv,4.092183337062367
Xp-5dv,2.764738394528704
Xp-6dv,1.6406432258197268
Xp-7dv,1.0569871426149944
Xpc-4d,6.4172941523411176
Xpc-5d,9.052485090200332
Xpc-6d,13.274161315834176
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,56
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.318404841219412
AATS0dv,8.596319590030282
AATS0pe,6.441896226415092
AATS0se,7.829898283018866
AATS1dv,8.073412698412698
AATS1pe,6.529848214285714
AATS1se,7.762792607142855
AATS2dv,6.604678362573099
AATS2pe,6.4378168421052635
AATS2se,7.735032757894735
AATS3dv,5.165811965811966
AATS3pe,6.4573023076923075
AATS3se,7.841306076923077
AATS4dv,4.275058275058274
AATS4pe,6.331723776223775
AATS4se,7.787081608391609
AATS5dv,4.526748971193415
AATS5pe,6.329908888888888
AATS5se,7.774055481481481
AATS6dv,4.028619528619529
AATS6pe,6.397181818181818
AATS6se,7.835500363636365
AATS7dv,3.4575163398692808
AATS7pe,6.143594852941177
AATS7se,7.637270661764705
AATS8dv,3.982552800734619
AATS8pe,6.140022314049587
AATS8se,7.625748115702479
AATSC0Z,10.054111783552868
AATSC0c,0.015656475516749806
AATSC0d,0.6934852260590957
AATSC0i,1.9337623598829283
AATSC0m,47.67684771319018
AATSC0p,0.24929919665807332
AATSC0s,2.1951171439331922
AATSC0v,50.061336495578516
AATSC1Z,0.03652163962772674
AATSC1c,-0.007375999003263017
AATSC1d,0.18690560952041904
AATSC1i,-0.039656204859267095
AATSC1m,0.24180365058304706
AATSC1p,0.011152145087214833
AATSC1s,-0.10457136753496231
AATSC1v,2.1887198538481285
AATSC2Z,0.5814393584530921
AATSC2c,-0.0009896168437903152
AATSC2d,-0.11572951602930429
AATSC2i,-0.08655091473930435
AATSC2m,2.77131634564481
AATSC2p,0.0025770003155686297
AATSC2s,0.07211057025223763
AATSC2v,1.6192521200916603
AATSC3Z,-0.923487690664622
AATSC3c,0.0013819149980325107
AATSC3d,-0.06736040748144703
